"gene_id","length"
"IGKV1D-42",351
"IGKV1D-43",351
"IGKV1D-8",351
"IGKV1OR-2",484
"IGKV1OR-3",322
"IGKV1OR1-1",741
"IGKV1OR2-118",1940
"IGKV1OR2-2",709
"IGKV1OR22-1",1927
"IGKV1OR9-1",514
"IGKV1OR9-2",718
"IGKV1ORY-1",477
"IGKV2-10",722
"IGKV2-14",722
"IGKV2-18",720
"IGKV2-19",534
"IGKV2-23",544
"IGKV2-24",720
"IGKV2-26",726
"IGKV2-28",720
"IGKV2-29",720
"IGKV2-30",720
"IGKV2-36",468
"IGKV2-38",480
"IGKV2-4",720
"IGKV2-40",677
"IGKV2D-10",361
"IGKV2D-14",361
"IGKV2D-18",360
"IGKV2D-19",267
"IGKV2D-23",563
"IGKV2D-24",360
"IGKV2D-26",362
"IGKV2D-28",359
"IGKV2D-29",362
"IGKV2D-30",360
"IGKV2D-36",234
"IGKV2D-38",240
"IGKV2D-40",363
"IGKV2OR2-10",719
"IGKV2OR2-2",1104
"IGKV2OR2-7",905
"IGKV2OR2-7D",1040
"IGKV2OR2-8",1095
"IGKV2OR22-3",614
"IGKV2OR22-4",1114
"IGKV3-11",690
"IGKV3-15",690
"IGKV3-20",696
"IGKV3-25",660
"IGKV3-31",666
"IGKV3-34",696
"IGKV3-7",696
"IGKV3D-11",345
"IGKV3D-15",345
"IGKV3D-20",348
"IGKV3D-25",322
"IGKV3D-31",343
"IGKV3D-34",348
"IGKV3D-7",357
"IGKV3OR22-2",395
"IGKV4-1",363
"IGKV5-2",690
"IGKV6-21",684
"IGKV6D-21",342
"IGKV6D-41",347
"IGKV7-3",714
"IGL",896838
"IGLC1",320
"IGLC2",320
"IGLC3",320
"IGLC4",253
"IGLC5",309
"IGLC6",324
"IGLC7",320
"IGLCOR22-2",454
"IGLJ1",38
"IGLJ2",38
"IGLJ3",38
"IGLJ4",38
"IGLJ5",38
"IGLJ6",38
"IGLJ7",38
"IGLJCOR18",432
"IGLL1",886
"IGLL3P",676
"IGLL4P",237
"IGLL5",1300
"IGLON5",3347
"IGLV1-36",347
"IGLV1-40",345
"IGLV1-41",353
"IGLV1-44",347
"IGLV1-47",347
"IGLV1-50",356
"IGLV1-51",353
"IGLV1-62",309
"IGLV10-54",353
"IGLV10-67",349
"IGLV11-55",369
"IGLV2-11",354
"IGLV2-14",354
"IGLV2-18",354
"IGLV2-23",354
"IGLV2-28",342
"IGLV2-33",354
"IGLV2-34",354
"IGLV2-5",354
"IGLV2-8",354
"IGLV3-1",348
"IGLV3-10",347
"IGLV3-12",347
"IGLV3-13",342
"IGLV3-15",285
"IGLV3-16",347
"IGLV3-17",281
"IGLV3-19",347
"IGLV3-2",340
"IGLV3-21",347
"IGLV3-22",341
"IGLV3-24",295
"IGLV3-25",347
"IGLV3-26",300
"IGLV3-27",341
"IGLV3-29",337
"IGLV3-30",352
"IGLV3-31",347
"IGLV3-32",344
"IGLV3-4",337
"IGLV3-6",284
"IGLV3-7",299
"IGLV3-9",342
"IGLV4-3",371
"IGLV4-60",364
"IGLV4-69",359
"IGLV5-37",369
"IGLV5-39",477
"IGLV5-45",902
"IGLV5-48",369
"IGLV5-52",368
"IGLV6-57",353
"IGLV7-35",295
"IGLV7-43",819
"IGLV7-46",351
"IGLV8-61",353
"IGLV8OR8-1",374
"IGLV9-49",374
"IGLVI-20",286
"IGLVI-38",291
"IGLVI-42",336
"IGLVI-56",296
"IGLVI-63",354
"IGLVI-68",304
"IGLVI-70",350
"IGLVIV-53",367
"IGLVIV-59",324
"IGLVIV-64",373
"IGLVIV-65",364
"IGLVIV-66-1",327
"IGLVV-58",308
"IGLVV-66",312
"IGLVVI-22-1",290
"IGLVVI-25-1",341
"IGLVVII-41-1",299
"IGSF1",5581
"IGSF10",10595
"IGSF11",4162
"IGSF11-AS1",1601
"IGSF21",2333
"IGSF21-AS1",3466
"IGSF22",8098
"IGSF23",1056
"IGSF3",8778
"IGSF3P1",78952
"IGSF3P2",30792
"IGSF5",3797
"IGSF6",5440
"IGSF8",4994
"IGSF9",4059
"IGSF9B",17159
"IHH",2473
"IHO1",3924
"IK",2087
"IKBIP",3839
"IKBKB",5931
"IKBKB-DT",650
"IKBKE",3589
"IKBKG",2624
"IKBKGP1",8885
"IKZF1",18789
"IKZF2",20084
"IKZF3",10132
"IKZF4",8166
"IKZF5",5256
"IL10",2203
"IL10RA",5337
"IL10RB",1941
"IL10RB-DT",469
"IL11",2378
"IL11RA",1809
"IL12A",1444
"IL12A-AS1",2425
"IL12B",2364
"IL12RB1",4143
"IL12RB2",6373
"IL13",1571
"IL13RA1",4571
"IL13RA2",1338
"IL15",2824
"IL15RA",3788
"IL16",10358
"IL17A",1871
"IL17B",1789
"IL17C",1060
"IL17D",3502
"IL17F",880
"IL17RA",8566
"IL17RB",2016
"IL17RC",2842
"IL17RD",9237
"IL17RE",3254
"IL17REL",7650
"IL18",1155
"IL18BP",3872
"IL18R1",4793
"IL18RAP",6529
"IL19",3124
"IL1A",2103
"IL1B",1571
"IL1F10",1406
"IL1R1",6782
"IL1R2",8638
"IL1RAP",11581
"IL1RAPL1",9182
"IL1RAPL2",5121
"IL1RL1",5304
"IL1RL2",5371
"IL1RN",2484
"IL2",1029
"IL20",1484
"IL20RA",3716
"IL20RB",3304
"IL20RB-AS1",3927
"IL21",3236
"IL21-AS1",3748
"IL21R",5248
"IL21R-AS1",2615
"IL22",1165
"IL22RA1",2817
"IL22RA2",2893
"IL23A",1229
"IL23R",3488
"IL24",2018
"IL25",1367
"IL26",1066
"IL27",1452
"IL27RA",5900
"IL2RA",3218
"IL2RB",4200
"IL2RG",1480
"IL3",924
"IL31",927
"IL31RA",10196
"IL32",1289
"IL33",3537
"IL34",2304
"IL36A",2004
"IL36B",2071
"IL36G",1211
"IL36RN",2712
"IL37",931
"IL3RA",3504
"IL4",716
"IL4I1",2460
"IL4R",5644
"IL5",3392
"IL5RA",6399
"IL6",3061
"IL6-AS1",1364
"IL6R",6655
"IL6R-AS1",1763
"IL6RP1",1417
"IL6ST",9954
"IL6ST-DT",2289
"IL6STP1",6277
"IL7",4781
"IL7R",4584
"IL9",605
"IL9R",12286
"IL9RP1",1669
"IL9RP2",1592
"IL9RP3",1951
"IL9RP4",1660
"ILDR1",3676
"ILDR2",16182
"ILF2",1871
"ILF2P1",1402
"ILF2P2",1566
"ILF3",7632
"ILF3-DT",2011
"ILK",2357
"ILKAP",3452
"ILRUN",8917
"ILRUN-AS1",935
"ILRUNP1",626
"ILVBL",2941
"IMMP1L",1492
"IMMP1LP1",629
"IMMP1LP2",656
"IMMP1LP3",514
"IMMP2L",37050
"IMMT",2723
"IMMTP1",2638
"IMP3",1132
"IMP3P1",551
"IMP3P2",475
"IMP4",4129
"IMPA1",3570
"IMPA1P1",3736
"IMPA2",1880
"IMPACT",4135
"IMPDH1",2867
"IMPDH1P1",2360
"IMPDH1P10",1685
"IMPDH1P11",2282
"IMPDH1P2",2341
"IMPDH1P3",2368
"IMPDH1P4",2413
"IMPDH1P5",4658
"IMPDH1P6",2294
"IMPDH1P7",2329
"IMPDH1P8",2371
"IMPDH1P9",2326
"IMPDH2",2075
"IMPG1",3543
"IMPG2",8352
"INA",3251
"INAFM1",915
"INAFM2",3047
"INAVA",4303
"INCA1",2269
"INCENP",6477
"INE1",1014
"INE2",1874
"INF2",8483
"ING1",6375
"ING2",2842
"ING2-DT",781
"ING3",4598
"ING4",1979
"ING5",10814
"INGX",769
"INHA",1351
"INHBA",8111
"INHBA-AS1",4524
"INHBB",3206
"INHBC",3202
"INHBE",2460
"INHCAP",525
"INIP",4351
"INKA1",1033
"INKA2",6305
"INKA2-AS1",2131
"INMT",2559
"INMT-MINDY4",3185
"INO80",8077
"INO80-AS1",717
"INO80B",1181
"INO80B-WBP1",2112
"INO80C",2030
"INO80D",30616
"INO80E",4264
"INPP1",2370
"INPP4A",18385
"INPP4B",13454
"INPP5A",12323
"INPP5B",5735
"INPP5D",9804
"INPP5E",3596
"INPP5F",8425
"INPP5J",4411
"INPP5K",3231
"INPPL1",5402
"INS",644
"INS-IGF2",5250
"INSC",5687
"INSIG1",3077
"INSIG1-DT",1677
"INSIG2",3679
"INSL3",846
"INSL4",1952
"INSL5",736
"INSL6",817
"INSM1",2846
"INSM2",2891
"INSR",9471
"INSRR",5200
"INSYN1",7315
"INSYN1-AS1",785
"INSYN2A",10013
"INSYN2B",5835
"INTS1",7205
"INTS10",3988
"INTS11",2590
"INTS12",2761
"INTS13",3090
"INTS14",2716
"INTS2",6589
"INTS3",10504
"INTS4",6668
"INTS4P1",3843
"INTS4P2",1768
"INTS5",3285
"INTS6",23698
"INTS6-AS1",788
"INTS6L",9563
"INTS6L-AS1",398
"INTS6P1",2725
"INTS7",5348
"INTS8",8573
"INTS9",3410
"INTU",15213
"INVS",4996
"IP6K1",5048
"IP6K2",5417
"IP6K3",4767
"IPCEF1",7051
"IPMK",6093
"IPMKP1",6049
"IPO11",4609
"IPO11-LRRC70",1818
"IPO13",4247
"IPO4",7036
"IPO5",6232
"IPO5P1",5511
"IPO7",6162
"IPO7P1",836
"IPO7P2",2865
"IPO8",6082
"IPO8P1",3107
"IPO9",11416
"IPO9-AS1",842
"IPP",4431
"IPPK",4472
"IPPKP1",1253
"IPW",4498
"IQANK1",9053
"IQCA1",3349
"IQCA1L",3020
"IQCB1",2931
"IQCB2P",2352
"IQCC",2252
"IQCD",3521
"IQCE",7846
"IQCF1",772
"IQCF2",601
"IQCF3",1299
"IQCF4P",967
"IQCF5",529
"IQCF5-AS1",2000
"IQCF6",514
"IQCG",3837
"IQCH",5707
"IQCH-AS1",6684
"IQCJ",2562
"IQCJ-SCHIP1",2391
"IQCJ-SCHIP1-AS1",597
"IQCK",3114
"IQCM",2792
"IQCN",4388
"IQGAP1",7253
"IQGAP2",6536
"IQGAP3",6723
"IQSEC1",10325
"IQSEC2",14503
"IQSEC3",12140
"IQSEC3P1",671
"IQSEC3P2",552
"IQSEC3P3",675
"IQUB",8562
"IRAG1",6407
"IRAG1-AS1",900
"IRAG2",5000
"IRAIN",4925
"IRAK1",3741
"IRAK1BP1",6099
"IRAK2",3431
"IRAK3",8328
"IRAK4",7007
"IREB2",10198
"IRF1",4291
"IRF1-AS1",649
"IRF2",8800
"IRF2BP1",2534
"IRF2BP2",5316
"IRF2BPL",4166
"IRF3",2667
"IRF4",5448
"IRF5",4009
"IRF5P1",2146
"IRF6",4478
"IRF7",4065
"IRF8",2731
"IRF9",3560
"IRGC",1790
"IRGM",3705
"IRGQ",9686
"IRS1",9771
"IRS2",8156
"IRS3P",1209
"IRS4",8239
"IRS4-AS1",1142
"IRX1",2080
"IRX1P1",854
"IRX2",9463
"IRX3",2821
"IRX4",2674
"IRX4-AS1",972
"IRX4P1",670
"IRX5",3090
"IRX6",3128
"ISCA1",1967
"ISCA1P1",1975
"ISCA1P2",637
"ISCA1P3",1971
"ISCA1P4",650
"ISCA1P5",654
"ISCA1P6",1969
"ISCA2",2581
"ISCA2P1",652
"ISCU",3401
"ISCUP1",388
"ISG15",637
"ISG20",3755
"ISG20L2",3554
"ISL1",4278
"ISL1-DT",6699
"ISL2",1831
"ISLR",4876
"ISLR2",7363
"ISM1",3488
"ISM1-AS1",1046
"ISM2",3138
"ISOC1",1942
"ISOC2",1123
"IST1",4811
"ISX",3073
"ISY1",3678
"ISY1-RAB43",4898
"ISYNA1",3474
"ITCH",9370
"ITFG1",3317
"ITFG1-AS1",881
"ITFG2",6251
"ITFG2-AS1",839
"ITGA1",10736
"ITGA10",5615
"ITGA11",10914
"ITGA2",7884
"ITGA2B",3479
"ITGA3",4975
"ITGA4",7363
"ITGA5",4319
"ITGA6",6068
"ITGA6-AS1",512
"ITGA7",4879
"ITGA8",7118
"ITGA9",7860
"ITGA9-AS1",874
"ITGAD",4445
"ITGAE",5744
"ITGAL",5436
"ITGAM",4819
"ITGAV",7216
"ITGAX",4985
"ITGB1",4019
"ITGB1-DT",4287
"ITGB1BP1",6523
"ITGB1BP2",1280
"ITGB1P1",1068
"ITGB2",3180
"ITGB2-AS1",2395
"ITGB3",5941
"ITGB3BP",3722
"ITGB4",6861
"ITGB5",4795
"ITGB6",4641
"ITGB7",3030
"ITGB8",10256
"ITGB8-AS1",909
"ITGBL1",5936
"ITIH1",3243
"ITIH2",3146
"ITIH3",2990
"ITIH4",3282
"ITIH4-AS1",395
"ITIH5",7880
"ITIH6",4964
"ITK",4528
"ITLN1",1192
"ITLN2",1633
"ITM2A",1616
"ITM2B",10089
"ITM2BP1",679
"ITM2C",2643
"ITPA",3579
"ITPK1",12953
"ITPK1-AS1",9402
"ITPK1P1",1389
"ITPKA",2010
"ITPKB",14691
"ITPKB-IT1",1347
"ITPKC",3442
"ITPR1",9908
"ITPR1-DT",1432
"ITPR2",13589
"ITPR3",9103
"ITPRID1",9175
"ITPRID2",9476
"ITPRIP",7157
"ITPRIP-AS1",700
"ITPRIPL1",4838
"ITPRIPL2",7666
"ITSN1",19625
"ITSN2",11778
"IVD",5817
"IVL",2152
"IVNS1ABP",8345
"IWS1",4051
"IYD",9170
"IZUMO1",1724
"IZUMO1R",1523
"IZUMO2",1597
"IZUMO3",1306
"IZUMO4",1917
"JADE1",9013
"JADE2",7426
"JADE3",4987
"JAG1",5940
"JAG2",5787
"JAGN1",1743
"JAK1",5550
"JAK2",7961
"JAK3",6882
"JAKMIP1",4823
"JAKMIP1-DT",1485
"JAKMIP2",9221
"JAKMIP2-AS1",1920
"JAKMIP3",12260
"JAKMIP3-AS1",1401
"JAM2",5343
"JAM3",3765
"JAML",2427
"JARID2",7229
"JARID2-AS1",517
"JAZF1",3239
"JAZF1-AS1",1194
"JCAD",9614
"JCADP1",3452
"JCHAIN",1286
"JCHAINP1",986
"JDP2",12624
"JDP2-AS1",3266
"JHY",8133
"JKAMP",2924
"JKAMPP1",993
"JMJD1C",12513
"JMJD1C-AS1",1335
"JMJD4",2681
"JMJD6",5785
"JMJD7",1409
"JMJD7-PLA2G4B",3355
"JMJD8",2022
"JMY",9100
"JOSD1",5584
"JOSD2",889
"JPH1",4590
"JPH2",12455
"JPH3",5018
"JPH4",4391
"JPT1",2913
"JPT1P1",695
"JPT2",3695
"JPX",1672
"JRK",12498
"JRKL",3549
"JRKL-AS1",648
"JSRP1",1594
"JTB",1273
"JTBP1",247
"JUN",3257
"JUNB",1830
"JUND",1929
"JUP",4127
"KAAG1",1383
"KALRN",21334
"KANK1",10881
"KANK1P1",2175
"KANK2",5692
"KANK3",3607
"KANK4",6154
"KANSL1",23093
"KANSL1-AS1",1566
"KANSL1L",14146
"KANSL1L-AS1",1542
"KANSL2",2373
"KANSL3",6569
"KANTR",4443
"KARS1",2285
"KARS1P1",1953
"KARS1P2",1619
"KARS1P3",2029
"KASH5",4579
"KAT14",4696
"KAT2A",3309
"KAT2B",4918
"KAT5",4101
"KAT6A",10183
"KAT6B",17618
"KAT7",9547
"KAT7P1",1181
"KAT8",2598
"KATNA1",2542
"KATNAL1",11392
"KATNAL2",9115
"KATNB1",2618
"KATNBL1",4525
"KATNBL1P1",757
"KATNBL1P2",1132
"KATNBL1P3",1154
"KATNBL1P4",1229
"KATNBL1P5",592
"KATNBL1P6",2156
"KATNIP",6945
"KAZALD1",5075
"KAZN",16172
"KAZN-AS1",1247
"KBTBD11",15217
"KBTBD11-AS1",3246
"KBTBD11-OT1",1562
"KBTBD12",9239
"KBTBD13",3203
"KBTBD2",3841
"KBTBD3",8830
"KBTBD4",5524
"KBTBD6",5234
"KBTBD7",4736
"KBTBD8",4680
"KC6",1793
"KCMF1",8108
"KCNA1",7985
"KCNA10",1959
"KCNA2",12877
"KCNA3",8925
"KCNA4",4190
"KCNA5",2910
"KCNA6",9250
"KCNA7",4151
"KCNAB1",16366
"KCNAB1-AS1",487
"KCNAB1-AS2",538
"KCNAB2",5360
"KCNAB3",3635
"KCNB1",12084
"KCNB2",12711
"KCNC1",9535
"KCNC2",6679
"KCNC3",6815
"KCNC4",6459
"KCNC4-DT",1132
"KCND1",6124
"KCND2",9677
"KCND3",17892
"KCND3-AS1",448
"KCND3-IT1",376
"KCNE1",4052
"KCNE2",1061
"KCNE3",3405
"KCNE4",2915
"KCNE5",1473
"KCNF1",2292
"KCNG1",5024
"KCNG2",8348
"KCNG3",3709
"KCNG4",5503
"KCNH1",8480
"KCNH1-IT1",935
"KCNH2",6391
"KCNH3",5038
"KCNH4",4463
"KCNH5",11283
"KCNH6",4957
"KCNH7",4433
"KCNH7-AS1",2999
"KCNH8",6012
"KCNIP1",4634
"KCNIP1-AS1",1604
"KCNIP1-OT1",1215
"KCNIP2",2907
"KCNIP2-AS1",970
"KCNIP3",3356
"KCNIP4",12552
"KCNIP4-IT1",9848
"KCNJ1",2760
"KCNJ10",5205
"KCNJ11",3904
"KCNJ12",5884
"KCNJ13",3609
"KCNJ14",3854
"KCNJ15",11208
"KCNJ16",4650
"KCNJ18",4013
"KCNJ2",5391
"KCNJ2-AS1",2442
"KCNJ3",4773
"KCNJ4",2123
"KCNJ5",6184
"KCNJ5-AS1",3839
"KCNJ6",19659
"KCNJ6-AS1",3437
"KCNJ8",2473
"KCNJ9",4202
"KCNK1",2750
"KCNK10",9822
"KCNK12",13564
"KCNK13",2289
"KCNK15",4595
"KCNK15-AS1",734
"KCNK16",2061
"KCNK17",1675
"KCNK18",1155
"KCNK2",6470
"KCNK3",6265
"KCNK4",2013
"KCNK4-TEX40",2733
"KCNK5",3783
"KCNK6",7058
"KCNK7",1386
"KCNK9",5384
"KCNMA1",36873
"KCNMA1-AS1",804
"KCNMA1-AS2",445
"KCNMA1-AS3",1234
"KCNMB1",4742
"KCNMB2",2797
"KCNMB2-AS1",2197
"KCNMB3",3301
"KCNMB3P1",1942
"KCNMB4",9490
"KCNN1",3935
"KCNN2",5202
"KCNN3",13383
"KCNN4",3236
"KCNQ1",5114
"KCNQ1-AS1",2170
"KCNQ1DN",2164
"KCNQ1OT1",91671
"KCNQ2",11962
"KCNQ2-AS1",4147
"KCNQ3",24910
"KCNQ4",4360
"KCNQ5",7074
"KCNQ5-AS1",1101
"KCNQ5-DT",4863
"KCNQ5-IT1",563
"KCNRG",1435
"KCNS1",6582
"KCNS2",5288
"KCNS3",2915
"KCNT1",9575
"KCNT2",14489
"KCNU1",4007
"KCNV1",6912
"KCNV2",2178
"KCP",6387
"KCTD1",4323
"KCTD10",3923
"KCTD10P1",617
"KCTD11",5566
"KCTD12",6231
"KCTD13",5300
"KCTD13-DT",2005
"KCTD14",1899
"KCTD15",5907
"KCTD16",17004
"KCTD17",3008
"KCTD18",2939
"KCTD19",2952
"KCTD2",4022
"KCTD20",6022
"KCTD21",8185
"KCTD21-AS1",1083
"KCTD3",4091
"KCTD4",2124
"KCTD5",2434
"KCTD5P1",880
"KCTD6",3313
"KCTD7",5051
"KCTD8",3662
"KCTD9",6360
"KCTD9P1",1553
"KCTD9P2",3139
"KCTD9P3",1546
"KCTD9P4",1033
"KCTD9P5",1618
"KCTD9P6",1352
"KDELR1",1550
"KDELR2",2786
"KDELR3",1865
"KDF1",1991
"KDM1A",3859
"KDM1B",4602
"KDM2A",8076
"KDM2B",8231
"KDM2B-DT",561
"KDM3A",5171
"KDM3AP1",775
"KDM3B",7707
"KDM4A",4486
"KDM4A-AS1",1574
"KDM4B",10090
"KDM4C",13272
"KDM4D",2951
"KDM4E",2339
"KDM4F",2378
"KDM5A",10701
"KDM5B",10908
"KDM5C",6540
"KDM5D",8391
"KDM5DP1",875
"KDM6A",6511
"KDM6B",6845
"KDM7A",9220
"KDM7A-DT",2380
"KDM8",3285
"KDR",5833
"KDSR",5143
"KEAP1",3032
"KEL",5105
"KERA",2203
"KHDC1",3039
"KHDC1L",679
"KHDC1P1",655
"KHDC3L",1037
"KHDC4",2961
"KHDRBS1",3544
"KHDRBS2",3377
"KHDRBS3",4094
"KHK",3344
"KHNYN",7731
"KHSRP",4276
"KHSRPP1",2253
"KIAA0040",5059
"KIAA0087",4320
"KIAA0100",7933
"KIAA0232",9688
"KIAA0319",8528
"KIAA0319L",8413
"KIAA0408",8123
"KIAA0513",11263
"KIAA0586",11543
"KIAA0753",7303
"KIAA0825",27625
"KIAA0895",5175
"KIAA0895L",3526
"KIAA0895LP1",902
"KIAA0930",6797
"KIAA1109",18221
"KIAA1143",10268
"KIAA1143P1",959
"KIAA1143P2",526
"KIAA1191",2907
"KIAA1210",8078
"KIAA1217",11413
"KIAA1328",13367
"KIAA1522",5876
"KIAA1549",12739
"KIAA1549L",12951
"KIAA1586",2991
"KIAA1614",9946
"KIAA1614-AS1",1449
"KIAA1656",7605
"KIAA1671",12892
"KIAA1671-AS1",973
"KIAA1755",10208
"KIAA1958",25715
"KIAA2012",4659
"KIAA2012-AS1",2778
"KIAA2013",2819
"KIAA2026",20597
"KICS2",5496
"KIDINS220",12835
"KIF11",5016
"KIF12",3892
"KIF13A",8783
"KIF13B",9036
"KIF14",7958
"KIF15",10289
"KIF16B",7834
"KIF17",4088
"KIF18A",4168
"KIF18B",5054
"KIF18BP1",6525
"KIF19",3685
"KIF19BP",10294
"KIF1A",9731
"KIF1B",16647
"KIF1C",7951
"KIF1C-AS1",583
"KIF20A",3095
"KIF20B",6441
"KIF21A",6401
"KIF21B",10114
"KIF22",2698
"KIF23",3967
"KIF23-AS1",2777
"KIF24",9383
"KIF25",5086
"KIF25-AS1",1405
"KIF26A",6893
"KIF26A-DT",1866
"KIF26B",28183
"KIF26B-AS1",826
"KIF27",9957
"KIF28P",12883
"KIF2A",10161
"KIF2B",2267
"KIF2C",3494
"KIF3A",7253
"KIF3AP1",609
"KIF3B",6290
"KIF3C",5585
"KIF4A",4388
"KIF4B",4387
"KIF4CP",1337
"KIF5A",6255
"KIF5B",6068
"KIF5C",11952
"KIF5C-AS1",3697
"KIF6",12596
"KIF7",4730
"KIF9",4165
"KIF9-AS1",2540
"KIFAP3",4810
"KIFBP",3887
"KIFC1",8067
"KIFC2",3986
"KIFC3",8155
"KIN",8753
"KIR2DL1",56238
"KIR2DL2",25392
"KIR2DL3",49352
"KIR2DL4",64847
"KIR2DL5A",12768
"KIR2DL5B",13056
"KIR2DP1",485524
"KIR2DS1",15575
"KIR2DS2",22141
"KIR2DS3",7791
"KIR2DS4",52263
"KIR2DS5",14416
"KIR3DL1",60843
"KIR3DL2",75535
"KIR3DL3",85982
"KIR3DP1",144341
"KIR3DS1",17670
"KIR3DX1",14457
"KIRREL1",7528
"KIRREL1-IT1",1519
"KIRREL2",3079
"KIRREL3",4762
"KIRREL3-AS2",494
"KIRREL3-AS3",1768
"KISS1",714
"KISS1R",2264
"KIT",5150
"KITLG",5441
"KIZ",3231
"KIZ-AS1",1161
"KL",5265
"KLB",6002
"KLC1",6867
"KLC2",3806
"KLC2-AS1",1574
"KLC2-AS2",387
"KLC3",2245
"KLC4",3127
"KLC4-AS1",1471
"KLF1",1613
"KLF10",3189
"KLF11",4325
"KLF12",11793
"KLF13",21431
"KLF14",3511
"KLF15",6844
"KLF16",2901
"KLF17",4001
"KLF17P1",1508
"KLF17P2",326
"KLF18",3159
"KLF2",2820
"KLF2P1",605
"KLF2P2",1495
"KLF2P3",987
"KLF2P4",699
"KLF3",6018
"KLF3-AS1",6323
"KLF3P1",1628
"KLF3P2",1256
"KLF4",3038
"KLF4P1",1244
"KLF5",3532
"KLF6",4590
"KLF7",17293
"KLF7P1",1500
"KLF8",13524
"KLF8P1",2253
"KLF9",5201
"KLF9-DT",9895
"KLHDC1",7378
"KLHDC10",6400
"KLHDC2",5800
"KLHDC3",2041
"KLHDC4",9572
"KLHDC7A",5045
"KLHDC7B",5125
"KLHDC7B-DT",1306
"KLHDC8A",3562
"KLHDC8B",2502
"KLHDC9",1366
"KLHL1",5215
"KLHL10",2281
"KLHL11",7406
"KLHL12",3514
"KLHL13",5755
"KLHL14",8391
"KLHL15",6272
"KLHL17",3277
"KLHL18",4656
"KLHL2",3957
"KLHL20",4034
"KLHL21",4939
"KLHL22",7590
"KLHL23",4081
"KLHL24",9425
"KLHL25",3650
"KLHL26",4741
"KLHL28",7709
"KLHL29",6934
"KLHL2P1",43921
"KLHL3",7883
"KLHL30",3780
"KLHL31",7141
"KLHL32",10907
"KLHL33",5605
"KLHL34",3641
"KLHL35",2100
"KLHL36",9598
"KLHL38",3260
"KLHL4",5837
"KLHL40",2499
"KLHL41",2460
"KLHL42",7153
"KLHL5",12363
"KLHL6",7711
"KLHL6-AS1",503
"KLHL7",7142
"KLHL7-DT",2564
"KLHL8",5865
"KLHL9",5740
"KLK1",1857
"KLK10",3438
"KLK11",1754
"KLK12",2128
"KLK13",2512
"KLK14",1562
"KLK15",2120
"KLK2",2952
"KLK3",1906
"KLK4",1577
"KLK5",1517
"KLK6",1612
"KLK7",2146
"KLK8",1050
"KLK9",1401
"KLKB1",3281
"KLKP1",1125
"KLLN",8753
"KLRA1P",2208
"KLRB1",1478
"KLRC1",2712
"KLRC2",1238
"KLRC3",1145
"KLRC4",928
"KLRC4-KLRK1",1947
"KLRD1",17781
"KLRF1",1528
"KLRF2",731
"KLRG1",3913
"KLRG2",3101
"KLRK1",1576
"KLRK1-AS1",2830
"KMO",5915
"KMT2A",16699
"KMT2B",8853
"KMT2C",17606
"KMT2D",20785
"KMT2E",10199
"KMT2E-AS1",3600
"KMT5A",3317
"KMT5AP1",5392
"KMT5AP2",1245
"KMT5AP3",714
"KMT5B",8166
"KMT5C",3997
"KNCN",2896
"KNDC1",12692
"KNG1",4198
"KNL1",9581
"KNOP1",7229
"KNOP1P1",1980
"KNOP1P2",1319
"KNOP1P3",1339
"KNOP1P4",1844
"KNOP1P5",1416
"KNSTRN",2033
"KNTC1",7521
"KPNA1",8732
"KPNA2",2574
"KPNA2P1",1960
"KPNA2P2",1933
"KPNA2P3",5005
"KPNA3",4402
"KPNA4",8952
"KPNA4P1",2057
"KPNA5",16078
"KPNA6",8486
"KPNA7",5746
"KPNB1",6370
"KPNB1-DT",2930
"KPNB1P1",2326
"KPRP",2602
"KPTN",3167
"KRAS",5430
"KRASP1",5233
"KRBA1",4830
"KRBA2",12602
"KRBOX1",648
"KRBOX1-AS1",2142
"KRBOX4",2378
"KRBOX5",8999
"KRBOX5P1",1410
"KRCC1",2130
"KREMEN1",9522
"KREMEN2",1995
"KRI1",3010
"KRIT1",5072
"KRR1",10104
"KRR1P1",1336
"KRT1",2451
"KRT10",2163
"KRT10-AS1",2113
"KRT12",3760
"KRT125P",685
"KRT126P",7666
"KRT127P",738
"KRT128P",1591
"KRT13",1714
"KRT14",1636
"KRT15",2975
"KRT16",1658
"KRT16P1",3632
"KRT16P2",1575
"KRT16P3",1956
"KRT16P4",1168
"KRT16P5",584
"KRT16P6",1644
"KRT17",1517
"KRT17P1",2315
"KRT17P2",4568
"KRT17P3",1269
"KRT17P4",3153
"KRT17P5",6306
"KRT17P6",1270
"KRT17P7",3156
"KRT17P8",780
"KRT18",1497
"KRT18P1",6980
"KRT18P10",1400
"KRT18P11",1399
"KRT18P12",1380
"KRT18P13",1922
"KRT18P14",1406
"KRT18P15",1412
"KRT18P16",1410
"KRT18P17",1386
"KRT18P18",1399
"KRT18P19",1381
"KRT18P2",1313
"KRT18P20",1388
"KRT18P21",1377
"KRT18P22",1392
"KRT18P23",1383
"KRT18P24",1396
"KRT18P25",1387
"KRT18P26",1389
"KRT18P27",1407
"KRT18P28",1394
"KRT18P29",1386
"KRT18P3",1396
"KRT18P30",8236
"KRT18P31",1402
"KRT18P32",1397
"KRT18P33",1367
"KRT18P34",1376
"KRT18P35",1385
"KRT18P36",1141
"KRT18P37",1362
"KRT18P38",1403
"KRT18P39",1406
"KRT18P4",1389
"KRT18P40",4736
"KRT18P41",1388
"KRT18P42",1367
