gene_name,BJ_sgNT_Ras,BJ_sg69_Ras,BJ_sg71_Ras,BJ_sg_FOXF1_Ras
PARP1,3398,2102,3262,1786
PSEN2,470,404,351,422
PYCR2,1293,1338,1441,1407
LBR,162,130,137,115
WNT9A,387,213,286,295
EPHX1,211,281,229,294
REN,10,9,6,8
SOX13,290,153,105,175
ETNK2,745,826,861,722
PPFIA4,16,17,28,27
PLEKHA6,205,140,83,111
PTPN7,0,0,0,0
SYT2,1,0,1,0
ARL8A,685,551,621,427
OSR1,76,78,84,134
GDF7,0,0,1,1
PDIA6,11551,6198,8460,6617
RHOB,3836,2161,2701,2210
ATP6V1C2,0,1,0,0
HNRNPLL,482,431,625,344
GALM,266,262,370,233
CAMKMT,93,62,81,70
ABCG8,0,0,0,0
EML4,377,197,233,234
CALM2,9507,7112,10127,8045
CHAC2,49,39,61,34
RPS27A,11838,12766,17657,10126
WDPCP,84,40,60,42
VPS54,205,105,128,89
REG3G,0,0,0,0
ASXL2,447,110,104,102
ETAA1,40,34,36,36
SNRPG,1023,1243,1779,1427
ABHD1,0,4,5,3
MEIS1,284,144,205,154
TRIM43B,0,1,0,0
TRIM43,0,0,0,0
CIAO1,2025,1579,1781,1498
ZNF514,94,68,85,81
SNRNP200,5370,3407,4378,3687
MRPS5,940,850,1031,721
ANKRD53,1,5,2,3
TPRKB,187,135,224,185
NAT8,0,0,0,0
EXOC6B,1199,553,725,397
SFXN5,251,196,192,267
TEX261,3799,3137,3171,3169
DQX1,1,0,2,0
DUSP11,338,336,400,276
ST6GAL2,0,0,0,1
NPHP1,29,35,48,37
MALL,1,6,2,1
THNSL2,160,130,117,149
RALB,2951,2899,3108,2381
C1QL2,0,0,0,0
TMEM177,181,169,176,154
NT5DC4,0,0,0,0
RABL2A,88,51,38,63
SLC20A1,28066,14213,15635,14354
FBLN7,31,35,27,46
ZC3H8,53,53,36,30
LIPT1,31,18,21,7
CNGA3,6,8,4,23
FAHD2B,110,121,117,97
LYG1,10,6,4,5
AFF3,390,209,192,153
UBXN4,891,466,520,356
NXPH2,0,0,0,0
SPOPL,95,59,82,42
THSD7B,0,0,0,0
GPR17,0,0,1,0
POLR2D,834,636,664,649
AMMECR1L,778,473,541,443
GALNT13,1,0,0,0
PKP4,430,280,295,224
SCN1A,0,0,0,0
SLC4A10,0,0,0,0
SCRN3,223,140,157,117
LNPK,319,164,182,156
ZNF385B,0,0,0,0
TMEFF2,0,0,0,0
CDCA7,46,74,126,110
DLX1,72,45,75,47
UBR3,605,212,163,141
PHOSPHO2,8,4,0,4
GULP1,135,97,117,100
FAM171B,64,33,37,32
HSPD1,3803,2575,3068,2159
CCDC150,12,2,13,15
METTL21A,112,55,83,74
UNC80,32,14,14,8
PTH2R,0,0,0,1
CPO,0,1,1,1
NBEAL1,132,36,131,168
KANSL1L,17,7,31,10
SPAG16,128,110,116,95
ABCA12,3,4,0,0
SUMF1,831,458,470,436
NYAP2,0,1,0,1
RHBDD1,623,339,357,300
ACKR3,1,1,0,0
TRPM8,4,0,0,0
HES6,32,7,7,10
ESPNL,89,77,63,96
ANKMY1,97,66,55,84
COPS7B,946,728,805,764
DIS3L2,400,261,332,253
CPNE9,0,0,0,0
FANCD2,95,66,198,59
TAMM41,82,82,64,80
VGLL4,586,448,461,439
RAB5A,761,434,452,375
RETREG2,1955,1612,1616,1652
CTDSP1,1013,818,1098,1160
CNOT9,973,766,1075,828
MARCHF4,3221,2483,1782,2032
STK11IP,213,183,164,217
GMPPA,1188,1020,1445,1205
GRIP2,0,2,3,1
EAF1,600,320,342,227
CNTN4,0,0,2,0
DYNC1LI1,1088,513,1121,502
RBMS3,85,39,39,31
GADL1,4,2,4,11
OSBPL10,537,248,248,128
POMGNT2,480,412,456,456
ACKR2,4,4,2,0
GASK1A,1,0,0,0
CSRNP1,796,490,604,448
SLC25A38,885,861,768,831
ITGA9,0,0,1,0
SLC22A14,1,2,4,2
GOLGA4,850,302,189,194
CTDSPL,1316,1024,1343,696
STAC,105,161,173,302
IQSEC1,823,289,249,327
CAND2,37,54,42,55
RPL32,13870,19057,23205,16201
PTPRG,1615,570,747,580
IL17RD,24,9,17,19
SHQ1,344,180,274,160
UBA3,386,237,283,183
ARL6IP5,2151,2010,2660,1778
TMF1,563,252,236,184
LRTM1,0,0,1,0
LIMD1,1134,345,407,860
NFKBIZ,802,459,707,417
COL8A1,354,272,539,387
NXPE3,1260,736,840,611
ADGRG7,0,0,0,0
MYH15,92,40,50,33
PHLDB2,868,466,428,355
ABHD10,346,272,313,261
TAGLN3,34,15,26,43
PLA1A,0,0,0,0
RABL3,199,130,161,136
ADPRH,2,3,6,9
IGSF11,0,0,1,0
ATG3,685,486,680,447
NR1I2,0,0,0,0
BOC,68,56,99,160
SRPRB,2011,1858,1983,1800
TMEM108,0,0,0,0
AGTR1,0,0,1,0
MED12L,2,0,1,0
EIF2A,534,483,554,435
ALDH1L1,21,44,34,32
OSBPL11,228,139,133,85
TRPC1,130,45,64,63
NCEH1,2228,1149,1358,751
SPATA16,0,0,0,0
FAM86B2,9,4,8,4
LPP,542,358,169,281
TMEM44,355,167,197,233
RUBCN,789,391,386,374
AMT,2,0,2,6
TCTA,2129,2147,2039,2154
NICN1,220,100,147,160
UCN2,44,11,9,15
DCAF1,495,308,385,279
MANF,1919,1766,2488,2051
FLJ33534,0,0,0,0
STXBP5L,0,0,0,0
EAF2,3,2,4,0
ILDR1,0,0,0,0
TM4SF19,15,5,5,0
MUC4,0,0,0,0
SLIT2,289,211,424,763
EIF2B5,1163,1049,1233,995
AHSG,2,2,1,1
ECE2,170,159,218,165
VWA5B2,0,0,0,0
DGKQ,519,295,220,348
FIP1L1,1086,604,919,594
SLC26A1,3,3,5,3
LYAR,182,125,152,105
CENPC,31,32,19,23
EPHA5,0,0,0,0
CORIN,2,1,6,0
ATP10D,385,232,392,230
OCIAD2,481,628,476,605
SLC10A4,0,0,0,0
SLC10A6,55,22,19,39
SCD5,1438,989,935,778
PLAC8,53,59,48,60
ENOPH1,615,476,632,377
CABS1,0,0,0,0
GC,0,0,0,0
TRMT10A,62,27,25,33
KLHL8,90,39,44,34
SNCA,33,31,70,24
PYURF,970,891,1117,805
TBCK,214,188,182,138
CAMK2D,786,438,399,286
CISD2,283,276,387,272
DDIT4L,1829,888,895,393
ANK2,79,65,62,77
TIFA,87,71,120,100
SPATA5,94,38,59,38
FABP2,0,0,0,0
CCNA2,203,185,334,207
METTL14,160,129,136,52
USP53,1448,708,579,474
SETD7,1865,927,1109,794
NAF1,209,190,212,133
MARCHF1,0,0,0,0
SFRP2,0,0,0,0
RPS3A,13349,17240,27831,17131
RNF175,0,0,0,0
PDGFC,796,504,475,599
CBR4,140,87,90,93
GLRA3,0,0,0,0
CYP4V2,112,57,67,44
ROPN1L,2,5,12,7
NDUFS6,1166,1084,1361,962
MARCHF6,1642,1044,1137,857
CDH18,0,0,1,0
ADAMTS16,0,0,0,1
SRD5A1,457,445,603,467
MYO10,3779,1327,2141,1379
OTULINL,936,303,225,107
RPL37,12354,17342,21211,14910
SKP2,525,480,530,369
OSMR,1954,778,1268,620
UGT3A1,0,0,0,0
PLK2,755,582,735,367
SHISAL2B,1,0,0,0
GZMA,0,3,2,0
PIK3R1,199,88,131,78
HAPLN1,37,7,6,7
LHFPL2,454,174,309,194
SSBP2,166,186,236,167
BHMT,0,0,0,0
ANKRD31,0,1,0,0
IQGAP2,1,0,0,2
CRHBP,1,0,4,4
RASA1,1085,399,327,305
LIX1,0,1,0,0
GIN1,32,31,53,44
PPIP5K2,351,122,204,157
PAM,4922,1292,1441,1702
BDP1,96,7,25,0
GTF2H2,25,16,14,14
SLC30A5,781,498,623,415
BTF3,5206,5030,5588,4184
FBXL17,318,127,73,120
SPATA9,1,2,1,3
TSLP,0,0,0,0
TNFAIP8,28,29,53,41
FEM1C,258,170,222,117
COMMD10,143,176,172,126
ATG12,525,527,668,392
MEGF10,1,3,3,2
ADAMTS19,1614,117,74,31
YIPF5,1258,1241,1467,966
ARHGAP26,29,43,23,29
CXCL14,0,0,0,0
LECT2,0,0,0,0
SLC25A48,0,0,0,0
DDX46,455,313,225,181
IL9,0,0,0,0
TIMD4,0,0,0,0
RNF145,1347,867,1047,570
C1QTNF2,37,54,62,114
GABRA6,0,0,0,0
GABRB2,0,0,0,0
FBXO38,390,211,241,147
SPINK7,0,0,0,0
PCYOX1L,315,232,240,305
GLRA1,0,1,0,0
TNIP1,3892,3716,6746,3972
G3BP1,2538,1974,2622,2079
ZNF300,41,29,8,8
N4BP3,0,0,0,0
NHP2,1952,2088,2364,2002
RMND5B,388,259,268,312
BOD1,934,956,1190,836
CPLX2,0,0,0,1
TENM2,4,5,8,50
KCNMB1,7,4,5,2
FAM50B,290,262,270,250
MYLK4,4,4,5,5
FAM217A,0,0,0,0
TBC1D7,174,163,152,142
FARS2,313,308,371,297
GFOD1,207,122,113,104
CDKAL1,108,79,144,88
PCDHB18P,5,5,5,16
PSD2,0,2,1,1
LRRTM2,6,0,1,0
ZMAT2,1046,904,1182,706
GFRA3,0,0,0,0
KLHL3,17,18,14,64
DCDC2,5,0,0,0
SLC17A4,0,0,0,0
H2BC1,0,0,0,0
KAAG1,0,0,0,0
TRIM7,28,41,52,42
TRIM41,878,661,652,707
HIGD2A,967,1020,1081,1045
FAM193B,318,96,153,148
PLA2G7,0,0,0,0
TNFRSF21,9392,5195,7695,5859
RNF44,557,165,128,198
MMUT,252,160,182,139
RASGEF1C,0,1,0,0
DOK3,29,26,18,18
ABT1,661,620,697,711
PPP1R18,544,0,0,0
DAAM2,131,192,250,278
PRIM2,426,251,343,174
MLIP,1,0,0,6
HMGCLL1,0,0,0,0
LGSN,0,0,0,0
FGD2,6,1,5,1
SCUBE3,28764,11050,5694,8825
ANO7,7,8,4,2
CRIP3,0,0,0,0
TTBK1,0,1,0,0
TCTE1,0,0,0,0
RPL7L1,3922,2699,3600,2513
NFKBIE,512,555,673,677
CYP39A1,22,31,36,34
IRAK1BP1,34,49,48,31
PHIP,297,97,91,64
PRSS35,431,310,310,294
MMS22L,74,50,47,77
FAXC,30,34,38,38
GABRR1,0,0,1,0
PNRC1,319,206,307,212
PM20D2,258,172,183,154
RARS2,593,551,727,504
SCML4,0,0,0,0
TBC1D32,29,12,11,10
CLVS2,0,0,0,0
GPR6,0,0,0,0
RNF217,87,66,58,75
RSPO3,0,0,0,0
ARHGAP18,561,308,267,417
TAAR2,0,0,0,0
TAAR6,0,0,0,0
TAAR8,0,0,0,0
ABRACL,436,370,391,330
TAAR1,0,0,0,0
SLC18B1,115,81,84,70
MTFR2,55,26,26,23
SLC2A12,23,23,16,15
SHPRH,73,29,25,17
AIG1,1078,1416,1316,1146
DYNLT1,711,885,1256,967
TIAM2,51,22,27,55
TMEM181,593,267,277,213
PNLDC1,0,0,1,0
WTAP,770,468,710,437
ZMYM4,551,323,347,284
VIP,0,0,0,0
ARMT1,249,174,165,116
SLC22A3,0,1,0,0
LINC01558,1,0,0,0
VWDE,0,0,0,0
GNA12,3268,2395,3047,2487
C7orf50,1902,2008,2434,2018
SDK1,0,3,1,8
WASH2P,209,157,279,219
CCZ1B,582,222,323,192
C7orf26,332,288,237,322
RBAK,92,37,25,26
CREB5,0,0,1,2
FERD3L,0,0,0,0
EGFR,2592,627,676,543
LINC00525,0,0,0,2
CDCA5,472,390,647,667
IGFBP3,782,377,485,213
PURB,682,297,315,293
RPL32P18,1,1,3,1
IGFBP1,0,0,0,0
SSC4D,12,14,8,17
MDH2,4999,4216,4761,4605
POMZP3,168,150,150,123
LOC541473,0,0,0,0
NIPSNAP2,176,132,180,120
CCT6A,2455,1876,2438,1668
PSPH,670,758,772,571
TRIM50,0,0,0,0
ZNF92,15,23,6,22
ATXN7L1,96,58,90,61
TMEM168,131,51,64,37
ASB15,0,0,0,0
MAP11,443,239,210,337
SLC12A9,466,389,348,401
GIGYF1,707,319,291,420
TRIM4,572,565,633,599
MEPCE,1449,1201,1243,1130
ZAN,0,0,0,0
TMEM209,143,73,89,67
AGBL3,16,10,12,3
STRA8,0,0,0,0
ZC3HAV1L,44,17,21,19
TMEM140,10,9,33,17
TLK2,616,289,374,294
EPHA1,0,5,1,4
NOM1,586,259,245,261
CNPY1,0,0,0,0
NCAPG2,270,195,281,174
ASB10,0,0,0,0
NLGN4X,0,0,0,0
SHROOM2,63,117,171,199
RAB19,0,0,0,0
LUC7L2,355,248,277,150
DENND2A,1296,712,1343,656
CLTRN,0,0,0,0
SH3KBP1,6516,4688,4843,3518
TMEM47,118,64,71,52
LANCL3,0,1,0,0
SYTL5,83,38,48,33
CASK,173,169,200,127
KDM6A,86,58,96,102
SPIN2A,1,1,2,1
MSN,22900,18050,22359,18640
AKAP4,0,0,0,0
CCNB3,1,3,3,3
HDAC8,213,175,286,192
SLC16A2,1506,1159,982,1124
DIPK2B,1,1,1,1
ZNF157,3,1,0,0
ZNF182,22,10,11,11
CHST7,642,559,583,766
KRBOX4,135,115,157,92
NDUFB11,1496,1651,2026,1728
ZNF41,49,26,22,10
RAB41,0,0,0,0
ZMYM3,672,499,505,592
TAF1,337,176,174,84
GPR174,0,0,0,0
NONO,7583,5173,5561,5549
CCDC120,50,21,15,29
LPAR4,0,0,0,0
EBP,385,426,499,481
AWAT2,0,0,0,0
OGT,1133,704,845,600
SNX12,1373,1388,1556,1464
ITGB1BP2,5,7,11,7
IL2RG,2,0,0,1
GCNA,24,5,17,9
ZNF711,0,0,0,0
CPXCR1,0,0,0,0
DIAPH2,72,35,86,39
NXF3,6,7,10,22
RIPPLY1,0,0,0,0
PRPS1,1375,1269,1317,937
RADX,6,8,3,7
FRMPD3,7,4,0,3
HTR2C,0,0,0,0
DOCK11,167,113,87,144
IGSF1,0,0,4,0
ARHGAP36,0,0,0,0
GPC3,0,0,0,0
GPR119,0,0,0,0
RBMX,1776,1762,2413,1854
MCPH1,226,144,200,198
MFHAS1,828,408,798,675
FBXO25,263,275,372,210
FATE1,0,0,0,0
MAGEA4,0,0,0,0
NSDHL,789,829,977,928
ZNF185,39,35,35,79
CETN2,633,603,819,690
RPL10,18250,22343,28186,21028
CSGALNACT1,8,5,16,5
ATP6V1B2,1461,1355,1631,1160
CCDC25,450,396,548,411
HMBOX1,111,35,50,54
CHRNB3,0,0,0,0
CHRNA6,0,0,0,0
GNRH1,4,0,0,0
BIN3,595,499,573,599
DOK2,0,0,1,0
SLC25A37,1277,1049,1250,1012
CHMP7,1955,1314,1766,1316
DOCK5,1157,729,612,538
STAR,3,3,13,15
PLPBP,746,611,1019,595
ERLIN2,2281,1857,2226,1885
SNTG1,0,0,0,0
PXDNL,46,34,57,29
ST18,0,3,1,1
RGS20,160,123,149,91
TACC1,2506,988,991,497
GOLGA7,549,494,601,361
PLPP5,578,485,491,430
GINS4,304,261,307,515
NSD3,625,311,421,231
DNAJC5B,1,1,2,4
CRH,3,0,2,10
TRIM55,4,12,12,29
ADHFE1,16,12,16,32
MRPS28,432,438,520,402
PMP2,0,0,0,0
LACTB2,97,81,66,62
PRDM14,0,0,0,1
TERF1,205,150,146,121
RPL7,8273,9284,11862,9343
SLC26A7,1,0,0,0
PSKH2,0,0,0,0
ATP6V0D2,1,0,0,1
SYBU,3,2,0,0
DPYS,0,0,0,0
MTDH,1441,817,1095,796
LRP12,502,192,477,177
EBAG9,90,82,128,60
RSPO2,1,4,7,49
POLR2K,643,654,771,673
MAL2,5,2,7,1
EIF3H,2859,2898,3391,2396
UTP23,123,109,90,100
NDUFB9,1689,1845,2273,1674
TATDN1,131,173,185,150
FAM83A,0,0,1,0
GSDMC,4,3,1,0
FAM135B,0,0,0,0
TTTY7,0,0,0,0
TTTY7B,0,0,0,0
ZNF7,258,161,193,165
ARHGAP39,228,126,124,151
SLC39A4,150,136,173,118
NAPRT,12,12,7,0
VLDLR,264,123,283,144
AK3,1235,645,776,593
UHRF2,443,276,363,316
NFIB,0,1,0,0
CER1,0,0,0,0
PLIN2,1442,1446,1897,1586
IFNA5,0,0,0,0
HAUS6,137,94,81,196
CDKN2B,158,31,50,52
IFNA16,0,0,0,0
CDKN2A,12,6,14,65
C9orf72,11,8,8,6
IFNK,0,0,0,0
ZCCHC7,118,122,152,127
FBXO10,419,271,307,287
SIGMAR1,3291,3139,2962,3860
CBWD5,470,517,480,252
CEP78,145,142,180,130
NTRK2,1,0,1,0
IDNK,37,36,47,20
SHC3,242,204,340,284
AUH,106,50,80,64
MFSD14B,1444,1224,1400,1064
AOPEP,212,212,182,211
OR13C4,0,0,0,0
ZNF462,296,90,58,86
INIP,410,312,398,280
UGCG,388,207,351,266
ACTL7B,2,0,0,0
SNX30,208,117,131,95
STOM,3132,1418,1484,853
GSN,6974,7591,7854,8988
MRRF,420,454,550,419
NR6A1,32,19,36,27
CRB2,0,1,0,0
OR5C1,0,0,0,0
ALAD,766,637,707,669
ASTN2,639,395,357,349
WDR31,60,35,43,77
POLE3,1186,1330,1474,1300
GBGT1,20,13,23,25
GTF3C5,1009,689,873,892
ASB6,1050,694,652,788
PTGES2,1028,1048,1309,1198
NTMT1,1411,1238,1518,1115
CIZ1,1970,1360,1398,1458
SLC25A25,642,490,510,518
SH3GLB2,880,570,674,545
MIGA2,630,519,433,544
PTGES,24,30,42,31
LCN2,0,0,0,1
LRSAM1,221,192,201,274
HMCN2,183,162,172,189
GPR107,4155,2469,2887,2018
PAXX,412,329,410,357
IDI2,1,0,0,0
INPP5E,383,186,167,255
LCN9,0,0,0,0
SEC16A,3994,1440,1240,1633
DPH7,372,262,290,289
NOTCH1,341,96,97,147
CACNA1B,0,0,0,0
NACC2,1954,1072,928,1117
PROSER2,410,224,198,251
USP6NL,205,131,147,88
COMMD3,359,383,516,356
MSRB2,333,347,406,344
PDSS1,113,92,105,80
FAM171A1,1168,843,778,711
MINDY3,342,179,202,178
SLC39A12,0,0,0,0
TMEM236,17,11,6,6
RSU1,3176,2729,3273,2573
ST8SIA6,0,0,0,0
PARD3,963,667,907,687
ANKRD30A,0,0,0,0
ZEB1,620,224,218,193
FAM13C,1,0,0,0
NRBF2,395,293,421,258
A1CF,0,0,0,0
CDHR1,0,0,0,0
LRIT1,0,0,0,0
RGR,0,0,0,0
POLR3A,1475,1185,1210,1152
HERC4,2210,1191,868,644
LRMDA,4,1,7,3
CAMK2G,1258,894,1077,990
ADIRF,1147,1113,1044,1463
GLUD1,3197,2858,3532,2792
ANKRD1,11,10,3,4
HTR7,55,27,25,12
RPP30,314,371,414,269
FRA10AC1,137,96,97,154
ADD3,684,264,369,189
HABP2,0,0,0,0
VAX1,0,0,0,2
DNAJB12,857,631,733,802
EIF4EBP2,1684,1055,1081,969
NPFFR1,6,1,2,2
PLEKHS1,3,5,14,13
TCF7L2,147,66,27,57
MKI67,791,242,364,306
CYP17A1,1,0,0,0
INA,976,896,801,759
FUOM,80,96,113,63
LRRC27,152,131,154,113
MTG1,448,370,477,420
NKX6-2,0,0,0,0
PAOX,52,70,56,65
GSTO1,4144,4237,5230,3640
TAF5,49,28,35,24
PPRC1,1281,555,506,718
ITPRIP,1330,965,1295,1495
CNNM2,220,145,131,127
PDCD11,2069,1256,1342,1269
ADAM12,1,1,0,0
RGS10,1045,878,1070,684
BTBD10,560,281,371,276
ADM,4638,4324,6573,4556
GAS2,1,0,1,1
SLC5A12,0,0,0,0
LIN7C,178,83,69,70
LRRC4C,0,0,0,0
IMMP1L,82,45,86,56
SAA4,0,0,0,0
PGAP2,369,237,254,225
TUT1,345,287,339,409
SCGB1A1,0,0,0,0
SYT8,0,0,0,0
ZNF214,3,5,6,7
ZNF215,44,24,56,19
HSD17B12,734,565,553,419
APIP,373,331,425,251
PAMR1,8868,5579,6302,5356
DGKZ,1354,770,788,1079
EIF3M,2655,3109,3596,2678
TNKS1BP1,3048,1838,2527,3044
GLYAT,0,0,0,0
SERPING1,191,110,101,268
OR5F1,0,0,0,0
SSRP1,2483,2118,2774,2254
SLC43A1,90,92,98,123
PTPRJ,661,268,293,274
C11orf49,368,362,459,338
ARFGAP2,1297,1174,1418,1467
CELF1,2118,1288,1547,1224
HIKESHI,584,647,853,607
CCDC81,113,61,65,33
SESN3,2,2,1,0
ENDOD1,1702,1342,1481,1533
CCDC82,147,57,52,43
KLHL35,0,0,0,0
TENM4,7,20,43,14
SERPINH1,6457,7469,8362,11445
CAPN5,1078,819,1054,1235
INTS4,298,280,347,224
PAK1,1134,965,1179,1097
RPS3,18768,22711,27597,19541
ZC3H12C,118,58,105,54
TTC12,75,117,116,98
NCAM1,1,1,0,5
DRD2,0,0,0,0
C11orf52,7,3,4,3
HTR3B,0,0,0,0
NPAT,70,82,37,40
ATM,526,278,222,90
AASDHPPT,384,342,370,232
GLB1L2,0,1,1,1
SLX4IP,30,27,16,25
LAMTOR1,2328,2145,2072,2244
P4HA3,52,46,43,60
GRIK4,1,0,0,0
ST14,2,3,1,0
GGTLC1,1,0,0,0
ADAM33,239,158,126,306
SLC22A8,0,0,0,0
KAT14,214,207,207,167
TKFC,500,460,424,545
MTA2,2374,1866,1952,2307
TMEM138,587,591,565,534
FADS1,2707,2660,3724,2476
TMC2,0,0,0,0
ROM1,47,53,63,66
EML3,743,490,519,568
INCENP,434,258,249,244
ZP1,6,2,20,10
OOSP2,0,0,0,0
MS4A3,0,0,0,0
PLCH2,2,3,0,0
CPSF7,1351,741,1013,1079
MS4A2,2,0,4,1
B3GAT3,1754,1418,1368,2189
EI24,3627,4268,4835,3517
CCDC15,48,25,27,29
CHEK1,287,176,260,204
FEZ1,698,637,667,769
ESAM,14,3,3,4
KIRREL3,433,412,300,345
MPZL2,0,0,0,0
SCN2B,1,0,0,0
SIDT2,1264,680,605,789
TMEM25,259,213,158,258
TAGLN,7674,12387,11078,9334
JPH2,130,117,140,116
DUSP15,0,1,0,0
COMMD7,738,792,825,658
C20orf144,1,3,8,4
KIAA1755,10,5,7,8
SPATA25,3,2,0,2
OCSTAMP,0,0,0,0
DSN1,119,103,197,101
SOGA1,2164,539,418,815
CNBD2,13,11,16,16
SPINT4,0,0,0,0
CDH22,0,0,0,0
LSM14B,826,563,646,587
YTHDF1,1058,642,678,682
CABLES2,264,151,128,189
LTO1,500,285,305,364
GPHA2,0,0,0,0
SLC22A9,0,0,0,0
TRPT1,492,427,463,393
NUDT22,705,644,646,655
FERMT3,2,3,5,4
PLCB3,1244,759,808,1020
MRPL49,1733,1593,1757,1687
CDC42EP2,870,797,963,1103
FAU,5130,5748,7074,5795
TM7SF2,199,136,158,81
VPS51,814,751,1006,1023
TBX6,4,2,6,1
PPP4C,2055,2108,2486,2346
ALDOA,24970,20137,23396,24720
TLCD3B,6,3,3,6
DOC2A,13,5,6,10
HIRIP3,247,231,236,228
TAOK2,2867,2119,1946,2197
TMEM219,1532,1526,1594,1544
HMGA2,7216,5298,4749,3579
MMP3,4882,1794,1771,1096
CNKSR2,0,1,0,0
CNTN5,0,0,0,0
KLRF1,1,0,2,0
CLEC1A,7,8,11,14
MKX,383,245,183,177
MPP7,15,13,3,13
ITGB1,30078,11655,10642,11987
FXYD4,0,0,0,0
TRIM48,0,0,0,0
OR8K1,0,0,0,0
OR5M9,0,0,0,0
PCDH15,1,0,0,0
PPIAP26,0,0,0,1
CTF1,235,155,105,172
CWC15,827,796,896,579
FCGR1A,0,0,0,0
ARID5B,1151,286,246,205
KLHL1,0,2,1,0
CDH8,0,0,1,0
DCUN1D2,172,68,118,112
TMCO3,1753,1319,1795,1549
TMEM218,213,170,217,166
TIRAP,160,112,80,120
EEF1AKMT1,153,114,173,92
LATS2,1305,737,749,587
SAP18,2045,2120,2533,2137
ADGRL3,0,0,0,0
KIAA1328,164,78,53,35
FAM124A,1,2,0,1
MIA2,191,177,147,177
HNMT,2,4,6,6
LYPD1,33,21,65,25
LYPD6B,167,284,170,115
PDCD4,350,152,119,165
ADRA2A,0,0,0,0
GPM6A,0,0,0,0
WDR17,0,1,0,0
SPATA4,3,2,3,1
VEGFC,3800,1538,1663,1276
CCDC102B,30,30,39,20
CD226,8,6,0,9
CNDP1,3,0,1,0
FSIP1,2,8,2,2
DLG2,9,0,9,0
CCDC83,0,1,0,0
RGS18,0,0,0,0
PRSS23,7205,3597,4400,2727
MTMR12,385,184,310,217
PPP1R1C,11,21,16,13
C11orf53,0,0,0,0
CCT5,4847,3527,6022,3289
ATPSCKMT,99,63,92,52
DOCK1,1148,522,622,325
DIXDC1,244,163,251,124
DLAT,581,326,415,342
PIH1D2,10,9,12,7
NKAPD1,289,235,302,258
TIMM8B,706,982,1139,825
IL18,3,10,4,10
TEX12,2,0,0,0
PTS,252,294,403,289
PIP4K2A,843,1027,834,657
C2orf50,0,0,0,0
FREM2,1,0,0,0
FOXO1,52,25,13,37
CRIM1,7755,3258,2604,2903
SEC24D,1759,1097,1544,1064
ABCB9,307,193,191,257
RILPL2,604,623,863,669
DHX37,815,670,630,770
UBC,43474,41413,49231,37727
ITPR1,68,41,38,53
TKTL2,0,1,0,0
PRSS53,15,11,12,18
SLC7A11,1072,319,246,97
NOCT,262,122,97,235
ENKUR,3,1,2,2
GPR158,1,0,0,0
LYZL2,0,0,0,0
CACNA2D4,0,0,0,0
DCP1B,347,269,272,204
CACNA1C,394,200,245,244
KCNA6,0,0,0,0
THRB,106,67,109,47
NGLY1,284,182,242,130
OXSM,141,118,164,93
UEVLD,227,120,146,137
TMEM86A,72,74,92,76
C12orf45,193,186,234,181
TMEM263,942,547,709,687
BTBD11,2,1,1,5
UBE3B,1270,824,994,733
ANK3,9,0,2,1
IPMK,59,16,27,21
RAD9B,4,4,4,3
PLBD2,3016,933,731,1290
DLG5,2308,1253,1525,1307
MAT1A,0,0,1,2
SLC2A13,36,45,59,40
GXYLT1,253,184,143,135
TWF1,958,810,706,814
DIP2C,894,393,434,427
EIF4E,807,571,769,746
TEX30,83,85,128,103
CSNK1G3,167,81,99,95
SRFBP1,51,58,42,47
AKAP6,174,85,77,34
NPAS3,43,15,23,12
FAM177A1,730,589,700,495
MBIP,127,108,103,78
MIPOL1,89,48,57,52
EXT2,4906,3413,3452,4163
TMEM18,359,407,393,397
ALLC,0,1,1,0
KCTD14,48,81,81,94
THRSP,0,0,0,0
NDUFC2,3425,4598,4373,4152
ME3,104,65,114,62
MSGN1,0,0,0,0
ADAMTS12,637,663,955,780
NUBPL,172,174,140,128
NEK7,386,557,467,533
ATP6V1G3,0,3,3,7
FER,88,172,60,104
VIPAS39,515,450,531,412
ANKRD50,412,161,148,115
UPF2,302,142,100,98
CDC123,1208,1172,1585,809
SCLT1,76,44,74,62
CCDC3,0,0,0,1
C4orf33,23,20,38,14
FRMD4A,1176,925,1133,1155
SLC25A31,0,0,0,0
PTPRO,0,0,0,0
EPS8,405,215,348,320
ACAD8,424,340,340,304
THYN1,251,215,335,178
VPS26B,1566,1284,1251,1227
NCAPD3,565,377,567,410
VTI1A,552,351,326,270
QDPR,1096,968,983,889
FAM160B1,198,229,88,143
ANO4,886,317,338,191
TEX9,22,10,20,17
QTRT2,216,76,103,100
DRD3,0,0,0,0
MMAA,80,50,66,42
ZNF827,502,185,187,136
POU4F2,0,0,0,0
EDNRA,26,23,18,17
NR3C2,3,1,1,0
AKR1C2,28,61,90,80
DPYSL4,0,1,1,7
VENTX,0,1,1,8
ADAM8,47,11,14,44
ITIH2,0,0,0,0
KIN,54,68,93,56
PIGF,276,243,352,246
ANKAR,12,1,1,21
INPP1,496,384,402,398
MFSD6,112,46,34,51
RNF144A,4,21,14,6
ASAP2,863,278,323,215
ADAM17,526,253,372,261
FLI1,96,56,131,123
KCNJ1,0,0,0,0
TMEM45B,0,0,2,0
WWC2,872,347,433,212
CENPU,63,48,61,71
ACSL1,261,189,252,180
SLC25A4,297,205,213,168
AMN1,100,76,109,106
BICD1,280,88,114,79
