gene_name,HepG2_RNA_KO_ADRplus_rep1_TP53,HepG2_RNA_KO_ADRplus_rep2_TP53,HepG2_RNA_WT_ADRminus_rep1,HepG2_RNA_WT_ADRminus_rep2,HepG2_RNA_WT_ADRplus_rep1,HepG2_RNA_WT_ADRplus_rep2
SRSF5,6443,5058,7950,7219,6801,3990
SLC10A1,0,1,0,0,4,11
EIF5,9403,9932,10061,8634,10083,9117
SERPINA4,1318,983,535,395,522,309
SLC8A3,7,21,1,1,34,28
DICER1,5722,5898,6552,6029,5111,4867
ZFYVE21,664,610,1289,1121,1130,759
MTHFD1,4439,3641,6511,5902,2378,1591
TCL1A,2,1,0,0,1,0
ZC3H14,1646,2090,2073,2432,1551,1599
TELO2,1521,840,1274,1089,901,576
PCNX1,2239,2059,3059,3753,6455,6548
BDKRB1,1,1,0,0,0,0
GSKIP,896,1026,580,536,852,749
VRK1,1197,1373,905,792,844,842
PSMC1,2535,3325,1640,1819,2664,2395
PAPLN,18,13,16,17,37,38
RPS6KA5,389,344,165,151,577,528
PPP4R3A,1759,1585,2872,3066,3077,3090
C14orf93,636,355,428,364,336,230
PSMB5,16670,12377,14644,12285,12103,7457
YY1,2584,4203,2425,3377,2892,3578
ACIN1,11548,8553,12447,12250,12469,10221
CCNB1IP1,1251,1675,1271,1378,1516,1621
TRIP11,2015,1945,2263,1999,2090,2787
APEX1,6389,5107,8824,7536,5801,3688
PABPN1,15109,10127,12871,12330,7633,5035
EFS,5,1,0,0,2,0
ARHGAP5,14203,16477,11394,12619,12112,12586
CINP,480,449,668,549,490,343
DHRS2,47505,36367,64028,48747,95935,58155
SRP54,7154,6552,4548,4268,5145,4745
CPNE6,6,10,1,1,3,2
CHD8,10533,8686,7593,7087,9269,8298
PCK2,6795,3863,7304,7296,3970,2305
PRORP,2629,2402,2657,2504,2365,1827
DCAF11,5667,3554,6947,5556,6004,3671
PSMA6,13155,14145,9313,8649,12641,10368
NFKBIA,7465,5535,4115,3342,9042,6868
EMC9,1355,852,1251,1093,1757,1006
PSME2,8672,7435,6531,5557,7707,5182
BRMS1L,1894,1800,1365,1309,5093,5690
REC8,285,151,148,139,67,115
TM9SF1,5011,3585,5723,5115,3715,2411
SEC23A,23456,18182,30835,27677,16010,11756
GMPR2,7079,5605,5333,4374,7712,4965
PNN,14951,14288,13144,12952,11760,9716
RABGGTA,1376,779,1974,1759,4800,3073
NFATC4,39,84,23,25,7,6
PLTP,2201,1357,1284,1032,46369,32658
PCIF1,931,662,1948,1737,1063,685
GSS,2650,1664,2125,1874,4553,2892
MMP9,21,9,2,0,151,112
VSX1,22,8,0,0,3,3
TRPC4AP,4251,3502,6152,5560,5885,4530
PYGB,6350,3677,6723,6092,3640,2143
ABHD12,2014,1389,2333,2112,1993,1249
PROCR,95,100,95,89,620,610
GINS1,2683,2390,2362,2161,2315,1786
NINL,3278,1757,2840,2988,3133,2106
CD40,324,184,189,171,185,119
UQCC1,4715,3272,2681,2957,5299,3790
ZMYND8,9542,8091,8594,7611,10060,8727
SGK2,385,283,383,467,1911,1579
IFT52,912,1084,932,911,1184,1055
MYBL2,22982,12592,9144,6651,3708,2162
R3HDML,3,2,0,0,3,2
HNF4A,8629,4936,11791,10146,6047,4151
NDRG3,1093,1276,1914,2081,1384,1325
SLA2,128,80,78,73,104,51
RAB5IF,5048,6061,3799,4510,3012,2496
NFATC2,1991,859,1425,1032,851,470
RIMS4,50,32,9,11,1718,1541
PABPC1L,2401,1342,1604,1788,3507,2475
STK4,7510,7708,3773,4127,6311,7326
SALL4,1051,629,66,51,103,49
ADNP,3585,4658,4422,5091,3084,3939
PFDN4,1978,3586,1324,1615,2524,3737
DOK5,5,6,0,0,2,5
CSTF1,2588,2542,1872,1622,2096,1834
BMP7,71,49,102,82,719,663
RAE1,3212,2384,2111,1777,3455,2034
TPD52L2,9546,6554,8370,7278,6961,5054
DNAJC5,5376,2967,6953,5879,10282,6479
NELFCD,5765,3883,6209,5996,4809,2662
CTSZ,20,3,2,8,38,24
PRPF6,7904,5160,8827,7128,7622,4601
TUBB1,110,61,317,379,263,299
PRELID3B,726,967,908,1017,920,864
HRH3,3,0,2,3,1,0
MTG2,1626,1085,1491,1140,1596,1220
PSMA7,8919,7260,8732,6829,7278,4820
SLCO4A1,812,388,1394,1503,311,141
NTSR1,21,10,5,5,6,1
MRGBP,1851,1082,2041,1988,1026,659
TCFL5,1200,813,1056,983,649,459
DIDO1,10854,6778,10211,9274,9864,6727
GID8,6225,4010,5662,4115,6943,4679
SLC17A9,2777,1300,7969,7397,2148,1383
BIRC7,31,13,15,18,364,303
NKAIN4,0,4,0,0,74,63
ARFGAP1,6212,3150,5033,4941,8737,6000
AVP,0,0,0,0,1,0
COL20A1,26,18,0,0,21,2
CHRNA4,1,0,0,0,48,53
EEF1A2,68,32,36,39,41,24
PTK6,40,27,11,10,9,9
GMEB2,1388,800,1156,1012,1094,724
C20orf27,2139,1291,2940,2373,826,429
SPEF1,3,3,8,2,6,4
CDC25B,4614,2872,3126,3053,2544,1812
ISM1,1515,890,204,172,300,231
RNF24,1068,877,772,812,867,563
ARFRP1,707,356,1929,1775,2114,1270
NDUFAF5,972,1051,999,932,962,1082
SEL1L2,3,11,0,0,0,5
TRIB3,2574,1648,5291,5419,1542,955
RASSF2,101,78,25,19,107,127
CSNK2A1,9485,8074,8410,8599,7516,5468
SLC52A3,18,9,1,0,12,6
RPS10P5,2,0,1,0,3,0
ANGPT4,7,5,2,1,70,67
RSPO4,2,1,0,0,3,8
CDS2,5323,4766,5627,5976,5280,4469
PROKR2,3,1,0,0,5,1
HM13,12125,7919,9577,8800,6786,4555
SNPH,80,25,1,1,53,32
MYLK2,19,12,17,8,17,28
SIRPB1,9,28,0,0,18,7
SEC23B,5804,5114,4123,4235,4483,3244
FERMT1,2607,2059,2957,2907,2239,1789
HAO1,4,6,1,0,6,6
PDYN,4,3,0,1,18,17
CCM2L,24,8,2,1,6,6
PLCB4,13,95,0,0,59,48
MYL9,1036,578,997,852,347,229
HCK,6,2,1,2,14,11
TM9SF4,9429,6652,8524,7582,7254,4915
TLDC2,51,22,35,22,55,45
CRNKL1,3520,4325,2238,2115,2170,2083
POFUT1,6348,3909,6284,5374,4387,2902
SAMHD1,1741,1855,1856,1662,821,671
PAK5,17,18,1,0,12,13
KIF3B,3359,3653,2274,2581,12111,11526
MROH8,442,219,87,81,177,81
NOP56,17018,17616,13620,13203,6942,4939
MANBAL,1485,835,1592,1287,1117,761
IDH3B,7452,5180,3734,3193,4623,3070
MAPRE1,19108,20409,9484,8937,14140,12130
JAG1,9782,5844,18216,20298,21781,14638
CDK5RAP1,2677,2298,1800,1886,2357,1710
SNTA1,883,487,520,403,304,161
OXT,2,3,0,0,0,1
TTI1,2790,3039,2071,1858,2064,1887
E2F1,11020,5957,2389,2023,583,361
RPRD1B,4189,2662,3314,2963,3008,2464
PXMP4,66,52,53,45,98,52
CHMP4B,4739,3237,2858,2458,4430,3280
BPI,5,1,0,0,35,24
CST9L,0,0,0,0,0,0
SLC32A1,1,0,0,0,6,2
CST3,18750,10511,14462,13766,37907,21660
ASIP,16,6,0,0,12,3
CST4,1,1,0,0,113,95
ACTR5,919,659,804,786,469,330
WFDC2,148,101,12,11,289,156
AHCY,22401,15492,21330,17545,28414,20810
PPP1R16B,33,19,3,0,28,20
SPINT3,0,0,1,0,0,0
FAM83D,3343,3254,2790,2531,4100,3125
EPPIN,45,59,45,89,50,69
DHX35,1268,905,1648,1571,939,808
DNTTIP1,2173,1301,1597,1337,1374,954
MAP1LC3A,1,0,0,0,2,1
SYNDIG1,2,3,0,0,4,0
PIGU,1213,1123,1913,1808,1061,1094
TNNC2,60,34,17,2,19,15
ACOT8,870,547,521,362,830,564
APMAP,9772,6724,7409,6416,6695,4437
CELF4,2,0,0,5,5,0
ZNF516,3194,1980,4266,3209,2134,1024
CDH20,0,5,0,0,1,0
ADNP2,3219,2850,3030,2871,2696,2690
RBFA,1234,763,1465,1244,623,419
USP14,3117,3822,2864,3091,2403,2734
VAPA,3973,3525,3619,3773,4704,4151
METTL4,738,512,574,573,414,447
LPIN2,3835,3255,4112,3968,7234,5797
SMCHD1,5966,4535,4835,6104,4353,4898
MYOM1,55,44,18,46,376,301
MYL12A,5296,6566,2507,3024,4443,4725
CEP76,980,852,485,526,2037,2186
ST8SIA5,29,23,85,233,56,24
CEP192,2220,2352,2310,2591,1802,1988
RNMT,2096,2262,1602,1674,2070,2290
SMAD7,1027,784,1338,1462,1350,754
LIPG,1134,1093,154,152,222,157
LAMA1,143,158,103,107,857,797
RNF125,110,136,27,27,34,22
ANKRD12,2620,2951,2440,1998,2615,2114
NOL4,9,7,0,0,2,8
POLI,518,588,410,431,518,568
MIB1,6135,6385,3947,4004,4961,5041
RBBP8,1343,1964,1174,1411,519,710
RIOK3,1443,1421,1259,1062,3563,3048
CSTF2,1564,1218,996,791,692,523
H2BW2,1,4,0,0,0,2
MXRA5,9,10,2,1,8,6
VSIG1,63,51,89,75,88,100
PSMD10,908,986,646,670,1287,1140
ATG4A,164,203,51,86,408,372
STS,564,500,267,286,237,166
TBL1X,2223,1401,3447,3219,697,519
GPR143,22,42,6,1,48,26
PGRMC1,4140,4365,2248,2135,1527,1404
POLA1,2067,2247,1590,1800,732,752
MID1,155,57,164,127,119,48
NKAP,844,701,759,808,955,803
RHOXF1,0,1,0,0,0,0
NXT2,842,1147,398,348,384,342
GUCY2F,5,3,1,0,9,6
ATP1B4,10,10,9,23,16,11
MCTS2P,141,128,138,151,87,103
ALG13,825,865,664,606,690,494
PRPS2,2426,1686,1687,1035,561,429
TLR8,1,3,1,0,2,1
MOSPD1,792,1073,350,485,1492,1490
AMMECR1,637,636,382,366,327,292
CHRDL1,2,13,0,0,5,5
WDR13,884,544,591,473,855,489
SUV39H1,820,519,786,661,424,188
PAGE4,0,6,7,2,0,1
SRPX,23,12,1,4,34,19
GLRA2,10,9,0,0,13,6
XIAP,2773,1927,2068,2223,2644,1224
STAG2,4368,5249,3410,3778,2610,2468
ATP11C,1126,1218,1175,1112,729,736
MCF2,6,5,3,0,12,22
F9,1,2,0,0,14,2
ABCD1,1218,602,1915,1732,2987,2029
CCDC22,819,580,540,409,473,293
CACNA1F,14,2,2,0,0,1
SYP,109,46,66,62,64,44
PLP2,0,0,5,7,20,12
BMX,9,4,0,0,5,9
LUZP4,0,9,0,0,3,5
PLS3,3476,4828,2816,2773,1715,1956
NAA10,2027,1413,1783,1504,1716,964
RENBP,78,49,49,49,165,164
ELF4,1521,928,890,928,1583,1201
SMARCA1,7750,9153,9087,9288,7401,8043
MTMR8,1,0,0,0,1,1
ASB9,63,63,133,117,37,22
ZC3H12B,49,91,143,111,64,70
RBBP7,3232,4359,2313,2330,2376,2516
PPP1R2C,4,0,0,0,0,0
KCND1,23,10,6,10,6,8
OPN1LW,0,0,0,0,0,0
SLC25A14,218,237,162,192,157,171
FMR1,3464,3607,2034,2240,3201,3404
PIM2,436,454,504,408,343,278
SCML2,644,610,443,498,227,237
SLC35A2,1547,1174,966,845,1124,677
PQBP1,2063,1384,1667,1305,1145,671
RS1,4,6,0,0,3,5
PCSK1N,919,588,404,330,506,273
EMD,1059,552,901,767,785,561
TAZ,284,178,420,494,370,250
RAB40AL,18,11,20,23,14,13
PGK1,13191,12992,15480,17200,10523,7238
GATA1,0,0,0,0,0,0
MAGT1,2587,2543,2588,2431,1771,1383
SMS,5036,4600,3269,3197,1925,1726
PHEX,15,29,6,6,9,14
UBL4A,1049,508,1454,1179,734,397
CD99L2,704,378,309,300,1135,762
EEA1,4305,5826,3516,3625,3952,4506
GPR50,5,10,2,0,234,186
RP2,1361,1377,675,635,785,609
JADE3,662,672,837,1060,1376,1279
CDK16,5461,3198,3917,3646,3618,2217
USP11,9878,6266,2613,2204,9537,5847
PCYT1B,541,482,734,751,285,131
BRS3,0,0,0,0,1,1
HTATSF1,2049,2441,1358,1248,1014,870
VGLL1,0,2,0,0,2,0
CD40LG,1,0,0,0,0,0
TIMP1,906,517,477,427,1412,983
KLHL4,5,5,0,0,2,3
GABRE,2398,2182,1490,1535,7468,6161
PCDH11X,41,25,43,54,57,43
FGD1,617,316,333,308,262,158
PIN4,771,744,444,480,792,553
PORCN,140,65,121,106,422,330
ITIH6,9,0,0,1,10,2
MAGED2,3203,1895,3619,3270,4590,2931
RBM3,6492,4039,6343,5996,4360,3349
KLF8,32,36,14,32,66,59
SRPX2,105,86,83,74,40,47
SYTL4,473,120,39,36,34,33
ZDHHC15,16,19,10,15,23,30
CENPI,412,429,344,396,192,142
DRP2,34,18,20,6,22,10
TAF7L,2,1,0,0,6,5
PBDC1,567,564,463,422,403,378
GLA,1406,1666,736,753,644,522
ARMCX3,2050,1301,1390,1160,2254,1442
BEX4,19,33,0,0,3,4
RUBCNL,8,3,0,0,5,2
NALCN,16,12,0,0,30,29
FGF14,15,47,0,0,2,62
HTR2A,4,5,0,15,4,5
NDFIP2,1119,955,1344,1291,976,918
TNFSF13B,11,10,0,0,30,2
FNDC3A,2757,3355,3088,3620,2219,2389
MLNR,10,14,1,2,16,20
CDADC1,381,337,266,198,233,183
CAB39L,254,216,159,172,76,104
KLF5,1381,1155,750,960,850,577
STK24,7131,5897,5977,5525,5831,5288
ACP5,53,23,55,50,49,34
DNAJC3,3439,3696,4489,5230,2522,2329
UGGT2,2913,2676,2563,2180,3088,2880
ARHGEF7,2449,1362,2259,2042,2830,1893
FGF9,18,37,4,1,8,5
SGCG,12,11,0,0,9,5
PARP4,4896,4698,4349,4817,5980,4982
SUPT20H,1624,1609,1140,1380,1967,2113
MRPS31,919,893,699,630,868,983
SLC25A15,824,697,587,536,829,750
KPNA3,3632,3886,3837,3889,3176,3427
FLT1,16,12,0,0,11,21
RGCC,297,311,31,54,40,31
VWA8,1086,1449,1636,2158,1780,2024
DGKH,313,458,43,23,111,509
KATNAL1,511,590,505,372,366,412
INTS6,3760,4028,3952,4506,3272,3562
ACOD1,3,3,0,2,2,0
DHRS12,143,160,99,114,320,198
MEDAG,0,3,0,0,2,3
TSC22D1,2141,1920,1163,1338,1486,1134
CLN5,648,665,538,704,694,858
OLFM4,6,7,0,0,15,13
MSLN,50,25,72,87,45,34
MGRN1,2802,1541,4847,3930,7801,5180
ZNF629,3739,2258,2442,2160,2872,1865
TRADD,162,86,150,144,211,106
HSF4,68,40,46,39,36,33
CORO1A,516,291,369,250,339,233
MAPK3,2164,1158,2065,1669,1240,868
GDPD3,1194,892,523,433,779,481
ELMO3,128,70,92,86,129,62
MT4,1,2,0,0,2,0
PHKB,1931,2271,3393,3942,3647,3710
LYRM1,3019,2767,1660,1508,2309,1749
NUTF2,4413,3446,3819,3169,5334,3170
NUP93,4420,2839,4728,4325,3278,2368
CENPT,1745,1131,1245,1018,1231,726
TSNAXIP1,31,25,4,6,38,25
NFAT5,6507,5987,9399,12750,15235,12916
LONP2,2815,2607,3176,3242,8155,7048
N4BP1,1934,2510,1889,1895,2198,2413
CBLN1,0,0,0,1,0,0
ARL2BP,1190,1403,1570,1504,1944,1723
PLLP,2781,2177,1861,1749,3216,2370
ZNF423,13,13,18,50,1046,649
CCL22,29,17,20,16,38,39
DHODH,293,216,387,513,292,206
CCL17,0,1,0,0,0,0
CTCF,3658,3489,3206,3031,2649,2218
ACD,1290,851,852,710,564,398
POLR2C,4258,2776,3523,2913,2356,1409
PARD6A,77,44,51,37,118,68
ZNF821,197,108,116,88,221,164
MMP15,6056,3312,6188,5520,4299,2678
USB1,5366,3314,3039,2613,7421,4420
CYB5B,5281,6704,4561,4837,7050,6085
CCDC113,48,52,48,65,33,29
PRSS54,2,0,0,0,1,5
NME3,190,70,265,231,169,103
NDRG4,1439,790,1048,968,1101,755
PSMD7,3186,2799,3347,2889,3278,2298
SETD6,1176,1172,707,812,1033,774
SLC38A7,1571,1033,1423,1372,1415,989
VAC14,1904,1137,2085,2067,1723,1148
HAS3,62,46,12,30,73,30
TANGO6,570,468,510,506,476,343
COG4,2054,1558,1241,1081,1802,1451
SMPD3,44,12,4,8,63,52
SLC7A6OS,808,630,717,650,776,591
SLC7A6,3540,2099,3935,3491,4565,3149
PLA2G15,894,588,706,559,1805,1076
ESRP2,1668,973,1804,1414,2683,1710
FA2H,6,7,1,0,99,21
WDR59,2542,1681,2592,2497,3100,2540
MON1B,2376,1180,1631,1533,1327,873
CMC2,1331,1292,991,773,908,501
AXIN1,1155,642,3033,2560,1226,726
HCFC1R1,556,338,378,327,452,340
NPRL3,604,384,1430,1293,1340,865
MLYCD,472,352,280,299,724,474
MPG,878,509,1729,1506,1216,701
NECAB2,4,21,1,1,3,0
HSDL1,1654,1782,1490,1597,1470,1297
TAF1C,1378,857,900,779,953,643
NAGPA,1961,1079,1692,1726,767,695
WFDC1,30,14,16,17,22,6
SEC14L5,161,123,45,31,137,77
COTL1,1827,1000,707,634,171,94
USP10,4035,3894,3616,3813,3392,3017
CRISPLD2,82,48,11,9,183,136
TSC2,1582,1002,2155,1944,2925,1963
ZNF500,779,377,788,536,902,435
NME4,1335,845,3575,3187,627,406
ABCC1,4582,2326,3960,4392,7397,5281
NOMO3,0,0,0,0,0,0
LMF1,111,121,140,177,196,189
FOXF1,0,4,0,0,61,56
CIAO3,261,185,591,507,531,357
MTHFSD,532,387,402,372,622,477
CLCN7,3823,2346,2633,3393,3624,2495
HAGHL,23,14,184,164,40,44
ANTKMT,17,9,327,255,145,21
SLC7A5,13787,7750,28290,24985,16231,10122
METRN,81,45,416,341,113,93
FBXO31,2449,1299,2114,2486,2164,1511
STUB1,883,516,1765,1439,1197,681
RHBDL1,21,26,49,26,26,20
NUBP1,2243,1298,1439,1341,1029,621
UBE2I,3392,3515,3400,3328,3425,2564
ZP2,3,3,0,0,6,3
MEFV,19,12,5,16,15,20
CRYM,115,78,13,8,30,23
EEF2K,5091,2713,4347,4501,2223,1936
CAPN15,427,158,3224,2783,1558,869
PIEZO1,2765,1330,5323,4915,3526,1666
GSPT1,19565,21173,13996,15318,14195,13879
ZNF174,403,319,425,428,355,263
CLUAP1,756,1191,227,164,306,302
UBFD1,10244,9558,5429,6895,7039,5583
PRSS33,0,0,0,0,0,0
EARS2,3176,2720,3231,2539,2196,1831
ELOB,5242,3290,3296,2547,4880,2820
GGA2,5930,7578,4890,5854,5424,5867
AQP8,2,2,1,2,24,20
CPPED1,4104,3207,6900,6321,3946,3148
USP31,6489,4213,7366,6954,5686,4171
HMOX2,1476,991,1049,993,1806,1198
DNAJA3,0,3,0,0,0,12
CORO7-PAM16,0,0,0,0,20,2
SALL1,4379,2929,3547,3312,1366,767
TOX3,2608,1492,2036,1896,367,206
RRN3P2,37,18,14,18,25,17
RBL2,3773,3484,2922,3162,4944,4888
QPRT,8493,5550,10611,8023,10633,6709
XYLT1,23,38,0,0,17,47
PYCARD,306,167,249,108,667,363
RPGRIP1L,463,595,565,626,520,523
MAZ,10495,6547,13707,12229,4345,2323
STX4,1084,649,687,730,856,553
CDIPT,3436,2227,1737,1340,2424,1464
BCKDK,3069,1533,2028,1821,1476,890
KAT8,2230,1588,2130,2047,1409,1063
NOMO1,14194,10316,11948,11852,11018,9110
IL21R,8,7,26,17,133,115
SYT17,76,55,20,16,109,91
TMC5,34,166,5,7,29,69
CCP110,2754,3400,1373,1336,2874,3067
VPS35L,45,31,45,44,69,48
SLC6A2,264,140,83,48,171,83
RNF40,7747,5226,5582,4725,6711,4380
KNOP1,2776,2826,2902,2797,2318,1880
AQP9,6,16,0,0,9,7
AAGAB,1262,1491,753,642,1113,974
IQCH,26,25,4,2,27,15
LACTB,603,436,657,435,662,607
CORO2B,55,16,16,17,23,23
CSK,4066,2082,3609,3087,3520,2199
HERC1,2864,1737,3661,3403,3194,2650
TRIP4,846,955,448,460,735,719
MTFMT,769,693,544,562,619,542
RASL12,2,0,0,3,0,0
AP3B2,15,5,7,5,8,5
ACSBG1,42,35,37,43,37,28
IGDCC4,119,43,81,97,1598,1429
RAB11A,4535,4085,2992,2651,3159,2556
CTSH,4345,2933,4303,3987,6726,4105
TTC23,201,306,342,297,229,281
CD276,3082,2095,2486,2134,1795,1349
FAH,1840,1358,1430,1187,1535,850
CEMIP,1384,639,4142,4829,1436,690
RPAP1,2953,1856,1513,1636,2506,1575
HOMER2,310,270,101,69,208,136
EHD4,1594,1081,1174,1269,828,565
TMEM87A,1394,1410,1070,1170,794,847
ZNF106,3112,2987,3435,3183,3323,3294
CEP152,1073,1626,813,1084,692,774
ATP8B4,31,71,5,5,100,178
OCA2,9,9,6,9,15,1
DTWD1,227,155,340,333,428,421
TGM5,27,12,11,10,225,206
FAM189A1,5,2,0,0,1,1
GABPB1,1209,1314,1507,1514,968,1207
TJP1,1829,2259,1944,2188,2334,2693
BMF,1025,634,263,292,331,204
DMXL2,781,804,844,967,609,754
SCG3,14,14,3,11,9,14
DNAJC17,353,239,333,240,275,151
EIF3J,4783,3939,3114,3139,2066,1997
SPG11,1581,1752,1447,1962,3026,2682
RHOV,45,32,2,3,5,8
VPS18,1542,986,988,850,1247,657
OIP5,989,1089,557,459,371,311
SLC30A4,26,19,18,14,20,20
BLOC1S6,5653,9934,3918,5176,6890,13658
MYEF2,1190,1052,462,545,1363,1119
SGK3,824,548,544,644,134,186
PDGFRL,117,88,50,46,23,29
CSPP1,873,859,443,510,522,634
ZDHHC2,792,652,260,380,502,636
BRF2,464,388,328,296,305,255
TRIM35,1497,759,1397,1248,2571,2041
ZFAND1,814,892,1029,984,871,815
RP1,8,5,0,0,6,23
CA2,48,123,0,3,44,69
FZD3,824,912,343,217,151,57
INTS9,564,399,842,639,685,462
RIPK2,1031,1029,733,580,259,270
EYA1,8,8,0,0,5,4
NBN,979,891,1414,1300,588,635
TRPA1,11,4,0,0,2,7
CPQ,411,388,669,795,924,875
DECR1,701,910,406,395,779,685
CALB1,12,7,1,6,12,8
BPNT2,3551,3676,3535,3889,2779,3061
SFRP1,5,7,0,0,6,0
LAPTM4B,7611,8535,4768,4720,6689,5763
UBE2W,1572,1774,680,751,1376,1384
POP1,862,591,772,597,743,561
NIPAL2,1820,366,120,137,193,182
IKBKB,1355,741,1292,1434,1539,1285
PLAT,174,77,81,93,114,101
JPH1,14,19,0,1,7,4
DKK4,109,101,9,2,5,0
STK3,464,497,533,643,479,554
GDAP1,570,762,415,508,742,698
RAB2A,1874,1664,2425,2125,1810,1680
EIF3E,7712,9507,8836,9985,7459,7971
EMC2,660,622,702,633,550,606
ESRP1,6,10,1,6,7,17
CCN4,1,11,0,0,0,3
NDRG1,2909,1188,2591,2783,1967,1422
ZC2HC1A,352,476,167,169,246,327
IL7,26,54,34,51,80,65
STMN2,5,12,0,0,7,7
ARMC1,2711,1764,2054,1755,1962,1121
TRPS1,25,5,1,2,15,3
SPAG1,1108,1018,397,438,1449,1595
CHRAC1,2106,1724,1826,1915,646,626
NCALD,10,21,10,15,49,32
SNX16,501,430,316,256,298,245
GML,0,1,0,0,0,0
UBR5,5232,6035,5921,5951,6004,6017
GFUS,27,23,127,73,38,23
EEF1D,9964,5280,12441,10229,11308,6836
ANXA13,7,6,51,35,18,12
SQLE,4374,4104,8735,7213,1306,985
SH2D4A,949,1217,647,837,165,279
INTS10,2732,1594,3289,2798,2344,1501
ERI1,1161,1199,927,815,935,754
SLC39A14,22673,16440,29037,24570,5485,3573
MTMR9,1150,1152,591,727,1000,821
LEPROTL1,1992,2032,1663,1495,1585,1274
DCTN6,777,955,614,570,816,810
R3HCC1,654,436,761,600,516,330
GSR,6538,5710,10001,8547,4439,3253
TNFRSF10A,586,314,482,522,2181,1547
UBXN8,747,989,441,462,438,448
PPP2CB,2559,2219,2006,1995,2960,2538
ERICH1,1529,1179,1182,1413,1569,1183
NEFM,1,8,0,1,1,0
TUSC3,7,10,3,2,6,6
ARHGEF10,0,0,0,0,0,0
KLHDC4,1536,897,1283,1362,1353,934
MCM4,11869,10757,8849,7807,5609,4024
ADAM2,1,1,0,0,1,0
KCTD9,1936,2158,1291,1539,1730,1599
FGL1,2213,2243,3925,3411,3624,2904
ASAH1,3914,4588,2743,2984,2078,2259
BNIP3L,2136,2627,2083,2262,3327,3337
MAN2B1,2744,1391,2771,2108,5700,3614
KCNN4,2,2,3,4,51,42
TULP2,7,1,26,1,19,1
NUCB1,7298,4409,4708,4217,3503,2197
DHDH,14,8,6,7,26,15
GYS1,1099,438,1224,1081,916,723
CGB2,0,0,0,0,13,13
LHB,2,1,1,1,6,2
CGB3,0,0,0,0,3,0
TUBB4A,21,16,4,3,3,3
KCNA7,65,33,66,53,43,33
SNRNP70,6552,4343,5765,4927,4828,3221
CLPTM1,5605,3433,3569,3040,5364,3339
RELB,1060,559,174,141,421,250
CLASRP,1342,646,1429,1256,1565,920
LIN7B,56,33,63,53,85,47
PPP1R37,1018,607,965,876,1448,927
FCGRT,5681,3310,4743,3157,3917,2199
PIH1D1,3432,2087,2116,1673,1461,910
CKM,43,32,34,32,174,120
ARHGEF18,2221,1432,1874,1560,2220,1552
PPP1R13L,542,267,376,361,825,529
PEX11G,1,2,0,0,5,6
ERCC2,2607,1411,3471,2953,1244,708
DOT1L,3001,1719,5316,5230,2793,1663
PLEKHJ1,2448,1416,2753,2030,1492,877
SLC17A7,13,19,7,1,6,13
RNASEH2A,2586,1653,1293,1055,903,552
KLC3,99,52,36,46,81,69
CD37,1,4,2,6,1,6
SF3A2,2264,1160,2495,2203,1034,666
AMH,13,5,19,8,1,4
DKKL1,8,3,2,5,3,2
LYL1,45,39,38,31,81,43
OAZ1,14429,9018,14185,10636,9234,5561
TRMT1,2711,1584,1783,1609,1600,830
STX10,805,495,963,831,586,351
RETN,0,0,0,0,1,0
FCER2,0,0,0,0,0,0
DMPK,923,432,269,383,681,405
CLEC4M,8,3,2,2,8,6
RSPH6A,3,3,8,4,7,4
TBC1D17,756,447,602,700,577,376
IL4I1,2,5,1,4,7,7
TLE6,24,18,27,10,29,11
CCDC130,913,477,569,482,744,501
PTOV1,2129,1583,2846,2397,1834,1126
TLE5,6813,4311,4815,4402,2953,1862
NOVA2,21,1,23,7,9,10
SGTA,3624,2072,3568,2955,2329,1502
KIR3DX1,37,15,12,46,59,10
LILRB1,0,0,0,0,0,0
MED25,1336,693,1125,996,817,566
SNAPC2,326,165,421,431,355,201
C19orf53,1674,1122,1737,1202,1063,560
TIMM44,2086,1338,2379,2120,980,583
CCDC61,187,148,173,144,223,185
IL27RA,564,317,366,257,368,261
ASF1B,2806,1729,615,499,982,585
TNNT1,183,100,19,17,47,33
VRK3,1286,1094,931,781,1563,908
FAM32A,3073,2238,1666,1387,2240,1243
PPP6R1,5843,3117,4599,4261,5090,3504
C19orf44,457,254,352,278,464,206
MED26,725,441,403,378,595,400
OLFM2,100,72,2,4,65,43
RASAL3,6,3,1,2,2,1
AKAP8,2180,1533,1820,1775,1739,1181
EPHX3,1,0,0,0,0,0
ILVBL,2343,1288,2110,1744,998,641
ZNF419,555,388,439,377,389,276
SYDE1,957,483,904,661,165,99
CASP14,1,2,0,0,2,1
SLC1A6,6,7,2,0,5,2
AURKC,11,10,2,6,3,17
POP4,697,814,541,469,932,648
CCNE1,2425,1577,924,818,622,361
URI1,2030,1875,1953,2187,1357,1425
PDCD5,3601,3188,1736,1396,1216,1032
ANKRD27,1808,1351,1829,1749,480,440
RPS16,22470,13703,30364,23575,17257,9746
TIMM50,2904,1997,2772,2328,1709,886
LGALS13,0,0,0,0,0,0
CLC,0,1,0,0,1,2
CCNP,180,108,50,27,151,89
GPI,15527,8355,17060,16053,5255,3735
AKT2,3923,2239,3933,3345,4108,2799
PLD3,1569,752,1343,1182,1451,940
PRX,99,81,86,64,91,52
PIAS4,1397,848,1701,1294,1253,699
NUMBL,61,46,45,70,38,81
EBI3,1,2,7,4,385,293
