gene_name,G401_BRD9_KO_rep1,G401_BRD9_KO_rep2,G401_LacZ_rep1,G401_LacZ_rep2
CCT4,6156,5093,4546,5072
GGCX,1000,721,958,831
NEU2,0,0,0,0
EHBP1,1059,865,965,900
OTX1,139,131,101,118
TXNDC9,1029,913,723,824
COQ10B,1051,888,711,734
GNLY,0,1,0,1
SF3B1,9467,7739,7738,8808
ST3GAL5,1207,1059,1250,1344
CHST10,394,331,255,289
PDCL3,530,415,312,340
MOB4,823,614,497,624
HSPE1,2627,2126,1791,1986
KDM3A,1526,1255,1133,1222
PLCD4,203,87,99,106
CHMP3,2185,1789,1569,1588
ZNF142,697,584,381,458
IL1R2,0,0,0,0
PRKAG3,0,0,0,0
SMYD1,0,0,0,0
IL1R1,3,2,3,3
WNT6,20,12,8,17
IL1RL2,0,0,0,0
IL1RL1,0,1,0,0
IL18R1,0,0,0,0
IL18RAP,0,0,0,0
SLC9A2,0,0,0,1
FHL2,3206,2845,1866,1982
MLPH,7,6,7,14
CNPPD1,785,629,583,715
UXS1,825,674,490,529
ABCB6,86,56,75,70
STK16,509,404,362,434
SLC5A7,0,0,0,0
HDLBP,6688,5591,5415,5183
PPP1R7,1031,883,760,926
PASK,600,491,483,465
STK25,2605,2183,1940,2044
TPO,0,0,0,0
PROC,3,3,2,8
ID2,1354,1111,1128,1257
TAF1B,572,587,502,594
HPCAL1,254,205,203,208
ODC1,5362,4782,4078,4690
BIRC6,3869,3630,2710,3536
NOL10,925,700,576,759
PLEKHB2,2620,2312,1748,1739
GORASP2,1697,1596,1337,1431
STRN,1229,1039,976,973
CEBPZ,1547,1186,1040,1132
PRKD3,386,296,393,412
DCAF17,715,618,589,593
QPCT,0,0,0,0
RAB3GAP1,2093,1709,1504,1704
SLC25A12,580,498,514,560
RMDN2,40,40,24,34
DLX2,42,38,52,49
LCT,1,0,0,1
DARS1,1938,1621,1276,1474
SRSF7,3174,2644,2126,2328
SDC1,1034,849,426,517
PLCL1,1,0,0,1
SLC1A4,155,125,89,106
SOS1,1429,1184,1368,1643
KYNU,144,129,147,147
WIPF1,0,1,1,1
ORC2,1277,1201,833,1136
COX7A2L,2016,1639,1360,1483
PNO1,846,725,516,558
ORC4,1492,1348,998,1216
PLEK,1,0,3,1
RND3,2819,2525,2368,2690
ATF2,1217,966,871,957
THADA,941,1010,1233,1233
AAK1,1340,1184,1068,1167
TRAK2,1655,1433,1189,1254
C2orf42,123,120,145,120
TIA1,2255,1871,2058,2471
PCYOX1,2096,1879,1701,2119
KISS1R,22,15,19,13
EPAS1,8,16,14,8
ARID3A,2944,2454,2634,2915
SUMO1,2931,2442,2386,2641
CD207,20,22,13,22
GRIN3B,90,73,78,88
VAX2,45,25,27,22
ATP6V1B1,35,6,21,32
NFE2L2,3102,2595,2183,2401
MSH6,3215,2654,2220,2563
PLEKHA3,369,313,195,272
SPR,552,441,364,389
EPHA4,0,0,0,0
PARD3B,1,0,2,2
FARSB,1576,1341,1129,1108
ALMS1,1015,712,1089,980
BCL9,990,771,929,1080
PRRX1,0,0,0,0
DHCR24,3503,2983,2621,2840
DNAJC16,824,675,577,591
MARK1,1020,791,490,508
TNR,0,0,0,0
MORN1,211,161,161,256
GPX7,2,0,3,1
CACYBP,1934,1584,1513,1434
SCP2,1654,1344,1376,1436
TPSG1,5,2,2,2
PAPPA2,0,0,0,0
RALGPS2,132,40,81,71
ANGPTL1,0,0,0,0
CEP104,904,771,797,799
FAM20B,882,677,786,808
TCEANC2,497,442,452,587
TMEM59,1704,1462,1322,1474
LRRC42,1179,966,811,966
WRAP73,662,560,472,566
NPHS2,0,0,0,0
MRPL37,1877,1579,1471,1656
ICMT,4017,3267,2710,2962
RPL22,8762,7435,7485,7955
CHD5,3593,2745,2260,2566
QSOX1,1166,914,901,1069
STXBP3,809,695,628,674
PHF13,1240,979,1011,1089
ERRFI1,14425,12373,12906,14318
PARK7,3452,2884,2726,3047
ELAPOR1,43,43,36,38
OPRD1,20,7,19,30
AMPD2,3750,2845,2441,2671
SRSF4,2317,1779,1717,2034
MECR,391,318,288,337
KCNC4,895,802,556,625
EDEM3,1025,871,826,988
WDR77,1583,1375,913,1033
ATP5PB,3873,3403,2958,3254
RAP1A,2196,1810,1738,1903
HDAC1,3868,3415,2977,3345
CAPZA1,5082,4201,3586,4412
S100PBP,1129,911,804,1002
RNF19B,544,462,325,410
SCAMP3,594,532,450,471
TRIM62,195,158,101,159
ASH1L,1785,1424,1384,1474
DLGAP3,180,208,78,92
SFPQ,8984,7665,7122,7796
RHOU,64,42,45,35
GON4L,1431,1021,873,942
ARHGEF2,934,707,869,853
LAMTOR2,547,400,332,380
MEF2D,770,623,707,686
DOCK7,1778,1274,1388,1608
SRM,1480,1149,800,967
FBXO2,3682,2963,2538,2891
FBXO6,27,11,18,7
C1orf21,0,0,5,2
SWT1,267,184,230,247
MAD2L2,750,648,663,698
DNAJC6,461,344,348,329
LEPR,522,465,536,598
IVNS1ABP,6616,5544,6790,7124
KIAA2013,798,706,663,547
MFN2,3603,2845,2046,2262
PRG4,7,1,6,4
MIIP,402,335,307,330
SMG7,1881,1505,1431,1611
NCF2,0,2,0,0
PDC,0,0,1,1
SLC35D1,722,602,501,533
PLA2G4A,0,0,0,0
GADD45A,1358,1134,998,1059
PRAMEF1,0,0,1,0
PRAMEF12,0,0,4,0
WLS,26551,21860,15611,18042
PRDM2,775,566,675,678
RGS2,1004,834,550,678
RPE65,179,140,112,134
RO60,1539,1398,1367,1585
AMPD1,0,0,0,0
UCHL5,947,731,711,823
BCAS2,1056,877,781,878
SRSF11,5119,4801,4857,4701
CTH,389,290,352,383
AGMAT,21,23,23,22
OLFML3,0,0,0,0
TNNI3K,0,0,2,0
CFHR3,0,0,0,0
PLEKHM2,1628,1445,1302,1346
CRYZ,1937,1567,1128,1272
PHTF1,1315,993,1078,1104
ZBTB17,337,274,302,349
CD58,0,0,0,1
TFAP2E,6,8,10,11
CD2,0,0,0,0
TTF2,1422,1190,1160,1108
NR5A2,14,10,12,16
KIF21B,120,129,125,121
TMEM9,2866,2498,2950,3211
ADPRS,646,546,392,474
MAP7D1,2800,2505,2435,2437
WARS2,307,220,280,337
HAO2,0,0,0,0
OSCP1,171,146,173,227
MRPS15,1090,931,855,977
EXOC8,498,439,333,421
GNPAT,1045,883,900,1019
TSNAX,885,801,719,776
C1orf109,602,512,438,521
RRAGC,1096,1009,706,807
NID1,3358,2731,2079,2290
LGALS8,1115,995,861,810
NT5C1A,0,0,0,0
HPCAL4,38,37,43,45
MTR,1680,1434,1369,1384
BMP8B,189,153,134,154
MYCL,221,155,216,236
SIPA1L2,0,0,0,0
ZP4,0,0,0,0
RLF,695,617,570,620
KMO,10,9,4,6
ZNF684,88,80,70,127
KCNQ4,139,111,47,67
RIMS3,667,603,563,637
AKT3,1191,924,1053,1310
ETV3,645,568,483,510
ACADM,2070,1796,1680,1944
ST6GALNAC5,0,0,0,0
SLAMF1,0,0,0,0
CD48,0,0,0,0
ADGRL2,0,0,0,1
PADI2,6,7,14,9
SDHB,1347,1136,812,983
MFAP2,1241,990,856,918
RPF1,801,644,504,615
KDM5B,2572,2122,2263,2472
UAP1,815,574,614,703
ACTL8,5,6,5,4
CTBS,468,414,385,434
RGS4,0,0,0,1
KLHL12,1358,1183,978,1069
IGSF21,0,0,0,0
SSX2IP,425,310,251,270
ZNHIT6,628,537,474,486
PLA2G2D,5,2,6,5
RBBP5,803,684,575,639
GBP3,14,3,5,6
GBP1,4,0,1,1
PINK1-AS,330,264,256,240
KIF17,24,26,24,43
GPR89A,426,283,321,395
CDK18,573,412,402,463
RAB29,669,570,384,466
CD160,20,12,9,7
ECE1,4162,3214,2498,2769
HMGCL,528,419,478,493
GALE,392,308,256,281
CR2,4,3,2,1
CD46,3631,3078,2629,2835
PRPF3,928,781,613,742
APH1A,2715,2344,2021,2135
P3H1,1291,1090,1139,1219
SLC2A1,10928,9254,8529,9227
EBNA1BP2,2211,1834,1741,1897
CDC20,2079,1711,1774,1947
MPL,1,1,1,2
ARTN,8,3,7,2
IPO13,853,709,506,590
ATP6V0B,1290,1089,744,871
B4GALT2,677,608,375,440
ERI3,923,780,783,835
PTCH2,244,193,204,205
AKR1A1,993,748,872,963
PRDX1,13329,11218,9599,10877
PIK3R3,1432,1476,997,1303
TSPAN1,336,213,239,259
BLZF1,582,446,408,407
CCDC181,3,1,2,0
SLC19A2,178,130,151,160
FAAH,6,12,5,14
NSUN4,452,364,357,388
TMED5,1633,1508,1232,1334
MROH9,0,0,0,0
DR1,1720,1468,1277,1352
FMO6P,0,0,0,0
CNN3,6470,5570,5727,6132
PRRC2C,8739,7054,7090,7993
F3,113,62,37,32
ABCD3,859,629,647,662
VAMP4,151,140,196,190
DPH5,548,484,511,629
FASLG,0,0,0,0
PTBP2,491,431,512,506
TNFSF4,50,25,32,33
PRDX6,6651,5605,5398,5782
DARS2,884,834,733,789
HSD11B1,0,0,0,0
IRF6,5,4,13,4
UTP25,1294,1122,792,802
PLPPR5,0,0,0,0
PLPPR4,0,0,0,0
SERPINC1,2,1,0,0
RCAN3,785,641,768,938
SYF2,1311,1093,881,970
RSRP1,1045,852,755,944
SLC35A3,759,589,479,601
RCOR3,702,622,604,645
STMN1,7100,6234,6651,7330
MTFR1L,1176,1012,707,844
MAN1C1,494,402,348,332
NEK2,848,649,802,919
DHDDS,1385,1219,1019,931
NENF,504,453,522,505
NSL1,602,542,638,620
PROX1,0,0,0,0
ARID1A,3645,3024,3205,3875
CENPF,7505,6731,6054,5872
RPA2,1898,1606,1201,1405
PPP1R8,884,756,636,656
STX12,540,450,317,411
MTARC2,0,0,0,0
SLC5A9,11,6,2,12
OSBPL9,3567,3107,3349,3553
TXNDC12,1037,1095,1071,1144
ESYT2,2720,2398,2244,2563
POLR1G,412,396,199,189
MESD,983,822,735,775
RCN2,3431,2852,2905,3038
CHRNB4,10,12,6,13
MUC5B,4,37,5,5
CTSD,7919,6714,4373,4784
COLEC11,13,8,11,19
STAG1,1087,1107,798,958
A4GNT,6,4,2,2
STK11,1355,1170,1063,1206
KMT2A,3524,2604,3314,4132
TREH,2,0,0,1
IFT46,65,57,49,46
MMP8,0,0,0,0
APOA1,1,2,1,0
ZNF541,1,0,0,0
SLC8A2,26,6,39,49
KPTN,177,189,147,161
KIF14,1023,856,1135,1244
TNNT2,23,38,46,61
DDX59,257,200,189,220
CAMSAP2,1804,1469,1300,1347
ATF6,1109,909,994,1131
CRYGD,0,0,0,0
MREG,318,220,160,194
TNP1,0,0,0,0
FASTKD2,1487,1301,1055,1074
NRP2,15,14,12,23
CREB1,928,783,447,865
KLF7,361,243,274,412
TTR,0,0,0,0
B4GALT6,1,0,5,1
C1orf54,36,14,58,48
CA14,1635,1550,1500,1741
CFAP94,24,31,42,59
IRAG2,0,0,0,0
ATP10B,35,24,35,32
SPCS2,1695,1359,1340,1570
USP35,363,208,205,232
ELOVL4,935,877,744,816
FILIP1,7,7,5,10
CASP8AP2,861,712,597,745
HMGN3,2382,1928,1830,1962
UBE3D,426,338,378,428
CNR1,0,0,0,0
SPACA1,0,0,0,0
ANKRD13C,816,632,632,684
SGIP1,0,0,0,0
PHF3,2160,1805,1782,1944
ZC2HC1B,0,0,0,0
ADGB,2,1,4,0
PLAGL1,2158,1715,1262,1241
FBXO30,1120,908,889,988
TNFAIP3,88,77,41,33
AKAP7,63,46,68,71
RAB32,983,890,621,720
MYB,47,36,32,40
ALDH8A1,13,5,17,5
SGK1,4,3,5,3
RNF146,716,587,554,610
ARG1,4,2,1,1
CCN2,1740,1441,1476,1639
TCF21,0,0,0,0
PMFBP1,21,27,22,38
FBXL5,965,841,743,871
MED28,2923,1997,2124,2491
SLC16A7,8,12,10,45
RXYLT1,327,256,233,260
ZNF430,119,158,126,135
VAMP8,842,717,649,754
DCLRE1B,372,346,273,313
MYL12B,5877,4995,4529,5074
FOXO3,1229,988,1044,1148
ARMC2,79,84,115,98
GHRH,0,0,0,0
RPN2,5546,4650,4149,4615
TGIF2,469,316,450,582
CASQ2,0,0,0,0
OLFM3,0,0,0,0
PKD2,1362,1083,956,1191
ABCG2,514,401,417,574
SPP1,287,193,472,482
STBD1,94,64,49,44
CCNI,3851,3144,3683,3839
RARRES1,0,1,1,0
MFSD1,698,674,459,520
RAB3GAP2,2439,2077,1926,1903
EEF2KMT,334,284,226,308
PPL,6218,5258,4609,5164
UBN1,1950,1533,1534,1637
KLF12,0,0,0,0
UCHL3,328,309,240,271
PCDH17,0,1,2,0
HS1BP3,1164,1007,868,891
LDAH,531,437,436,452
WDR35,1086,1048,841,1008
CCND2,1,2,2,2
FGF23,0,0,0,0
ELL2,229,220,106,139
DNAH7,7,7,19,19
CYP20A1,330,250,220,226
NDUFB3,627,523,462,506
GTF3C3,1264,1154,1180,1415
SATB2,28,24,30,25
UBE2B,996,820,745,819
TRPM6,40,37,21,34
GDA,18,16,17,9
KLF9,492,412,406,495
TJP2,189,147,60,58
ECRG4,1,0,0,0
ITGB1BP1,879,683,607,728
CPSF3,1421,1174,1320,1415
PIGZ,61,57,49,63
SENP5,1251,968,972,1095
CCDC92,358,164,268,316
C1orf198,711,598,590,626
TRIM67,2,0,0,0
HEATR1,3840,2958,2728,3018
PTBP3,3645,2876,2916,3573
RAD23B,7604,6209,6016,7026
FKBP15,830,616,520,537
CTNNAL1,2089,1708,1460,1538
ABITRAM,275,250,249,260
DYNC2I2,1507,1232,1252,1320
SET,15089,12541,11931,13030
PTPA,3132,2634,2432,2754
GLE1,753,639,611,689
RAB14,2135,1799,1305,1498
CNTRL,391,309,554,674
TRIM32,964,767,539,606
FBXW2,1847,1469,1374,1532
PHF19,714,605,638,733
NEK6,1391,1216,859,951
BSPRY,6,2,1,3
PPP6C,1533,1272,1268,1155
NDUFA8,1087,904,802,884
HDHD3,363,316,269,252
RBM18,1185,1036,730,842
SLC46A2,1,3,0,0
HSDL2,2298,1921,1720,1765
MAPKAP1,1654,1370,1423,1593
NR4A3,19,10,2,8
INVS,486,439,420,493
GALNT12,0,0,0,0
DENND1A,914,817,690,724
ALG2,786,643,476,519
CSF3R,12,5,1,9
KDSR,1093,960,929,959
VPS4B,1289,1058,883,1055
ONECUT2,59,58,49,70
C19orf25,544,443,407,440
ZBTB45,248,208,175,242
YLPM1,2697,2373,2310,2443
DCAF4,587,555,374,508
PROX2,14,15,8,16
VSX2,0,0,0,0
FCF1,987,836,828,1032
PGF,87,93,71,80
BBOF1,171,177,191,188
NEK9,3869,3224,3044,3212
ACYP1,127,103,127,121
IFT43,263,198,206,216
NPC2,2485,2170,1583,1655
DNAL1,959,699,722,742
IRF2BPL,1139,944,1025,1189
ACOT2,1132,986,755,916
LTBP2,15095,13101,11360,12588
AREL1,1910,1581,1362,1536
MLH3,500,440,429,456
TTLL5,652,478,469,494
FLVCR2,15,14,10,10
ABCD4,660,473,572,624
DLST,3121,2687,2599,2875
PPP4R4,0,0,0,0
TGFB3,52,32,28,39
ZC2HC1C,58,41,49,58
SLIRP,927,765,632,740
RBM25,5296,4339,3941,4434
ALDH6A1,901,721,767,940
GPR68,94,60,40,44
ESRRB,12,13,17,8
EIF2B2,653,609,476,542
NRDE2,634,573,415,459
COQ6,413,388,410,434
ZNF410,652,530,571,697
RHOQ,4493,3827,3114,3558
GPR75,30,22,27,27
SUPT7L,1489,1227,1053,1169
KLHL29,13,5,9,10
DNMT3A,668,536,473,571
TMEM214,1163,904,743,908
ATAD2B,540,410,366,525
FKBP1B,202,191,232,231
ATL2,1287,986,923,1019
YPEL5,1256,1129,935,1184
FAM98A,1168,1150,720,800
YIPF4,1376,1207,1122,1362
AFTPH,606,461,442,546
LGALSL,670,571,534,534
CNRIP1,0,0,1,0
BCL11A,198,106,108,90
CRIPT,359,311,323,342
EPCAM,7,4,3,6
SLC17A5,775,663,543,629
OGFRL1,181,134,140,178
SLF2,2625,2282,2800,3165
IDE,3097,2630,2357,2382
TECTB,0,0,0,0
ELOVL3,8,8,6,5
IFIT3,14,9,11,8
NKX2-3,0,0,0,0
IFIT2,8,13,15,11
GPAM,599,504,494,525
CUTC,195,153,152,163
PPP1R3C,81,63,73,71
PYROXD2,7,3,5,0
CNNM1,0,0,0,2
MXI1,450,341,391,394
SMNDC1,1242,1027,770,1025
C10orf88,338,319,262,280
HELLS,1731,1518,1391,1685
PRLHR,14,7,10,13
TCTN3,1534,1313,1077,1133
DENND10,1040,959,761,901
AVPI1,284,252,179,190
WDR11,2353,2041,1812,2049
ARMH3,629,566,551,571
KCNIP2,24,23,40,40
CFAP58,27,29,19,30
GOT1,1100,890,788,865
CPN1,4,0,0,1
C10orf95,28,30,25,26
SFRP5,15,13,4,7
GNA13,2917,2491,2065,2274
HOXB8,65,62,127,173
KANSL1,278,47,615,295
HOXB5,62,41,74,66
CRHR1,0,0,0,0
HOXB3,286,252,321,291
HOXB1,0,0,0,0
DUSP1,2161,1767,1443,1539
PANK3,2625,2994,3311,3029
MSX2,8,10,11,12
TEK,0,0,0,0
RCL1,560,425,359,439
CAAP1,526,423,466,520
EQTN,0,0,0,0
MOB3B,3,1,3,3
INSL6,3,5,2,1
INSL4,0,0,0,0
MLANA,26,13,26,21
CD274,5,0,8,1
IFNA6,0,0,0,0
IFNA8,0,0,0,0
GRIA2,0,0,0,0
NUP43,1614,1236,1345,1436
MTHFD1L,1236,1045,789,971
LRP11,1833,1612,1180,1299
CCDC170,43,33,31,29
PCMT1,1691,1409,1265,1414
PLEKHG1,2,4,4,4
MYCT1,0,0,0,0
TASL,2,3,3,7
MAGEB4,0,0,0,0
CYSTM1,746,632,598,680
WDR55,870,688,639,688
ARAP3,0,0,0,0
PCDHB8,1,3,0,4
PCDHB10,7,5,4,9
PCDHB14,9,9,8,15
PCDHB12,6,7,4,2
SLC25A2,1,2,0,2
TNN,0,0,1,0
MRPS14,455,391,380,457
CENPL,345,281,249,286
TNFSF18,0,0,1,0
SEC16B,1,1,2,2
GORAB,184,186,124,139
GPR31,0,0,0,0
ACAT2,1284,1073,1043,1172
TCP1,5586,4409,4412,4556
TTLL2,0,0,0,0
SNX19,1895,1632,1127,1511
KCNJ5,13,7,9,13
MSANTD2,244,238,241,258
TP53AIP1,1,1,1,0
TEX11,2,0,0,4
ARR3,3,3,2,9
PDZD11,561,438,384,410
SLC10A7,169,139,171,145
NUDCD1,955,770,617,749
ENY2,1558,1175,1082,1316
MASTL,732,660,593,663
KIAA1217,7,5,5,4
LYZL1,1,2,3,3
PLXDC2,1,1,4,1
EPC1,446,392,337,367
IQSEC3,1,0,0,0
CCDC77,419,273,416,308
TAF12,384,353,340,384
ENOX1,1,0,0,0
TNFSF11,1,0,0,0
MTRF1,181,169,193,211
SPART-AS1,0,1,0,0
SOHLH2,0,0,0,0
DNAJC15,52,46,75,75
PROSER1,1017,799,937,733
UFM1,1414,1220,850,1078
WBP4,532,415,368,402
ELF1,454,379,295,390
SMAD9,614,494,842,1014
HSPH1,3428,2822,2141,2317
KBTBD7,559,469,369,446
ALG5,374,315,233,297
EXOSC8,703,590,619,639
ETF1,6511,5190,4108,4500
TGFBI,0,0,0,0
FAM53C,1575,1293,1156,1285
SIL1,572,554,455,535
PAIP2,2650,2142,2122,2212
MYOT,6,4,5,4
KDM3B,3451,3032,2886,3102
EGR1,341,277,175,219
SERP1,2349,1847,1909,2137
PLS1,905,806,763,808
ZFP30,772,671,604,592
NR2C1,1466,1269,1314,1429
UTP20,1795,1498,1193,1378
TMPO,4098,3135,3465,3872
ARL1,2142,1606,1472,1590
GLT8D2,122,114,94,142
MTERF2,444,399,397,427
SOCS2,371,312,233,274
NFYB,990,844,784,703
WASHC3,277,249,210,267
APAF1,1063,910,862,966
DUSP4,0,0,0,0
CLU,560,403,537,538
TNFRSF10B,5575,4649,3051,3288
SORBS3,2069,1509,1684,1766
PTK2B,120,153,123,130
CHRNA2,0,1,0,0
ADRA1A,17,12,14,19
PPP3CC,251,213,250,229
PDLIM2,514,387,400,467
EPHX2,609,546,503,654
RNF170,786,807,672,678
NPPB,9,4,1,0
UBIAD1,513,417,233,307
TARDBP,3821,3140,2961,3034
TNFRSF8,0,0,0,2
ZNF706,941,816,822,867
LYPLA1,2870,2396,2051,2389
CRISPLD1,8,9,9,30
COPS5,1277,1079,955,1055
RDH10,639,409,347,502
EPX,0,1,1,6
AKAP1,648,517,408,513
COIL,831,720,576,614
TRIM25,1590,1442,1095,987
SCPEP1,1416,1294,968,1086
SPOP,2256,1844,2439,2622
TBX2,91,80,40,42
SLC35B1,957,756,830,785
TBX4,1,2,0,1
NACA3P,13,13,6,11
TEX14,2,5,4,1
FAM117A,797,640,554,716
NCAPH,870,615,622,493
LRAT,3,4,3,2
TMEM131L,426,365,242,231
MND1,173,107,151,157
TRIM6,0,2,1,4
ABCC11,11,9,4,11
TENT4B,700,606,494,512
ADCY7,6,22,24,13
CEP89,1077,853,707,932
TSHZ3,0,0,0,0
ECHDC2,366,400,365,332
PLBD1,0,1,2,2
PRB2,0,3,1,3
PYROXD1,285,312,206,227
IAPP,22,25,17,20
KCNJ8,0,0,0,0
PSPC1,1722,1427,1179,1308
ZNF549,322,270,249,256
A1BG,174,192,159,163
ZSCAN18,1094,1044,705,971
ZNF211,395,337,312,292
PDZRN3,1,0,0,0
RGSL1,0,6,0,0
LHX4,125,134,88,79
RNF2,980,776,692,806
TRMT1L,1201,874,976,884
SEC22A,268,209,198,222
CSTA,1,0,0,0
DPPA4,27,18,20,16
POPDC2,2,7,2,1
B4GALT4,645,542,486,495
NAA50,5251,4475,3557,3999
CD80,1,0,2,1
KIF18A,1035,820,1033,1102
GJA8,0,0,0,0
DESI2,2077,1638,1482,1702
MAPK8IP1,792,664,617,723
CRY2,432,361,268,338
PEX16,261,225,224,231
DEPDC7,60,61,47,70
CAT,1885,1674,1178,1463
PILRB,489,378,374,414
ZMYM2,3208,2369,2046,2286
GJB6,0,0,1,0
GJA3,484,369,328,400
TBC1D15,1353,1116,992,1146
ADGRB2,1144,1045,991,1232
HCRTR1,21,14,24,20
ZCCHC17,785,682,588,650
FABP3,14,11,9,10
KHDRBS1,5989,4950,5368,5867
TMEM39B,257,168,142,181
CCRL2,18,18,12,13
CCR2,0,0,0,1
POLR3GL,206,169,225,273
GHSR,0,0,0,0
TNFSF10,1,1,0,0
ZNF639,657,590,571,532
SLITRK3,0,0,0,0
PIK3CA,859,615,824,873
PDS5A,6264,6003,5637,6667
TMEM156,22,4,9,27
LIAS,264,232,233,277
CPXM2,0,0,0,0
TMEM54,78,69,34,42
ZSCAN20,238,191,181,176
CSMD2,0,3,10,0
HPCA,2,2,1,0
LRIF1,1364,1170,941,1045
TMIGD3,1,1,1,0
CLCC1,1150,938,758,847
GPSM2,433,433,408,482
GTDC1,257,236,178,226
CXCR4,0,0,0,0
ZRANB3,382,299,346,431
ACVR2A,64,69,48,36
POLK,640,540,515,599
SV2C,36,26,64,34
FLT3,13,6,4,2
RPL21,4972,4458,3906,4537
MTIF3,360,261,275,304
GTF3A,1613,1310,980,1073
RASL11A,55,39,43,41
UBL3,418,349,358,384
FYTTD1,1942,1588,1287,1643
MTERF4,844,644,552,636
XPNPEP2,0,0,1,0
SASH3,0,0,0,0
OCRL,1692,1422,1275,1359
PAEP,3,2,4,2
OBP2A,0,0,0,0
MRPS2,1194,1034,821,869
TBX22,0,0,0,0
FMOD,0,0,0,0
MYOG,0,0,0,0
LAX1,1,0,0,2
PLG,20,14,6,18
KIAA1191,2355,1986,1812,2113
COPA,5326,4773,4200,4795
CD244,0,0,0,0
LY9,7,14,10,9
HS3ST2,0,0,0,0
RBBP6,2151,1798,1865,1832
ZC3H7A,2042,1640,1715,1624
PRM2,0,0,0,1
SERAC1,440,390,321,422
ANXA11,2811,2500,1990,2231
LDB3,25,33,65,61
OPN4,0,0,0,0
SHLD2,1227,1040,888,932
PRXL2A,1709,1403,1250,1440
ZNF205,271,229,190,186
NAA60,871,652,649,681
RPL5,18705,15396,14932,16368
ODF2L,690,697,744,810
PTGFR,0,0,0,0
SPATA1,13,14,13,19
TRMT13,342,269,299,306
LRRC39,25,21,28,23
RWDD3,265,234,177,231
ZNF644,1541,1403,1310,1331
CCDC18,488,296,293,464
RPAP2,1560,1537,1011,1291
SLC66A2,747,629,644,687
BBS9,218,164,216,228
PMS2,776,701,537,626
ZMIZ2,2077,1525,1394,1620
OCM,1,0,2,1
SEPTIN7,5189,4439,3648,4391
EEPD1,257,165,245,137
KIAA0087,10,6,11,11
KLHL7,2354,2319,2446,2584
HERPUD2,574,430,523,508
CBX3,7733,6475,5857,6540
HNRNPA2B1,23096,19443,18786,20926
WIPF3,0,2,1,7
NXPH1,0,0,0,0
NPY,0,0,0,0
FAM126A,4500,3541,3928,3983
HOXA7,528,465,430,448
INHBA,0,0,0,0
FKBP9,2220,2138,1623,1843
NT5C3A,249,238,197,267
ARL4A,352,319,270,290
CCZ1,1983,1692,1315,1402
POLM,166,173,211,253
RAMP3,0,0,0,0
MRM2,1029,851,649,646
TWIST1,0,0,0,0
SMU1,1990,1642,1489,1680
GLIPR2,197,120,88,73
SLC25A51,359,292,323,317
CLTA,2893,2344,2055,2284
RECK,469,353,399,448
SPINK4,0,0,0,0
TAF1L,0,3,0,2
ACO1,1487,1214,1214,1304
PHF24,0,0,0,1
DNAI1,27,23,21,40
DCAF10,1267,862,771,902
CNTFR,112,84,38,48
KIAA1549,518,459,474,520
TRIM24,806,630,602,713
CYREN,584,423,322,503
CALD1,5,29,28,7
AKR1D1,9,3,3,3
NUDT10,0,0,0,0
SFTPA1,0,0,0,0
NEUROG3,0,0,0,0
PLAU,15828,13397,7647,8374
SRGN,5,0,4,7
CHST3,2088,1711,1636,1956
BICC1,0,1,1,4
CISD1,569,435,387,403
EGR2,7,5,2,3
ECD,1635,1186,1002,1044
P4HA1,981,769,723,825
SLC25A16,543,487,528,557
ZWINT,1454,1223,939,1065
VPS26A,1829,1485,1444,1568
RBM19,1301,972,872,928
CIT,1416,1150,1431,1712
IFT81,1030,807,750,960
ACADS,146,98,109,136
HVCN1,9,8,11,8
DDX54,1810,1286,1208,1272
MED13L,2865,2507,2735,2654
CDKN2C,270,202,489,582
RNF11,1862,1613,1347,1650
RASSF8,1445,1286,925,1079
BHLHE41,1835,1557,862,1025
SSPN,840,656,640,756
ITPR2,3173,2529,1768,1693
CCDC91,682,465,470,378
NECAB1,6,17,4,4
WWP1,1062,913,826,955
ACOT9,1417,1229,1098,1294
PRDX4,1192,982,875,940
DDX39A,1272,1098,787,866
PKN1,2266,1829,1765,2092
TRIR,1763,1430,1237,1402
ADGRE5,775,648,565,653
WDR83,290,217,148,177
GIPC1,3645,2926,2206,2441
ACTRT1,0,0,0,0
CCDC70,0,0,0,0
SPRYD7,396,298,209,220
EBPL,619,516,520,573
ATP7B,499,436,477,429
ZC3H13,2850,2213,2449,2848
GUCY1B2,0,0,0,0
NLN,2093,1980,1754,2085
CENPK,499,363,427,511
OPTN,3084,2644,1965,2096
ITIH5,68,63,48,68
ATF1,607,586,548,528
TSFM,788,662,562,565
NEUROD4,0,0,0,0
ARHGAP9,4,22,7,4
NCKAP1L,5,2,5,3
MMP19,115,105,113,129
PFDN5,1839,1598,1323,1482
SPATS2,1235,996,1066,1203
ORMDL2,430,349,301,347
NR4A1,439,341,464,508
PDE1B,6,8,0,5
HOXC13,211,207,230,248
CDK2,979,871,697,900
LRP1,5464,4261,3808,4034
HOXC11,129,125,211,212
ATG101,441,364,314,288
NFE2,88,55,158,160
HOXC12,4,5,9,13
IKZF4,150,97,95,93
SMUG1,333,315,317,387
TUBA1B,20302,16829,16236,17913
EEF1AKMT3,137,135,130,123
KBTBD4,708,597,492,520
SARDH,22,22,18,26
DBH,0,0,0,0
ATPAF1,1583,1216,1332,1137
