gene_name,WT_A,WT_B,SMARCB1_Null-A,SMARCB1_Null-B,SMARCA4_Null-A,SMARCA4_Null-B,,,,,,,
DYNC1LI2,14562,11432,12325,12215,15752,10707,,,,,,,
FBXL8,833,653,647,551,998,924,,,,,,,
FHOD1,4679,3886,4166,3375,5327,4517,,,,,,,
CCDC102A,700,756,693,746,1076,671,,,,,,,
SLC9A5,273,209,252,227,333,183,,,,,,,
AGT,1,3,0,2,3,1,,,,,,,
ZNF670-ZNF695,375,248,224,254,275,283,,,,,,,
PCNX2,1102,779,921,901,1480,1047,,,,,,,
KCNK1,1164,843,1308,1488,1897,1012,,,,,,,
URB2,6879,6132,5669,7224,6874,4297,,,,,,,
EGLN1,6193,5206,6919,6840,9411,9293,,,,,,,
CAPN9,11,9,11,3,39,5,,,,,,,
COG2,2761,2544,2462,2725,3098,2210,,,,,,,
ABCB10,7123,5689,6576,6685,7432,5404,,,,,,,
NTPCR,3270,2995,2800,2823,3780,2691,,,,,,,
TAF5L,4314,3676,4412,4430,5407,4259,,,,,,,
GLUL,6846,5307,9314,10162,11732,8983,,,,,,,
STX6,4219,3246,3245,3094,5778,3819,,,,,,,
RGS8,0,7,0,1,0,0,,,,,,,
RNASEL,653,589,172,520,634,681,,,,,,,
DHX9,52946,48583,40945,47286,55218,39812,,,,,,,
KIAA1614,223,190,229,349,322,247,,,,,,,
CEP350,11301,8841,9663,8690,14896,10712,,,,,,,
NPL,422,318,361,367,307,216,,,,,,,
FAM129A,1554,1168,3736,3813,14088,8481,,,,,,,
PIGC,1766,1701,1649,1915,2055,1482,,,,,,,
LAMC1,18518,14682,21939,22073,31459,25264,,,,,,,
RC3H1,4845,3214,3516,3221,4798,3236,,,,,,,
GPR55,0,0,3,4,0,0,,,,,,,
SP110,875,736,1036,839,1138,1085,,,,,,,
MRPL44,3739,3544,4072,5082,5012,3491,,,,,,,
CHRND,0,3,1,10,0,4,,,,,,,
PAX3,1,0,28,9,0,3,,,,,,,
DOCK10,21,10,29,16,20,27,,,,,,,
TTLL4,6402,5346,5987,6222,7019,5889,,,,,,,
USP37,5823,4400,4523,4118,5662,4866,,,,,,,
HTR2B,14,13,78,94,58,19,,,,,,,
ITM2C,8752,8367,4273,4187,6616,5627,,,,,,,
SLC19A3,100,48,88,48,99,707,,,,,,,
SERPINE2,140,109,472,288,192,111,,,,,,,
DNAJB2,2432,2618,3370,4213,4881,3480,,,,,,,
WNT10A,41,30,61,44,38,60,,,,,,,
TMBIM1,1883,1363,1432,2326,5020,3848,,,,,,,
CYP27A1,17,5,13,9,16,9,,,,,,,
EIF4E2,7851,7058,6339,7684,9679,7373,,,,,,,
ARMC9,2032,1642,1195,1374,3833,2310,,,,,,,
CAB39,8279,6708,6292,7009,8255,6488,,,,,,,
COX5B,7954,8082,7104,8467,10671,7771,,,,,,,
REV1,5157,4352,3725,3883,4664,3526,,,,,,,
TSGA10,350,223,266,231,476,349,,,,,,,
MFSD9,2367,1729,1148,1450,2265,1623,,,,,,,
TMEM127,3361,3053,2933,3543,4156,2749,,,,,,,
EDAR,22,20,16,24,14,10,,,,,,,
TGFBRAP1,6666,5330,6234,6292,7598,5475,,,,,,,
GCC2,5884,4030,3929,2951,5125,4549,,,,,,,
MRPS9,6374,6309,5488,6577,6550,4568,,,,,,,
GPR45,4,8,9,10,18,13,,,,,,,
C2orf49,3292,2512,2695,2830,3835,2719,,,,,,,
ANKRD36,3303,2251,2562,1683,3472,3080,,,,,,,
EPC2,3254,2867,2037,2281,3133,2139,,,,,,,
ARHGEF4,1787,1301,1216,1446,3024,2423,,,,,,,
ISCU,4302,4033,4287,5120,5052,3784,,,,,,,
ALDH1L2,95,89,117,153,92,90,,,,,,,
STAB2,29,55,38,47,54,62,,,,,,,
USP44,26,17,27,163,62,41,,,,,,,
SCYL2,8117,6529,8798,9290,14038,8771,,,,,,,
CKAP4,14721,13142,17203,19081,21229,16257,,,,,,,
PLXNC1,4155,3118,8297,11237,14056,9954,,,,,,,
APPL2,6056,4127,2838,2352,3743,4069,,,,,,,
PWP1,7198,6535,6186,7240,9250,6578,,,,,,,
DRAM1,918,506,1443,967,1555,1341,,,,,,,
WASHC4,6967,5306,6343,5656,7354,6706,,,,,,,
SLC41A2,441,499,866,829,1101,1035,,,,,,,
VILL,1022,832,806,899,833,611,,,,,,,
FLNB,18809,15030,15040,14139,27339,18085,,,,,,,
NEK3,222,146,1652,1353,1845,1430,,,,,,,
PCDH8,55,65,100,31,130,205,,,,,,,
VPS36,5156,3900,4540,4375,6480,4964,,,,,,,
RNASEH2B,6229,5494,4610,5277,5881,3931,,,,,,,
CKAP2,19008,16095,13889,14062,19934,14560,,,,,,,
CNMD,10,8,6,3,12,5,,,,,,,
TBC1D4,7826,5385,7642,6566,11068,7724,,,,,,,
THSD1,12,6,35,39,13,14,,,,,,,
BORA,3532,2973,5337,2543,4209,3490,,,,,,,
LRCH1,1911,1303,1687,1527,2180,1631,,,,,,,
SUCLA2,4953,4642,4906,5326,6390,4527,,,,,,,
RCBTB1,4828,3857,5153,5155,5552,4682,,,,,,,
MED4,4761,4484,3395,3623,5603,4011,,,,,,,
PHF11,1523,1226,1394,1109,2128,1644,,,,,,,
COG3,2607,2224,2113,2109,2631,1888,,,,,,,
LMO7,5771,4211,4772,5606,8254,6993,,,,,,,
SCEL,0,0,0,0,1,0,,,,,,,
ITM2B,11465,9488,7996,8306,29178,18509,,,,,,,
SPRY2,708,561,231,212,372,311,,,,,,,
NUDT15,4354,4419,3535,4352,5016,3540,,,,,,,
EDNRB,0,0,0,3,0,0,,,,,,,
RCBTB2,391,412,242,279,502,233,,,,,,,
LCP1,37,28,35,49,10,10,,,,,,,
SETDB2,2258,1732,2806,2571,3766,3271,,,,,,,
SCRN1,21867,17996,17979,17132,31570,24908,,,,,,,
C7orf25,147,113,191,143,199,173,,,,,,,
TNS3,12139,11049,3925,3527,7902,8271,,,,,,,
SPDYE1,278,173,144,114,172,195,,,,,,,
CHST12,2798,2511,2643,2629,4022,3030,,,,,,,
IGF2BP3,14861,10107,8741,7565,13059,9702,,,,,,,
GPNMB,68,79,40,53,97,72,,,,,,,
RAPGEF5,2699,1890,1917,1749,2256,1710,,,,,,,
RAC1,27646,23473,23068,25497,36443,27756,,,,,,,
KDELR2,19869,16640,15366,18061,22940,16346,,,,,,,
NUPL2,4098,3522,3687,4323,4300,3085,,,,,,,
IL6,3,0,0,0,3,0,,,,,,,
ZDHHC4,4105,3422,2794,2772,3674,2883,,,,,,,
AOAH,10,0,7,3,14,13,,,,,,,
BZW2,16007,14199,11918,12358,14882,11497,,,,,,,
DGKB,19,16,42,54,16,20,,,,,,,
TBRG4,9258,9133,9237,11885,11968,8344,,,,,,,
DDX56,9668,10457,8560,11717,11773,7609,,,,,,,
HUS1,1726,1465,1330,1490,1947,1623,,,,,,,
NACAD,518,372,130,340,705,387,,,,,,,
DBNL,5720,4777,4844,5374,8086,5957,,,,,,,
CCM2,2074,1848,2144,2233,3115,2631,,,,,,,
MYO1G,43,21,38,25,43,28,,,,,,,
TTYH3,12593,10475,9187,9182,11028,8409,,,,,,,
MMD2,0,0,1,5,11,6,,,,,,,
CIDEB,0,0,0,1,0,1,,,,,,,
TTC5,3031,2556,2451,2749,3119,2282,,,,,,,
NKX2-8,0,0,0,0,0,0,,,,,,,
NKX2-1,751,439,102,81,369,212,,,,,,,
ZFHX2,741,680,1084,816,1339,750,,,,,,,
MTHFS,1933,2042,2103,2666,3274,2306,,,,,,,
ADAMTS7,2649,1718,2514,1625,1921,1182,,,,,,,
ABHD17C,6791,5881,6518,6755,8354,6055,,,,,,,
IREB2,34260,25337,29041,26182,36694,28068,,,,,,,
ALPK3,64,63,78,101,175,49,,,,,,,
TM6SF1,222,164,155,92,200,231,,,,,,,
CIB2,3885,3308,3904,3715,5333,3833,,,,,,,
CALCOCO2,4418,3239,3504,3221,6138,4475,,,,,,,
RSAD1,4785,3996,5177,5448,6010,4182,,,,,,,
NMT1,14270,11294,13913,14594,17475,14546,,,,,,,
MYCBPAP,124,72,120,74,230,170,,,,,,,
SRSF1,64089,57003,41626,48746,65279,43603,,,,,,,
VEZF1,6753,5486,4658,4701,6637,4925,,,,,,,
CHAD,37,21,45,23,45,61,,,,,,,
TACO1,3118,2975,3218,4350,4317,2894,,,,,,,
TEX2,5736,4467,3296,3555,5310,3938,,,,,,,
DCAF7,28765,21799,20310,18226,30886,24224,,,,,,,
GH2,0,0,0,0,0,0,,,,,,,
CSH1,0,0,0,0,0,0,,,,,,,
LIMD2,3297,2770,2348,1906,3326,2810,,,,,,,
BRIP1,6839,5515,3814,3846,5807,4339,,,,,,,
KAT7,9275,7554,7472,7729,10692,7523,,,,,,,
RTP4,0,0,0,0,0,0,,,,,,,
ACTL6A,9430,8795,6064,7290,9521,7055,,,,,,,
NDUFB5,5720,5942,5707,7031,7496,5580,,,,,,,
MRPL47,4621,5010,4357,5793,5912,4079,,,,,,,
TRA2B,34134,31476,23236,27381,32719,23135,,,,,,,
SCN2A,16,5,155,120,253,237,,,,,,,
TBR1,28,20,22,20,70,20,,,,,,,
7-Mar,9487,7147,6771,6256,9823,7277,,,,,,,
ERMN,3384,3138,66,80,1221,650,,,,,,,
GALNT5,21356,16175,19277,15842,26118,23374,,,,,,,
SCN7A,51,34,32,19,22,43,,,,,,,
TANK,1383,1260,1751,1601,1686,1158,,,,,,,
BLK,11,2,111,74,32,15,,,,,,,
GATA4,8,7,15,28,4,4,,,,,,,
SKIL,2844,1904,2461,1836,2700,2442,,,,,,,
EPRS,27667,23034,35745,36809,48144,36345,,,,,,,
HLX,579,554,486,464,585,405,,,,,,,
VPS45,4487,4205,4228,4155,5763,3904,,,,,,,
IL10,14,4,11,16,13,12,,,,,,,
KCTD3,12593,9375,9529,8926,10291,8393,,,,,,,
RPS6KC1,2421,2142,3919,4034,6223,4368,,,,,,,
CBWD2,3584,3458,2970,3731,3423,2355,,,,,,,
IL36G,0,0,0,1,2,0,,,,,,,
IL1RN,0,0,0,0,0,0,,,,,,,
IL36A,0,0,0,0,0,0,,,,,,,
IL36RN,0,0,0,0,0,0,,,,,,,
IL36B,0,0,0,0,0,0,,,,,,,
IL1F10,0,0,0,0,0,0,,,,,,,
CFC1,0,0,0,0,4,1,,,,,,,
SMPD4,15001,12480,13381,14591,17619,13059,,,,,,,
WDR33,14332,11346,10407,10793,15229,11538,,,,,,,
CCDC115,1601,1531,1486,1793,2378,1646,,,,,,,
SAP130,6246,4897,4673,4754,5793,4637,,,,,,,
BIN1,3565,3043,1470,1553,3067,2265,,,,,,,
IMP4,9175,8511,9585,13111,12734,8423,,,,,,,
HS6ST1,6031,5006,4091,4582,6139,4481,,,,,,,
UGGT1,14792,10438,14490,12988,17682,14414,,,,,,,
GYPC,4834,4418,3284,3581,4290,3362,,,,,,,
STAM,3466,3082,2942,3269,4305,2957,,,,,,,
GAD2,30,16,18,16,25,26,,,,,,,
ABI1,4385,3686,5768,6673,6359,4531,,,,,,,
YME1L1,22162,18737,20894,21657,26204,18922,,,,,,,
DNAJC1,1274,1235,1369,1496,1990,1491,,,,,,,
NIPSNAP3A,2483,2199,2070,1981,2604,1883,,,,,,,
LRRC8A,4289,4038,3817,4515,5420,3778,,,,,,,
CDK9,3708,3484,3275,3951,4827,3240,,,,,,,
TXN,11840,11606,10121,11479,13910,10688,,,,,,,
ODF2,8196,7178,5959,6426,10522,8418,,,,,,,
KIAA0368,17627,14798,14937,15390,22524,15647,,,,,,,
TOR1B,1730,1450,1643,1634,2014,1624,,,,,,,
C9orf78,4912,4999,5389,7080,7803,5104,,,,,,,
SMC2,22806,19427,21520,21401,23327,17442,,,,,,,
KLF4,490,327,512,431,1037,678,,,,,,,
TOR1A,3548,3485,2749,3450,4219,2723,,,,,,,
RALGPS1,717,502,840,753,1308,1093,,,,,,,
FAM129B,8026,6256,4979,5222,7220,6617,,,,,,,
OR1J1,3,0,3,1,1,0,,,,,,,
OR13C9,1,0,0,0,0,0,,,,,,,
ST6GALNAC4,2286,1707,1707,1944,2833,2015,,,,,,,
TMOD1,275,163,225,166,326,175,,,,,,,
DAB2IP,7288,5884,5399,5003,7544,5050,,,,,,,
STXBP1,6067,4384,3874,3192,6032,5700,,,,,,,
SLC2A8,2280,2099,1752,2793,4513,2441,,,,,,,
ANGPTL2,12,11,5,15,2,12,,,,,,,
CDK5RAP2,14509,12161,11446,11800,16955,12571,,,,,,,
ZFP37,16,14,11,8,19,18,,,,,,,
SLC31A2,319,211,452,490,517,310,,,,,,,
SLC31A1,6736,5711,6204,6256,9108,6943,,,,,,,
TLR4,3,3,3,2,3,2,,,,,,,
ZNF189,1471,1239,1271,1209,1691,1061,,,,,,,
ALDOB,1,0,2,22,0,0,,,,,,,
STX17,2756,1943,2574,2053,2843,2573,,,,,,,
PRPF4,8766,8037,8225,10542,10777,6933,,,,,,,
FPGS,5541,4301,4874,5119,7140,5700,,,,,,,
USP20,2824,2129,2342,2122,3079,2457,,,,,,,
BAAT,8,15,9,10,12,5,,,,,,,
KIF12,29,15,30,18,107,85,,,,,,,
ATP6V1G1,6042,5980,4901,6093,7309,4900,,,,,,,
TEX10,9751,9040,8336,9627,9936,7539,,,,,,,
GARNL3,1795,993,1213,877,1760,1896,,,,,,,
MRPL50,3354,3526,3214,3863,4228,2998,,,,,,,
DPM2,2747,2696,2696,3524,3116,2359,,,,,,,
WDR38,13,11,31,22,26,35,,,,,,,
TSTD2,3693,3038,2088,1998,3787,2907,,,,,,,
GABBR2,36,32,29,207,59,45,,,,,,,
HEMGN,7,7,5,5,7,11,,,,,,,
PSMB7,11446,11671,10284,13778,14625,10284,,,,,,,
NR5A1,28,9,23,26,41,73,,,,,,,
TRMO,921,876,635,812,826,514,,,,,,,
RABEPK,3878,3968,3336,4505,5182,3531,,,,,,,
GOLGA1,2601,2078,2928,3378,3821,2978,,,,,,,
XPA,1664,1495,1368,1462,1844,1284,,,,,,,
NCBP1,14604,12121,12844,14457,18505,12764,,,,,,,
ANP32B,38126,36564,32636,37799,47856,36650,,,,,,,
OR1L4,0,0,0,0,0,0,,,,,,,
PDCL,2944,2335,2407,2251,3403,2546,,,,,,,
RPL35,46330,44407,38883,46147,52686,40991,,,,,,,
CTSV,3269,3215,2025,2107,4653,3094,,,,,,,
LMX1B,3293,1983,3307,2714,3578,3186,,,,,,,
ARPC5L,5515,5580,4638,5946,6183,4237,,,,,,,
ENPP2,10,39,18,32,24,3,,,,,,,
DSCC1,3175,2830,2395,2920,3504,2465,,,,,,,
DERL1,5351,4851,4976,6003,7129,5108,,,,,,,
MYC,110913,74001,95403,82546,98821,85214,,,,,,,
NOV,49,46,11,5,23,2,,,,,,,
IL33,12,22,14,11,18,13,,,,,,,
TMEM261,4845,5108,4893,6302,5641,4045,,,,,,,
RANBP6,5793,5217,4395,4720,6372,4530,,,,,,,
POLR1E,5516,4842,4914,5704,6779,4798,,,,,,,
PLAA,6155,5324,5607,5970,7495,5542,,,,,,,
IL11RA,610,504,648,602,1182,941,,,,,,,
UBAP2,9855,8237,6926,7864,11471,8682,,,,,,,
APTX,3182,2903,3015,3527,4339,3002,,,,,,,
RNF38,5914,4528,3929,3709,5200,4127,,,,,,,
TLN1,31629,30814,25828,29071,38059,30872,,,,,,,
CCL21,0,0,1,0,0,2,,,,,,,
SIT1,0,1,1,2,1,1,,,,,,,
IFNA21,0,0,0,0,0,0,,,,,,,
DMRT1,7,5,7,7,12,9,,,,,,,
DNAJB5,1000,758,711,778,1207,901,,,,,,,
SPAG8,59,57,48,79,103,78,,,,,,,
DCTN3,4095,3858,3146,3763,4982,3887,,,,,,,
CD72,58,27,36,17,36,57,,,,,,,
TMEM8B,1320,861,938,852,1086,1107,,,,,,,
GRHPR,6252,5404,5334,5686,7943,5582,,,,,,,
ALDH1B1,10155,8257,9003,10968,13279,9592,,,,,,,
HINT2,1972,1843,1319,1514,1892,1586,,,,,,,
ARHGEF39,3555,2902,3192,3146,4461,3346,,,,,,,
IGFBPL1,1233,922,216,139,1510,960,,,,,,,
DENND4C,6575,5287,3841,3449,7017,5452,,,,,,,
RPS6,108514,105742,79419,95790,129126,93208,,,,,,,
CNPY3,2706,2696,2578,3077,3227,2545,,,,,,,
FOXP4,6597,4955,4330,4453,6059,4126,,,,,,,
PPIL1,6851,7255,6951,9263,8455,5642,,,,,,,
KLC4,1883,1532,1512,1628,2088,1773,,,,,,,
KIF13A,5124,3996,5384,4800,5999,4448,,,,,,,
ZSCAN9,1116,996,706,757,1360,984,,,,,,,
PIM1,1900,1471,885,852,2288,1909,,,,,,,
CDSN,0,0,0,0,0,0,,,,,,,
GMPR,633,446,755,767,900,648,,,,,,,
CMTR1,8474,7170,6493,7052,8395,5914,,,,,,,
TFAP2A,1241,921,1210,1167,2592,2032,,,,,,,
SLC22A7,7,3,0,0,1,1,,,,,,,
YIPF3,4677,4411,4227,4678,5741,4137,,,,,,,
TMEM14B,5022,4492,4173,4780,5776,4111,,,,,,,
TMEM63B,3718,2774,3582,3198,5679,4672,,,,,,,
FRS3,677,520,594,526,711,585,,,,,,,
TJAP1,4080,3318,3372,3491,4307,3272,,,,,,,
CAPN11,2,0,7,2,4,4,,,,,,,
TINAG,0,0,0,0,0,0,,,,,,,
HCRTR2,1,3,0,0,0,0,,,,,,,
KIAA0319,64,69,118,200,246,175,,,,,,,
IRF4,17,18,17,35,26,17,,,,,,,
SLC22A23,4102,3097,2214,2052,4024,2847,,,,,,,
TUBB2A,9055,8365,6707,7939,12861,9269,,,,,,,
LRRC1,9347,7374,1827,1621,4630,4601,,,,,,,
GCM1,62,31,40,34,50,45,,,,,,,
FOXF2,2392,1883,1824,1838,1499,1352,,,,,,,
BPHL,2574,2140,2308,2499,2660,1996,,,,,,,
RIPK1,3362,3078,3173,3664,5415,3669,,,,,,,
TUBB2B,25890,22139,12399,12472,27755,22343,,,,,,,
UQCC2,3734,3423,3324,3615,4162,3704,,,,,,,
HMGA1,69213,57453,42013,42094,55735,46243,,,,,,,
TCF19,13,14,0,3,3,12,,,,,,,
FLOT1,1205,882,894,842,1345,1193,,,,,,,
TRIM26,0,0,0,0,0,0,,,,,,,
IER3,0,0,0,0,0,0,,,,,,,
DDR1,6,10,2,8,3,14,,,,,,,
MDC1,3292,2271,1600,1410,2525,2067,,,,,,,
PGBD1,1381,1264,1094,1259,1787,1144,,,,,,,
ATAT1,749,620,497,404,658,475,,,,,,,
MOG,2,0,1,0,0,0,,,,,,,
TPMT,1212,1048,1621,1713,2280,1557,,,,,,,
TRIM15,0,0,0,0,0,0,,,,,,,
CLPS,1,0,0,0,2,1,,,,,,,
RNF144B,68,86,67,41,185,95,,,,,,,
TRIM10,0,0,0,0,0,0,,,,,,,
TRIM31,4,1,1,1,1,1,,,,,,,
HLA-F,4,4,2,12,4,5,,,,,,,
NRM,409,348,204,209,381,358,,,,,,,
MTCH1,13280,12588,11082,12872,16617,12331,,,,,,,
VARS2,3436,2837,2752,3136,4418,3266,,,,,,,
TAF8,4542,3244,3492,2980,3650,3347,,,,,,,
FAM8A1,6028,4903,5252,4991,7630,5559,,,,,,,
C6orf52,83,106,54,64,58,88,,,,,,,
FGFBP1,0,0,0,0,0,0,,,,,,,
FGFBP2,0,0,0,2,1,0,,,,,,,
CPEB2,582,331,369,233,591,468,,,,,,,
FHDC1,167,135,1085,701,287,193,,,,,,,
TLR2,92,84,26,14,65,16,,,,,,,
MGARP,11,13,13,16,14,7,,,,,,,
TTC29,0,1,0,1,1,0,,,,,,,
MYO7A,15,18,16,26,16,10,,,,,,,
FCHSD2,3720,2589,3372,2992,6134,4264,,,,,,,
ARRB1,1427,1178,1612,1732,1869,1286,,,,,,,
SLCO2B1,25,19,17,14,23,23,,,,,,,
THAP12,14588,12461,10029,10960,16292,11700,,,,,,,
ANKRD42,879,752,760,877,1308,1120,,,,,,,
IL18BP,769,599,1036,885,925,695,,,,,,,
NUMA1,26642,22049,15781,14895,28187,22722,,,,,,,
CCDC90B,4001,3353,3213,2932,3685,3070,,,,,,,
SYTL2,109,89,22,33,73,50,,,,,,,
RAB30,1220,823,2107,1674,1621,1215,,,,,,,
CREBZF,12916,10158,7664,8014,10566,7240,,,,,,,
LRRC32,133,67,59,47,40,33,,,,,,,
PRCP,6604,5949,7290,7086,6847,5066,,,,,,,
NARS2,4249,4012,9420,10549,6972,5141,,,,,,,
RNF121,2326,2058,2195,2100,2573,2103,,,,,,,
MRPL15,7096,7626,7147,9775,10490,7139,,,,,,,
PI15,42,70,1089,371,425,181,,,,,,,
TTPA,445,245,273,339,480,368,,,,,,,
GGH,5148,5005,5202,6401,6565,4900,,,,,,,
SLCO5A1,1504,1234,1318,1517,3015,2875,,,,,,,
SULF1,146,50,483,256,97,89,,,,,,,
TGS1,6271,5091,4485,4870,6626,4825,,,,,,,
SDCBP,9189,7597,13383,15425,10423,8391,,,,,,,
NEK1,2697,2226,3420,3370,2880,2236,,,,,,,
DDX60,451,360,475,405,530,351,,,,,,,
NXPE4,0,2,1,0,0,0,,,,,,,
SORL1,3699,2501,3859,2866,4574,4469,,,,,,,
TMPRSS4,82,67,60,80,87,62,,,,,,,
BUD13,2475,2392,1700,2059,2646,1968,,,,,,,
TRPC6,12,4,14,7,4,3,,,,,,,
MMP7,5,0,0,2,1,0,,,,,,,
MMP20,0,0,0,0,0,0,,,,,,,
MMP27,0,0,0,0,0,0,,,,,,,
C11orf70,51,45,22,27,83,90,,,,,,,
DCUN1D5,6188,5956,6316,7528,7809,5961,,,,,,,
YAP1,10418,7772,8426,7246,12406,10510,,,,,,,
TRIM29,1,1,1,2,3,2,,,,,,,
SLC37A4,4561,4067,3241,3422,4432,3574,,,,,,,
BTG4,0,0,0,0,0,1,,,,,,,
POU2F3,37,16,32,18,27,29,,,,,,,
RDX,14921,11632,14303,13336,23566,16959,,,,,,,
PPP2R1B,9003,6787,7971,7863,11944,9347,,,,,,,
FDX1,2920,2582,3211,3721,4054,2837,,,,,,,
C11orf1,884,766,497,476,747,394,,,,,,,
FXYD6,2776,2267,163,84,3056,3903,,,,,,,
ARHGAP20,26,22,6,4,4,8,,,,,,,
FXYD2,3,0,0,0,4,2,,,,,,,
MMP13,5,3,2,3,2,4,,,,,,,
TMPRSS13,5,7,3,8,2,13,,,,,,,
CASP1,1,2,0,0,0,0,,,,,,,
CASP5,0,0,0,0,0,0,,,,,,,
ALKBH8,1927,1664,1985,2397,2670,1775,,,,,,,
MAP2K5,3707,2981,3148,3233,3863,2968,,,,,,,
UNC13C,139,92,123,83,121,89,,,,,,,
SQOR,249,154,555,684,1300,1140,,,,,,,
CTDSPL2,9224,6842,6597,5721,8838,7387,,,,,,,
SLTM,15517,12888,11724,13081,16417,11293,,,,,,,
THBS1,158,83,389,490,728,449,,,,,,,
MAPKBP1,3852,3096,3051,2592,4608,3982,,,,,,,
NUSAP1,26679,23001,15814,16323,27108,20655,,,,,,,
NDUFAF1,1359,1354,1419,1617,1548,1276,,,,,,,
KIF23,25663,20368,16350,16881,27447,20864,,,,,,,
ITGA11,359,212,252,205,319,300,,,,,,,
KNL1,11133,8669,10056,9099,13647,10121,,,,,,,
HAUS2,4227,3605,3982,4786,5390,3709,,,,,,,
RTF1,14630,11337,11803,11031,15283,12695,,,,,,,
PARP6,11426,8833,8449,8699,11442,8638,,,,,,,
RPLP1,131650,128338,90805,112868,148267,110484,,,,,,,
PAQR5,2501,1419,2963,2382,3028,2343,,,,,,,
LRRC49,2135,1561,1018,1054,2242,1609,,,,,,,
TUBGCP4,11378,9257,9596,9929,12203,10047,,,,,,,
RMDN3,4520,4452,4101,4964,5817,4104,,,,,,,
ITPKA,1091,986,1000,966,996,775,,,,,,,
UACA,14504,9754,8377,7647,15098,18186,,,,,,,
SMAD6,1444,1463,2252,2913,4140,2707,,,,,,,
PLCB2,4,6,15,9,21,10,,,,,,,
TMEM62,1948,1773,3559,3723,2463,1578,,,,,,,
PAK6,59,57,44,26,90,55,,,,,,,
ADAM10,10165,7839,10119,10428,15076,11191,,,,,,,
DUOX1,83,96,161,70,194,172,,,,,,,
SLC28A2,203,144,124,99,155,221,,,,,,,
STRA6,99,47,12,12,106,79,,,,,,,
CYP19A1,0,0,0,0,0,2,,,,,,,
ZNF280D,3382,2501,2452,2458,4591,3646,,,,,,,
SEMA6D,247,177,7,9,821,1200,,,,,,,
BCL2L10,8,7,2,7,7,0,,,,,,,
RSL24D1,13664,12212,11286,12683,16387,11841,,,,,,,
SPTBN5,62,57,49,47,65,38,,,,,,,
GCOM1,16,12,3,0,1,10,,,,,,,
GCHFR,1065,1022,933,907,1484,1189,,,,,,,
BCAR3,273,169,288,248,345,295,,,,,,,
TTLL7,1677,1073,2259,1903,5398,3379,,,,,,,
FNBP1L,4045,3563,3150,3202,5487,3635,,,,,,,
KYAT3,2466,2072,2661,2708,3966,3008,,,,,,,
GTF2B,2080,2111,4840,5927,2366,1590,,,,,,,
BRDT,8,6,10,6,5,7,,,,,,,
RABGGTB,11001,11711,9720,13001,14159,9308,,,,,,,
IFI44L,40,21,24,22,33,28,,,,,,,
GIPC2,11,3,11,4,11,2,,,,,,,
ARHGAP29,174,134,135,81,154,164,,,,,,,
IFI44,0,0,4,2,2,0,,,,,,,
SLC44A5,766,437,254,208,268,166,,,,,,,
CLCA2,3,0,0,0,0,0,,,,,,,
DNASE2B,1,0,1,0,0,0,,,,,,,
DBT,4660,3469,4780,4379,4902,4193,,,,,,,
RTCA,3056,2811,2744,3454,4043,3198,,,,,,,
IFT172,4863,4435,3957,3750,4336,3940,,,,,,,
SELENOI,13337,10795,10264,10947,14025,9717,,,,,,,
CGREF1,40,35,31,23,18,33,,,,,,,
HADHB,7515,7055,7656,8802,10418,8039,,,,,,,
KHK,1831,1645,1304,1345,1690,1304,,,,,,,
ADCY3,8846,6734,7743,7462,17988,11012,,,,,,,
PPM1B,7429,5666,7930,9203,13937,9975,,,,,,,
PNPT1,9962,8297,8966,10480,10309,7901,,,,,,,
DYNC2LI1,922,732,987,853,1076,885,,,,,,,
LHCGR,3,2,0,0,1,0,,,,,,,
THUMPD2,2266,2230,2351,2791,3138,2106,,,,,,,
CYP1B1,7,7,1,7,5,10,,,,,,,
SULT6B1,1,0,0,5,4,0,,,,,,,
RAB1A,12667,11124,12038,13936,16730,13056,,,,,,,
ACTR2,32321,24610,29291,28637,40867,33267,,,,,,,
PREB,5472,5135,5910,7874,7347,5119,,,,,,,
SLC5A6,8143,8081,9620,12050,12241,8225,,,,,,,
ABCG5,18,13,11,12,25,16,,,,,,,
PREPL,11156,8291,11094,11381,16896,13023,,,,,,,
SLC3A1,87,61,80,57,93,98,,,,,,,
EMILIN1,106,98,102,98,76,51,,,,,,,
FBXO11,9158,6822,6355,6451,9681,6740,,,,,,,
SIX3,5952,4324,3377,3771,6344,5011,,,,,,,
ATRAID,5007,4311,3932,4312,5233,4592,,,,,,,
CENPO,6891,5840,5809,6120,6719,5307,,,,,,,
LRPPRC,38623,29846,31362,34029,46400,35249,,,,,,,
TRIM54,2588,2593,48,85,753,405,,,,,,,
DTNB,1699,1270,1961,1566,1850,1571,,,,,,,
ACTR1A,11444,10582,9709,11348,14834,10188,,,,,,,
CYP2C9,21,11,15,14,19,21,,,,,,,
MFSD13A,2170,1545,2242,2218,2967,2183,,,,,,,
CYP2C8,3,8,5,3,2,2,,,,,,,
MYOF,39,20,3470,3181,13445,11941,,,,,,,
LOXL4,18,9,6,12,61,24,,,,,,,
STAMBPL1,743,659,988,1258,630,326,,,,,,,
CH25H,0,0,0,0,0,0,,,,,,,
LBX1,36,28,1,2,0,12,,,,,,,
ATAD1,3576,3098,3070,3347,3798,2683,,,,,,,
BTBD16,1,1,3,1,4,2,,,,,,,
KIF11,24962,20437,17976,18679,28474,20861,,,,,,,
