gene_name,C666-1_WTa,C666-1_WTb,C666-1_WTc,C666-1_Koa_TP53,C666-1_Kob_TP53,C666-1_Koc_TP53
NRSN1,0,0,0,0,0,0
JAKMIP1,0,0,0,0,0,0
ZIC1,0,0,0,0,0,0
ADGRA3,15,16,11,19,6,4
CPB1,0,1,0,0,0,0
SREK1IP1,313,291,209,407,286,265
LGI2,0,0,0,0,0,0
CWC27,189,221,66,267,248,223
MR1,533,436,675,602,551,423
SRP19,922,1224,242,926,999,889
CENPH,601,505,528,645,494,424
CDYL,250,223,389,332,395,308
CARHSP1,1003,1243,2395,869,1608,1852
TEKT5,2,4,1,12,10,3
BANK1,6,0,4,9,1,11
TXNDC11,721,967,896,682,748,871
DAB2,0,0,0,0,0,0
ACMSD,0,0,0,0,0,0
ACOXL,9,2,10,7,4,8
BCL2L11,2325,1330,1405,2032,1928,1717
ANAPC1,1923,1032,1979,1808,1799,1690
CAST,3472,2776,2301,3358,3164,2609
SCOC,1038,918,129,1427,1036,903
CLGN,0,0,0,0,0,0
CETN3,214,293,29,334,226,183
SMARCA5,3406,2962,519,4272,3322,2566
SYCP2L,0,0,1,0,0,1
BMP6,0,0,0,0,0,0
RGPD3,29,30,0,5,0,10
RASSF3,936,633,572,915,749,636
HNRNPU,13935,14379,9929,14370,12849,11194
RANBP2,4782,3395,573,5377,3610,2585
AHCTF1,2465,1962,1161,2901,1897,1547
MERTK,4,11,10,7,5,9
TMEM87B,1107,974,238,1362,1113,1078
OR14K1,0,0,0,0,0,0
PTPRR,189,116,76,211,154,116
NR4A2,119,95,98,82,71,99
CCDC148,12,19,2,15,20,3
PLA2R1,6,3,1,13,0,2
RBMS1,1765,1321,580,1793,1354,1048
SCN3A,11,0,1,18,3,6
FEZF2,0,0,0,0,0,0
CD96,16,3,10,13,6,11
SLC25A27,17,32,1,20,14,10
ADGRF1,4,1,3,0,0,0
ADGRF4,51,23,29,101,62,77
FRMD1,35,11,9,13,10,23
CYRIB,1152,1083,758,1574,1216,1040
ASAP1,1543,970,1212,1633,1488,1226
TRAPPC8,646,949,142,765,560,666
FAM81B,1,0,0,0,0,1
LINC00467,219,288,145,235,162,156
INO80C,118,142,140,167,101,98
LPCAT1,372,529,625,352,488,353
PLEKHG4B,1,5,3,1,2,0
NMRAL1,678,700,1285,599,663,811
UBALD1,261,355,764,350,516,573
C16orf89,8,5,3,2,7,6
ING1,391,642,880,968,1091,1036
TEX29,0,0,0,0,2,0
SPACA7,0,0,0,0,0,0
ADPRHL1,224,199,474,455,490,517
CMTM7,0,0,2,0,0,0
FBXL2,81,86,69,131,122,105
UBP1,1971,1719,1312,2335,1990,1769
RMND5A,2171,2058,1032,3051,2523,2108
CD8A,132,135,91,109,89,105
RPIA,280,313,215,341,241,230
GOLGA8F,0,0,0,2,0,0
LURAP1L,33,48,31,34,35,40
CNKSR3,634,523,572,747,625,608
GTF2E1,514,449,460,571,501,424
CFDP1,897,1102,688,1001,1176,1081
TGIF2LX,0,0,0,0,0,0
ZDHHC7,1313,770,1109,789,1058,814
CIBAR2,0,0,0,1,0,1
C7orf31,230,199,217,166,170,186
TMPRSS11D,1,0,0,0,0,0
JAZF1,370,388,377,313,276,226
CMIP,1060,992,1558,709,1281,1168
SPHKAP,0,0,0,0,3,0
KCNJ16,0,0,0,0,0,0
PID1,0,0,0,1,0,0
TRIP12,3858,2664,3050,4489,3377,2392
FBXO36,161,140,72,131,141,122
CEBPG,1297,1266,550,1532,1194,1069
KCTD15,332,236,512,342,290,279
ZNF599,0,0,0,2,1,0
MCOLN2,0,0,0,0,0,0
LGI4,5,0,4,2,3,3
DDAH1,0,0,0,1,0,0
SREK1,1254,984,416,1177,807,692
CHD1,1881,2102,174,1832,1460,1501
CLCA3P,0,0,0,0,0,0
ANKFN1,0,5,0,0,0,1
DGKE,501,338,261,694,385,325
HS2ST1,791,601,439,937,709,532
MSI2,1200,1049,1285,1395,1201,1071
CACNA2D1,613,345,180,816,373,215
ZUP1,354,346,104,394,267,232
HS3ST3A1,0,0,0,0,0,0
GDPD1,44,66,25,51,61,48
NUS1,2077,1643,347,2490,1616,1426
SEMA3D,0,3,0,0,0,0
PPP2R5E,1612,1639,516,1737,1484,1110
ASB17,0,0,0,0,0,0
GRAP,0,0,2,0,0,3
SLC5A10,2,0,0,1,6,0
AK5,0,0,0,0,0,0
CABYR,518,390,305,411,312,366
IMPACT,2538,1355,523,2514,1431,1024
ANKRD29,3,1,2,11,9,5
SDHAF4,36,39,27,22,19,39
CHST9,1,1,0,0,3,7
THY1,0,3,1,0,0,0
DNAAF1,27,10,15,17,21,25
C16orf74,89,113,177,83,125,194
TBCEL,288,238,104,311,190,172
JPH3,1,1,0,0,2,1
ANKH,1736,1803,3039,1820,2236,2061
OTULIN,3092,1870,2881,2929,2916,2084
UBASH3B,313,311,744,305,327,253
ROBO4,0,0,0,4,1,0
ROBO3,0,0,0,0,0,0
PANX3,0,0,0,0,0,0
TBRG1,621,526,774,734,605,604
NRGN,151,185,334,127,266,318
RETREG1,39,34,43,57,44,31
CDH12,13,1,14,9,2,27
GPR15,0,0,0,0,0,0
TOMM70,3241,3303,745,4028,3165,2777
ABI3BP,0,1,0,11,4,4
ANGPT1,0,0,0,0,0,0
CYP4Z2P,2,2,0,0,0,0
PITPNC1,222,273,229,213,289,282
CC2D1B,689,703,997,661,557,629
CERS3,0,0,0,0,0,0
PRKCA,13,4,3,9,4,9
LRRK1,710,503,532,487,442,488
CEP112,109,80,85,152,66,65
GAL3ST2,0,0,1,0,0,0
ABCA9,19,1,0,3,6,7
ABCA6,1,0,2,1,0,0
ABCA10,41,6,5,11,4,7
ABCA5,317,520,47,363,277,251
ENPP3,16,6,0,12,14,11
C4orf19,2,0,0,2,0,1
UCHL1,0,0,0,1,0,0
MIA3,1793,1512,928,1615,1446,1428
DISP1,69,59,66,143,115,110
TNIK,321,179,199,203,272,310
TDH,0,0,1,0,0,0
FAM167A,638,532,686,673,748,807
NEIL2,677,742,960,753,803,827
PGM5,2,1,0,6,3,1
WNT3A,0,1,0,0,0,0
OBSCN,1011,943,1928,977,1024,1273
LONRF1,897,844,409,849,585,591
TRIM11,502,459,708,376,493,599
ENAH,2120,1144,1215,2519,2042,1242
PPP1R3A,0,0,0,0,0,0
CCSAP,606,502,114,820,654,507
ASZ1,0,0,0,0,0,0
SH3RF1,255,179,239,252,280,205
GBP5,327,176,134,285,219,189
BUB3,2786,3070,4130,3466,2852,2797
GPR26,0,0,0,0,0,0
CCDC173,9,3,1,2,2,0
MMP21,0,0,0,0,0,0
C10orf90,0,0,0,0,0,2
DIPK1A,316,270,51,271,245,186
ATP5MC3,1821,2548,3455,2299,2618,2820
CNTNAP3B,60,35,51,158,28,150
MAGED4,268,161,556,199,299,527
SRSF12,3,3,0,5,0,2
PDLIM3,301,281,317,427,596,527
SORBS2,0,0,0,0,3,0
ELOC,1032,925,215,1217,811,811
LY96,31,30,0,29,21,22
PSMA8,0,0,0,0,0,0
TMSB4Y,0,0,0,0,0,0
CXADR,910,629,442,844,819,663
BTG3,970,949,342,1040,811,632
C21orf91,500,350,125,625,512,382
CHODL,5,3,2,5,1,6
TMPRSS15,0,0,0,0,0,0
NCAM2,0,0,0,0,2,0
L3MBTL4,322,234,405,379,299,273
PDE1C,0,0,0,0,1,0
RABGEF1,694,765,639,563,505,432
MRPL39,518,557,163,642,419,366
JAM2,2,1,0,3,11,2
ATP5PF,775,821,598,857,811,972
GABPA,886,636,187,1130,865,643
ADAMTS1,6,27,33,21,1,4
ADAMTS5,0,0,0,0,0,0
TSEN2,363,374,150,296,230,188
SLFN13,1602,956,539,1645,1105,996
WNT7A,0,0,0,0,0,1
XPC,872,817,1071,754,741,700
CCDC174,585,489,248,369,402,460
FGD5,1,5,4,3,4,0
FLCN,690,621,1119,557,625,648
DPH3,611,592,199,647,575,558
OXNAD1,277,271,203,333,292,235
PLCL2,306,285,148,270,223,245
CXXC1,738,611,1409,803,870,911
SKA1,358,407,247,578,589,455
PPP4R1,435,366,384,574,569,404
APCDD1,5,3,0,1,2,6
PIEZO2,4,18,3,126,11,9
CCDC144B,21,1,15,43,9,6
MPPE1,174,194,201,257,110,240
USP43,148,163,202,143,264,288
RAB6B,14,12,11,19,11,12
EME1,530,308,338,503,401,368
EPHB1,176,133,244,99,258,199
ACSS1,355,371,528,397,431,458
ANKRD40,1185,893,689,1129,1035,982
ZNF18,110,92,74,130,76,100
CA10,0,0,0,0,0,0
VOPP1,2021,2341,3172,1396,1702,1745
SEPTIN14,64,66,10,74,46,57
APOOL,706,545,353,877,680,573
DKK2,3,0,0,0,0,0
CYP2U1,3,1,0,1,1,0
RSPH10B,6,0,0,0,1,4
FBXL18,173,102,401,139,170,117
CNTNAP5,0,0,0,0,0,0
PROM2,201,196,352,67,156,158
AK9,95,103,21,102,55,64
ODF1,0,0,0,0,0,0
KLF10,642,644,650,762,990,976
PTPRN2,418,375,732,149,331,243
AZIN1,4673,3981,1619,5225,5397,3908
ATP6V1C1,1716,1810,374,2253,1483,1050
PIP4P2,115,75,112,67,72,105
OTUD6B,567,331,105,695,434,328
CDK19,682,659,254,769,808,626
GTF3C6,545,706,250,743,523,521
TTC39B,138,103,124,134,164,109
AGPAT5,2295,1564,718,2519,1462,1363
MMS19,850,820,1362,895,1030,1051
OR4K1,2,0,0,4,0,0
PI4K2A,526,593,802,732,774,786
MARVELD1,921,840,1278,955,1126,1217
ZFYVE27,535,512,664,471,477,571
GOLGA7B,214,171,269,316,285,328
GPR78,0,0,0,0,0,0
TRMT44,203,165,364,204,200,223
SLC25A28,196,224,216,197,200,267
HSPA13,871,696,248,1554,987,787
SAMSN1,0,1,0,1,0,2
USP25,515,653,156,633,530,475
GRAMD2B,371,300,226,355,259,255
ZCCHC10,239,244,142,326,214,242
C16orf87,512,582,167,670,584,491
MOV10,1136,1313,1260,959,999,1303
RHOC,859,852,1521,755,1280,1241
PPM1J,126,109,128,90,149,199
DBI,3153,4821,2959,2868,2579,2397
HEATR3,552,493,354,647,500,401
TRIM74,2,0,4,0,2,2
NIFK,1602,1451,322,1469,1067,1155
OXA1L,1964,1794,2365,1888,1861,1918
SLC7A7,9,7,1,2,13,5
MAGEC1,0,0,0,0,0,0
LARP1,6405,4268,8215,6516,5394,5071
CNOT8,875,804,1097,1042,905,858
GRIA1,0,0,0,0,0,0
LRGUK,2,0,0,3,0,0
SETD9,106,73,39,113,76,59
MIER3,818,503,316,815,616,437
NUP205,4463,5006,2399,2766,2220,1979
ZKSCAN2,553,341,329,474,353,328
C9orf85,124,134,99,120,154,138
XAGE2,0,0,0,0,0,0
PIK3AP1,222,207,297,204,256,172
RBM45,151,154,63,189,111,116
TTN,454,79,30,315,235,68
VSIG4,0,0,0,0,0,0
PDIA4,4168,4528,6629,3737,4819,4684
KDM8,47,41,75,51,47,120
PDZD9,2,1,0,3,3,1
OTOA,20,57,62,19,16,21
KCTD18,411,301,429,321,330,265
FAM126B,245,227,48,352,223,176
FLACC1,0,0,0,1,2,0
C2CD6,0,0,0,0,1,0
TMEM237,754,566,447,928,702,636
FZD7,2622,3406,3301,1729,2894,2946
SPAG17,3,0,0,1,0,0
DEPTOR,18,28,35,40,29,43
FMN2,0,0,0,0,0,0
RNF20,1046,778,1050,1296,820,712
CYLC2,0,0,0,0,0,0
PPARGC1B,799,372,649,605,535,420
ELMO1,6,5,19,12,1,3
SLC26A2,835,739,211,1049,964,641
LSM11,309,250,129,353,233,188
MED7,175,181,36,196,121,97
SAXO1,0,0,0,0,0,0
RRAGA,759,765,885,773,796,832
SLC24A2,8,2,1,20,7,5
TRIM42,0,0,0,0,0,0
PXYLP1,352,373,455,345,457,333
ADCY8,1,0,0,2,1,0
RASA2,326,310,19,299,435,253
RMND1,443,426,194,500,402,369
RAET1L,204,141,150,245,374,337
SLA,7,0,4,0,0,5
TMBIM4,490,495,366,364,351,360
VBP1,866,986,126,1200,910,554
RAB39B,0,0,0,0,0,0
CLIC2,0,1,0,0,4,5
AFF2,848,496,757,839,1003,697
MICU3,492,165,7,287,177,110
GRIP1,200,211,347,274,108,129
VPS37A,754,885,874,1052,933,953
KIF5A,0,0,2,1,0,3
NAT2,79,43,26,57,67,102
MAGEA8,0,0,0,1,0,1
PSD3,1296,987,887,1760,1820,1006
CARNMT1,472,275,115,642,411,303
MCU,481,467,236,536,543,432
MIDEAS,2914,1683,2473,2210,2510,2295
CFAP70,10,4,2,6,13,12
GNA14,0,0,0,0,0,0
FAM161B,17,27,19,31,35,29
GNAQ,1289,1030,420,1307,1241,932
WIF1,0,0,0,0,0,0
UGT2B4,0,0,0,0,0,0
GPR61,9,8,10,60,5,10
MMP16,0,0,0,0,0,0
ADK,542,455,241,666,596,538
KCNMA1,0,0,0,0,5,0
BATF,8,0,2,3,1,10
DCK,1241,1070,378,1846,1454,1221
ADAMTS3,0,0,0,1,0,0
ALX3,0,0,0,0,0,0
DPY19L4,393,390,169,458,381,359
NDUFAF6,191,165,89,224,138,166
DRAM2,610,545,125,581,449,432
C8orf37,151,183,33,160,121,103
PPEF2,0,0,0,0,1,2
CFAP161,2,0,0,0,1,0
ADAMTSL3,135,66,14,105,57,47
ART3,0,2,0,2,5,2
SLC28A1,0,0,0,0,0,0
WHAMM,314,227,267,255,263,295
CXCL13,339,557,100,171,270,198
N6AMT1,125,75,70,152,75,83
RWDD2B,685,695,420,760,561,521
USP16,1859,1546,255,1919,1205,949
CCT8,5806,7085,1902,7510,5678,5279
MAP3K7CL,33,44,19,39,22,22
NAA11,2,0,0,0,0,0
BACH1,932,505,357,755,775,542
CLDN17,0,0,0,0,0,0
CLDN8,3,0,0,0,0,0
TSPAN7,101,123,156,138,203,227
TIAM1,511,452,623,533,550,460
SCAF4,915,858,946,904,974,930
RPGR,237,168,28,324,141,170
CDK20,99,104,159,94,123,140
PCGF6,566,514,181,711,471,417
ANKRD9,330,327,594,282,417,577
SFR1,206,176,35,185,102,130
SORCS3,0,0,0,0,0,0
SFXN2,87,110,218,148,122,147
ATP5MPL,510,707,513,636,502,575
FUT6,2,1,0,2,0,1
TDRD9,1,0,0,0,7,1
FGF18,10,24,11,5,9,20
PCDH1,543,577,1068,510,964,950
SH3RF2,16,9,4,7,5,24
GDF6,0,0,1,0,0,0
UQCRB,2008,3421,209,2050,2322,2137
MTERF3,207,274,75,241,278,212
PTDSS1,1275,1122,1770,1509,1806,1672
PPP2R2B,0,0,0,0,0,0
RPL30,4684,6169,6954,4971,4872,5403
KCNS2,0,1,0,1,0,0
FAM122C,28,17,17,10,43,55
SUPV3L1,1032,1344,672,1156,1052,931
FAM122B,637,602,558,775,612,535
EEF1A1,136961,123522,119675,143041,102608,96758
FBXO43,3,8,0,5,1,6
HKDC1,18,8,18,22,20,19
HK1,1600,1397,2416,1997,2652,2544
TYSND1,360,389,647,292,324,394
PHF6,1137,916,175,1584,1180,832
CD109,2,0,0,4,7,4
LRFN2,0,0,0,0,0,0
NODAL,3,2,2,0,0,6
PRG3,0,0,0,0,0,0
UBE2L6,894,964,1478,1149,1488,1654
ZDHHC5,1235,1169,1805,1354,1477,1512
MED19,160,211,308,139,198,269
ZFAND3,335,354,426,401,548,549
NPTN,1087,1112,1182,1200,1162,1173
SAMD8,570,508,194,597,522,418
RAB11FIP1,3795,3178,4267,3371,3900,3369
UNC5D,0,0,0,1,0,0
GLYATL2,0,0,0,0,0,0
UTP14A,751,732,732,814,631,520
AIFM1,865,935,993,1129,1129,1006
MAPK13,373,409,732,343,526,488
BAG4,1102,988,1147,1783,1280,1019
MS4A1,0,0,0,0,0,0
IGKV1OR-2,0,0,0,0,0,1
TBC1D31,418,336,131,414,303,290
NTAQ1,197,143,156,128,129,166
ATAD2,3008,2550,804,4020,3037,2255
FBXO32,149,197,198,176,228,161
NSMCE2,197,269,106,266,237,238
ZNF689,471,314,537,470,442,456
PRR14,571,652,1083,523,806,1020
FBRS,2166,2748,4291,2520,2896,3704
FRRS1,180,156,93,127,137,123
PHKG2,513,450,609,444,499,544
MFSD14A,827,541,369,841,641,503
SASS6,504,463,47,779,496,382
COX6A2,2,5,15,2,12,15
ITGAD,9,2,1,9,1,1
ADGRG4,0,0,0,0,0,0
ZIC3,0,0,0,0,0,0
MALSU1,371,407,728,224,257,331
VPS8,373,362,140,524,277,320
GALK2,269,228,257,314,217,270
LHFPL4,0,0,1,0,0,0
B3GNT7,56,47,15,50,43,32
MPV17L,368,99,70,161,168,148
BUB1B,1488,1455,1607,2110,1504,1288
PDE6D,365,328,347,249,302,297
EIF4A2,8792,8943,3504,9849,8344,7445
BRPF1,788,651,914,672,811,773
RPUSD3,553,558,963,428,598,633
SST,0,0,0,0,0,0
TATDN2,1707,1912,2392,1768,1679,1768
GHRL,36,30,21,12,22,22
SEC13,1743,1991,2801,1807,2050,2333
EXOG,198,137,131,310,110,173
NTAN1,47,45,7,7,0,33
SHCBP1L,0,0,0,0,0,0
NMNAT2,18,3,9,6,3,11
ZFYVE9,367,245,180,341,276,270
ATP2B2,2,1,0,2,4,0
LYZL4,0,0,0,0,0,0
SLC6A1,1,0,0,0,0,0
SMG1,5902,3566,2162,5780,3978,3405
FCHO2,605,405,391,450,345,311
RBPMS,270,442,429,355,412,443
TMEM171,41,53,56,33,35,50
KLHL40,0,0,0,0,0,0
C8A,0,0,0,0,0,0
TIMP4,0,0,0,0,0,0
SYN2,3,0,1,0,0,0
NRG1,550,481,233,526,503,461
ODR4,524,586,56,722,284,281
CPT2,865,799,1040,677,727,653
NECAP2,1263,1456,2031,1156,1440,1468
LRP8,811,585,677,1228,718,642
CDCP2,0,0,0,1,0,0
PAXIP1,1164,904,838,749,592,662
STEAP2,10,10,5,9,4,10
SSBP3,1317,1360,1848,1072,1647,1430
HTR5A,0,0,0,0,0,0
CLDN12,651,490,402,490,430,439
MMP14,1528,1232,3599,1542,2170,2284
FZD1,547,580,580,441,546,560
GATAD1,738,692,400,456,369,369
SUSD3,0,0,0,0,0,0
TMED6,8,5,0,15,2,7
CLEC18A,0,0,0,0,2,0
DHRS4,224,236,374,207,193,240
C1orf158,5,1,4,3,0,0
CLEC18C,0,1,0,2,3,0
ARMC12,0,2,0,0,1,2
DDX19B,364,514,540,355,373,325
ST3GAL2,263,303,822,443,709,752
FCSK,289,256,559,246,340,344
IL34,160,158,230,145,179,240
DHRS1,135,137,168,275,364,354
CACNA1D,49,50,69,37,38,54
ARSL,0,0,0,0,0,0
KIT,4,3,0,1,0,0
AASDH,308,176,29,314,235,192
ZNF19,89,51,32,70,51,54
CACNA2D3,411,448,287,495,762,645
RNF111,664,526,463,572,573,476
CCNB2,1052,1093,890,1241,1013,975
FAM81A,304,264,188,223,151,189
MYO1E,609,281,1072,796,666,563
APPL1,1504,954,617,2040,1430,1115
PWWP3B,0,0,0,0,0,0
AFAP1L1,2,1,1,3,1,1
TSC22D3,7,2,1,9,2,1
VPS26C,841,706,1079,978,945,827
DYRK1A,851,715,557,852,730,644
KCNJ6,22,11,3,19,13,7
KCNJ15,101,51,19,62,41,44
ERG,0,0,0,0,0,0
ETS2,865,751,705,1101,1115,1059
TSPAN18,387,312,575,365,515,529
LCA5L,50,69,2,50,18,51
SLC35B2,362,430,655,409,478,528
TMEM164,305,501,405,293,368,641
MX1,24,35,53,65,38,47
CREB3L1,785,1379,2041,932,1669,1858
C2CD2,2269,1229,1597,1770,1891,1682
TAB3,2369,1330,940,2207,1376,1020
SLC38A10,971,908,1621,928,1390,1650
C9orf43,8,9,12,9,16,11
PALM2AKAP2,0,0,0,0,2,0
ZNF618,495,318,542,445,371,370
DGKI,0,1,0,0,1,0
TMEM268,382,292,402,461,351,465
SVOPL,0,0,0,0,0,0
SNX22,92,80,115,84,107,112
UBN2,806,649,202,525,430,380
BRAF,444,359,165,408,323,246
SLC34A2,2,0,2,2,0,0
ACAN,6,1,1,3,3,32
PSMG3,438,494,740,273,292,342
CABP1,6,24,17,3,13,13
WDR19,575,923,258,671,686,435
SLC37A3,1153,1104,1134,697,567,439
AP3S2,628,495,659,1004,621,646
FMNL2,1083,1050,301,1350,1136,1029
GAREM2,65,75,221,61,110,97
SPPL3,1062,551,1086,733,1228,1000
DPYSL5,377,377,860,309,603,501
DRC1,0,0,0,0,0,0
RAB28,504,563,233,537,462,394
TNFRSF14,131,172,261,96,151,220
PANK4,57,121,70,42,55,36
CIB4,0,0,0,0,0,0
MEGF11,14,20,5,34,29,32
C12orf43,211,195,390,333,306,277
PEX10,285,247,413,221,221,230
RER1,1201,1220,1734,1124,1374,1465
RADIL,0,0,0,0,1,0
SKI,1070,859,1371,835,1062,1085
WIPI2,722,795,1221,372,484,458
SSX8P,3,0,0,0,0,0
LDLRAP1,424,452,746,371,569,604
AGAP1,799,727,1463,1139,1183,1149
KRTCAP3,443,559,841,596,540,651
ANKRD61,13,1,5,2,5,1
PAFAH2,111,217,347,207,165,162
EXTL1,1,1,0,0,1,1
SLC30A2,3,4,3,9,4,0
BABAM2,322,293,341,358,385,353
TRIM63,0,0,1,0,0,1
CFAP251,21,7,39,24,6,7
MRPL17,513,585,658,570,425,465
DUSP2,108,53,115,93,72,101
GRHL3,54,47,116,39,78,123
UBXN11,285,282,350,340,350,423
NLRP14,0,0,1,3,3,0
PTPDC1,367,225,103,345,198,200
GALNT14,0,0,0,0,0,0
NCK1,1453,1190,253,1417,1015,790
HPD,3,4,0,0,0,0
RHPN1,283,263,269,230,293,435
TPRG1L,440,687,972,413,677,662
LRRC43,0,0,0,0,0,0
PRXL2C,343,371,217,406,398,421
XDH,28,20,12,30,14,33
XKR8,51,47,94,40,52,109
CNNM4,562,531,808,306,484,464
EYA3,525,456,319,677,406,484
DZIP1L,3,4,2,32,4,9
TMSB15A,213,192,68,208,215,193
FANCC,436,321,325,506,400,374
MRAS,0,0,0,0,0,0
WASF2,2808,2453,3999,2996,3638,3258
ABHD3,477,461,334,497,401,361
ESYT3,3,3,1,5,2,24
FAIM,336,456,149,463,294,289
TENT5B,61,137,214,143,174,237
CLSTN2,0,0,0,2,1,1
COLEC12,11,2,14,18,8,17
RNF207,255,59,139,60,132,140
CUL4B,731,796,326,989,793,560
GPR153,339,333,595,174,401,530
SLC13A3,5,1,0,0,0,0
GPRASP2,25,33,10,33,21,24
RHBDL2,46,87,92,53,83,65
AUTS2,2320,1111,2247,1295,1260,1100
SHROOM4,4,2,0,0,0,2
H2BC5,31,23,28,50,42,48
CDC25C,184,184,175,282,260,231
H4C8,11,7,5,7,21,8
MITD1,384,600,196,520,484,387
EIF5B,2806,2316,734,3550,2382,1887
RIBC1,8,10,13,9,7,20
TMSB15B,95,158,52,153,74,104
CATIP,7,2,10,8,0,12
CNOT11,1158,1012,596,987,916,795
KCNB1,43,42,9,26,27,24
TSPAN33,384,467,669,273,417,434
NRG2,89,191,282,195,310,313
AHCYL2,606,447,489,350,342,369
B4GALT5,2597,1912,2392,2323,2461,2423
CD1D,0,0,0,0,0,0
CD1A,0,0,0,0,0,0
SPATA2,326,309,472,426,476,472
CD1C,0,0,0,0,0,0
FAM86C1P,234,131,279,214,185,162
CD1B,0,0,0,0,0,0
DNAH3,37,42,34,17,20,24
CD1E,0,0,0,0,0,0
HMHB1,0,0,0,0,0,0
CPA2,0,0,0,0,0,2
NCF1,2,0,12,0,1,0
CPA5,0,1,0,0,0,0
TSR2,527,678,899,606,685,684
PPP1R9A,803,557,331,551,350,256
ZC3H18,880,1052,1737,912,1344,1361
ZFAND2B,147,128,196,123,182,174
POM121L2,0,0,0,0,0,0
GDPD5,175,212,494,161,412,411
DYNC1I1,13,14,16,17,9,31
PFKFB1,1,0,1,1,2,0
ALAS2,1,0,0,1,0,0
TMED4,1136,1116,1412,549,664,696
PPP1R15B,1999,1751,1108,2037,2268,1844
COPG2,661,596,418,507,398,352
EMSY,578,541,428,567,586,498
PAGE5,0,0,0,0,0,0
GPAT4,3228,2152,3193,3561,2840,2928
PKD1L1,16,2,23,13,23,10
ZSCAN12,56,47,18,52,48,35
TAGLN2,4245,4560,6772,3656,4709,5233
ELK4,908,509,356,638,514,430
SLAMF8,6,2,1,1,0,0
SLC45A3,277,398,467,261,362,401
DUSP23,127,148,317,113,181,273
RNF166,157,156,250,168,199,223
OR10J6P,0,0,0,0,0,0
NBL1,795,1123,1826,903,1511,1781
HTR6,0,0,0,0,0,0
ITLN2,1,0,0,0,0,0
F11R,1449,1523,2325,1766,2983,2191
USF1,520,774,947,723,638,779
PLA2G2F,26,13,34,18,40,21
SPATA2L,140,184,434,163,334,426
NIT1,242,343,538,290,372,383
DEDD,508,419,642,450,420,389
ZNF276,315,299,289,228,285,287
NPM2,0,0,0,0,0,0
EDA,189,180,231,143,223,246
FGF17,1,1,8,4,15,19
VWA5B1,2,0,1,1,0,0
CDA,2,1,0,1,1,2
PINK1,609,698,1106,766,1012,1075
B4GALT3,397,387,715,505,536,607
DMTN,510,443,753,157,225,214
ADAMTS4,15,7,13,17,25,28
FAM160B2,1143,933,1389,973,1075,1652
NDUFS2,1336,1225,1848,1395,1272,1526
SLC5A11,30,30,33,80,26,94
FCER1G,1,3,0,1,1,0
APOA2,0,0,0,0,0,0
TOMM40L,448,472,683,543,498,462
MPZ,12,5,18,10,4,15
WFDC8,3,0,1,1,0,2
CCAR2,1074,1205,2205,1359,1455,2179
WNT9B,0,0,0,0,0,0
CACHD1,0,0,0,0,0,0
CDC42SE2,1180,1074,324,1079,835,762
RAPGEF6,564,399,311,758,483,336
EPB41,1910,1162,2265,2442,2312,1891
MIS18A,426,459,319,401,275,329
ALG8,709,614,349,700,480,490
FBXW5,1196,1131,2704,1047,1510,1671
CFAP298,779,991,972,948,1038,996
SYNJ1,149,217,109,321,308,210
PAXBP1,1477,1018,156,1477,752,614
IFNAR2,576,498,341,605,719,645
MRPL10,509,577,1511,586,684,1108
IFNGR2,363,157,440,314,215,277
GART,2297,1914,2070,2666,2292,1953
SON,7006,5621,3451,6961,4776,4711
DONSON,486,499,199,569,524,443
SV2A,8,3,0,3,1,6
LAD1,2478,1942,3624,1896,2196,2132
STC1,0,0,0,0,0,0
TNNI1,104,61,70,74,68,67
CSRP1,1227,1426,2332,1246,1461,1735
PRAC1,0,0,2,0,0,0
HOXB13,63,91,173,65,82,99
ATP5POP1,0,0,0,0,0,0
C1QC,0,0,0,0,0,0
KCNE2,4,0,0,2,0,0
ATP5MC1,708,846,1440,964,968,1270
RCAN1,302,315,201,350,326,246
UBE2Z,2551,2674,3168,2440,2613,2424
CIART,90,73,88,103,65,85
SNF8,796,917,1404,819,942,991
CLIC6,0,0,0,0,0,0
CCDC24,117,191,190,91,154,157
RUNX1,1457,792,1412,1382,1441,1254
IGF2BP1,1,71,5,1,16,4
GIP,0,0,0,0,0,0
CBR1,620,749,1499,720,999,1261
CBR3,193,232,280,270,236,303
GJD2,0,0,0,0,0,0
ACTC1,0,7,1,1,1,6
MORC3,590,448,140,719,544,430
CHAF1B,665,668,866,732,748,833
CLDN14,6,3,3,1,5,1
SIM2,79,76,86,60,51,59
HLCS,399,269,406,483,394,337
GOLGA6A,0,0,3,0,0,0
SCUBE1,487,177,738,606,618,489
ARHGAP27,214,208,435,182,208,200
ADPGK,976,1065,844,932,689,748
PTMS,945,1257,2206,1065,1345,1830
PLA2G4D,17,40,23,14,26,20
ADIPOR1,1152,1289,1540,1399,1604,1677
CYB5R1,739,752,911,819,837,958
PSMD4,2039,2303,3243,2247,2183,2412
ATP13A2,997,801,2486,965,2119,2551
M1AP,0,6,0,0,4,1
PSMB4,2492,3304,4504,3210,3174,3350
IRX6,260,276,482,250,246,270
BTG2,303,325,492,197,246,319
CES5A,1,0,0,0,0,0
HK2,753,750,631,1181,871,617
C1R,36,31,37,30,43,49
CELF3,1,0,0,0,0,0
ALDH4A1,272,280,660,297,475,598
