gene_name,dH1f_sgControl_Rep1,dH1f_sgControl_Rep2,dH1f_sgControl_Rep3,dH1f_sg_AF10_Rep1,dH1f_sg_AF10_Rep2,dH1f_sg_AF10_Rep3
KRT71,0,0,2,1,1,1
ZNF740,391,552,365,630,423,496
SMIM2,1,0,0,0,0,0
WDFY2,632,576,431,531,473,425
HNRNPA1L2,93,132,52,129,87,109
LPAR6,128,142,128,124,76,85
ESD,1471,1635,1157,1225,1036,1234
RB1,912,938,711,1060,767,843
SBNO1,1197,1145,806,1311,875,1002
MORN3,48,43,43,19,30,13
SETD1B,230,261,170,353,234,230
VPS33A,619,697,452,566,586,688
VPS37B,559,676,405,565,494,539
RHOF,442,513,505,415,376,319
DENR,1804,2065,1245,1866,1536,1532
DIAPH3,365,425,256,422,239,348
SLAIN1,15,9,5,28,17,23
RBM26,1120,1424,798,1189,877,888
SRRM4,4,7,1,2,3,3
METTL21C,1,1,0,0,0,0
MBNL2,1081,1123,834,1146,762,898
RNF113B,0,0,0,0,0,0
ZIC5,3,8,3,8,11,14
ABHD13,398,397,281,376,313,328
RAB20,120,190,102,161,131,164
GRTP1,5,12,1,5,16,18
CUL4A,1727,2064,1364,1741,1229,1592
TTC6,1,20,13,9,2,8
SSTR1,27,21,15,35,21,24
CDH24,103,135,54,150,111,67
REM2,3,2,7,9,2,3
CBLN3,70,120,57,73,42,55
TSSK4,1,1,0,2,2,0
NOVA1,29,35,26,11,16,22
FITM1,0,3,0,3,0,0
MDGA2,2,4,3,4,1,1
TMX1,1804,1722,1230,1719,1369,1476
FRMD6,2624,2737,2196,2901,1989,2595
PELI2,72,107,68,187,139,130
RTN1,2,6,3,2,2,2
ARMH4,174,239,159,100,171,113
SYT16,12,5,3,16,12,10
SLC38A6,409,559,282,405,357,363
NAA30,653,737,426,653,459,513
ADAM21,22,27,16,20,17,23
RDH12,0,2,2,0,3,2
DCAF5,733,877,666,862,751,736
RAB15,163,146,125,129,137,121
WDR89,222,252,201,258,196,280
ESR2,11,11,4,5,19,7
KCNH5,0,15,1,9,10,6
STON2,70,74,32,90,63,79
EFCAB11,130,136,142,120,129,100
GPR65,2,2,2,1,5,0
PTGR2,181,175,164,202,141,140
JDP2,784,838,794,625,585,705
AK7,21,26,19,10,10,11
SLC24A4,13,24,10,19,9,7
FBLN5,410,519,316,307,289,268
SERPINA10,0,0,0,0,8,0
CLBA1,124,103,91,86,115,72
WARS1,10287,13913,9959,13078,11468,12534
SLC25A47,0,2,1,1,0,0
WDR20,308,341,249,343,283,319
NIPA2,1653,1767,1264,1735,1347,1554
SLC12A6,867,788,507,1014,714,687
DUOXA1,0,1,1,3,2,2
MFAP1,844,987,702,797,680,766
TCF12,1253,1458,1114,1667,1088,1318
SORD,388,394,363,320,277,313
SERF2,9632,10125,7344,7460,7969,7662
ZSCAN29,260,345,252,368,293,266
DUOXA2,0,0,0,0,0,0
DUOX2,1,4,0,2,0,1
LYSMD2,117,103,66,62,63,53
SLC27A2,15,23,16,15,25,11
FGF7,12,14,36,3,3,3
HDC,0,0,0,2,0,0
GCNT3,623,771,492,732,644,679
BNIP2,1605,1575,1116,1537,1188,1290
GTF2A2,1712,1920,1237,1656,1545,1475
SRP14,3849,4406,3037,3459,3310,3376
BAHD1,328,372,245,336,328,341
DISP2,59,161,55,177,186,191
CDAN1,229,251,151,211,171,219
TLE3,404,350,436,491,494,409
ANP32A,2112,2235,1586,2177,1807,2050
COMMD4,855,830,631,642,681,651
UBE2Q2,893,850,566,813,525,633
PSTPIP1,43,65,43,44,34,56
ETFA,1497,1535,1102,1436,1386,1453
BCL2A1,4,1,5,1,3,3
HMG20A,587,759,435,862,598,681
SCAPER,162,189,73,160,63,76
TSPAN3,3529,4111,2800,3398,2845,3087
WDR61,663,738,480,572,583,536
NCOA2,382,415,271,408,267,289
NEIL1,95,39,30,64,25,24
MAN2C1,853,1184,599,964,534,523
DNAJA4,25,31,22,40,34,34
TLNRD1,271,321,214,342,248,244
TPM1,7431,8266,5591,8262,6695,7119
IGF1R,385,463,289,623,304,352
ARRDC4,347,389,280,442,343,383
PIF1,71,86,59,83,79,59
USP3,472,597,334,524,434,384
CYP11A1,8,8,3,11,8,5
BBS4,258,268,190,295,203,196
PML,540,998,544,510,484,441
CYP1A1,1,5,3,1,3,0
ADAMTS17,23,21,11,43,41,5
LINS1,175,141,121,156,94,107
ULK3,319,289,187,344,189,200
GOLGA6D,3,0,4,0,0,0
PCSK6,15,12,9,8,17,44
CCDC33,6,9,5,12,12,11
CELF6,31,20,0,13,0,0
SCAMP2,739,933,606,772,659,688
CYP1A2,6,25,8,9,9,9
LMAN1L,5,0,0,2,0,2
HAPLN3,395,489,300,372,362,296
RHCG,1,1,4,0,2,0
POLG,630,932,867,700,394,588
RLBP1,0,0,0,0,0,0
FANCI,484,610,328,659,488,473
ABHD2,1621,1770,1131,1253,906,1053
WDR93,4,6,7,6,2,1
TICRR,63,126,52,96,80,90
NTRK3,7,15,21,25,18,58
DET1,157,189,124,159,130,141
MFGE8,6406,8079,5658,6407,5584,5064
ZNF710,230,234,64,171,76,98
UNC45A,994,1366,975,996,872,942
ST8SIA2,1,2,2,12,7,2
MCTP2,33,67,53,53,56,37
FURIN,998,1208,825,1155,905,981
IQGAP1,5059,6678,3994,3840,3013,3688
CRTC3,318,413,260,402,307,311
EFL1,408,382,317,371,338,391
SH3GL3,7,11,8,12,9,10
SEC11A,2998,3030,2206,2398,2273,2371
SEPTIN12,2,6,1,1,3,1
GLYR1,1264,1555,1065,1685,1090,1249
PMM2,772,1035,656,856,858,635
SLC5A2,0,0,0,0,0,0
ITGAX,46,54,28,37,18,17
TGFB1I1,570,674,473,570,467,418
RUSF1,856,1017,816,851,717,777
ARMC5,247,275,173,224,194,174
PARN,630,1001,549,812,643,628
FTO,702,1009,684,956,746,795
UQCRC2,2889,3126,2017,2939,2501,2886
CDR2,917,1085,716,796,653,735
IGSF6,19,43,8,11,16,10
ARHGAP17,845,1388,744,1195,940,847
MYLK3,65,124,49,45,36,30
ABCC12,0,2,0,0,1,0
NKD1,4,3,6,4,3,3
DHX38,1131,1398,962,1063,646,697
TXNL4B,175,222,105,132,152,181
MARVELD3,54,68,38,50,67,62
CHST4,8,5,9,9,13,11
ZFHX3,881,1060,541,1023,667,787
CLEC18B,8,6,0,16,11,9
CPNE2,148,257,131,171,130,146
NLRC5,385,608,332,425,443,431
KATNB1,304,336,256,315,280,279
KIFC3,375,341,251,291,261,266
ADAMTS18,0,1,0,1,0,0
NUDT7,55,63,31,39,25,19
GCSH,790,960,550,726,761,698
CMTM3,538,613,392,577,446,461
CMTM2,0,0,0,0,0,1
CDH11,6452,7029,5534,8335,5621,6353
NOL3,127,183,126,122,82,97
MAP1LC3B,3925,4410,2876,3892,3101,3370
MBTPS1,2963,3415,2354,3155,2365,2477
CDH13,3155,3905,3093,3458,2821,2949
ZCCHC14,663,874,512,619,403,448
MEAK7,410,484,429,351,419,297
ADAD2,0,4,0,1,1,1
OSGIN1,75,100,71,62,64,88
IRF8,1,1,0,1,0,0
RHOT2,984,1133,677,870,571,595
RPL3L,3,2,1,0,0,2
ZSCAN32,204,261,157,211,158,196
RPS2,30192,34165,26094,24853,26458,24967
NDUFB10,1373,1553,988,1190,1298,1123
PDPK1,789,551,463,757,446,779
TIGD7,49,63,32,74,79,84
DEF8,614,581,587,618,621,584
TCF25,1092,1571,1145,1378,992,997
GALNS,653,673,498,541,425,413
GAS8,119,81,35,53,86,44
MED9,161,229,142,179,147,165
NCOR1,1999,2464,1041,1964,1437,1326
COPS3,1221,1456,897,1124,1001,1227
GID4,263,229,170,244,172,226
ZNF287,113,123,99,78,71,107
MYOCD,5,8,7,9,9,9
KSR1,248,583,213,627,458,553
UTP4,1057,1149,752,1051,963,1097
RANBP10,253,318,182,292,215,266
CTRL,2,4,10,10,16,7
DPEP3,0,0,0,0,0,0
GFOD2,279,307,236,292,269,298
NOB1,1064,1211,953,1010,946,1013
PRPSAP2,392,584,358,523,365,456
UNC45B,0,1,1,0,0,0
PCTP,188,205,147,187,158,183
OR4D1,0,0,0,0,0,0
TOM1L1,393,361,275,391,338,303
KIF2B,0,0,0,0,0,0
C17orf80,392,522,324,487,414,444
TOB1,381,450,308,466,368,358
VPS53,780,751,752,740,456,608
SPATA22,0,0,0,0,0,0
SGSM2,573,880,326,540,450,455
NPEPPS,2156,2509,1442,2504,1843,2364
SKAP1,0,3,0,2,0,0
LRRC46,8,6,3,2,7,2
SCRN2,232,287,214,222,166,166
SSH2,387,329,221,233,278,299
RHBDL3,27,17,11,73,62,57
SPACA3,0,2,0,0,0,0
ARSG,57,92,65,67,44,113
ABCA8,15,34,8,30,30,22
G6PC3,773,916,584,758,748,673
CLTC,8651,11857,7251,9402,6587,8106
C17orf64,0,0,0,0,0,0
BCAS3,290,287,215,332,246,259
PTRH2,496,545,401,450,421,426
SS18,1830,2063,1183,1884,1245,1372
TAF4B,90,130,71,90,77,88
AFG3L2,1405,1599,1223,1706,1356,1588
PRELID3A,96,85,57,98,72,46
IMPA2,430,541,311,468,442,365
GNAL,59,42,52,90,64,39
SLC39A6,2006,2164,1558,2009,1559,1769
RPRD1A,918,1070,638,1044,736,853
C18orf21,282,315,191,275,239,294
GALNT1,2278,2251,1721,2785,1969,2463
ASXL3,15,24,18,39,70,26
ADCYAP1,8,63,33,105,122,170
MEP1B,6,0,0,1,1,0
SLC25A52,0,2,0,5,4,3
GAREM1,91,103,92,135,82,105
ESCO1,485,456,284,404,286,256
OSBPL1A,578,809,495,541,434,600
GATA6,250,279,176,182,132,156
GREB1L,53,38,29,78,65,69
RMC1,496,647,283,339,400,433
PELP1,599,860,463,758,570,608
NPC1,1725,1901,1190,1276,1169,1181
SLC14A1,42,37,17,14,36,12
ARRB2,84,101,82,73,83,81
SLC13A5,32,48,36,62,65,73
ZMYND15,2,6,2,2,3,2
WRAP53,163,213,137,148,155,153
MINK1,1072,1385,983,1264,902,889
SAT2,802,930,576,611,605,549
ASGR1,14,21,16,15,14,4
PIK3R5,3,1,0,0,10,7
TP53,1207,1340,925,1212,1094,1122
CCDC40,40,57,46,37,30,41
ARHGDIA,2216,2892,2319,2239,1899,1792
TMC6,404,366,271,420,352,303
SLC16A3,2501,2100,1553,1773,1701,1476
CARD14,11,9,5,11,12,13
TTYH2,87,93,53,111,112,111
RAB40B,135,218,169,163,126,155
EIF4A3,1942,2051,1399,1912,1745,1818
CSNK1D,1605,2033,1386,1635,1494,1377
ANAPC11,897,875,882,705,795,746
TBCD,541,730,650,777,613,546
FN3KRP,374,444,324,387,344,347
NARF,974,1016,637,754,807,854
RPTOR,631,571,451,585,465,487
FOXK2,817,867,649,871,613,661
TRIM65,473,442,371,435,385,433
CBX8,60,77,75,74,57,51
SECTM1,49,66,31,35,37,27
RNF157,22,10,17,35,5,13
CEP131,214,138,205,167,144,150
ZNF750,2,0,0,0,0,1
WDR45B,1248,1502,997,1225,1095,1130
CBX4,307,312,280,352,274,274
RNF165,10,1,10,25,4,5
DYM,926,1142,847,1138,810,994
MAPK4,1,0,0,0,0,0
ELAC1,145,143,120,145,129,114
MBD1,926,1194,759,1017,766,826
SMAD4,1143,1098,1032,1322,982,1071
TNFRSF11A,15,18,27,30,28,24
ZCCHC2,205,255,140,192,141,183
FBXO15,17,21,12,18,26,12
CBLN2,1,0,0,0,0,0
PMAIP1,731,831,618,731,618,670
P3H4,1190,1322,1041,1321,1213,1204
NT5C3B,518,593,398,403,419,357
RETREG3,659,831,398,541,529,504
ERBB2,671,854,667,854,606,677
GRB7,14,21,5,34,15,16
MIEN1,474,580,371,420,454,468
PNMT,10,10,8,12,22,20
ARL5C,0,8,0,1,3,3
STAC2,45,38,20,55,43,30
IGFBP4,14532,15893,10953,9332,8441,8361
FKBP10,7706,9386,6521,7797,6771,6764
TXNL4A,1186,1328,1043,1009,1058,986
CACNA1A,196,191,123,165,95,105
MISP3,22,15,5,23,95,24
SAMD1,443,521,209,366,298,278
BRD4,1117,1275,834,1112,775,989
SLC39A3,334,383,258,315,281,306
NFIC,1019,935,736,727,603,657
TPGS1,240,271,241,184,180,172
PLPP2,47,70,30,54,27,32
ZIM3,4,7,0,8,2,0
PRDM15,129,210,109,164,86,132
PFKL,1837,2190,1822,1724,1510,1580
FEM1A,670,852,587,803,688,677
VAV1,8,12,4,9,7,3
MVB12A,367,446,281,276,261,244
CIB3,9,4,6,4,3,2
SH3GL1,1577,1870,1529,1393,1363,1260
DUS3L,366,427,298,309,289,289
DPP9,871,1040,698,925,766,775
DMRTC2,0,0,0,0,0,0
CCDC97,313,389,233,319,257,264
TMEM91,105,97,31,60,45,40
ZFP14,100,94,65,96,79,55
SIRT3,228,292,159,227,142,208
IFITM3,4868,6850,3894,3886,4201,3886
PGGHG,435,631,241,446,318,248
HUNK,43,65,34,32,32,26
COL6A1,39345,47211,31050,36472,28730,27407
OR1E3,0,0,0,0,0,0
IFNAR1,988,1173,1520,1336,897,877
SOD1,3606,3993,2611,2889,2843,2802
COL6A2,28055,33245,26262,22667,19729,19303
SIK1,60,44,39,121,82,86
DNMT3L,34,57,40,79,81,71
TRPM2,0,0,0,2,0,0
SCYL1,1235,1503,1211,1145,1059,1042
TMEM50B,0,1,0,0,0,0
APP,18209,22026,15174,18463,14698,15503
DOP1B,125,176,219,142,108,94
URB1,552,602,450,645,490,599
AKT1,2473,2705,2267,2574,2192,2401
IL19,13,12,7,11,14,21
EMP3,3179,3696,2813,2475,2533,2538
SAE1,1915,2294,1702,1979,1826,2112
NTN5,5,12,5,23,6,4
LMTK3,6,13,18,17,12,8
GEMIN7,272,304,197,282,244,240
CBLC,0,0,0,0,1,1
WTIP,373,346,264,252,266,222
ADAMTS10,566,586,304,676,428,395
SLC6A3,13,11,6,21,7,5
RNPEPL1,396,412,304,312,303,287
CAPN10,164,233,104,200,149,122
MYO1F,28,33,22,34,25,10
ERVK3-1,539,669,407,592,517,519
NLRP12,14,16,9,20,16,8
CACNG8,13,29,12,29,17,15
ZNF787,517,547,483,412,416,403
TIMM29,249,289,180,214,199,219
FBN3,2,0,2,1,1,0
CARM1,986,1187,863,1138,919,962
EVI5L,336,407,340,393,299,311
TM4SF5,0,1,0,0,0,0
SLC47A1,98,118,69,66,104,67
PSMB6,1788,1794,1214,1413,1482,1512
GPR32,0,0,0,0,0,0
SIGLEC10,19,11,5,12,6,5
ACP4,0,0,0,0,0,0
KLK3,1,2,0,0,0,0
ZNF473,129,165,109,132,125,94
FAM71E1,4,4,9,9,5,7
RPS11,13461,15089,10754,11031,11446,11267
PTH2,0,0,0,0,0,0
RPL13A,33212,34682,24379,22799,22687,23239
CTU1,114,122,100,123,103,86
NOSIP,962,1207,849,698,760,836
IGLON5,0,0,1,0,2,0
RCN3,1812,1841,1411,1162,1033,1000
ZNF614,179,225,113,223,133,180
SLC2A5,35,41,18,10,18,2
RERE,972,953,487,867,409,642
MMEL1,0,0,0,0,0,0
CFAP74,19,18,16,19,12,12
PRDM16,37,39,31,19,28,9
CELA2A,12,7,2,2,0,1
FHAD1,6,9,3,4,2,5
EPHA2,1053,1183,925,883,725,717
ARHGEF19,54,84,64,59,53,59
EFHD2,1337,1494,1110,1000,934,983
PEX14,239,342,218,268,234,247
PGD,1629,2127,1676,1958,1883,1773
MYOM3,24,19,10,36,13,28
SH3BGRL3,2935,3647,2554,2671,2435,2535
CNKSR1,23,11,3,6,12,25
RPL11,15125,17315,11149,12466,12043,12732
IL22RA1,1,0,0,1,1,2
ZNF593,238,262,234,198,196,215
C1orf216,542,611,386,503,323,416
KIAA0319L,946,1245,753,1310,1065,867
EVA1B,700,730,609,506,506,473
C1orf94,0,0,0,1,1,0
DMRTA2,0,0,0,0,1,1
PLK4,229,234,100,240,131,181
MAP3K6,441,591,306,272,372,266
FCN3,4,5,0,13,7,17
GPN2,386,359,328,397,403,478
SYTL1,98,139,89,126,107,132
WDTC1,532,620,471,578,493,527
CELA3A,0,0,0,0,0,0
NBPF3,138,154,139,153,72,141
HSPG2,5335,5403,3320,5873,4283,4072
ITGB3BP,292,305,227,281,214,254
SERBP1,8354,9231,6519,8463,7024,7749
BCL10,488,565,381,509,427,427
CCN1,6817,7238,4472,6020,4874,4949
PRKACB,508,617,430,540,427,510
PIGK,1178,1069,826,1202,868,967
TINAGL1,372,471,335,305,280,231
AZIN2,322,369,214,278,207,189
RPS8,19593,20646,14164,15042,14458,14640
KIF2C,437,458,321,510,385,392
PTPRF,532,744,433,544,451,456
BEST4,7,2,1,9,7,4
MOB3C,151,182,164,144,87,90
CYP4B1,7,29,6,15,21,9
TMEM61,0,1,0,1,0,1
DMRTB1,0,0,0,0,0,0
LMO4,1223,1573,977,1073,900,971
SYPL2,12,34,37,18,13,14
BARHL2,1,0,0,0,0,0
MTF2,447,424,210,476,395,367
SLC44A3,36,33,16,49,31,38
IGSF3,312,400,273,510,396,469
ZNF697,223,241,190,272,209,228
CTTNBP2NL,635,699,443,644,460,573
STRIP1,285,917,360,1159,1088,2066
KCNA10,0,0,0,0,0,0
PSMA5,2005,2036,1550,1798,1634,1756
FNDC7,0,1,0,2,2,0
C1orf162,5,14,3,14,5,5
CD53,1,0,0,0,0,1
PROK1,0,0,0,0,0,0
CELSR2,271,283,180,313,245,203
ITGA10,110,137,81,81,68,38
GPR161,322,338,302,379,266,324
ALDH9A1,1272,1541,1155,1198,1059,1231
ATP1B1,1015,1258,766,1187,952,934
TIPRL,1189,1064,777,1072,825,1081
NME7,510,414,277,385,354,309
POGK,664,754,537,637,492,605
MPC2,729,818,536,664,663,575
CREG1,1197,1380,995,877,744,826
DCAF6,1723,1814,1248,1338,1154,1249
GPA33,0,0,0,0,0,0
RXRG,0,0,0,0,0,0
TBX19,28,24,20,26,17,17
UCK2,743,886,631,802,760,772
TMCO1,1557,1713,1234,1611,1241,1514
XCL1,0,0,0,0,0,0
XCL2,0,0,0,0,0,0
POU2F1,335,379,185,449,204,303
MAEL,5,1,2,4,3,1
ILDR2,27,220,46,169,151,272
DPT,5,5,2,1,4,2
MGST3,1410,1495,1042,1065,977,1024
ADCY10,1,3,2,4,1,1
COP1,712,1023,599,798,663,730
NECTIN4,241,349,235,504,351,409
UFC1,1119,1378,937,1053,950,1026
PPOX,201,244,128,173,155,161
FCGR2A,13,22,14,20,12,36
NUF2,157,301,151,253,187,243
RGS5,53,57,48,171,70,150
SDHC,2282,2314,1733,2231,1973,2265
PFDN2,1856,2103,1544,1645,1660,1612
NR1I3,8,8,1,6,2,7
USP21,300,348,185,284,245,303
F13B,0,0,0,0,0,0
PRCC,978,1124,660,711,908,831
FCRL5,8,10,1,2,7,2
RRNAD1,249,344,215,236,184,195
MRPL24,827,848,540,637,577,620
PIGM,229,298,190,257,209,238
CASQ1,0,0,1,2,3,1
ISG20L2,644,716,503,845,665,692
CRABP2,3975,4711,3018,5751,5848,5495
HDGF,4444,5126,3853,4441,3721,3969
ABL2,1051,1135,658,1236,891,1007
XPR1,730,746,654,782,586,641
RGS16,80,75,80,124,93,85
TOR1AIP1,1217,1208,862,1160,921,915
FAM163A,0,0,0,0,0,0
HMCN1,863,1051,747,1177,678,679
RGL1,347,406,307,445,340,344
LYPLAL1,363,363,248,347,360,379
LHX9,104,113,61,139,128,136
PRUNE1,178,185,134,251,190,230
RORC,0,1,2,4,1,4
TUFT1,688,764,471,817,634,633
SF3B4,722,967,613,787,747,639
ECM1,315,383,248,366,296,293
ZNF687,294,380,256,360,278,353
TARS2,360,388,280,437,391,319
CGN,119,55,78,94,64,66
SNX27,540,671,410,640,490,531
SETDB1,591,555,399,541,386,391
ADAMTSL4,161,206,111,167,156,134
MCL1,4826,5644,3566,5316,3906,4477
CTSK,77,120,35,68,48,41
RFX5,413,575,419,512,374,469
PI4KB,949,1372,769,1068,898,1019
PIP5K1A,1143,1292,891,1371,1071,1049
ANP32E,1101,1330,677,1056,895,1020
MINDY1,90,127,91,131,81,93
ANXA9,18,10,12,24,16,9
SELENBP1,206,250,191,244,220,193
CERS2,1974,2344,1478,1914,1732,1752
ENSA,1941,1989,1425,1962,1873,1862
LSP1P5,32,22,30,20,14,10
SEMA6C,57,52,46,69,42,64
MRPL9,1012,1068,753,1001,933,958
ARNT,482,816,362,734,453,536
POGZ,740,900,517,757,498,654
C1orf56,47,55,66,18,44,34
OAZ3,11,21,12,15,24,22
HORMAD1,0,0,0,2,1,0
GOLPH3L,416,516,291,430,340,452
GABPB2,360,375,238,233,248,212
SYT14,195,209,189,270,164,155
KCNH1,18,14,20,21,20,18
DTL,312,387,217,231,317,200
DYRK3,184,260,188,154,141,169
EIF2D,941,1272,801,886,841,809
INTS7,502,526,351,570,404,488
VASH2,51,79,30,102,61,75
TAF1A,143,180,102,131,78,136
SMYD2,837,1002,573,739,598,698
SUSD4,8,5,5,12,5,7
DUSP10,114,106,78,127,83,98
HHIPL2,45,22,17,39,29,33
TP53BP2,571,576,397,581,431,466
ATP8B2,2123,2404,1782,2685,1918,2085
FLG2,7,6,3,4,2,1
CRNN,1,0,0,0,0,0
ADAM15,3074,3646,2657,3157,2872,2808
JTB,2365,2706,1939,2098,2027,2085
RAB13,3108,3378,2342,2154,1991,2066
S100A8,0,2,0,1,0,0
TPM3,5816,6455,5840,6570,5671,6079
NUP210L,2,2,1,3,0,0
SNAPIN,466,488,333,341,382,358
SLC27A3,175,0,135,188,0,0
S100A7,2,0,0,0,2,4
UBAP2L,1899,2756,1816,2329,1816,1922
SLC39A1,1518,1589,1131,1276,1240,1182
HAX1,1375,1667,1163,1430,1383,1389
CREB3L4,105,100,64,61,74,70
EFNA3,85,80,55,78,93,96
AQP10,0,0,0,0,0,0
KCNN3,55,137,70,261,113,246
C1orf43,2655,3000,2247,2451,2287,2464
GATAD2B,287,68,144,353,75,425
ILF2,3017,3364,2315,2924,2763,2922
RIT1,566,537,381,417,451,482
INTS3,1259,1727,884,1356,1019,1082
PKLR,2,2,1,1,1,3
FLG,269,350,242,428,308,298
ACTA1,0,4,3,2,2,0
C1orf131,335,363,252,358,307,341
GALNT2,2546,2731,2023,2779,2181,2226
TTC13,348,360,171,348,330,287
SCCPDH,1070,1186,865,938,822,932
LYST,570,654,365,542,319,465
MAP3K21,39,60,28,67,48,34
CEP170,1555,1947,1438,1704,1101,1261
ACP1,1268,1401,989,1357,1122,1216
SNAP47,427,510,396,349,374,348
SRP9,4030,3932,2795,3680,2920,3140
NVL,449,513,346,568,327,401
SDE2,452,411,342,505,411,423
DEGS1,1957,2197,1550,1660,1409,1425
FBXO28,733,790,606,772,524,698
ARF1,5377,6541,5077,5520,4645,5153
LEFTY2,24,29,16,146,175,172
CNIH4,728,729,567,617,628,570
ITPKB,144,162,111,147,120,110
GUK1,3772,4291,3485,2892,3025,3072
CDC42BPA,1402,1632,1121,1642,1132,1130
CNIH3,127,141,101,137,141,114
C1orf35,235,255,205,209,201,201
MBOAT2,1358,1394,1029,1279,1058,1037
PARP1,2757,3104,2020,3471,2811,2890
PSEN2,73,82,81,55,51,49
PYCR2,677,753,503,780,597,647
LBR,887,1041,587,1255,794,879
WNT9A,181,191,147,218,190,218
EPHX1,1593,2213,1393,1208,1206,1106
REN,0,0,0,0,0,0
SOX13,155,145,73,187,123,106
ETNK2,30,36,54,18,36,29
PPFIA4,116,237,51,79,87,40
PLEKHA6,147,111,50,87,90,67
PTPN7,10,11,4,7,8,7
SYT2,641,719,533,895,723,686
ARL8A,400,455,312,358,319,331
OSR1,27,25,24,31,27,17
GDF7,6,2,3,7,4,4
PDIA6,7703,8438,5466,7123,6292,6417
RHOB,1310,1374,1057,1394,1157,1259
ATP6V1C2,16,38,17,20,17,18
HNRNPLL,649,691,508,663,552,558
GALM,146,195,113,126,128,123
CAMKMT,118,95,74,95,110,78
ABCG8,0,0,0,0,0,0
EML4,997,1245,716,1323,1043,1136
CALM2,9961,10535,7337,9250,8011,9235
CHAC2,119,151,98,122,121,131
RPS27A,15839,15769,10935,11875,10933,12360
WDPCP,207,177,139,212,154,174
VPS54,462,634,367,552,374,462
REG3G,1,0,1,0,0,0
ASXL2,780,837,554,995,635,780
ETAA1,317,488,245,273,236,231
SNRPG,1234,1430,949,1145,1232,1113
ABHD1,30,24,11,21,24,9
MEIS1,77,99,60,103,50,59
TRIM43B,0,0,0,0,0,3
TRIM43,6,3,5,3,5,0
CIAO1,1117,1152,935,1229,1068,1090
ZNF514,185,219,118,174,129,171
SNRNP200,2610,3628,2119,2937,2566,2660
MRPS5,1164,1391,883,1024,949,1009
ANKRD53,7,15,11,5,2,2
TPRKB,474,572,300,401,334,374
NAT8,0,0,0,0,0,0
EXOC6B,374,434,330,434,328,346
SFXN5,274,318,157,179,184,176
TEX261,1056,1310,1008,1051,962,947
DQX1,0,2,3,11,2,2
DUSP11,463,532,385,435,379,381
ST6GAL2,52,49,36,130,134,68
NPHP1,132,113,112,88,67,67
MALL,1248,1547,996,1233,1011,1208
THNSL2,162,212,157,186,146,153
RALB,1046,1144,862,839,750,911
C1QL2,0,0,1,0,0,0
TMEM177,104,130,95,148,126,96
NT5DC4,1,3,1,0,13,0
RABL2A,98,125,107,116,77,70
SLC20A1,2799,3435,1991,2405,1731,1997
FBLN7,11,7,9,8,11,6
ZC3H8,258,267,167,263,223,182
LIPT1,85,121,92,64,64,75
CNGA3,1,2,3,4,1,1
FAHD2B,75,89,48,59,41,44
LYG1,11,8,7,9,2,7
AFF3,374,411,274,423,227,343
UBXN4,2370,2638,1725,2555,1998,2160
NXPH2,0,0,0,0,0,0
SPOPL,290,309,218,335,210,263
THSD7B,2,9,3,23,2,5
GPR17,16,18,14,35,12,10
POLR2D,711,705,446,601,494,557
AMMECR1L,689,809,450,760,554,627
GALNT13,7,5,1,12,1,18
PKP4,746,1093,646,878,747,742
SCN1A,141,2,2,7,2,1
SLC4A10,0,0,1,11,10,0
SCRN3,396,485,338,521,325,522
LNPK,839,633,494,808,462,612
ZNF385B,27,34,14,42,28,47
TMEFF2,83,76,60,115,101,89
CDCA7,190,242,129,190,147,172
DLX1,55,93,51,96,80,65
UBR3,803,856,428,722,560,648
PHOSPHO2,28,27,25,22,35,28
GULP1,490,343,419,665,412,504
FAM171B,394,387,306,457,271,304
HSPD1,11055,12675,8321,11464,9757,10816
CCDC150,69,127,32,84,116,71
METTL21A,337,377,274,344,333,290
UNC80,56,103,30,67,35,36
PTH2R,2,2,0,0,1,2
CPO,7,7,4,10,6,3
NBEAL1,172,156,69,127,137,126
KANSL1L,164,118,127,175,77,105
SPAG16,162,237,135,187,131,161
ABCA12,9,10,11,18,12,7
SUMF1,1211,1274,938,948,844,905
NYAP2,7,7,2,6,0,0
RHBDD1,473,511,280,639,410,423
ACKR3,3180,3478,2553,3728,3291,3747
TRPM8,13,6,7,17,26,6
HES6,55,70,61,78,84,57
ESPNL,2,2,3,7,4,0
ANKMY1,81,114,55,106,55,80
COPS7B,436,593,366,591,369,479
DIS3L2,178,224,164,264,174,261
CPNE9,6,11,3,9,13,4
FANCD2,269,593,143,511,277,279
TAMM41,164,181,130,158,132,128
VGLL4,1123,1168,872,997,740,884
RAB5A,1022,1080,812,1137,850,1083
RETREG2,1043,1369,987,1053,901,983
CTDSP1,795,996,732,787,616,588
CNOT9,694,881,686,871,627,808
MARCHF4,134,135,95,169,125,120
STK11IP,297,323,147,216,221,155
GMPPA,675,750,585,646,604,559
GRIP2,257,292,189,359,131,100
EAF1,408,476,304,527,377,414
CNTN4,0,2,2,1,2,4
DYNC1LI1,816,1027,578,837,692,839
RBMS3,641,699,424,618,360,524
GADL1,12,11,6,8,7,4
OSBPL10,612,668,446,577,464,559
POMGNT2,185,217,177,157,166,170
ACKR2,13,16,2,6,5,8
GASK1A,0,0,0,0,0,0
CSRNP1,240,238,196,217,201,195
SLC25A38,712,781,513,607,553,514
