gene_name,WT_-LV_1,WT_-LV_2,WT_-LV_3,WT_+LV_1,WT_+LV_2,WT_+LV_3,ZEB1_+/-_-LV_1,ZEB1_+/-_-LV_2,ZEB1_+/-_-LV_3,ZEB1_+/-_+LV_1,ZEB1_+/-_+LV_2,ZEB1_+/-_+LV_3
KLHL22,770,775,574,450,295,557,927,1043,870,930,1052,464
MED15,1857,1980,1478,951,1507,1585,1641,2300,1570,2511,1954,917
SERPIND1,0,0,0,0,0,0,0,0,0,0,0,0
SNAP29,1670,1596,1256,781,1426,1185,1614,2184,1639,2264,2092,967
CRKL,5578,6008,4689,3234,4447,5512,5131,6918,5286,8184,8088,3263
LZTR1,1492,1716,1234,932,1171,1190,1789,2086,1603,2284,2150,701
MMP11,41,82,34,32,19,31,60,74,39,41,45,24
CECR2,889,784,762,536,811,678,929,1188,736,1090,1153,535
SMARCB1,3343,3499,2907,1836,3119,2852,3107,4106,3239,4835,5293,1596
P2RX6,6,2,3,3,19,2,1,6,0,11,1,2
DERL3,0,0,0,0,0,0,0,0,0,0,1,0
SLC7A4,0,0,0,0,0,0,0,0,0,0,0,0
BCL2L13,2166,2440,1649,933,1060,1605,2044,2784,2010,3231,2512,1215
DDT,1145,1299,830,600,874,861,1269,1373,1159,1617,1605,681
GSTT2,0,0,0,0,0,0,0,0,0,0,0,0
OSM,2,0,0,0,0,0,0,0,0,0,0,0
CABIN1,2919,3084,2172,1499,1931,2076,4246,5399,3576,3604,4660,1515
TBC1D10A,424,381,278,151,240,282,350,486,329,509,362,185
SUSD2,17,16,16,15,17,4,29,48,18,14,23,9
SF3A1,7204,6997,5203,3554,10509,7066,6406,8009,5823,10652,10000,3779
GGT5,36,44,40,25,39,35,39,62,41,54,52,15
RNF215,458,455,332,246,306,323,508,658,400,545,546,244
SEC14L2,335,317,275,156,313,331,312,518,280,475,365,131
SEC14L3,1,1,5,2,2,1,4,5,3,2,1,4
SPECC1L,2686,3347,2785,1634,2438,2534,3053,3916,3307,4898,4056,2017
PPIL2,2269,2235,1710,1183,1693,1726,2098,2777,1961,2850,2836,1103
UPB1,49,41,48,16,30,22,53,44,22,27,47,19
YPEL1,286,327,339,119,54,99,385,475,408,314,449,215
SNRPD3,4842,5045,3813,2246,4744,4485,4330,5655,4094,7105,7297,2708
PES1,2101,2239,1615,1082,3800,2963,1185,2016,1527,3615,3039,1174
MAPK1,4536,5063,3747,2480,3303,3940,4306,6290,4501,7555,6098,2946
GGT1,122,161,133,21,93,32,97,197,119,125,156,29
PRODH,42,12,12,35,6,5,41,53,30,10,42,12
PPM1F,2196,2438,1725,1512,2963,2858,2113,2428,1595,3820,3346,1323
SLC35E4,168,192,131,108,259,193,137,164,149,242,177,91
TOP3B,801,927,884,494,913,783,886,1182,784,1437,1332,545
CRYBB3,0,2,1,0,0,0,1,0,0,0,1,2
CYTH4,12,8,5,2,8,4,14,10,6,8,9,9
ESS2,835,850,577,458,876,784,704,1060,741,1152,1097,406
CRYBB2P1,855,854,635,360,652,639,693,986,762,1117,1306,435
MFNG,8,0,17,4,3,1,2,5,7,6,8,1
CARD10,214,170,119,110,178,188,135,179,154,333,268,133
LRP5L,217,165,135,59,173,123,141,199,155,292,162,86
SLC25A1,3615,4445,2923,2197,2620,2190,4756,5693,4055,4775,5293,2071
GRK3,1052,1336,928,501,513,795,1062,1582,1215,1439,1699,585
PLA2G3,0,1,41,4,3,9,1,25,14,61,4,1
LGALS2,0,0,0,0,0,0,0,0,0,0,0,0
GGA1,1351,1331,1046,709,964,999,1574,1870,1283,1672,1936,723
HIRA,1883,1886,1383,1070,1446,1647,1424,2030,1379,2602,2478,1236
SH3BP1,1352,1157,1045,597,886,879,1358,1892,1185,1352,1312,568
SEZ6L,0,0,0,0,0,0,0,0,0,0,0,0
LGALS1,1019,620,357,621,375,479,1028,1581,545,692,343,249
HPS4,1834,1614,1234,915,1221,1384,1447,1854,1450,2232,2153,926
PIK3IP1,38,54,30,41,35,13,56,107,42,49,84,17
SRRD,1051,1180,903,525,1051,1322,742,1112,932,1492,1657,617
PATZ1,2037,2063,1591,1114,1974,1909,1948,2545,1951,3077,2417,1243
TRIOBP,1727,1792,1146,1065,944,1185,1901,2620,1633,2089,1835,816
TFIP11,1344,1188,995,528,1332,1044,1089,1478,1189,1628,1721,775
GCAT,510,530,372,292,401,459,568,795,504,891,765,240
GGTLC2,4,0,7,5,9,2,16,13,6,2,4,7
CRYBB1,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD54,873,870,745,527,848,724,855,1070,728,1235,1049,455
EIF3L,9915,11039,8655,5165,6684,8244,10816,12469,10273,13931,13753,6639
SNU13,2673,2629,2111,1214,3294,2790,2334,3412,2459,4256,4423,1434
MICALL1,3583,3027,2152,1768,4327,3011,2276,2810,2263,4320,3303,1760
POLR2F,1453,1684,1226,733,1853,1546,1188,1674,1257,2409,2472,865
SOX10,0,0,0,0,0,0,0,0,0,0,1,0
CCDC134,335,304,249,161,197,217,309,525,383,475,393,153
DEPDC5,416,497,346,233,410,341,539,599,406,600,1031,198
PICK1,651,669,362,196,302,276,552,714,532,806,558,291
TTC28,2177,2240,1713,1166,1280,1540,2501,3048,2225,3293,2938,1285
SLC16A8,0,1,0,0,1,0,3,2,0,2,0,0
CENPM,674,788,536,325,400,520,554,729,571,927,810,381
SEPTIN3,1133,890,918,259,131,399,571,724,463,783,773,355
SLC5A1,4,0,2,1,0,0,0,4,4,0,0,0
TPTEP1,967,944,998,511,624,581,777,891,522,1383,1392,739
SLC5A4,2,1,0,0,0,1,0,0,0,0,0,0
KDELR3,607,722,517,243,270,309,725,887,734,741,838,340
CYP2D6,8,0,3,0,0,0,3,1,0,2,2,1
DDX17,22934,25680,19957,11801,12979,16497,25360,31043,23330,32189,30234,14418
DMC1,40,42,37,13,23,21,59,84,46,55,74,28
HSCB,245,204,218,120,186,195,209,269,232,319,286,159
CBY1,686,716,570,228,309,436,657,914,678,832,693,364
TOMM22,2710,3058,2278,1532,2883,3110,1851,2711,2138,4135,4487,1566
RSPH14,2,6,2,0,0,0,2,1,2,2,0,1
XBP1,2383,1750,1630,512,1238,921,2516,4578,3277,3312,2110,659
RTCB,3129,3176,2649,1708,3772,3595,3057,4018,2933,4652,5368,1830
JOSD1,2955,2677,2464,1317,1798,1923,2832,3985,2217,4108,2435,1686
FBXO7,2807,3037,2250,1561,2173,2465,2813,3793,2751,4102,4117,1780
GTPBP1,2166,2175,1824,1293,2175,1895,2353,3107,1975,3450,2649,1242
POLDIP3,3684,4081,3038,1970,4067,3447,3558,4705,3432,5552,5245,2114
RAB36,150,140,178,84,134,171,223,277,200,407,352,158
TIMP3,81,97,116,254,218,150,107,36,34,328,718,149
PPP6R2,3002,3388,2527,1536,1688,2309,3244,4172,3077,4387,3468,1567
SBF1,5617,6524,4479,4393,5599,5531,6212,6871,5223,8267,9039,3560
SUN2,1686,1892,1298,834,782,1027,1894,2224,1827,1715,1579,729
CYB5R3,5935,6074,4302,3320,5437,4715,7143,7929,5797,8504,8672,3235
DNAL4,304,303,264,146,131,153,384,442,298,306,497,176
C22orf31,0,0,0,0,0,0,0,0,0,0,0,0
MIOX,8,19,21,6,12,8,23,32,22,13,11,16
LMF2,3178,3338,2175,1755,2410,2213,3037,3987,2964,3665,3672,1521
RHBDD3,556,541,425,355,509,476,444,677,449,918,627,337
PACSIN2,2278,2433,1910,1299,2119,1802,2291,2959,2178,3282,2820,1317
TTLL1,101,108,98,68,43,56,177,216,133,135,216,60
RASL10A,17,16,14,1,5,1,7,8,5,7,13,7
AP1B1,4646,5014,3442,2488,4109,3524,4903,6100,4411,6901,6477,2273
HMGXB4,807,990,677,367,558,637,1131,1422,984,1331,1186,589
TOM1,405,377,288,152,263,187,287,489,400,442,465,142
NEFH,0,3,0,0,1,1,0,1,1,2,3,0
CHKB,328,455,303,166,246,203,473,642,503,550,646,234
BIK,6,14,5,5,4,3,5,5,5,9,4,1
HMOX1,122,130,93,53,67,71,141,176,106,110,142,47
MCAT,499,571,462,262,584,513,466,592,437,768,816,316
THOC5,1782,2001,1424,989,2194,1959,2035,3075,2190,2870,3010,1019
MCM5,2164,2229,1675,1496,1789,1877,2003,2545,1694,2986,2664,1072
APOBEC3H,11,12,5,2,3,4,13,15,9,4,7,3
ARSA,148,197,95,97,110,74,296,330,217,268,247,111
TSPO,832,848,638,343,743,709,1042,1316,901,959,1301,439
RASD2,7,10,14,5,4,2,7,0,8,19,9,5
TTLL12,2531,2167,1853,1514,3118,3235,1546,2209,1689,3321,3801,1126
CBX7,342,392,253,85,172,154,364,363,305,359,361,170
PDGFB,317,110,157,9,61,77,145,65,56,132,38,69
CABP7,7,11,10,13,16,8,5,7,6,9,1,3
RPL3,39601,40965,32675,15391,30006,31915,38295,50304,37188,51826,45899,22837
ZMAT5,337,290,265,271,410,381,308,429,309,480,581,169
RBFOX2,3572,3225,2553,1656,2300,2477,3611,4266,3066,5064,4097,1576
SYNGR1,1121,1065,978,701,909,806,1103,1469,941,1307,1169,586
TAB1,1065,990,876,453,632,627,1303,1510,1014,1150,1370,471
ASCC2,1946,1667,1324,832,1789,1431,1648,2321,1603,2703,2698,974
MTMR3,2522,2563,2125,1107,1714,1606,2388,3199,2296,3357,2829,1295
MIEF1,4187,4367,3312,2159,4174,4105,2791,3823,3397,6511,5688,2476
APOL4,66,84,64,42,32,33,71,79,45,97,81,48
PNPLA5,10,9,9,3,3,3,12,10,4,13,10,2
APOL1,114,111,45,33,22,19,98,106,53,230,132,179
PNPLA3,490,765,361,372,473,362,496,866,597,932,717,225
MYH9,16690,17836,11678,6479,16096,14806,13162,17378,13873,26904,19917,9519
CACNA1I,15,21,9,2,3,2,25,13,18,124,17,8
SAMM50,1541,1823,1316,960,1435,1514,1387,1862,1559,2277,2642,978
TXN2,937,1073,729,502,799,701,977,1256,999,1307,1426,532
FOXRED2,2909,3095,1886,1709,2328,2467,3306,3147,2585,3977,2682,1564
GRAP2,6,1,2,1,1,4,4,1,0,4,8,12
EIF3D,3848,3821,2959,1901,4936,4179,3086,3991,3059,5716,5797,2156
TNRC6B,3275,3374,2808,1463,1894,1853,4048,5571,3750,4704,4242,1859
SGSM3,1302,1524,865,727,923,1204,1663,2340,1556,2079,2095,875
IFT27,235,236,217,195,144,232,275,356,276,405,400,171
KIAA0930,1900,1521,1192,859,1718,1405,1001,1555,928,2254,2174,898
NCF4,0,0,0,0,0,0,0,0,0,0,0,0
CSF2RB,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A17,1443,1457,1137,624,951,1357,1253,1455,1139,1920,2034,774
UPK3A,0,0,0,0,0,0,0,0,0,0,0,0
FAM118A,553,437,449,260,486,481,443,640,518,739,990,265
KCTD17,272,327,212,166,249,289,221,337,221,409,447,161
ST13,9239,10520,7934,4282,7572,7682,10634,14119,9552,14472,14038,5790
IL2RB,1,1,1,1,15,0,0,0,5,1,2,0
RBX1,1909,2162,1580,1132,1719,1848,2155,2494,1937,2752,3214,1258
EP300,5939,5585,5353,3027,3112,4110,6012,8416,6195,8727,7627,3615
L3MBTL2,1521,1584,1106,774,1108,1619,1249,1863,1285,2218,2202,873
CHADL,0,2,1,1,0,2,1,1,3,1,3,0
RANGAP1,7668,8202,6098,3664,7951,7879,6032,7988,6240,10344,10535,4097
ZC3H7B,4376,4633,3728,2551,4089,4288,4534,5544,4332,6854,6551,2847
PHF5A,1974,1858,1583,782,1670,1861,1407,1699,1369,2780,2464,988
ACO2,3710,5035,3036,2200,3096,3702,4646,6330,4392,6477,6355,2248
POLR3H,1716,1929,1466,1098,1872,2379,1386,1791,1493,3045,3272,1105
TRMU,1234,1537,1019,726,1154,1208,1111,1501,1047,1888,1703,791
PMM1,671,608,417,241,370,362,736,923,654,705,714,328
DESI1,1803,1923,1338,842,1385,1731,1362,1759,1416,3144,2933,968
CERK,2856,3181,2300,1467,1985,2332,2569,3726,2479,4127,3899,1646
BRD1,2046,2313,1533,1025,1640,1801,2042,2796,2021,3267,2298,1105
ZBED4,2179,2396,1879,1562,2523,2469,1983,2712,2073,3551,3428,1377
MLC1,0,0,0,0,1,0,3,4,0,0,1,0
HDAC10,411,483,388,308,349,238,810,980,603,522,611,240
KCNK10,4,5,2,4,1,4,2,4,4,3,5,2
ABHD4,1173,1221,799,409,600,595,1161,1609,1114,1608,680,591
KHNYN,1994,1945,1659,1128,1453,1159,1998,2561,1851,2733,1387,1091
FKBP3,1936,2778,1893,1284,1324,1770,2368,2930,3137,3551,5680,1723
SDR39U1,1065,1008,723,536,671,718,952,1309,907,1465,596,533
CTSG,0,0,0,0,0,0,0,0,0,0,0,0
GZMH,0,0,0,0,0,0,0,0,0,0,0,0
GZMB,0,0,0,0,0,0,0,0,0,0,0,0
RBM23,4523,4955,3473,2000,3032,3280,4670,5623,4232,5985,3056,2396
PRMT5,5138,4276,3797,2355,6063,4986,3481,4853,3794,7946,3236,2322
COCH,2892,4187,2400,2052,3856,3438,3444,4107,3178,4229,2374,1655
AP4S1,245,320,259,147,196,221,216,320,332,433,230,186
POLE2,486,720,544,390,321,459,475,539,697,716,1059,297
VCPKMT,136,143,95,63,80,103,103,143,126,178,178,74
SOS2,835,1101,845,685,409,629,938,1283,1410,1161,1420,626
CDKL1,88,112,117,68,95,137,48,136,73,96,167,84
NIN,3234,3249,2547,1647,2875,2817,2853,3735,3397,4544,4496,1855
PYGL,8300,10616,7237,3265,4763,7872,9533,11275,10648,12567,11889,4771
TRIM9,136,146,116,94,340,143,160,176,210,181,304,53
PSMC6,2430,2636,2083,1326,1801,2532,2037,3156,2796,3592,3828,1346
GNPNAT1,1273,1863,1488,1014,1136,2107,1224,1526,1904,2002,3548,1087
DDHD1,876,1253,853,576,650,932,897,1345,1311,1377,1670,715
CDKN3,1044,1164,755,526,550,697,846,1194,1185,1227,1433,524
CNIH1,1410,1778,1261,751,1047,1360,1381,1739,1916,2286,2784,1018
CGRRF1,194,275,170,145,144,251,222,294,371,339,431,151
ATP6V1D,1599,2128,1422,791,1305,1538,1349,1713,1878,2918,2636,1219
CCDC198,6,9,5,2,6,5,3,9,5,6,10,4
PLEK2,707,649,441,183,431,561,474,527,596,674,474,355
PIGH,309,315,276,157,350,236,292,419,477,509,570,192
LRRC74A,0,0,0,0,0,0,0,0,0,0,0,0
PSMA3,2125,3159,1972,1576,2000,2701,2721,3741,3520,3991,5311,1784
VTI1B,2648,3047,2110,1357,2457,2613,2626,3118,2940,4106,4440,1680
TIMM9,714,905,705,391,460,910,581,793,1021,1099,1288,530
GSTZ1,671,611,530,225,385,278,868,915,956,606,806,347
KIAA0586,1141,1253,1077,739,660,720,1066,1681,1501,1360,1895,808
TMED8,2322,3373,2318,1508,1718,2612,1927,2711,2734,3718,4317,1624
SAMD15,100,91,84,85,61,67,102,132,115,136,133,86
AHSA1,3736,4325,3249,1746,4387,4380,2756,3791,3580,6561,5557,2247
DAAM1,363,382,414,240,247,316,561,751,723,571,718,243
ISM2,53,53,54,15,14,21,42,32,44,49,22,20
SPTLC2,2677,3405,2099,1150,3188,2881,2923,3999,3344,4505,4271,1713
RIN3,466,373,267,249,432,322,398,462,381,649,599,254
LGMN,1902,1923,1466,931,2194,1435,1998,2427,1961,2774,2646,846
ALKBH1,577,522,428,264,535,573,418,626,498,718,800,327
SNW1,3019,3442,2579,1704,2887,3090,2979,3743,3509,4953,4854,1936
CHGA,0,0,1,1,1,0,0,3,0,1,0,0
DHRS7,1296,1815,1108,514,664,937,1854,2598,2400,1937,2240,799
PPM1A,1051,1364,925,727,658,1017,1077,1371,1628,1872,1551,689
SIX4,585,684,535,235,521,445,654,911,900,961,959,308
GALNT16,367,375,212,115,318,126,186,314,319,513,356,211
CEP128,865,710,563,359,458,582,887,1215,928,984,1136,447
ERH,3292,4325,3112,1812,3054,3298,3533,4099,4093,4731,6702,2256
HIF1A,3744,5289,3198,2167,2807,3900,4247,5281,5990,7002,6441,3342
SUSD6,529,510,385,307,476,447,644,734,900,717,850,319
SRSF5,3743,3999,3115,1646,2622,2445,2997,4147,3402,5133,4275,2182
SLC10A1,0,0,0,0,0,0,0,0,0,0,0,0
EIF5,5030,4699,3875,2323,4755,5982,3203,6429,5378,8736,5430,2727
SERPINA4,0,0,0,0,0,0,0,0,0,0,0,0
SLC8A3,3,3,3,3,0,4,0,1,0,3,3,9
DICER1,1468,1668,1572,962,1485,1526,1372,1582,1768,2161,2694,942
ZFYVE21,788,885,613,469,659,619,953,1042,962,1048,1214,493
MTHFD1,8559,10316,7098,4200,9862,9446,8476,10644,10568,13918,12690,5161
TCL1A,0,0,3,0,3,2,0,1,0,3,0,0
ZC3H14,2956,3676,2435,1798,3347,3285,2805,3648,3550,4912,4911,2059
TELO2,1949,2133,1570,1183,2088,2331,1492,1839,1561,2510,2732,1156
PCNX1,3304,3367,2582,1536,2397,2449,3511,4772,3666,4489,4628,1660
BDKRB1,4,2,5,0,1,0,4,7,1,5,4,2
GSKIP,296,297,209,122,156,222,244,398,332,328,386,171
VRK1,1314,1682,1259,763,1210,1416,1615,1747,1754,1938,2461,883
PSMC1,3274,3767,2863,1898,3185,3718,2624,3966,3681,4810,5458,2317
PAPLN,380,485,346,197,281,211,969,884,747,500,580,229
RPS6KA5,576,715,471,404,355,369,613,1023,931,875,897,312
PPP4R3A,3038,2811,2141,1343,2381,2522,2588,3677,3392,4359,3361,1428
C14orf93,260,249,195,187,193,179,362,448,266,354,235,176
PSMB5,5302,5750,4440,3157,4423,5139,4579,6202,4326,7791,3757,3096
YY1,6453,7171,5116,3231,5777,6306,5999,7431,6354,9964,7689,3265
ACIN1,9437,10124,7902,4871,9117,9345,8074,11306,8902,13657,8280,5114
CCNB1IP1,2114,2276,1735,917,1148,1845,1494,2348,1911,3289,2310,1048
TRIP11,1096,1512,941,692,615,1011,1267,1770,1880,1787,2200,925
APEX1,4964,4889,3760,2878,5423,4400,4444,5688,4350,6918,6667,2894
PABPN1,5307,5430,4008,2958,4724,4641,5160,7138,5143,7006,3682,2934
EFS,1,0,1,0,0,0,0,0,0,0,0,0
ARHGAP5,1595,2039,1848,851,572,1180,1793,2728,2758,2446,1572,1251
CINP,960,1079,808,450,732,846,923,1166,1211,1404,1709,606
DHRS2,107,53,70,113,119,41,16,18,29,177,63,58
SRP54,1566,2147,1489,927,966,1167,1737,2437,2021,2498,1500,1103
CPNE6,0,0,0,0,0,0,0,2,0,0,0,0
CHD8,7139,8218,6350,3542,5857,5803,7903,10335,8080,11678,5167,4909
PCK2,1049,865,771,281,380,252,1105,2131,1409,1216,361,267
PRORP,1607,1738,1397,926,1336,1290,1988,2278,1769,2368,1425,1081
DCAF11,1733,1852,1517,862,1087,1176,2553,3258,2081,2389,1180,935
PSMA6,3250,4090,3272,2164,2518,3326,2994,4181,3501,4928,3026,2169
NFKBIA,676,714,566,316,425,390,599,792,637,924,339,310
EMC9,547,561,378,288,343,301,551,828,631,713,313,229
PSME2,2365,2263,1654,1036,1499,1585,2343,2897,1951,3852,1330,1515
BRMS1L,509,589,313,190,455,284,388,477,372,819,358,333
REC8,42,57,25,20,51,31,40,60,26,30,15,25
TM9SF1,1877,2041,1389,1002,1158,1162,1854,2631,1979,2507,1250,821
SEC23A,3601,5379,3714,2613,2845,3381,4949,6268,6663,6409,6965,3098
GMPR2,2323,2324,1763,1133,1469,1801,2160,2939,2216,3300,1417,1533
PNN,4433,6161,4550,2427,5394,6218,3369,4676,4675,7863,8355,2809
RABGGTA,545,459,450,347,610,451,472,700,503,694,463,258
NFATC4,206,323,293,283,263,155,796,753,485,989,236,178
PLTP,115,107,87,49,41,41,177,200,143,148,122,72
PCIF1,579,643,423,297,455,480,789,1054,816,822,957,335
GSS,1924,2093,1533,887,1860,1395,2331,3167,2251,2555,2681,1035
MMP9,1,5,1,1,1,0,1,0,0,3,0,2
VSX1,0,0,0,0,0,0,1,1,0,0,0,0
TRPC4AP,2323,3014,1822,1275,1865,2299,2690,3359,2534,3810,3432,1408
PYGB,1374,1499,936,748,1923,1523,1605,2270,1512,1153,2349,894
ABHD12,1279,1784,1062,761,1197,1145,1571,2063,1532,1183,2124,915
PROCR,1000,1178,756,332,791,1028,1142,1332,1068,1590,2183,613
GINS1,2465,2922,2072,1633,2079,1993,2678,3329,2662,1834,3978,1653
NINL,684,1159,576,453,638,572,1011,1316,744,758,1241,719
CD40,0,0,0,4,0,0,3,2,4,0,6,0
UQCC1,1545,1592,1314,805,1069,1356,1199,1891,1646,2198,2311,877
ZMYND8,2510,2776,2116,1095,2042,1763,2887,4050,2611,3548,2962,1216
SGK2,21,5,7,2,1,7,1,6,4,8,12,12
IFT52,585,637,502,361,527,469,678,905,700,904,975,362
MYBL2,8615,8873,6861,5433,9381,8135,8410,11056,7966,13910,11406,5297
R3HDML,0,0,0,0,0,0,0,0,0,0,0,0
HNF4A,3,1,4,1,1,6,9,5,1,4,5,4
NDRG3,2719,3011,2383,1284,1760,2097,2916,4097,2931,3828,4367,1647
SLA2,3,5,3,1,8,3,4,2,6,9,4,6
RAB5IF,1702,2229,1513,1351,1755,1985,1443,1833,1634,2852,3663,1220
NFATC2,250,278,197,26,27,98,326,425,323,351,228,124
RIMS4,921,849,868,547,1089,674,553,785,575,1128,1180,524
PABPC1L,422,402,403,170,314,320,582,759,497,646,736,229
STK4,2833,3211,2367,1553,2357,2557,2539,4237,2876,4286,4663,1817
SALL4,12,11,8,2,2,12,14,13,14,6,10,4
ADNP,3806,4335,3387,2091,2305,3227,3618,5181,4393,5298,5929,2585
PFDN4,262,499,409,228,187,373,182,288,334,359,872,335
DOK5,0,0,0,0,0,0,0,0,0,0,2,7
CSTF1,1139,1417,918,671,1250,1077,1409,1655,1230,1876,2022,829
BMP7,758,426,677,101,642,394,107,46,409,478,730,421
RAE1,1385,1466,1235,671,1455,1346,1315,1620,1229,2244,2262,752
TPD52L2,3758,3642,2620,1487,3632,3039,3354,4408,3058,5550,4435,2065
DNAJC5,3342,3489,2576,1689,2723,2996,3039,3910,2936,5174,4392,1947
NELFCD,2631,2969,1798,1493,3029,2627,2838,3605,2429,4501,4382,1508
CTSZ,4,7,836,480,960,4,3,2,3,2935,12,1312
PRPF6,2931,2834,2258,1401,3294,2566,2434,3586,2593,3961,3968,1580
TUBB1,3,0,0,0,2,0,1,0,0,0,0,1
PRELID3B,2120,2618,1773,1276,2169,2243,2121,2894,2253,3682,3754,1583
HRH3,1,0,0,1,3,1,0,0,0,3,1,1
MTG2,1137,1135,839,485,971,913,995,1269,912,1609,1667,579
PSMA7,4999,5498,4057,2842,4896,4757,4433,6206,4558,6913,7239,2736
SLCO4A1,263,187,214,82,270,192,165,177,136,196,335,80
NTSR1,5,5,5,12,57,11,0,2,2,8,23,5
MRGBP,1260,1337,1049,715,1122,1079,1259,1604,1153,1719,1710,749
TCFL5,422,544,409,309,414,395,498,520,435,611,764,355
DIDO1,4166,4872,3657,2227,3791,3357,4127,5550,3860,6288,6083,2573
GID8,1825,2189,1569,1174,1668,1668,2392,2407,2176,2735,2691,1275
SLC17A9,1,0,0,1,5,0,0,1,0,1,0,0
BIRC7,0,0,0,0,0,0,0,0,0,0,0,0
NKAIN4,0,0,0,0,0,0,0,0,0,0,1,0
ARFGAP1,1360,1424,901,709,1716,1661,1427,1903,1369,2260,2232,922
AVP,0,0,0,0,0,0,0,0,0,0,0,0
COL20A1,7,1,2,1,8,5,2,0,0,3,3,8
CHRNA4,0,0,0,0,0,0,0,0,0,0,0,0
EEF1A2,4627,6156,3418,553,587,1842,9768,10687,8418,4731,5474,3399
PTK6,28,32,22,10,5,9,42,21,56,25,16,14
GMEB2,1018,949,757,556,756,805,893,1134,872,1423,1155,520
C20orf27,1462,1533,1231,940,2044,1942,1450,1825,1386,1260,2736,898
SPEF1,12,11,10,5,3,3,9,18,8,12,16,5
CDC25B,5385,5579,3978,3323,5113,4280,4970,6958,4698,3609,5794,3063
ISM1,24,10,19,6,21,34,8,12,14,23,35,8
RNF24,433,443,369,317,526,398,341,433,285,381,583,316
ARFRP1,687,776,529,321,446,623,686,913,654,913,890,440
NDUFAF5,462,505,400,310,461,522,363,548,409,383,871,369
SEL1L2,1,0,0,0,0,0,0,0,0,0,0,1
TRIB3,957,691,678,199,369,411,678,1868,1293,658,654,275
RASSF2,696,809,531,425,482,652,507,554,505,419,752,460
CSNK2A1,5116,6051,4462,2779,4718,5215,5333,6738,5312,4468,9021,3362
SLC52A3,1,9,6,4,0,0,0,1,12,0,10,8
RPS10P5,0,0,0,0,0,1,0,1,0,0,0,0
ANGPT4,9,18,18,6,1,9,6,9,15,7,33,12
RSPO4,792,868,608,364,641,647,751,918,795,583,941,375
CDS2,2817,3597,2562,1681,2085,2338,3336,3917,3300,1991,3836,1798
PROKR2,0,0,0,0,0,0,0,0,0,0,0,0
HM13,3329,3533,2488,1687,3735,3940,2659,4150,3286,5289,5237,1800
SNPH,167,160,118,106,157,107,223,235,151,117,307,82
MYLK2,15,6,16,11,13,9,7,13,4,14,9,9
SIRPB1,2,3,11,5,2,1,0,0,1,2,4,2
SEC23B,2566,2587,1994,1027,2139,1962,2450,4211,2920,1939,3098,1272
FERMT1,154,236,147,33,215,172,138,171,93,216,135,138
HAO1,0,0,0,0,0,0,0,0,0,0,0,0
PDYN,0,0,0,0,0,0,0,0,0,0,0,0
CCM2L,12,17,11,10,3,11,11,11,6,24,18,13
PLCB4,1460,1309,847,320,713,1163,1005,1460,1072,1163,1289,774
MYL9,1372,1393,1778,1188,1478,1117,4092,4977,3493,7027,4273,2518
HCK,2,3,1,0,2,1,1,1,1,0,2,0
TM9SF4,3311,3435,2547,1469,2532,2820,2788,3876,2862,4662,4642,2078
TLDC2,1,5,2,0,3,2,1,3,0,1,8,1
CRNKL1,1335,1479,1224,732,1093,1102,958,1525,1388,869,2054,836
POFUT1,3509,3746,2541,1917,3893,3506,3200,3762,2857,5583,5265,2055
SAMHD1,2425,3181,2365,1483,1767,2284,2512,3882,3103,3491,4424,1535
PAK5,1,0,2,0,0,0,0,1,0,1,1,3
KIF3B,2144,2497,1817,1302,1651,1962,2003,2590,1953,3435,3224,1423
MROH8,22,70,31,9,11,21,31,56,46,65,65,28
NOP56,3851,3861,3163,1917,5169,4505,2711,3997,3123,3535,4806,2209
MANBAL,1022,929,708,459,650,779,803,1031,767,1336,1075,548
IDH3B,2838,2665,2171,1370,2589,2412,2356,3114,2309,2045,4189,1512
MAPRE1,4286,5656,3916,2918,3640,4646,4517,5347,4515,6525,8159,3166
JAG1,387,366,242,213,565,671,464,1059,653,417,772,217
CDK5RAP1,1306,1159,1010,662,1463,1226,1086,1459,1147,1868,1713,761
SNTA1,786,843,612,397,439,481,1169,1321,939,1042,1113,421
OXT,0,0,0,0,0,0,0,0,0,0,0,0
TTI1,1815,1979,1387,998,1730,1642,1531,2114,1596,3177,2845,1220
E2F1,1391,1333,1025,841,1058,1104,1057,1377,1056,1967,1488,757
RPRD1B,1984,2131,1671,996,1789,1720,1903,2321,1454,3640,1990,1171
PXMP4,1175,1267,814,505,651,600,1103,1642,1187,1520,1602,607
CHMP4B,2269,2644,1826,1184,2255,2037,2066,2759,1985,3226,3410,1341
BPI,0,0,0,0,0,0,0,0,0,0,0,0
CST9L,0,0,0,0,0,0,0,0,0,0,0,0
SLC32A1,2,0,0,0,0,1,0,0,0,0,0,0
CST3,967,1176,750,792,1405,985,1792,2115,1471,1037,2701,786
ASIP,0,0,0,0,0,1,0,0,0,0,0,0
CST4,0,0,0,0,0,0,0,0,0,0,0,0
ACTR5,307,308,266,204,427,340,269,331,229,433,439,206
WFDC2,2,0,4,1,0,2,0,1,2,2,0,0
AHCY,6081,7425,4840,3532,6176,6226,5951,7519,5961,10147,9513,3838
PPP1R16B,84,85,69,32,74,79,75,34,18,67,78,53
