gene_name,DLD1_WT_replicate1,DLD1_WT_replicate2,DLD1_Furin_KO_replicate1,DLD1_Furin_KO_replicate2,HCA7_WT_replicate1,HCA7_WT_replicate2,HCA7_Furin_KO_replicate1,HCA7_Furin_KO_replicate2,HT29_WT_replicate1,HT29_WT_replicate2,HT29_Furin_KO_replicate1,HT29_Furin_KO_replicate2
CRYBB2P1,272,195,232,136,172,249,163,242,314,410,288,309
MFNG,11,6,4,7,28,61,11,10,27,10,20,12
CARD10,382,343,319,280,638,1117,569,717,573,696,559,422
LRP5L,131,87,90,77,113,252,107,104,153,158,159,154
SLC25A1,1324,1289,1384,1057,1844,2888,1727,2004,1710,2599,1599,1611
GRK3,1104,702,964,753,549,867,585,651,148,198,75,90
PLA2G3,0,0,0,0,1,0,0,0,0,0,0,0
LGALS2,0,0,0,0,0,1,0,0,72,104,36,35
GGA1,1275,959,1003,821,850,1354,937,1230,710,810,639,520
HIRA,1281,1171,994,705,1466,2264,1461,1867,1615,2441,1755,1711
SH3BP1,727,565,637,464,573,936,550,658,604,811,571,527
SEZ6L,0,0,0,0,0,0,0,0,0,0,0,0
LGALS1,72,45,62,36,5,4,7,4,30,52,31,28
HPS4,720,602,626,577,764,1268,840,1126,500,521,404,435
PIK3IP1,8,4,15,15,52,74,76,116,35,35,39,39
SRRD,551,512,562,359,362,430,336,444,218,288,202,252
PATZ1,518,463,522,393,649,1024,708,879,617,747,608,568
TRIOBP,1399,1235,1143,881,502,790,594,807,801,970,627,616
TFIP11,924,846,824,639,440,654,487,657,339,454,261,323
GCAT,341,276,254,162,275,422,282,375,111,146,108,115
GGTLC2,0,2,0,0,4,2,0,1,1,0,0,2
CRYBB1,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD54,385,350,337,262,292,419,327,448,140,199,120,149
EIF3L,4917,4119,4461,3035,4560,7269,5679,7155,2829,3598,2672,2691
SNU13,1850,1674,1560,1034,1504,2330,1522,1965,752,1153,840,810
MICALL1,642,641,495,421,398,856,722,977,344,431,293,285
POLR2F,447,394,340,288,499,775,497,648,315,453,345,401
SOX10,0,0,0,0,0,0,0,0,0,0,0,0
CCDC134,308,186,227,168,136,172,122,155,84,138,59,51
DEPDC5,587,331,373,327,297,541,328,525,193,344,212,201
PICK1,808,578,598,474,499,745,543,740,391,573,372,396
TTC28,10,2,3,3,61,65,134,142,0,15,2,2
SLC16A8,1,1,0,0,0,0,1,0,0,0,0,0
CENPM,517,471,387,280,398,673,368,475,235,327,205,203
SEPTIN3,91,82,152,139,2,9,0,0,6,2,6,5
SLC5A1,13,22,3,3,45,49,6,3,417,585,77,77
TPTEP1,49,26,42,48,36,51,28,48,84,86,92,73
SLC5A4,0,0,0,0,0,0,0,0,0,0,0,0
KDELR3,1025,769,810,607,159,262,128,156,537,753,467,507
CYP2D6,25,2,17,13,0,37,16,0,84,80,80,81
DDX17,11151,8488,9334,7127,8103,12770,9422,12399,6867,7447,5755,5428
DMC1,31,19,32,21,41,53,73,65,22,15,6,13
HSCB,173,134,171,92,152,254,226,226,151,180,154,143
CBY1,277,254,300,209,285,483,403,546,125,193,114,114
TOMM22,1824,1580,1562,1131,1643,2248,1448,1991,779,1139,664,718
RSPH14,1,2,5,2,0,0,0,0,1,2,1,3
XBP1,1562,1372,1230,848,2834,4163,3031,3803,4949,5957,3487,3377
RTCB,2922,2264,2050,1676,1827,2918,2153,2910,801,1123,840,803
JOSD1,1992,1738,1679,1245,1941,3073,1647,2086,961,1259,811,794
FBXO7,1452,1319,1509,1025,1282,1832,1377,1802,654,944,645,626
GTPBP1,1079,988,1139,762,856,1580,957,1151,671,940,734,546
POLDIP3,1461,1488,1357,1070,1383,1964,1341,1764,840,1204,756,761
RAB36,71,36,46,25,8,18,5,11,34,32,46,26
TIMP3,382,306,201,138,1760,2619,578,720,1,0,0,0
PPP6R2,1412,978,1098,774,781,1250,929,1111,658,784,624,623
SBF1,3210,2439,2194,1700,3484,5951,3730,4896,1366,1672,1193,1262
SUN2,1449,1173,1455,1072,854,1341,987,1409,1255,1729,971,1001
CYB5R3,1697,1507,1867,1440,1592,2266,1395,1763,1334,1827,1409,1405
DNAL4,85,64,85,57,68,84,110,170,87,138,92,98
C22orf31,1,0,0,0,0,0,0,0,0,0,0,0
MIOX,6,8,5,5,7,13,7,7,10,2,0,6
LMF2,1646,1362,1250,868,699,1315,1070,1215,629,706,484,527
RHBDD3,381,304,314,228,278,530,271,351,510,620,431,373
PACSIN2,1940,1633,1799,1246,1216,1929,1199,1683,931,1280,777,870
TTLL1,30,18,28,22,29,36,18,33,21,19,14,21
RASL10A,19,15,14,8,2,6,2,2,2,1,2,2
AP1B1,2370,1978,1945,1483,1377,2207,1568,1881,2053,3002,2034,1854
HMGXB4,896,749,858,591,532,822,535,632,330,486,319,333
TOM1,352,276,375,268,306,452,314,412,228,227,278,202
NEFH,0,1,0,0,0,0,0,0,0,0,0,0
CHKB,578,431,548,382,538,803,556,779,265,330,266,290
BIK,342,304,285,240,663,1207,768,786,4,18,15,13
HMOX1,256,248,245,182,355,598,248,277,97,157,77,94
MCAT,330,379,311,226,413,678,362,496,161,242,165,191
THOC5,1050,805,616,486,582,788,679,789,751,1174,712,746
MCM5,3372,3185,2862,2113,2329,3813,2401,3197,1356,1835,1352,1207
APOBEC3H,3,0,0,1,2,0,0,1,1,0,0,0
ARSA,232,189,269,238,211,425,352,486,156,186,167,138
TSPO,724,705,765,508,1021,2100,1278,1666,1072,1736,994,976
RASD2,1,0,9,1,1,1,0,0,4,2,0,1
TTLL12,3131,2710,2006,1393,2803,4384,2576,3292,823,1330,898,757
CBX7,254,191,240,214,333,549,457,555,167,239,159,156
PDGFB,255,256,270,160,167,192,165,246,219,303,257,216
CABP7,0,0,0,0,0,1,0,1,11,1,4,0
RPL3,22309,19893,20680,14902,29469,48202,38281,48704,19032,27323,19514,20016
ZMAT5,160,138,131,74,90,153,116,144,100,124,108,102
RBFOX2,1357,931,1510,1432,1499,2053,1195,1776,698,952,673,724
SYNGR1,0,0,1,0,13,33,0,0,0,0,1,0
TAB1,292,291,388,281,427,725,465,624,277,354,253,231
ASCC2,1064,933,1009,753,442,675,540,647,1246,1502,985,921
MTMR3,860,623,966,629,480,940,528,866,380,536,374,394
MIEF1,1239,1028,967,748,1235,1977,1113,1453,692,1018,640,564
APOL4,47,33,37,32,25,41,35,49,61,68,44,68
PNPLA5,5,4,6,4,4,2,5,6,2,0,3,0
APOL1,307,233,182,185,19,47,12,35,610,660,515,509
PNPLA3,48,37,70,53,277,543,263,241,9,9,10,9
MYH9,20731,16975,17702,13655,15811,22662,18077,24129,8300,11142,7218,7363
CACNA1I,1,1,58,2,1,0,0,0,5,7,7,7
SAMM50,584,498,491,399,782,1209,865,1103,483,666,388,422
TXN2,1310,1168,1169,933,1003,1572,1025,1296,550,875,477,552
FOXRED2,719,642,710,503,860,1309,936,1160,414,566,390,373
GRAP2,2,0,0,2,0,0,0,0,0,0,0,0
EIF3D,4343,3429,3386,2507,3880,6011,4298,5604,2334,3112,2492,2417
TNRC6B,1177,762,1148,928,815,1203,908,1112,653,548,399,374
SGSM3,1314,1020,990,828,545,736,493,752,1347,1908,1186,1113
IFT27,417,259,304,244,231,230,189,192,71,91,70,83
KIAA0930,1385,1255,1186,1002,588,958,610,825,425,678,525,537
NCF4,3,1,0,0,0,0,0,0,0,0,0,0
CSF2RB,0,0,0,0,0,0,0,0,0,0,1,0
SLC25A17,672,567,494,339,498,872,606,823,310,466,245,303
UPK3A,0,0,0,0,0,0,0,0,27,47,10,8
FAM118A,428,370,421,293,528,834,396,593,879,880,751,568
KCTD17,338,246,324,232,218,316,137,189,43,57,49,49
ST13,5557,4801,5352,3978,5456,7339,5453,7256,2082,2551,1840,1912
IL2RB,2,1,1,0,3,0,0,0,8,3,2,11
RBX1,713,673,594,453,685,1264,861,1086,348,513,336,389
EP300,2169,1351,1384,1229,1923,3422,2511,3361,1446,1566,1419,1166
L3MBTL2,1012,884,791,550,622,873,636,759,494,582,428,420
CHADL,10,2,7,12,14,20,16,21,0,0,5,0
RANGAP1,4543,3620,3355,2692,2570,4519,3061,4518,1176,1819,1351,1167
ZC3H7B,2304,1798,1976,1490,1827,2947,1898,2373,1097,1471,1050,1086
PHF5A,1198,1004,772,524,897,1214,758,1125,399,603,347,382
ACO2,1665,1463,1392,1113,1417,2035,1262,1690,837,1117,672,711
POLR3H,1512,1395,1266,765,1047,1571,1100,1494,630,821,555,548
TRMU,1425,1035,1032,808,888,1509,920,1173,684,804,562,615
PMM1,229,255,284,181,196,337,214,247,246,349,269,294
DESI1,1028,982,785,614,1119,1520,892,1194,604,821,543,633
CERK,975,833,1048,684,1405,2418,1938,2465,306,431,369,442
BRD1,1078,834,935,645,663,968,622,974,546,590,530,493
ZBED4,975,876,774,589,909,1345,904,1200,627,791,568,548
MLC1,0,0,0,0,0,0,0,0,0,0,0,0
HDAC10,667,507,601,392,572,1100,636,847,524,538,467,306
KCNK10,5,3,6,4,41,11,8,7,7,5,1,4
ABHD4,756,672,1006,692,112,374,148,312,150,200,85,85
KHNYN,1485,1134,1786,1296,1187,2004,1615,2038,1168,1601,1183,1050
FKBP3,1753,1403,1518,1225,1350,1837,1573,1899,572,756,569,550
SDR39U1,479,378,429,345,297,562,485,672,377,511,366,358
CTSG,0,0,0,0,0,0,0,0,0,0,0,0
GZMH,0,1,0,0,0,0,0,0,0,0,0,0
GZMB,0,0,0,0,0,1,0,0,0,0,0,0
RBM23,1300,1007,1453,899,1129,1602,1185,1432,756,926,646,642
PRMT5,2645,1982,2300,1483,3017,3759,2471,4234,893,1629,854,1262
COCH,665,526,892,730,988,1206,2051,2815,48,52,50,41
AP4S1,285,247,252,213,179,292,232,278,102,101,102,83
POLE2,270,272,320,217,325,441,318,447,264,361,201,243
VCPKMT,190,156,175,134,134,229,139,194,129,163,139,92
SOS2,226,214,262,194,497,646,538,682,246,239,167,192
CDKL1,92,41,93,51,32,18,64,80,66,22,48,55
NIN,905,853,1166,839,1165,1559,1730,2267,580,752,520,483
PYGL,304,257,324,233,1872,2546,2276,3022,710,1000,791,862
TRIM9,2,1,5,2,1,4,0,0,0,0,0,0
PSMC6,2782,2201,2336,1721,2012,2614,1707,2387,1005,1239,913,935
GNPNAT1,2209,1932,1821,1248,1805,2581,2233,2647,1483,1874,1313,1304
DDHD1,1582,1118,1312,1008,713,1131,1370,1566,345,332,256,269
CDKN3,1092,961,1331,979,1268,1616,1714,2225,302,421,234,281
CNIH1,2939,2358,2378,1792,2190,3232,2655,3637,1668,1817,1052,1128
CGRRF1,169,127,183,117,136,242,224,275,76,94,33,59
ATP6V1D,986,838,906,699,526,924,581,804,384,512,417,335
CCDC198,5,8,7,0,0,6,6,14,441,393,389,325
PLEK2,600,521,743,548,1277,1860,1207,1554,334,509,388,370
PIGH,137,136,156,106,203,338,219,281,189,201,123,135
LRRC74A,0,0,0,1,0,0,0,1,0,0,0,0
PSMA3,2839,2359,2254,1766,1914,2878,1807,2339,1041,1456,1011,1131
VTI1B,956,848,1004,571,839,1222,958,1157,517,764,497,530
TIMM9,342,293,310,234,323,421,312,361,188,218,160,175
GSTZ1,218,193,285,176,210,441,160,187,153,182,161,175
KIAA0586,578,440,605,451,344,610,447,618,258,431,281,202
TMED8,817,614,719,552,831,1200,965,1241,208,254,239,204
SAMD15,31,25,35,23,25,24,22,50,17,18,13,14
AHSA1,2962,2558,2547,1950,2777,3454,2256,2938,948,1413,976,1057
DAAM1,441,232,329,279,445,481,472,629,326,382,230,182
ISM2,10,4,5,5,85,111,47,69,0,0,0,0
SPTLC2,4180,3325,4173,2992,2020,2207,1668,2443,2921,3422,2244,2566
RIN3,318,298,355,216,265,480,328,394,0,1,0,0
LGMN,537,417,464,391,478,737,605,893,1142,1422,897,933
ALKBH1,266,215,228,151,178,330,188,268,126,161,123,135
SNW1,1417,1127,1388,1114,1076,1436,1041,1372,588,776,550,547
CHGA,2,0,0,0,0,0,0,0,0,0,0,0
DHRS7,853,684,934,707,731,1039,968,1173,334,419,193,255
PPM1A,1068,951,989,805,854,1128,755,1115,589,667,420,453
SIX4,230,180,89,99,1,4,7,5,100,80,83,103
GALNT16,18,13,12,8,9,14,9,20,15,11,14,11
CEP128,280,293,228,201,125,305,205,255,66,74,42,48
ERH,2662,2356,1867,1468,2055,3268,1989,2696,1144,1449,1130,1073
HIF1A,3174,2600,2570,1737,2134,2727,1768,2351,895,1192,826,1026
SUSD6,245,262,296,215,165,305,224,294,509,499,526,431
SRSF5,4024,3238,3513,2890,2678,3401,2223,3040,2242,3082,2395,2401
SLC10A1,0,0,0,0,0,0,0,0,0,0,0,0
EIF5,6943,6045,5781,3986,5510,9369,7452,8611,2296,3267,2386,2297
SERPINA4,0,0,0,0,0,0,0,0,37,49,24,12
SLC8A3,0,0,0,0,0,0,0,0,0,0,0,0
DICER1,2752,2145,2143,1706,1240,2300,1261,1556,951,1174,771,685
ZFYVE21,633,556,649,444,449,791,486,633,319,366,345,264
MTHFD1,3972,3251,3029,2369,3059,3779,2729,3508,1820,2379,1420,1546
TCL1A,0,0,0,0,1,0,0,1,0,1,0,2
ZC3H14,1966,1662,1798,1411,1199,1492,1153,1416,701,843,580,533
TELO2,1990,1532,1516,1132,1143,2120,1098,1323,1226,1645,1198,1161
PCNX1,1555,1379,1588,1373,1635,1736,1570,1658,953,916,655,758
BDKRB1,32,21,20,13,41,68,29,46,4,6,0,2
GSKIP,801,493,442,298,806,1459,810,1078,347,442,275,441
VRK1,718,583,674,481,787,1002,658,808,286,478,285,318
PSMC1,2168,1852,1588,1089,928,1837,1127,1508,669,832,562,582
PAPLN,21,8,6,0,24,21,39,58,22,18,22,8
RPS6KA5,255,217,268,259,541,821,489,528,207,331,318,246
PPP4R3A,2378,1938,1921,1512,1840,2224,1629,2045,1043,1363,976,928
C14orf93,63,45,64,53,106,169,117,125,159,151,125,108
PSMB5,2470,2194,2018,1459,2187,3732,2448,3278,1054,1551,1026,1077
YY1,2887,2615,2922,2146,2510,3479,2668,3408,1724,2136,1488,1562
ACIN1,5423,4336,4794,3496,3122,4640,3096,4232,2763,2923,2582,2485
CCNB1IP1,816,678,793,624,936,1482,1046,1434,508,699,481,493
TRIP11,1904,1891,1981,1429,1048,1186,587,885,576,579,386,348
APEX1,2748,2502,2741,2123,2825,4045,2765,3730,1495,2074,1545,1594
PABPN1,3370,3024,3042,2214,2758,3363,2644,3288,1487,2204,1542,1625
EFS,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP5,4787,4003,3980,2912,2461,3483,2711,3410,1818,2106,1238,1297
CINP,365,356,341,252,299,475,348,466,232,297,185,191
DHRS2,13,7,10,3,91,135,174,229,182,197,119,113
SRP54,1466,1137,1065,787,1172,1621,1018,1281,735,896,693,746
CPNE6,0,0,0,0,0,1,0,0,0,0,0,0
CHD8,2260,2031,1953,1318,1549,2329,1839,2590,1084,1535,1209,1222
PCK2,1033,847,727,604,1153,2113,940,1134,371,560,265,255
PRORP,960,884,899,642,944,1336,970,1214,328,495,291,373
DCAF11,1061,876,1124,902,989,1572,1185,1523,736,1046,751,791
PSMA6,2738,2435,2467,1638,2279,3330,2187,2853,1066,1593,1075,1081
NFKBIA,886,727,685,433,542,743,432,572,240,321,240,230
EMC9,262,246,256,187,187,374,283,337,192,229,169,165
PSME2,2232,1929,1731,1285,1683,2796,1822,2283,1004,1324,969,986
BRMS1L,410,291,331,287,219,248,125,169,159,134,97,113
REC8,88,88,132,52,77,96,54,68,19,16,30,34
TM9SF1,615,449,566,461,359,716,697,844,507,736,508,396
SEC23A,2204,1791,2132,1450,2393,3524,2363,3114,775,995,689,668
GMPR2,1109,886,1016,899,664,903,849,1163,460,542,361,418
PNN,4245,3676,4384,3305,4440,5452,3017,4178,2540,2763,2273,2057
RABGGTA,387,376,322,228,263,475,335,460,296,314,278,203
NFATC4,39,26,60,45,3,0,1,5,43,57,85,66
PLTP,0,0,0,0,3,6,3,0,42,44,41,33
PCIF1,380,307,377,273,458,712,475,578,498,681,446,503
GSS,944,784,997,700,1070,1671,1436,1811,736,1061,625,627
MMP9,0,0,0,0,0,0,0,0,0,1,0,1
VSX1,0,0,1,0,2,1,5,1,0,2,0,0
TRPC4AP,1909,1589,1480,1083,1601,2580,2047,2684,1498,2128,1473,1533
PYGB,1353,957,897,617,1800,2456,2320,3429,12555,16320,10346,9916
ABHD12,615,546,588,408,946,1429,1126,1360,1587,2120,1242,1158
PROCR,744,584,820,629,113,270,195,239,1407,1873,1469,1560
GINS1,1111,851,845,616,1468,2449,1644,1980,580,736,480,543
NINL,118,59,175,69,83,94,70,127,2,2,3,1
CD40,0,0,0,0,0,0,0,0,0,0,0,1
UQCC1,1042,967,977,612,1126,1675,1269,1497,1089,1554,1094,908
ZMYND8,774,684,793,637,724,957,658,867,1869,2221,1328,1341
SGK2,9,14,14,13,13,17,11,10,557,651,394,384
IFT52,312,269,301,204,481,720,528,739,451,714,483,482
MYBL2,1651,1462,1658,1248,3623,5526,2736,3421,1742,2369,1574,1540
R3HDML,0,0,0,0,0,1,1,0,0,0,0,0
HNF4A,621,546,546,393,3626,5783,3454,4405,1193,1527,1095,1096
NDRG3,843,747,778,559,809,1162,832,1063,871,1169,805,796
SLA2,7,1,4,2,1,2,3,3,3,7,7,1
RAB5IF,1636,1462,1276,883,1514,2546,1628,2141,1901,2796,1635,1717
NFATC2,0,0,0,0,0,0,0,0,40,58,11,10
RIMS4,0,1,0,0,1,1,0,0,0,0,0,0
PABPC1L,1090,780,1016,873,1069,1573,1289,1726,2197,2401,2086,1909
STK4,1367,1131,1211,890,1362,2011,1412,1785,1744,2006,1439,1409
SALL4,69,81,95,87,0,2,1,6,72,74,75,45
ADNP,1698,1330,1433,1108,2586,3659,2762,3314,2810,3720,2300,2592
PFDN4,286,237,224,180,358,487,335,469,371,453,368,345
DOK5,0,0,0,0,0,0,0,0,0,0,0,0
CSTF1,621,560,667,512,1017,1407,851,1140,770,1029,546,648
BMP7,21,8,15,10,2950,4454,4118,5544,14,12,14,15
RAE1,1593,1243,1105,762,1346,2083,1399,1834,936,1247,866,899
TPD52L2,2488,2119,1763,1244,2872,4392,3485,4441,3061,4188,2752,3004
DNAJC5,1573,1253,1370,1058,1408,2333,1733,2210,2137,2815,1982,1900
NELFCD,1283,1256,1059,860,2166,3208,1678,2079,2440,3287,2343,2273
CTSZ,542,469,88,63,2061,2819,1928,2590,5238,6340,3586,3586
PRPF6,1695,1385,1453,1096,1616,2519,1753,2507,2242,3000,2237,2256
TUBB1,1,0,0,0,0,1,0,0,2,6,4,3
PRELID3B,2379,2077,1853,1338,3545,4865,3509,4609,2249,3499,2129,2536
HRH3,0,0,0,0,0,0,0,0,0,0,0,0
MTG2,889,730,714,564,814,1175,761,1014,637,923,761,752
PSMA7,4515,3998,3495,2426,4228,7644,4818,5969,3943,5673,3848,3842
SLCO4A1,933,804,652,521,1671,2427,1458,1830,1163,1508,1151,1011
NTSR1,2,0,0,2,0,0,0,0,1727,2067,1810,1737
MRGBP,565,574,446,359,625,954,661,876,964,1378,896,894
TCFL5,302,276,296,244,483,661,469,667,477,583,500,459
DIDO1,1950,1533,1617,1261,2557,3905,2431,3069,3462,4207,3043,3003
GID8,1180,1039,1002,731,1325,1901,1281,1636,1721,2252,1711,1560
SLC17A9,0,2,0,2,51,66,3,2,3106,3697,2605,2508
BIRC7,2,1,0,0,0,0,0,0,28,33,55,37
NKAIN4,1,1,0,0,0,0,0,0,0,0,0,0
ARFGAP1,1644,1362,1221,978,1532,2846,1687,2446,2393,2758,2203,2080
AVP,0,0,0,0,0,0,0,0,0,0,0,0
COL20A1,3,8,1,0,1,5,1,1,13,16,46,29
CHRNA4,0,0,0,0,0,0,0,0,0,0,0,0
EEF1A2,250,208,1522,1100,0,0,0,0,346,512,103,109
PTK6,508,356,346,260,40,47,89,102,509,629,392,477
GMEB2,454,409,453,357,508,787,565,728,612,857,592,611
C20orf27,919,859,674,488,378,650,400,553,549,788,518,470
SPEF1,6,2,4,1,0,1,3,5,4,4,5,2
CDC25B,1806,1603,1547,1051,937,1346,1031,1191,1391,1788,1298,1161
ISM1,516,420,385,297,5,12,17,17,0,0,0,1
RNF24,590,381,558,388,86,81,30,64,179,268,158,141
ARFRP1,620,570,463,354,474,946,719,860,743,1040,736,722
NDUFAF5,335,278,249,157,105,211,92,140,217,278,148,184
SEL1L2,0,0,0,0,0,0,0,0,0,0,0,0
TRIB3,2143,2034,1734,1335,1319,2232,1190,1418,546,791,486,460
RASSF2,14,10,8,8,2,3,2,0,1,0,9,3
CSNK2A1,3068,2867,2568,1896,1725,2288,1458,1893,2249,3055,1747,1788
SLC52A3,331,284,272,217,126,230,121,179,594,752,303,293
RPS10P5,2,3,0,3,0,0,1,2,0,1,0,2
ANGPT4,4,6,9,2,6,3,4,7,6,3,4,5
RSPO4,0,0,0,0,0,0,0,0,0,1,0,0
CDS2,1555,1165,1304,831,601,988,826,971,575,700,421,343
PROKR2,0,0,0,0,0,0,0,0,0,0,0,0
HM13,2517,1979,1985,1507,2468,3929,2659,3713,4270,5329,3239,3294
SNPH,27,18,16,24,0,3,1,2,2,3,3,5
MYLK2,24,12,24,8,16,24,18,16,3,6,1,3
SIRPB1,0,0,0,1,0,1,0,2,7,3,2,0
SEC23B,1852,1641,1623,1061,1119,1276,1035,1470,1061,1359,847,852
FERMT1,1044,955,660,490,942,1453,992,1268,3102,4168,2506,2716
HAO1,0,0,0,0,0,0,0,0,0,0,0,0
PDYN,0,0,0,0,0,0,0,0,0,0,0,0
CCM2L,2,4,0,0,0,0,2,0,0,0,0,2
PLCB4,1196,926,811,584,169,240,89,134,116,104,10,19
MYL9,16,11,30,23,9,22,50,51,16,25,14,16
HCK,2,1,0,1,0,4,1,1,0,0,2,0
TM9SF4,1387,1163,1353,1003,2029,3174,2244,3056,3012,3669,2424,2290
TLDC2,19,22,42,23,120,176,103,126,1,4,1,0
CRNKL1,852,666,807,578,334,412,308,390,386,576,323,410
POFUT1,1488,1381,1683,1212,4467,6371,3648,5341,2512,3672,2075,2037
SAMHD1,928,688,774,586,579,847,832,1248,259,335,284,322
PAK5,0,0,0,0,5,2,3,9,0,0,0,0
KIF3B,1370,1231,1265,952,2483,3724,2642,3479,1689,2179,1526,1589
MROH8,16,11,19,9,15,21,45,37,11,10,8,14
NOP56,6916,5748,5131,3843,2880,4210,2994,4100,5740,6942,4161,4122
MANBAL,496,428,529,360,725,987,625,924,724,1027,669,682
IDH3B,1666,1281,1119,791,486,623,431,672,1097,1491,877,939
MAPRE1,2877,2600,2611,1891,2813,4267,3058,3756,2521,3600,2312,2575
JAG1,2730,1915,2353,1879,1711,2076,1185,1532,662,815,408,398
CDK5RAP1,907,638,627,463,1075,1313,902,1291,771,902,705,659
SNTA1,75,72,47,39,85,142,116,151,8,15,5,8
OXT,0,0,0,0,0,0,0,0,0,0,0,0
TTI1,782,599,607,470,765,1264,883,1168,935,1145,725,780
E2F1,925,736,610,507,949,1592,1065,1451,1062,1320,878,842
RPRD1B,926,616,780,462,1038,1688,1217,1557,1109,1508,1055,933
PXMP4,144,108,86,68,312,573,326,451,432,507,298,302
CHMP4B,1510,1448,1516,1146,1896,2715,2072,2646,2039,3031,1980,2119
BPI,1,0,0,0,0,0,3,3,1,1,0,0
CST9L,0,0,0,0,0,0,0,0,0,0,0,0
SLC32A1,0,0,0,0,0,0,0,0,0,0,0,0
CST3,1073,973,1156,813,328,542,563,668,1461,1987,1292,1202
ASIP,0,1,0,0,0,0,0,0,0,0,0,0
CST4,0,0,0,0,0,1,0,0,1,4,0,0
ACTR5,317,248,208,169,301,563,360,472,291,429,277,262
WFDC2,0,0,0,0,0,0,0,0,94,145,183,152
AHCY,5261,4642,4004,2970,5812,9088,7432,9726,5126,7325,4670,4866
PPP1R16B,1,0,0,0,0,0,0,0,0,0,0,0
SPINT3,0,0,0,0,0,0,0,0,0,0,0,0
FAM83D,1447,1340,1371,949,1264,1996,1211,1476,542,756,472,471
EPPIN,18,11,17,10,6,15,21,18,6,14,21,12
DHX35,413,250,317,203,412,701,439,561,417,512,355,310
DNTTIP1,439,421,431,334,598,799,634,793,275,419,290,268
MAP1LC3A,34,31,108,69,86,168,126,138,37,40,20,42
SYNDIG1,0,0,0,0,0,0,0,0,0,0,0,0
PIGU,638,494,707,447,929,1314,843,1074,1020,1407,672,740
TNNC2,0,1,0,0,1,5,0,2,6,12,2,2
ACOT8,163,146,146,78,246,374,357,385,341,389,283,309
APMAP,2791,2322,2482,1764,728,1219,949,1211,2863,3589,2061,2010
CELF4,0,0,0,0,0,0,0,0,0,0,0,0
ZNF516,87,83,45,47,0,0,2,5,214,283,214,148
CDH20,0,0,0,0,0,0,0,0,0,1,0,2
ADNP2,1325,1141,1107,870,883,1494,1011,1312,624,756,279,293
RBFA,733,679,712,518,336,484,378,522,248,334,125,138
USP14,3576,2665,2524,1766,2197,3376,2313,2932,2489,3243,2569,2843
VAPA,2367,2131,2097,1432,1698,2508,1843,2267,1634,2414,1508,1749
METTL4,409,400,330,217,299,556,347,425,306,396,320,273
LPIN2,586,483,562,456,1493,2366,1552,2020,1611,2065,1398,1439
SMCHD1,4395,3229,3036,2447,2674,3668,2441,2756,2131,2087,1627,1939
MYOM1,8,15,2,8,23,25,37,44,11,2,22,5
MYL12A,5404,4661,4203,3030,3717,4907,4333,5693,3810,5241,3977,4296
CEP76,863,669,871,531,806,1115,806,951,393,478,365,316
ST8SIA5,29,38,23,27,4,4,6,5,8,8,6,3
CEP192,1267,1087,1101,755,699,1221,684,973,2121,2118,1484,1823
RNMT,1060,820,809,564,563,804,604,747,1060,1329,1014,916
SMAD7,856,660,1019,688,354,633,502,633,228,252,156,158
LIPG,1380,1179,2178,1584,4741,7535,3401,4164,1792,2135,899,942
LAMA1,76,59,73,79,5,5,2,3,3,5,3,1
RNF125,176,182,132,98,79,126,73,92,130,160,133,87
ANKRD12,1094,731,964,706,639,841,619,667,863,862,570,548
NOL4,1,0,0,0,0,0,0,0,0,0,0,0
POLI,256,183,223,178,332,527,523,622,161,167,169,169
MIB1,1314,854,466,369,1286,2063,1761,2196,910,1148,779,828
RBBP8,1208,1104,1141,893,611,744,519,626,601,738,575,658
RIOK3,1537,1327,1025,742,900,1391,1089,1227,892,997,714,780
CSTF2,794,659,787,518,938,1382,993,1294,735,1054,695,728
H2BW2,2,6,2,1,0,0,0,0,0,0,0,0
MXRA5,2,0,0,0,0,0,1,0,0,0,0,0
VSIG1,20,5,9,8,6,11,10,14,24,27,23,12
PSMD10,656,547,554,342,461,705,661,790,349,500,322,370
ATG4A,168,157,170,107,151,162,156,190,109,123,67,79
STS,252,197,114,78,226,328,540,738,164,211,165,163
TBL1X,754,602,608,445,403,550,417,576,327,420,289,250
GPR143,9,6,2,0,73,85,82,110,0,0,0,0
PGRMC1,2120,1848,1597,1259,1810,2984,2065,2730,3301,3876,2242,2192
POLA1,1275,932,932,645,884,1194,847,1128,439,601,403,394
MID1,643,376,355,365,594,1058,595,871,131,183,136,149
NKAP,397,366,394,306,378,531,387,477,310,341,221,260
RHOXF1,0,0,0,0,0,0,0,0,0,0,0,0
NXT2,277,229,213,170,242,341,253,319,194,275,176,161
GUCY2F,0,0,0,1,0,0,0,0,0,0,0,0
ATP1B4,5,5,11,8,4,10,4,6,2,13,9,8
MCTS2P,53,38,43,28,40,61,38,42,50,49,34,40
ALG13,497,490,589,334,395,616,340,576,664,948,633,611
PRPS2,1878,1596,1553,1164,2392,3491,2854,3788,175,301,152,181
TLR8,0,0,0,0,0,0,0,0,0,1,0,0
MOSPD1,770,684,716,582,302,511,1237,1480,134,158,138,150
AMMECR1,1004,877,707,547,864,1332,859,1102,773,1012,665,771
