gene_name,1-D0-Del_PLEC,2-D0-Del_PLEC,3-D0-Del_PLEC,4-D0-Del_PLEC,6-D0-Neg,7-D0-Neg,8-D0-Neg
PLEKHA1,1315,1395,1379,1577,1317,1419,34
PALD1,17,20,14,17,16,32,0
UNC5B,7666,9259,9774,9379,10429,10273,130
CDH23,12,1,2,4,4,4,0
VSIR,211,263,340,313,251,252,1
SPOCK2,1,20,1,4,6,2,0
MICU1,2884,3077,2828,3324,2831,2827,76
PPP3CB,5636,5370,4889,6235,5095,4912,63
CCSER2,3445,3734,3515,3966,3201,3335,25
BMPR1A,2949,3371,3302,3269,3106,2904,40
MINPP1,1686,1768,1524,1776,1590,1461,23
ACTA2,1993,2217,2340,2694,1993,1934,33
LIPA,7744,7859,7679,8108,6573,6062,96
TLX1,0,1,1,0,0,0,0
TWNK,1255,1250,1376,1240,1175,1323,18
LZTS2,4073,5443,5265,6535,5970,5844,75
SFXN3,7508,8125,8013,9831,7983,7953,105
KAZALD1,1633,1888,1955,2159,2091,1892,26
FBXW4,1030,1109,1120,1318,1037,1072,30
FGF8,0,1,0,1,0,0,0
NPM3,1817,1803,1615,1784,1835,1563,35
TNKS2,4957,5004,4839,5631,4688,4713,63
PITX3,0,1,1,0,1,0,0
GBF1,5856,7146,6152,7632,5268,5791,67
ARHGAP21,11705,12639,13623,14214,13159,12211,167
CPEB3,113,109,114,146,87,101,4
FBXL15,139,194,224,236,250,195,0
CUEDC2,3120,3414,3188,3555,3259,3027,43
SUFU,1044,1255,1266,1494,1064,1140,21
ANKRD26,1509,1527,1306,1528,1416,1312,18
ACBD5,1496,1435,1376,1675,1519,1381,22
LHPP,618,776,809,771,670,665,14
LARP4B,3102,3284,2897,4228,3231,3605,40
GTPBP4,6718,6955,6463,6256,6827,6719,40
EDRF1,1257,1319,1237,1433,1216,1334,12
BCCIP,4012,3804,3372,3931,3902,3785,36
MTPAP,1098,1075,844,1126,1066,973,15
NEURL1,0,1,1,0,4,0,0
SH3PXD2A,12012,14031,14348,16171,12337,13589,209
PITRM1,7457,8198,6835,8885,7705,7814,81
STN1,1943,1978,2019,2420,1982,1853,37
MAP3K8,2267,2166,2584,2395,2307,2119,44
DKK1,367,368,260,347,281,261,7
EBF3,2915,3216,2919,3706,2938,2877,37
GLRX3,4691,4559,4139,4227,4651,4252,45
SORCS1,0,0,0,0,0,0,0
TASOR2,5616,6125,5142,6354,5012,5741,126
XPNPEP1,3145,3305,3198,3658,3086,2732,49
SMC3,7552,7951,7041,8337,8591,7789,77
SHOC2,4254,4116,4179,4764,4387,4197,47
TFAM,4139,4131,3775,3648,4231,3997,23
CCDC6,5930,6170,5799,6672,6075,5904,74
CUL2,4996,5364,4610,5352,4681,4701,56
CCNY,7400,7956,7655,7231,6214,6268,77
UBE2S,4194,5069,4239,5220,5925,5387,58
RPL28,23688,29542,29250,33402,31217,27974,496
ZMIZ1,7510,9071,9732,10289,8282,9442,109
DNAJC12,437,354,352,299,267,267,7
PPIF,8732,9816,8836,9378,9682,9691,102
PBLD,329,328,309,396,326,299,12
TSPAN14,3991,4758,4252,4925,4136,4285,68
LGI1,9,10,11,14,8,15,0
TBC1D12,902,871,804,896,820,775,12
CYP2C18,0,0,0,0,1,0,0
KRT23,1,1,2,0,2,1,0
CRYBA1,1,0,0,1,1,0,0
NUFIP2,6977,8373,8290,8988,8587,9630,61
GIT1,4533,4770,4388,5250,4896,4549,71
RPL19,62862,66627,65880,73028,68442,63043,936
FBXL20,1326,1413,1285,1425,1279,1211,13
RUNDC3A,23,27,21,31,14,11,0
UBTF,9507,10933,10138,11267,10491,10705,129
CSF3,0,0,1,0,0,2,0
PSMD3,5132,6069,5329,6255,6001,5763,60
CASC3,4431,4969,4276,5251,4422,4346,68
RAPGEFL1,153,152,112,253,159,172,1
RGS9,65,92,88,83,81,67,1
RNF43,4,4,0,1,2,3,0
WNT3,33,47,13,0,45,56,0
ASPA,18,16,16,20,13,25,2
RAD51C,715,736,602,647,624,653,11
SEPTIN4,11,8,20,22,16,9,2
MTMR4,3853,4177,3938,4392,3964,4028,39
TRIM37,2232,2422,2207,2399,2321,2197,29
P2RX1,0,3,0,0,0,0,0
DHX40,2816,2630,2746,3107,2924,2620,44
KRT37,0,0,0,0,0,0,0
TUBD1,210,211,183,237,209,213,6
KPNB1,21225,22963,18152,24908,20912,22743,175
GOSR2,1229,1241,1199,1469,1127,1305,21
PNPO,1324,1418,1307,1618,1296,1366,18
RPS6KB1,2863,3037,2740,3289,2714,2864,49
TRIM16L,213,220,232,270,218,191,11
ZNF29P,0,0,0,0,0,0,0
CDK5RAP3,3897,4228,3772,4394,3514,3629,44
CBX1,3886,4123,3652,4274,4093,4184,72
RECQL5,714,857,801,991,570,675,9
PIGL,234,304,270,345,257,279,4
GALK1,791,912,1018,1094,999,968,10
INTS2,1113,1196,1004,1334,1107,1070,14
CAMTA2,1261,1727,1702,1952,1647,1780,9
MED13,4226,4192,4232,4512,4053,4135,88
HOXB6,463,529,536,572,576,509,9
ENO3,60,75,50,64,50,63,0
PFN1,17147,19390,17537,20917,22686,21084,223
RNF167,1239,1200,1248,1385,1167,1022,17
SLC25A11,1006,1019,1019,1088,1043,1071,14
RASD1,37,33,41,52,29,21,0
CHRNE,4,2,0,1,1,0,0
RAI1,775,1245,1218,1543,1216,1262,17
NUP88,1780,2144,1243,1674,2268,1648,21
C1QBP,3998,4125,3535,3862,4233,3846,37
SLC6A4,27,23,28,46,22,38,0
BLMH,1963,2087,1944,2167,2257,1987,21
CPD,9609,9709,10126,10801,9296,8756,159
GOSR1,2158,2392,2155,2708,1935,1975,15
CCDC47,6035,6215,5760,6545,6327,6119,68
MED31,390,250,249,272,266,230,5
DRG2,802,924,822,986,870,826,6
FTSJ3,3842,4041,3586,4630,3874,3805,66
AKAP10,692,786,622,891,671,695,19
ALDH3A1,0,0,0,0,0,0,0
SMARCD2,5200,5537,5447,6023,5574,5345,52
ICAM2,232,190,162,221,143,125,0
SYNGR2,9,45,18,19,16,13,0
B9D1,469,393,398,487,378,354,7
UTP6,2813,2825,2518,2806,2581,2626,53
DDX5,52628,60273,54486,64300,61056,62886,560
C17orf75,776,799,618,823,732,639,9
CYTH1,1210,1577,1434,1776,1478,1455,11
PSMD11,5609,5508,4751,6279,5556,5516,46
LGALS3BP,16251,20850,21092,23675,17336,17178,277
ASIC2,0,0,0,2,1,0,0
CCL7,35,33,19,34,28,24,0
CCL2,4901,4510,5132,4837,4857,4556,71
CCL8,9,12,18,7,10,3,0
CCL1,0,0,0,0,0,0,0
PEX12,177,180,203,294,123,121,5
KRT32,0,0,1,0,0,0,0
DHX58,625,644,789,968,490,485,8
KAT2A,3018,3367,3163,3746,2913,3006,38
RAB5C,6925,7922,7561,8167,8181,7905,85
NAGLU,1352,1711,1682,1977,1556,1622,22
HSD17B1,23,40,35,40,20,31,0
MLX,2757,2679,2545,3213,2593,2502,30
CNTNAP1,5820,7078,6927,8515,5773,6061,87
ABI3,0,3,0,2,3,2,0
EZH1,1445,1734,1529,2163,1315,1475,33
DLX4,36,57,62,61,52,63,1
PPP1R9B,4555,5723,5322,5573,5743,5910,97
COL1A1,95894,133244,146265,149009,117937,145298,2383
SGCA,3,4,2,2,3,13,0
PTGES3L-AARSD1,2,4,5,3,16,2,0
MRPL27,1562,1568,1532,1611,1680,1483,12
VAT1,13467,15152,15243,17413,12778,12367,214
LRRC59,14899,16712,14448,16143,17035,16771,174
RND2,52,73,87,108,97,95,0
ALOX12,0,0,0,0,0,0,0
HDAC5,4558,6177,6704,7197,6535,6453,69
ABCC3,6132,6902,6847,8772,5031,6375,53
LUC7L3,8820,8672,8825,10428,8895,9175,101
PPY,5,8,6,11,5,6,0
MPP2,33,35,32,39,23,34,0
SMURF2,7072,6836,5182,6194,7153,6635,46
DUSP3,3935,4322,4079,4858,4218,4169,60
CACNG1,0,0,0,0,0,0,0
EFTUD2,6956,7465,6015,7532,6797,6854,108
HLF,2,0,0,1,0,0,0
SLC16A6,622,676,620,624,795,863,15
PRKAR1A,15919,17582,16709,20343,16037,16344,185
EFNB3,38,46,66,66,44,49,0
FAM20A,5448,5601,6157,6602,4404,4288,61
YWHAE,16251,17988,15751,18083,17721,17615,116
MMD,1350,1462,1155,1447,1354,1186,12
RANGRF,455,498,470,557,457,460,5
DPH1,957,1086,1033,1090,1002,1014,6
MAP2K6,302,245,339,331,258,234,1
DHRS7B,205,206,227,240,300,298,9
WSB1,4790,5705,5358,6346,4965,4721,66
RCVRN,0,0,0,0,0,0,0
MYH1,0,0,0,0,0,0,0
SLC9A3R1,1349,1156,908,1120,1125,1082,14
MYH3,42,39,26,70,42,67,0
NAT9,1470,1466,1320,1682,1391,1244,15
TMEM104,1305,1743,1485,1841,1420,1728,18
VTN,23,20,16,22,17,28,0
TNFAIP1,2113,2578,2314,2637,2042,2235,40
IFT20,1411,1305,1315,1223,1199,1122,19
TMEM97,3335,3401,2799,3211,3422,3348,49
CDR2L,1167,1558,1349,1530,1402,1349,18
PMP22,1861,1988,2147,2291,1946,1921,31
FOXN1,0,0,0,0,0,0,0
UNC119,766,1143,869,896,887,817,10
ALDOC,876,972,968,1059,816,755,21
SUPT6H,6077,7149,6526,8062,6141,6366,81
RAB34,5748,6103,5814,6514,5793,5692,74
PHF12,1689,2148,1801,2728,1416,1651,31
PHOX2B,0,0,0,0,0,0,0
TMEM33,3069,3158,2713,3169,2898,2893,28
GABRA4,0,0,0,0,2,0,0
GNRHR,0,0,0,0,0,0,0
SLAIN2,3919,4033,3819,4285,4054,4075,113
OCIAD1,6863,6831,6726,7364,6632,6410,88
UGT2B10,0,0,0,0,0,0,0
CWH43,0,0,0,0,0,0,0
DCUN1D4,3330,3174,3126,3284,2918,2440,58
USP46,1974,2197,1787,2306,1980,1991,27
SULT1E1,0,0,0,0,0,0,0
ODAM,0,0,0,0,0,0,0
SMR3A,0,0,0,0,0,0,0
CHIC2,1040,1060,988,1002,1101,1061,21
NMU,0,0,0,0,0,0,0
CRACD,1,0,0,2,0,1,0
LAMTOR3,2046,1700,1784,1694,1804,1384,27
PF4V1,1,0,2,2,2,0,0
NFKB1,4231,4523,4694,4983,4979,4737,61
AREG,140,120,105,125,102,113,2
MANBA,1282,1405,1582,1539,1045,1139,28
UBE2D3,20802,21825,21285,22334,21761,21091,238
MAPK10,111,82,105,123,85,81,1
ELF2,2169,2456,2132,2185,2525,2458,36
NDUFC1,1023,1082,1038,1207,1344,1045,10
UCP1,0,0,0,0,0,0,0
TBC1D9,2627,2924,2494,3054,2455,2661,31
ZNF330,1793,2064,1817,2161,2115,1908,26
INPP4B,2739,2805,2745,3045,2943,2885,35
GAB1,828,844,955,1240,728,791,20
KLHL2,828,906,835,886,911,960,11
IL2,0,0,0,0,0,0,0
CPE,30,30,26,25,25,22,5
RPL34,29491,22804,23456,21069,23823,18950,309
WFS1,625,1057,980,1105,973,1015,10
ANXA10,272,215,207,200,191,215,1
GRPEL1,2699,2940,2440,2667,3004,3004,39
GAR1,1395,1545,1317,1578,1591,1504,18
CLCN3,5387,6676,5206,7052,5057,5658,131
AADAT,567,629,451,642,588,542,21
GALNT7,2736,2820,2528,2895,2397,2449,37
DHX15,14467,14657,12851,14823,15333,15547,138
SOD3,1321,1776,2064,2259,1933,1671,44
SEPSECS,263,414,309,560,436,355,1
CPZ,22,22,17,17,16,0,0
TRIM2,5536,5961,5931,7135,5170,4779,109
SLC2A9,2,0,0,0,1,4,0
FBXW7,1435,1204,1190,1191,1036,1162,7
NEIL3,1041,995,788,971,947,849,7
TBC1D19,735,581,694,658,594,607,18
CLNK,3,11,0,18,4,14,0
NSD2,11606,13041,11227,14186,12541,12968,109
SH3D19,4003,4326,4147,5099,3715,3909,70
STIM2,1467,1562,1472,1508,1545,1498,16
NKX3-2,9,12,15,15,9,8,1
MFSD10,1269,1893,1923,2236,2243,2015,34
GLRB,660,657,594,731,551,586,13
BST1,979,1014,1005,1054,954,945,15
RAPGEF2,3285,3163,3255,3290,2833,3246,25
HGFAC,1,1,0,5,3,2,0
SNX25,1415,1441,1312,1471,1546,1397,15
LRP2BP,26,31,23,36,33,19,0
UFSP2,1284,1405,1455,1733,1345,1239,30
KLF3,6225,6480,6462,6820,6702,6173,77
KLHL5,3020,3151,3074,3425,2863,2837,35
FAM149A,0,0,0,1,0,0,0
NCAPG,4561,4561,3772,5092,5237,4477,41
UGDH,9270,9918,7886,9941,8238,8404,130
PPARGC1A,0,0,1,0,0,0,0
DDX25,10,22,18,16,4,12,0
CRYAB,242,223,205,277,192,185,9
DBX1,0,0,0,0,0,0,0
HTATIP2,686,654,693,722,627,582,9
CTSC,14323,15853,13359,16060,15473,14134,219
CCDC34,1214,1183,1088,1264,1246,1079,14
ZBTB16,2,4,5,6,4,8,0
ELP4,1058,1113,956,1146,1042,1017,19
ZPR1,3733,3495,3377,3866,3775,3275,40
MTCH2,4287,4280,3861,4564,5128,4473,50
FNBP4,3652,4162,4021,5364,3707,4165,37
TECTA,49,51,74,72,75,59,0
SC5D,2585,2575,2539,2295,2208,2237,29
CRTAM,2,5,6,5,1,4,0
JHY,85,74,99,93,68,80,1
B3GAT1,2,2,0,1,0,2,0
HSPA8,123959,123200,106806,114567,116309,117676,1159
P2RX3,0,1,4,0,0,0,0
VWA5A,490,522,567,585,496,431,10
DNAJC4,788,943,1037,976,806,791,7
SIAE,3519,3423,3918,3613,2772,2650,65
SNX15,841,972,1017,1105,915,1001,15
LPXN,6072,6420,5452,6765,6728,6765,48
DTX4,4,4,8,0,2,5,0
ATG2A,1139,1646,1538,2128,1574,1709,22
EHD1,10663,11943,10899,11103,11211,9769,109
OSBP,3762,3996,3732,4718,3170,3925,40
UNC93B1,630,775,741,845,458,641,6
PUS3,529,542,451,594,453,527,8
DCPS,977,1082,1012,1168,1066,1087,21
KMT5B,1082,1079,1273,1456,1243,1230,32
FOXRED1,1359,1245,1178,1476,1314,1203,11
PPP6R3,6848,6900,6520,7999,7379,7085,78
NRXN2,43,33,41,36,66,60,10
MS4A6A,3,2,7,6,2,4,0
MS4A4A,0,0,0,0,0,0,0
ST3GAL4,1320,1350,1388,1426,1450,1316,18
CPT1A,5994,6716,6134,7125,5669,5910,90
CCND1,16911,22122,17784,25258,21210,22664,251
CCDC86,2371,3056,2644,3075,3216,2988,33
PRPF19,7587,8182,6834,8300,7943,7939,105
TMEM109,5948,6781,6053,7065,7264,6683,60
CCKBR,0,0,0,0,0,0,0
HPX,6,12,10,11,17,14,3
TRIM3,1005,1094,904,1246,1013,997,13
CHORDC1,2511,2285,2059,2254,2175,2027,20
FOLR1,0,0,1,0,1,0,0
ANAPC15,1252,1348,1156,1360,1426,1271,13
FOLR3,17,31,14,24,14,19,0
PANX1,3440,3498,3415,3433,3358,3124,61
ARHGEF17,3841,4907,5442,6359,5320,5662,71
APOA5,0,0,0,1,0,0,0
APOA4,0,0,0,0,0,0,0
APOC3,0,0,0,0,0,0,0
CEP164,3412,3827,3377,4080,3143,3457,40
RNF141,2884,2768,2808,2807,2927,2470,30
CEP126,344,427,482,530,383,399,10
EIF4G2,84829,87653,81037,84779,85634,83820,1040
IL10RA,0,0,0,0,0,0,0
GALNT18,28,32,40,48,35,43,2
BIRC2,4545,4090,3988,4019,4607,3902,81
UBE4A,3669,4085,3851,4674,3672,3681,55
DDX6,7090,8116,7692,8674,8001,7926,102
UPK2,0,1,4,1,2,1,0
CBL,2590,2949,2674,3683,2506,2921,30
NECTIN1,966,1170,968,633,1111,1141,18
HIPK3,5235,5454,4921,6017,5705,6051,86
KIAA1549L,3107,3956,3354,4036,3578,4275,39
FBXO3,1892,1838,1711,1778,1858,1612,22
PDHX,1405,1573,1508,1679,1372,1403,10
SLC1A2,193,178,138,303,166,179,0
COMMD9,1621,1744,1755,1790,1890,1764,16
SLC15A3,890,1223,1182,1278,856,934,15
CD5,0,0,1,0,0,0,0
ACCS,591,720,775,1001,570,566,11
SCGB2A2,0,0,0,0,0,0,0
MDK,204,210,265,274,241,216,2
AMBRA1,1673,1667,1786,2008,1687,1588,36
MADD,2838,3139,2876,3745,3338,3367,49
PTPMT1,1521,1551,1503,1503,1575,1491,20
NAA40,1167,1475,1396,1594,1193,1114,12
CARS1,3340,3474,3393,3940,3197,3066,54
SLC22A18,232,230,220,365,272,225,3
CD81,22802,25655,25685,27868,22449,21100,347
SLC35F2,2798,2776,2333,2737,2843,2911,26
C11orf21,1,0,0,0,0,0,0
ELMOD1,22,31,26,16,17,19,1
CALCA,0,0,0,0,0,0,0
SOX6,15,17,32,13,14,23,0
C11orf58,8359,8040,7793,8542,8506,7807,92
PITPNM1,2675,3731,3199,4152,3579,3331,27
RPS13,30874,28633,28624,30064,30768,27160,397
AIP,1727,1713,1917,1923,1674,1551,30
NUP98,8439,8682,7616,8292,7671,8428,65
NDUFS8,1788,2053,1843,2118,2361,1928,24
TCIRG1,2991,4348,3865,5028,4380,4208,36
CHKA,505,583,525,582,672,583,4
EXPH5,54,35,54,78,58,62,0
HPS5,1193,1243,1074,1329,1001,971,11
GTF2H1,3157,3182,2848,3500,3478,3267,26
POU2AF1,18,16,13,21,15,19,1
PTPN5,0,0,0,0,0,0,0
VWF,63,65,96,57,52,54,1
PSMD9,2204,2400,2176,2610,2740,2580,40
P3H3,4119,5175,5119,5356,4819,4455,64
PPFIBP1,13056,14297,12923,15945,10988,13138,157
PRPF40B,492,555,584,669,499,488,11
CD69,0,1,0,0,4,0,0
PRDM4,3701,4148,3825,4562,3852,3942,55
CLEC2B,2772,2250,2317,2081,2251,1825,21
COQ5,1517,1381,1309,1442,1337,1124,13
SELPLG,219,328,321,353,296,315,5
CORO1C,21731,23525,20870,23315,22719,22109,247
ASIC1,332,383,442,385,341,292,4
DAO,0,0,0,0,0,0,0
CAPRIN2,2370,2719,2405,3327,2175,2575,22
TSPAN11,27,37,34,27,44,45,2
KCTD10,9238,8958,9234,10042,8505,8839,103
SLC11A2,2463,2547,2503,2934,2457,2250,55
MLEC,17338,19579,17097,20753,18171,18152,239
MVK,1980,2212,1874,2326,2259,1930,27
CSRNP2,1181,1243,1174,1570,1182,1162,21
CAMKK2,3852,4134,4057,4599,3905,4073,44
BIN2,0,0,2,1,0,0,0
IL23A,4,2,8,3,11,4,0
ATP5F1B,37688,36710,33279,36096,37156,34794,392
PTGES3,14854,15303,13070,14994,16365,14074,200
SYT10,0,0,0,0,0,0,0
RSRC2,4128,4053,3951,4353,3879,3849,42
CYP27B1,50,70,66,80,73,76,0
MYF6,0,0,0,0,0,0,0
MYF5,0,0,0,0,0,0,0
LIN7A,542,463,415,497,340,408,4
KRT18,104,78,122,93,80,108,1
ACSS3,1931,1811,1728,2024,1509,1499,15
TNS2,5106,6241,6785,7992,5464,5711,94
GLI1,65,73,82,72,20,79,0
PPM1H,7,4,27,24,2,2,0
METAP2,9395,8844,8463,9452,8964,8341,155
LTA4H,5522,5528,5593,5807,5122,4962,68
ELK3,8852,10652,9494,11282,10595,10578,116
SLC6A12,1,0,0,0,0,0,0
WNT5B,1815,2203,1781,2200,2166,1940,20
MAGOHB,918,992,830,929,1048,823,8
TRPV4,88,104,104,100,78,74,1
ITFG2,583,653,484,837,591,651,9
FOXM1,7733,8257,7584,8987,8222,8178,64
PRH1,16,32,26,16,12,34,0
PRMT8,21,22,16,38,19,26,0
PARP11,722,501,785,886,700,597,12
ARPC3,10088,9246,9178,9924,9498,8552,115
GPN3,1335,1322,1124,1378,1320,1302,9
VPS29,3302,2952,2614,2939,3087,2540,27
FGF6,0,0,0,0,0,0,0
MYL2,0,0,0,0,0,0,0
RAD51AP1,1698,1527,1187,1212,1452,1502,11
CUX2,2,4,0,0,0,1,0
SH2B3,13940,15797,12474,14865,17171,17807,118
AKAP3,42,21,41,23,26,14,1
KCNA1,0,0,0,0,0,0,0
CREBL2,3132,3234,3088,3635,3049,2958,39
ACAD10,1648,1918,1922,2301,1683,1683,21
ALDH2,1305,1261,1401,1430,1057,1007,26
CDKN1B,1306,1579,1375,1638,1401,1493,16
GPRC5D,2,1,1,2,1,2,0
NAA25,2547,2191,1986,2443,2075,2145,21
GSG1,79,51,53,90,43,67,0
SCNN1A,27,17,19,47,21,32,0
LTBR,6857,8121,8172,8699,6793,7157,100
OGFOD2,298,375,412,454,517,383,4
CDK2AP1,7789,7247,7065,7138,7253,6733,84
OAS3,7586,8274,8205,9155,5873,6413,84
OAS2,5323,5256,6586,7151,3774,3561,53
ART4,7,7,3,9,6,8,0
MGP,102,92,187,93,102,101,8
RASAL1,0,0,0,0,0,2,0
ARHGDIB,301,360,458,333,477,459,7
GTF2H3,3555,3717,2906,3462,3491,3114,21
EIF2B1,2642,2724,2600,2840,2786,2662,54
DDX55,1028,1161,1088,1216,1197,1127,28
SLC38A1,2946,3124,2850,3654,2991,3173,49
RERGL,15,17,12,18,11,14,0
ENDOU,30,31,36,31,27,32,0
SPRING1,1969,2227,2139,2567,2215,2268,56
VDR,1159,1479,1650,1903,1322,1216,27
FZD10,0,0,0,0,0,0,0
RFC5,1874,1863,1492,1820,2113,1874,22
STX2,3300,3341,3311,4014,3523,3368,32
ADGRD1,4,7,3,4,3,2,0
COPZ1,8765,8341,8264,7842,7088,6648,146
TBC1D30,20,13,37,20,16,30,0
CAND1,8903,8541,7715,9396,8889,7978,118
IL26,0,0,0,0,0,0,0
IFNG,0,0,0,0,0,0,0
RAB5B,8346,8556,8595,9359,7628,7479,122
MDM1,582,632,495,817,650,623,5
NUP107,4815,4938,4092,4856,5112,4547,45
CNOT2,4612,4821,4335,5203,4721,4782,35
TIMELESS,2632,3052,2452,3110,2907,2991,28
CPSF6,7336,8083,7296,8214,7947,7818,79
KRR1,6154,5483,5046,4904,5377,4818,79
MRPL51,6008,5045,5107,5143,5899,4935,71
GAPDH,248501,273960,263743,312734,297811,284549,3274
NOP2,2863,3083,2486,3100,2788,2783,25
CHD4,16128,18167,17760,20212,16909,18609,153
ACRBP,2,3,2,1,2,0,0
UHRF1BP1L,2577,2767,2634,2650,2852,2838,37
COPS7A,4864,5287,5078,5682,5249,4989,80
ING4,678,628,742,644,576,563,9
GNB3,347,372,317,459,270,357,3
CDCA3,1232,1473,1255,1458,1714,1484,16
CHPT1,1309,1313,1230,1386,1318,1155,20
USP5,4776,5318,5226,5662,4866,4928,48
TPI1,38125,38816,34353,37756,40365,37994,420
GNPTAB,2623,2781,2763,2836,2272,2405,52
SPSB2,109,126,136,129,145,124,0
ENO2,1139,1457,1277,1427,1266,1104,12
ATN1,9715,12600,12318,14191,11520,12394,173
C12orf57,2922,3500,3708,3908,4222,3546,42
PTPN6,0,1,2,2,6,3,0
LPCAT3,2333,2475,2343,2866,2224,2177,44
NT5DC3,884,1002,1021,1187,972,1066,9
SLCO1B3,0,0,5,0,0,3,0
APOBEC1,0,0,0,0,0,0,0
NANOG,26,20,26,29,25,23,1
SUDS3,2154,2159,1949,2401,2221,1768,43
GOLT1B,4055,3854,3576,4149,3803,3520,40
GYS2,1,5,2,6,2,5,0
LDHB,46196,42603,39865,42364,45939,40628,483
PRKAB1,759,723,748,818,777,771,16
CMAS,1989,2012,1919,2194,2172,1871,28
HCFC2,1041,1012,813,1043,874,763,12
ST8SIA1,265,507,388,305,348,301,2
CLEC4A,17,12,13,26,16,10,0
C2CD5,2835,2907,2833,3520,2855,2660,34
AICDA,6,3,3,3,3,0,0
RAB35,4191,4479,3763,4528,4475,4253,53
PHC1,2429,3244,2396,3451,2290,2976,37
COX6A1,5796,6034,5840,6279,6586,6032,62
RFX4,0,0,0,0,0,0,0
RIC8B,1092,1120,987,1130,1033,907,6
SRSF9,4875,5034,4719,5174,5319,5001,79
FGFR1OP2,2127,1977,2032,2040,1908,1776,28
KLRB1,0,0,0,0,0,0,0
COL12A1,67075,72159,81139,78470,66290,70535,1293
BTN3A3,3425,3517,3518,3820,2610,2644,47
TDP2,2261,2306,2107,2442,2313,2126,20
FRK,206,220,235,296,193,224,2
DSE,5977,6429,6444,6208,6244,6168,70
RWDD1,4684,4049,4140,3867,4425,3643,42
RSPH4A,18,20,22,26,17,22,2
MAK,9,10,16,18,12,10,0
TMEM14C,4647,4447,4477,4358,4805,3983,48
PAK1IP1,2108,2081,1808,1924,2209,2001,23
GCNT2,37,33,38,44,29,28,1
SMIM8,324,264,334,302,301,173,7
NEDD9,27,38,23,34,22,33,0
CEP85L,1607,1630,1526,1456,1400,1502,16
ADTRP,262,285,226,220,268,262,2
ASF1A,1395,1385,1216,1465,1355,1207,22
MCM9,715,785,661,689,796,738,4
FAM184A,69,105,76,136,64,59,1
RNGTT,1372,1444,1185,1441,1314,1211,7
MAN1A1,11516,12273,12190,13194,10524,9890,174
GABRR2,18,16,12,21,13,9,0
SERINC1,13622,13229,12917,13346,12405,11064,177
HDDC2,2286,2161,2069,2056,2166,1873,28
TPD52L1,150,115,132,134,129,99,3
HINT3,1031,1120,1200,1262,1170,999,15
NCOA7,4234,4113,4595,5001,3110,3429,72
RIPOR2,4,5,6,10,6,2,0
SASH1,7871,8574,8434,10142,7281,7696,203
UST,1692,2034,1645,1924,1526,1471,29
ULBP1,318,357,306,341,366,351,9
FBXO5,1137,1165,897,1254,1306,1218,11
MTRF1L,2050,2239,1981,2232,2380,2247,25
PPARD,2094,2624,2514,2855,2518,2460,30
OPRM1,0,1,1,1,0,1,0
FANCE,622,645,515,630,653,599,8
TULP1,0,0,0,1,0,0,0
SLC26A8,20,20,15,32,21,22,0
MAPK14,3684,3834,3512,4149,3349,3319,48
RHAG,0,0,0,0,0,0,0
KCTD20,4733,4794,4534,5067,4715,4806,74
STK38,2121,2249,2246,2621,2130,1973,26
SRSF3,21009,19977,17788,20763,21464,19674,197
SOD2,21941,22957,29061,30725,22499,21433,493
MRPL18,2089,2173,1954,2179,2273,1919,30
IL17A,0,0,0,0,0,0,0
IL17F,0,0,0,0,0,0,0
MCM3,9292,10021,7486,9422,10262,9797,64
RNF8,1456,1339,1178,1648,1337,1475,14
MDGA1,891,1005,951,868,794,916,10
CILK1,2460,2527,2501,2980,2614,2527,33
FBXO9,2301,2404,2263,3154,2682,2331,33
CD83,441,471,520,534,476,428,3
MDN1,5214,5603,4425,6497,5717,5671,34
GLP1R,0,0,0,0,0,0,0
SAYSD1,551,562,536,719,643,526,8
BMP5,0,0,0,0,1,1,0
BACH2,21,38,74,42,28,65,0
RBM24,101,80,70,81,99,91,2
CAP2,12,11,16,9,11,11,0
TREML2,0,0,0,0,0,0,0
ZNF451,2908,3090,3081,3534,2555,2359,29
BAG2,4353,4053,3494,3876,3661,3151,53
RAB23,3044,2855,2446,2823,2644,2373,34
TSPO2,0,0,0,0,0,0,0
FHL5,0,0,0,0,0,0,0
GPR63,146,172,156,219,156,155,3
KHDRBS2,0,0,0,0,0,0,0
FBXL4,1608,1569,1609,1736,1309,1312,27
CCNC,3953,3698,3321,3545,3758,3515,33
PRDM13,3,4,5,3,4,3,0
E2F3,1392,1451,1278,1616,1568,1404,15
PTP4A1,13054,13425,12819,13669,15029,15044,77
SIM1,834,971,992,1263,978,848,23
ASCC3,6066,6065,5408,5953,6222,6202,77
HDGFL1,0,0,0,0,0,0,0
BVES,851,973,970,1266,961,943,21
COL9A1,3,11,5,11,5,7,0
MED23,1792,1970,1789,2397,1821,1815,20
WASF1,2045,2091,2036,2402,2002,2036,23
GPLD1,6,3,7,5,6,6,0
ALDH5A1,5,2,3,9,6,1,0
CRYBG1,7422,7601,7154,8749,6421,6561,77
VNN1,23,31,50,34,16,23,0
VNN2,0,1,1,0,0,0,0
ACOT13,944,986,1069,1083,990,954,4
SMAP1,1626,1785,1657,1946,1723,1583,36
RPS12,53940,47148,48877,48923,51865,43888,604
C6orf62,8654,8892,8428,9738,8919,7737,76
B3GAT2,0,0,1,2,2,2,0
