gene_name,1_S5_L003:_RNA-seq_HUDEP2_sgSCR_pre-differentiation_rep1,2_S6_L003:_RNA-seq_HUDEP2_sgSCR_pre-differentiation_rep2,3_S7_L003:_RNA-seq_HUDEP2_sgSCR_pre-differentiation_rep3,4_S8_L003:_RNA-seq_HUDEP2_MBD2_KO_pre-differentiation_rep1,5_S9_L003:_RNA-seq_HUDEP2_MBD2_KO_pre-differentiation_rep2,6_S10_L003:_RNA-seq_HUDEP2_MBD2_KO_pre-differentiation_rep3,7_S11_L003:_RNA-seq_HUDEP2_sgSCR_post-differentiation_rep1,8_S12_L003:_RNA-seq_HUDEP2_sgSCR_post-differentiation_rep2,9_S13_L003:_RNA-seq_HUDEP2_sgSCR_post-differentiation_rep3,10_S14_L003:_RNA-seq_HUDEP2_MBD2_KO_post-differentiation_rep1,11_S15_L003:_RNA-seq_HUDEP2_MBD2_KO_post-differentiation_rep2,12_S16_L003:_RNA-seq_HUDEP2_MBD2_KO_post-differentiation_rep3
FAU,2869,4233,2791,4230,3633,3054,2614,4020,2214,2626,2749,2360
TM7SF2,230,337,195,337,337,243,132,243,125,177,208,152
VPS51,668,826,633,1284,598,593,787,862,563,516,675,391
TBX6,4,7,5,9,11,8,13,15,3,10,10,2
PPP4C,509,827,686,827,919,677,547,793,499,432,514,388
ALDOA,2893,4340,3131,4805,4177,3670,2415,3247,2545,1819,2167,1694
TLCD3B,17,18,17,8,8,7,22,13,16,11,15,8
DOC2A,26,24,6,21,6,11,22,13,4,7,8,3
HIRIP3,186,272,268,321,311,233,254,371,173,223,304,214
TAOK2,486,690,570,660,677,535,420,577,382,377,412,322
TMEM219,205,289,150,235,188,182,126,171,101,76,109,127
HMGA2,191,213,126,148,94,119,122,133,52,48,46,43
MMP3,0,0,0,0,0,0,0,0,0,0,0,0
CNKSR2,269,348,178,477,303,245,114,297,159,170,56,97
CNTN5,0,0,0,0,0,0,0,0,1,0,0,0
KLRF1,0,0,0,0,0,0,0,0,0,0,0,0
CLEC1A,0,2,1,0,0,0,2,1,0,0,0,0
MKX,0,0,0,0,0,0,0,0,0,0,0,0
MPP7,16,41,24,69,22,27,36,28,14,13,22,20
ITGB1,4653,6890,4429,6933,4756,4686,8798,12020,8397,10529,11507,8096
FXYD4,0,0,0,0,0,0,2,1,0,0,1,0
TRIM48,0,0,0,0,0,0,0,0,0,0,0,0
OR8K1,0,0,0,0,0,0,0,0,0,0,0,0
OR5M9,0,0,0,0,0,0,0,0,0,0,0,0
PCDH15,0,2,0,0,0,0,1,0,0,0,0,0
PPIAP26,1,2,0,0,0,0,0,0,0,0,0,0
CTF1,1,0,0,0,0,0,1,2,1,0,0,0
CWC15,679,908,622,914,568,674,633,792,596,544,627,403
FCGR1A,457,523,394,460,356,390,592,783,535,594,743,607
ARID5B,92,116,91,58,64,67,26,27,15,6,9,6
KLHL1,0,0,0,0,0,0,0,0,0,0,1,0
CDH8,10,8,3,8,7,9,8,19,5,6,10,3
DCUN1D2,266,379,265,386,304,376,360,560,342,250,236,184
TMCO3,460,630,495,559,417,354,1019,1562,728,615,614,426
TMEM218,190,311,152,217,158,169,133,255,82,67,101,71
TIRAP,12,9,16,14,6,10,9,12,6,3,9,5
EEF1AKMT1,41,57,49,44,53,35,41,59,25,33,26,18
LATS2,95,159,108,136,131,124,54,74,51,26,26,11
SAP18,1213,1603,896,1673,1248,1208,1412,2012,1209,980,1153,910
ADGRL3,3,4,4,0,1,7,0,13,7,0,1,1
KIAA1328,985,1241,866,1136,603,865,1314,1659,1061,915,940,664
FAM124A,1,0,3,4,3,1,3,4,2,1,0,2
MIA2,406,507,312,364,288,306,429,530,360,252,316,206
HNMT,8,8,8,9,6,8,9,5,6,2,2,7
LYPD1,0,0,0,0,0,0,0,0,0,0,0,0
LYPD6B,0,0,0,0,1,0,0,0,1,0,0,0
PDCD4,2375,3686,2280,4295,3463,2964,2665,4450,2331,3386,4138,2748
ADRA2A,0,0,0,0,0,0,0,0,0,1,0,1
GPM6A,0,0,0,0,0,0,0,0,0,0,0,3
WDR17,177,162,106,191,129,280,53,90,29,27,22,19
SPATA4,1,0,1,1,1,1,0,0,1,0,0,0
VEGFC,0,0,0,0,1,0,0,0,0,0,0,0
CCDC102B,28,36,29,27,31,10,46,39,36,27,28,19
CD226,56,43,18,19,18,9,37,41,40,49,19,38
CNDP1,3,17,19,12,1,1,5,6,4,1,7,3
FSIP1,9,15,15,12,9,138,9,14,4,6,3,2
DLG2,1,3,2,3,2,3,5,4,2,0,10,2
CCDC83,0,1,0,0,0,0,0,2,0,0,0,1
RGS18,0,0,0,2,1,5,1,0,0,4,0,0
PRSS23,16,19,21,30,13,28,16,30,23,17,11,9
MTMR12,938,1287,823,1150,911,1092,1190,1514,923,593,691,560
PPP1R1C,2,0,0,1,0,0,1,0,0,0,1,0
C11orf53,0,0,0,0,0,0,0,0,0,0,0,0
CCT5,6650,8706,5910,8675,6444,7322,4896,6552,4380,3486,3856,2775
ATPSCKMT,232,320,214,255,163,213,285,366,261,178,185,134
DOCK1,1,1,0,0,0,0,0,3,1,0,0,0
DIXDC1,348,586,421,344,360,250,93,176,70,49,43,54
DLAT,688,914,576,828,824,751,619,792,582,456,469,363
PIH1D2,31,60,25,24,24,34,19,18,14,5,9,11
NKAPD1,794,1271,699,917,619,727,623,704,470,404,385,297
TIMM8B,658,809,590,860,661,643,515,760,464,413,416,340
IL18,55,85,49,64,40,38,27,26,19,17,18,18
TEX12,3,1,3,2,2,3,1,2,1,1,3,0
PTS,128,186,98,172,128,117,92,164,116,116,129,87
PIP4K2A,1586,2309,1669,1939,1729,1617,2117,2460,1461,1818,1966,1488
C2orf50,1,4,0,1,1,0,5,6,1,4,2,2
FREM2,1,4,1,1,5,1,0,3,3,2,3,3
FOXO1,15,15,20,13,12,5,21,22,11,10,18,11
CRIM1,2103,2580,2203,2720,2257,2390,971,1051,881,526,499,343
SEC24D,215,330,211,272,206,244,142,143,131,54,75,61
ABCB9,38,44,37,58,71,42,43,36,25,63,64,43
RILPL2,306,421,313,429,373,320,301,412,252,271,299,217
DHX37,291,383,350,469,481,441,278,386,225,191,211,218
UBC,8195,11271,7562,11738,9024,8463,12027,15791,10182,10886,11631,8950
ITPR1,622,732,530,638,348,475,485,707,309,212,245,163
TKTL2,0,0,0,1,1,0,1,0,0,4,3,3
PRSS53,17,49,13,17,22,14,37,49,14,16,33,20
SLC7A11,692,772,669,1732,601,562,3365,4313,3121,5411,5206,3397
NOCT,143,178,126,143,140,165,122,176,89,97,120,82
ENKUR,0,1,1,1,2,2,1,0,0,5,2,2
GPR158,0,0,0,0,0,0,2,0,0,0,1,0
LYZL2,0,0,0,0,0,0,0,0,0,0,0,1
CACNA2D4,12,45,20,38,45,59,30,18,16,65,66,57
DCP1B,69,149,83,54,64,54,88,96,88,49,58,46
CACNA1C,12,14,8,18,13,14,16,52,15,14,14,9
KCNA6,1,0,0,1,0,0,0,1,0,0,0,0
THRB,190,256,155,171,136,133,285,323,179,180,174,133
NGLY1,1303,1627,990,1367,1073,1159,1079,1466,985,760,731,544
OXSM,237,335,227,407,215,217,271,338,168,193,203,133
UEVLD,256,432,243,274,177,256,263,286,247,105,107,77
TMEM86A,14,0,1,1,5,5,1,0,0,3,8,5
C12orf45,1264,1454,948,1524,967,1187,887,1080,500,513,612,387
TMEM263,368,579,379,436,350,382,174,227,139,109,94,65
BTBD11,2,1,1,2,1,1,1,2,1,2,1,0
UBE3B,453,640,401,467,359,408,602,682,499,429,542,451
ANK3,5,20,15,4,18,8,9,18,9,3,7,18
IPMK,239,346,207,263,223,245,198,246,188,126,158,113
RAD9B,40,63,43,67,52,24,65,91,57,54,48,88
PLBD2,164,308,187,124,110,104,151,125,88,42,82,73
DLG5,96,94,92,69,66,40,74,98,70,139,116,84
MAT1A,0,0,0,0,0,0,0,0,1,0,0,0
SLC2A13,412,408,320,366,370,292,391,461,322,289,296,224
GXYLT1,559,749,489,532,374,430,707,838,568,629,660,455
TWF1,614,967,673,798,615,615,506,692,486,556,595,363
DIP2C,0,0,0,0,1,0,0,1,1,1,0,1
EIF4E,1784,2287,1549,2137,1721,1834,1563,1923,1230,1245,1366,853
TEX30,388,514,313,424,318,400,300,340,238,221,213,153
CSNK1G3,446,644,442,609,396,460,391,381,271,299,289,220
SRFBP1,508,786,441,609,399,466,566,702,505,433,411,262
AKAP6,37,25,9,70,65,63,30,27,19,23,64,20
NPAS3,21,0,5,0,0,0,0,5,0,0,16,0
FAM177A1,212,260,170,261,186,176,187,244,177,136,133,106
MBIP,167,243,107,239,175,182,137,222,142,120,170,94
MIPOL1,631,772,481,734,439,558,522,834,482,543,521,286
EXT2,441,707,419,613,496,495,396,515,291,316,330,217
TMEM18,328,397,230,391,280,291,269,349,283,380,329,303
ALLC,0,0,0,0,2,0,1,0,0,1,2,0
KCTD14,1,6,3,11,5,8,2,2,0,0,0,0
THRSP,0,0,0,0,0,0,0,0,1,0,0,0
NDUFC2,929,1242,762,988,731,773,553,802,525,345,357,258
ME3,126,161,151,81,56,76,111,130,98,18,28,12
MSGN1,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS12,0,0,0,0,0,0,1,0,0,0,0,0
NUBPL,307,375,238,288,219,207,410,514,307,234,208,204
NEK7,575,780,505,667,467,479,771,1036,607,827,905,575
ATP6V1G3,0,0,0,0,0,0,0,0,0,0,0,0
FER,1260,1378,886,939,548,635,996,1475,962,348,323,211
VIPAS39,308,426,283,436,304,333,215,268,199,177,168,128
ANKRD50,921,1195,783,998,785,931,619,656,439,252,272,216
UPF2,2762,3947,2354,3332,2599,2619,3274,4550,2847,2396,2595,1905
CDC123,1678,2133,1266,1939,1560,1715,902,1137,850,494,597,405
SCLT1,753,922,610,848,521,658,755,976,602,616,634,468
CCDC3,1,0,0,1,0,1,0,1,0,0,1,0
C4orf33,204,313,195,302,202,235,177,246,138,202,240,165
FRMD4A,14,32,5,91,112,50,22,34,26,171,95,91
SLC25A31,0,0,0,0,1,2,0,0,1,0,0,0
PTPRO,0,0,0,0,0,0,0,3,0,0,0,0
EPS8,9,20,36,66,58,33,36,53,10,18,13,13
ACAD8,315,421,316,386,360,372,221,299,165,197,185,160
THYN1,602,851,547,790,555,521,535,707,456,393,399,298
VPS26B,370,642,444,547,497,446,285,365,234,217,232,183
NCAPD3,1704,2462,1763,2261,1867,1848,1693,2307,1380,1244,1529,1130
VTI1A,442,605,465,717,461,475,948,1198,756,657,477,367
QDPR,177,294,254,258,375,243,122,183,136,139,147,104
FAM160B1,397,281,189,263,328,168,191,265,181,285,293,274
ANO4,0,0,0,0,0,0,0,0,0,1,0,0
TEX9,46,70,38,63,51,38,37,62,39,38,44,26
QTRT2,476,795,414,507,441,567,424,402,335,156,157,145
DRD3,0,0,0,0,0,0,0,0,0,0,0,0
MMAA,69,60,65,62,29,48,31,44,22,26,25,19
ZNF827,0,0,0,0,0,0,0,0,2,0,0,2
POU4F2,0,0,0,0,0,0,0,0,0,0,0,0
EDNRA,0,0,0,0,0,0,0,0,1,0,0,1
NR3C2,7,10,0,11,5,8,12,10,2,2,10,7
AKR1C2,12,8,8,20,7,14,12,8,7,11,12,10
DPYSL4,0,0,0,1,0,0,0,0,0,0,0,0
VENTX,5,2,2,31,49,24,1,3,2,16,16,11
ADAM8,85,129,51,38,56,60,49,72,80,22,18,32
ITIH2,0,0,0,1,0,0,0,0,0,0,0,0
KIN,285,360,287,367,172,315,236,425,282,183,290,131
PIGF,166,291,189,227,182,166,177,290,167,146,144,118
ANKAR,91,141,115,90,43,63,97,118,114,58,72,44
INPP1,30,50,21,32,31,28,16,26,14,18,27,9
MFSD6,82,133,90,82,95,67,37,48,66,19,25,20
RNF144A,870,1106,751,853,729,699,410,557,378,287,427,307
ASAP2,0,0,0,0,0,0,0,2,0,0,0,1
ADAM17,423,663,415,631,512,537,607,690,481,429,529,389
FLI1,0,0,0,0,1,0,1,0,0,0,0,0
KCNJ1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM45B,1,4,4,4,2,1,4,11,9,6,2,1
WWC2,477,544,353,472,370,429,414,581,351,302,301,255
CENPU,2415,3045,1920,2591,1702,1797,2223,2881,1899,1732,2024,1357
ACSL1,694,922,693,644,416,444,1594,2161,1307,1583,1718,1183
SLC25A4,184,267,219,288,267,274,213,244,201,105,126,77
AMN1,57,95,62,83,60,66,62,61,42,37,44,19
BICD1,38,54,58,36,15,18,26,54,17,16,29,14
SAV1,661,799,600,878,760,731,558,710,507,621,689,421
CCDC122,61,68,35,45,20,20,21,52,32,31,26,6
SERP2,2,2,0,1,1,0,0,0,0,1,2,1
NBAS,6160,7929,5137,7121,4504,4686,7227,9854,6308,7237,7573,5575
ZNF385D,1,26,15,21,0,8,4,0,0,7,1,2
TDO2,0,0,0,0,0,0,0,0,0,0,0,0
GUF1,2029,2651,1615,2595,1947,2039,1840,2446,1405,1216,1344,1079
SLC35F4,0,0,0,0,0,0,0,0,0,0,0,1
GABRA2,1,0,0,0,0,1,1,1,1,2,0,0
SACS,3826,5470,3463,4631,3821,4990,2795,3893,2590,1652,1814,1304
CCDC175,0,0,0,0,0,0,0,0,0,0,0,0
PABPC3,2,3,2,3,2,1,4,11,3,0,3,2
CENPJ,893,1192,807,1104,760,934,836,1179,829,681,693,529
FBXO4,225,319,171,217,135,128,217,287,146,172,152,140
TMEM267,125,173,127,220,114,145,336,462,291,276,335,229
CCL28,7,5,4,5,2,2,2,12,11,5,2,1
PARP8,32,41,31,39,15,15,37,38,32,14,17,6
GFRA1,0,0,0,0,0,0,0,0,1,0,0,0
CACUL1,1163,2493,1359,1517,1423,1227,1593,2303,957,782,906,616
DST,392,392,354,744,635,410,654,862,458,2016,2257,1425
BEND6,1,0,0,1,10,0,1,3,1,1,0,0
TIAL1,425,487,291,475,290,356,438,477,297,327,412,339
BAG3,77,115,89,88,97,99,153,139,79,83,68,61
GLT1D1,0,0,0,0,0,0,0,1,0,0,0,0
TMEM132D,0,0,0,1,0,0,0,2,0,0,0,0
RBM46,0,0,0,0,0,0,0,2,0,0,0,0
ZNF37CP,0,1,0,0,1,0,0,0,0,0,0,0
SCHIP1,7,1,0,0,0,1,0,13,1,0,1,0
MCHR2,0,1,0,0,0,0,0,0,0,0,1,0
KCNE4,67,69,39,55,38,68,62,94,41,63,54,27
AP1S3,44,39,54,43,38,35,22,41,28,16,15,8
RABGAP1L,2065,2667,1799,2774,1819,1933,4501,5827,3860,3404,3919,2578
CCDC74B,2,5,2,10,15,10,2,11,0,4,0,3
TLCD4,1340,1885,1172,3173,2263,2301,4414,5641,3620,6012,6311,4623
MZT2B,1036,1633,1103,1367,1199,1094,778,1027,666,704,766,574
TUBA3E,0,0,0,0,0,0,0,0,0,0,0,0
ASTN1,0,0,0,4,3,3,0,0,2,2,1,2
CFC1B,0,0,0,0,0,0,0,0,0,0,0,0
FAM168B,668,1011,786,816,809,837,583,793,518,441,485,407
PTPN14,15,23,30,17,17,13,21,33,14,21,24,11
SMPD4BP,81,126,106,118,91,79,129,207,133,90,128,99
MGAT5,405,627,358,287,171,147,229,220,143,33,44,16
TMEM163,1,0,0,0,0,0,0,0,0,0,0,0
GPATCH11,507,794,494,668,491,518,556,686,465,331,426,333
HSPB8,0,0,0,0,0,0,0,0,0,0,0,0
GEMIN6,297,411,269,345,311,332,231,282,176,97,142,66
TMEM178A,0,0,0,0,0,0,1,5,1,0,1,0
POU4F1,21,32,23,74,65,54,30,50,17,36,39,26
OBI1,729,983,639,805,593,688,530,744,489,398,492,297
CYSLTR2,0,0,0,2,0,4,0,0,0,0,0,1
GRID2,0,0,0,0,0,0,0,0,0,0,0,0
ARL11,28,21,12,26,25,13,7,5,6,5,3,5
RIT2,0,0,0,0,0,0,0,0,0,0,0,0
SETBP1,1,0,2,0,1,0,0,2,5,0,1,0
ARL14EP,317,509,317,498,402,308,377,371,232,214,298,135
EPG5,1418,2120,1338,1174,974,972,2377,3267,2348,1388,1659,1243
PSTPIP2,627,1048,646,619,527,523,791,1011,656,359,500,395
ATP5F1A,16588,22341,15663,16508,11992,12934,10286,13716,9462,6078,6764,5014
HAUS1,1203,1559,1004,1091,738,768,721,1015,629,386,445,318
C18orf25,954,1295,859,835,704,677,1484,1936,1295,836,1025,627
SPC25,76,81,40,92,44,44,60,101,56,26,87,18
G6PC2,0,0,0,0,0,0,0,0,0,0,0,0
PDK1,600,648,418,692,415,691,1295,1567,924,896,974,777
PTH,0,0,0,0,0,0,0,0,0,0,0,0
PDE3B,1130,1432,957,1242,911,1073,1044,1307,986,740,634,551
TCF7L1,5,0,3,0,0,0,0,5,5,2,3,0
TGOLN2,566,772,480,610,462,546,661,921,615,390,427,333
SH2D6,2,0,3,2,6,4,1,10,3,7,4,7
KCNK13,0,0,1,0,0,0,2,0,0,0,0,0
UHMK1,2122,2992,1848,2293,1783,2026,2390,3230,2228,2000,2309,1488
ATG10,108,132,92,177,127,89,106,181,90,82,93,55
POC5,228,210,143,310,172,176,182,277,218,133,231,110
SPOCK1,0,0,0,0,0,0,0,0,0,0,0,0
FAM151B,24,23,12,35,36,35,6,5,17,0,7,2
TADA1,346,475,318,389,332,336,290,396,258,226,226,164
GUCY1A2,0,0,0,1,0,0,0,0,0,0,0,0
CWF19L2,785,886,620,890,555,654,827,1040,742,588,637,490
JMY,610,721,528,732,558,572,553,638,432,784,888,624
HOMER1,341,568,219,523,446,479,132,146,108,138,146,78
XRCC4,298,425,255,356,243,260,271,381,282,191,209,119
BOLL,1,0,0,0,0,0,0,2,2,0,1,0
ZNF547,58,79,41,56,58,39,30,52,36,48,35,46
ZNF773,155,166,107,209,127,123,92,162,89,125,172,111
ZNF776,244,383,210,405,297,244,266,553,180,363,369,340
ZNF256,22,29,23,46,24,22,13,16,1,25,35,20
SUV39H2,602,877,526,812,521,697,547,697,471,327,375,269
DCLRE1C,233,315,308,305,200,215,294,349,220,155,168,164
OLAH,6,7,0,5,4,5,8,9,2,5,5,2
RPP38,254,388,266,394,282,319,285,381,253,156,247,136
NMT2,520,659,462,285,264,251,121,180,79,78,86,39
ZSCAN1,0,0,0,0,0,0,0,2,1,0,0,0
ZNF837,13,16,14,25,19,15,17,26,16,17,14,13
USP12,900,1229,793,1081,857,858,949,1237,728,1152,985,832
CCDC50,1040,1255,840,901,594,611,756,1110,681,415,490,309
CAMK4,0,2,2,3,5,5,4,15,2,3,12,9
TRIM36,17,9,2,2,2,7,1,15,2,4,2,3
ZFP36L2,2338,3189,2158,2365,2137,2227,2321,2556,1694,1040,1181,965
PAN3,763,954,672,929,585,619,931,1040,680,650,756,626
PLEKHH2,342,300,215,223,141,157,67,191,88,61,74,39
PFKM,227,389,241,622,455,458,535,625,470,840,892,671
TMEM123,1886,2762,1710,2356,1813,1747,416,661,433,254,349,269
GRIA4,0,0,0,0,0,0,0,1,0,0,1,0
IGSF10,1,2,0,2,4,1,0,1,0,0,0,0
SPEF2,14,44,14,5,4,6,5,15,7,9,3,3
SPARCL1,0,0,0,0,0,0,0,0,0,0,1,0
DSPP,0,0,1,0,0,0,0,1,1,0,0,0
DMP1,0,0,0,0,0,0,0,1,0,0,0,0
MEPE,0,0,0,0,0,0,0,0,0,0,0,0
MBNL1,3762,5290,3770,5039,4452,3930,5108,6887,4362,4464,5188,4171
CAPSL,0,0,0,0,0,0,0,0,0,0,0,0
NADK2,3975,5728,3598,4619,3824,3636,3232,4084,2560,2072,2187,1667
GPD1L,680,1081,631,939,773,730,431,530,372,155,242,161
GJA1,0,0,0,0,2,2,1,1,0,0,0,0
CCNO,0,0,0,1,0,0,0,1,1,0,0,0
DDX4,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4F,0,0,0,0,0,0,0,0,1,0,0,0
SLC30A6,1389,1456,1093,1293,819,811,1715,2040,1194,777,971,730
PELO,141,172,116,203,204,169,235,237,164,124,103,137
RASGRP3,52,84,43,57,45,49,59,82,32,32,36,47
SAR1B,981,1068,775,1151,961,839,917,1440,805,900,1087,748
CATSPER3,3,1,6,6,5,6,10,11,3,6,12,2
GPR180,413,589,351,511,388,361,315,395,280,197,246,132
TCTEX1D1,0,3,0,0,1,0,2,7,1,0,1,2
DNAI4,68,83,69,87,54,42,138,140,90,67,75,93
ANKRD22,0,1,0,0,0,0,0,1,0,1,0,1
FARP1,207,290,444,266,323,208,98,154,77,72,105,53
IFIT5,50,67,25,36,23,35,27,38,18,16,23,18
SLC16A12,0,1,2,2,1,1,1,0,0,2,0,1
PANK1,149,284,175,240,188,225,113,140,104,51,62,31
PRDM8,10,20,5,5,3,3,13,24,9,1,1,2
BMP3,1,4,2,6,4,4,1,6,2,5,1,1
HNRNPDL,2635,3539,2429,3160,2848,2612,2021,2707,2032,1633,1818,1252
HHEX,245,398,222,183,178,187,134,177,130,32,35,22
UTRN,14,0,0,9,3,60,2,0,0,2,1,4
GRM1,1,0,1,1,0,0,0,4,0,4,1,2
PTPRK,2,0,1,0,0,0,0,0,0,0,0,0
GGPS1,238,373,263,324,278,305,276,403,230,249,246,210
CNTNAP4,0,0,0,0,0,0,0,0,0,0,0,0
ZNF117,92,126,87,51,53,81,103,128,73,69,84,43
PART1,6,6,5,6,1,0,1,9,1,1,6,5
RAB3C,0,0,0,0,1,0,0,1,0,0,0,2
LMNTD1,5,1,1,4,0,4,2,7,2,3,0,0
MARVELD2,107,166,93,119,153,158,63,168,94,58,0,57
RAD17,949,1306,953,1141,846,822,905,939,828,508,776,529
MED21,969,1487,798,1143,843,890,911,1019,808,544,562,408
PLOD2,1,1,0,6,7,11,0,0,2,0,2,5
STK32B,98,116,90,41,43,26,131,167,98,35,21,34
NRSN1,2,1,2,1,0,0,0,6,0,2,0,0
JAKMIP1,220,343,256,336,233,220,172,229,148,96,132,101
ZIC1,0,0,0,0,0,0,0,1,0,0,0,0
ADGRA3,170,343,202,214,209,174,139,168,135,76,84,50
CPB1,3,4,3,8,4,6,0,4,3,5,2,4
SREK1IP1,585,850,511,825,491,627,581,946,485,397,702,383
LGI2,0,1,0,0,0,0,0,1,0,0,0,0
CWC27,501,826,514,748,610,567,676,934,586,520,642,360
MR1,130,163,118,111,75,85,145,193,110,113,94,66
SRP19,520,625,363,680,474,643,370,489,307,323,330,238
CENPH,832,1037,521,906,568,582,1054,1497,1023,982,1071,752
CDYL,863,1085,792,1228,991,959,1089,1578,964,888,1110,832
CARHSP1,421,630,403,688,676,499,231,297,227,306,287,243
TEKT5,0,1,0,1,0,0,3,4,0,1,2,2
BANK1,0,0,0,0,0,0,2,0,0,0,2,0
TXNDC11,204,328,210,280,256,245,221,328,164,206,172,161
DAB2,0,0,0,0,0,0,3,0,0,0,0,4
ACMSD,0,0,0,0,0,1,0,0,0,0,0,0
ACOXL,0,1,0,0,0,1,1,0,0,0,2,0
BCL2L11,803,1078,838,845,613,601,910,1067,621,688,858,804
ANAPC1,3629,4553,3162,3673,2835,3550,2988,4026,3145,1858,2262,1568
CAST,10475,14205,9854,13134,9350,9833,10065,12701,8777,7504,8311,6143
SCOC,497,644,365,553,444,467,372,483,361,277,307,189
CLGN,7,6,5,22,11,13,3,13,2,8,3,5
CETN3,309,385,220,344,232,256,383,476,289,297,311,197
SMARCA5,2659,3647,2206,2720,2057,2370,2185,3007,1949,1991,2406,1229
SYCP2L,2996,3505,2385,2035,1317,1591,468,576,421,128,138,90
BMP6,1,1,1,0,2,2,1,1,3,4,5,3
RGPD3,2,8,9,14,13,12,9,10,10,4,5,5
RASSF3,95,154,79,109,93,107,62,64,21,36,41,23
HNRNPU,10553,15766,10124,14363,11336,12371,9670,12723,8069,7786,9004,5928
RANBP2,7452,9710,6446,9383,6466,7851,6123,7339,5400,4589,5406,3244
AHCTF1,2013,2919,2323,2699,2396,2509,2001,2668,1732,1241,1333,1353
MERTK,0,0,0,1,0,0,3,0,1,3,6,3
TMEM87B,133,210,149,202,232,117,67,89,113,42,52,40
OR14K1,0,0,0,0,0,0,0,1,1,0,0,0
PTPRR,38,47,39,14,11,24,38,45,35,15,10,6
NR4A2,11,14,5,16,18,12,14,19,37,18,25,19
CCDC148,9,8,9,7,6,4,6,10,4,10,2,5
PLA2R1,0,0,2,3,1,3,4,1,2,2,2,1
RBMS1,205,356,219,334,309,259,230,273,196,158,141,137
SCN3A,1,0,0,0,0,1,0,0,0,0,1,0
FEZF2,0,0,0,0,0,0,1,0,0,0,2,0
CD96,17,25,22,8,8,11,15,24,14,9,12,9
SLC25A27,0,0,0,4,3,1,3,1,1,0,0,0
ADGRF1,23,38,4,22,13,7,7,22,27,12,22,8
ADGRF4,0,0,0,0,0,0,0,0,0,0,0,0
FRMD1,4,0,0,4,0,4,0,4,0,4,0,3
CYRIB,2592,3498,2354,2407,1762,1914,1727,2189,1619,769,884,607
ASAP1,608,748,555,857,468,664,1843,2316,1476,1397,1610,1199
TRAPPC8,2699,3262,2280,2332,1734,1968,2248,2881,2164,1248,1430,917
FAM81B,0,0,0,0,0,0,1,2,2,0,2,0
LINC00467,119,98,61,147,59,51,143,129,63,58,107,86
INO80C,119,181,127,119,114,99,112,187,120,94,102,88
LPCAT1,3,7,0,10,3,1,0,5,2,1,8,1
PLEKHG4B,2,4,4,2,4,2,4,17,12,5,6,4
NMRAL1,277,448,307,412,407,332,252,369,267,155,194,143
UBALD1,31,41,40,55,43,34,60,36,40,40,35,35
C16orf89,2,1,1,2,7,3,0,2,1,0,0,0
ING1,135,198,163,233,232,188,153,208,121,174,204,171
TEX29,1,0,1,0,0,0,1,0,0,2,0,1
SPACA7,0,0,0,0,0,0,0,0,0,0,0,0
ADPRHL1,7,15,7,28,7,18,9,8,9,10,58,30
CMTM7,32,72,29,53,62,42,25,36,17,33,22,17
FBXL2,14,20,10,12,9,16,14,13,14,13,18,11
UBP1,819,1105,727,885,900,662,798,904,487,276,369,307
RMND5A,2046,2428,1776,2583,1897,2317,1774,2005,1434,1777,1823,1193
CD8A,0,0,0,2,0,0,0,0,0,0,0,0
RPIA,274,381,267,417,386,369,268,423,293,370,415,327
GOLGA8F,0,0,9,0,0,0,2,0,0,0,0,0
LURAP1L,0,0,0,0,0,0,0,0,0,1,0,0
CNKSR3,2662,3638,2747,2848,2428,2377,2198,2903,1835,957,1055,793
GTF2E1,465,623,403,625,443,424,411,616,452,285,257,236
CFDP1,753,941,636,828,626,598,543,787,462,396,371,299
TGIF2LX,0,0,0,0,0,0,0,0,0,0,0,0
ZDHHC7,612,724,421,605,452,542,409,525,421,301,361,306
CIBAR2,0,0,1,0,2,0,0,1,1,1,1,0
C7orf31,5,6,7,19,18,16,2,3,0,1,2,0
TMPRSS11D,0,0,0,0,0,0,0,0,0,0,0,0
JAZF1,168,201,117,246,152,188,148,180,118,383,414,320
CMIP,127,98,55,122,117,92,117,178,84,107,154,129
SPHKAP,0,0,0,0,0,0,1,1,0,0,0,1
KCNJ16,2,1,2,0,2,1,2,3,0,0,2,1
PID1,0,0,0,1,0,0,0,0,0,0,0,0
TRIP12,3897,5558,3958,5553,4705,4984,3682,4152,3098,3029,3573,2288
FBXO36,16,10,11,22,15,15,25,37,19,20,14,23
CEBPG,857,1075,768,1388,871,940,1341,1873,1274,2029,2286,1582
KCTD15,123,96,76,3,5,2,337,480,294,34,31,49
ZNF599,41,68,48,74,53,45,36,50,38,13,27,13
MCOLN2,0,0,0,0,0,0,0,0,2,0,3,0
LGI4,0,7,0,1,2,2,2,6,6,2,0,1
DDAH1,2,2,0,1,0,0,0,0,0,0,1,1
SREK1,2341,2589,2058,3059,2021,2439,2092,2633,1814,1975,2055,1311
CHD1,2406,3238,1824,3294,1962,2561,1859,2176,1545,1989,1982,1339
CLCA3P,0,0,0,0,0,0,0,0,0,0,0,0
ANKFN1,1,0,1,1,3,1,1,2,1,1,3,7
DGKE,287,317,231,197,179,199,216,322,222,91,145,94
