gene_name,Wild-type_rep1,Wild-type_rep2,Wild-type_rep3,ATF7IP_KO_rep1,ATF7IP_KO_rep2,ATF7IP_KO_rep3,SETDB1_KO_rep1,SETDB1_KO_rep2,SETDB1_KO_rep3
NSFL1C,358,518,498,455,506,271,420,555,409
SLC4A11,22,23,35,26,42,22,27,33,27
C20orf194,79,125,89,65,92,46,68,104,46
ZNF343,239,304,328,237,374,189,337,306,279
EBF4,0,0,0,0,0,0,0,1,0
CPXM1,0,0,0,0,0,0,0,0,0
MAVS,1211,1443,1463,1115,1820,802,1314,1620,1136
LZTS3,80,110,78,71,130,42,109,101,78
F11,0,0,0,0,0,0,0,0,0
XRN2,1917,2632,2697,1740,2528,934,2167,2329,1731
KIZ,169,213,215,205,304,138,280,252,154
DYNLL1,1686,2323,2110,1562,2432,1071,1584,2328,1623
TESC,148,196,145,49,42,24,107,70,23
SNX5,1596,2052,1990,1251,1904,800,1441,1729,1184
RPL6,12502,16702,18621,11555,16982,8012,14424,16842,12084
SIRPG,0,0,0,0,1,0,0,0,0
MAPKAPK5,724,1008,961,697,998,455,871,931,664
P2RX7,19,17,18,11,19,9,12,20,15
ESF1,596,829,1063,510,880,412,637,766,622
RBBP9,489,622,585,401,534,231,490,600,378
ANAPC5,2073,2821,2306,2001,2744,1083,2160,2686,1717
SLC23A2,325,401,339,287,438,175,396,398,219
SLC8B1,233,304,227,215,268,146,253,267,191
TMEM230,406,542,466,422,596,255,337,585,354
DZANK1,38,33,34,38,45,15,34,34,41
KDM2B,525,693,656,449,730,339,531,647,437
CFAP61,3,0,3,1,0,1,1,2,0
LHX5,0,1,0,0,0,0,0,0,0
TASP1,134,180,172,106,151,81,165,159,117
OAS1,118,151,139,84,157,31,104,96,134
GCN1,3364,4697,3901,2826,4105,1818,2621,3809,2397
RPLP0,15838,22330,20954,14958,22532,10599,18795,21674,15389
PXN,639,851,747,592,906,359,685,851,584
SIRT4,7,12,7,4,13,5,6,3,2
RPH3A,16,20,16,8,20,6,13,21,7
KIF16B,200,290,303,236,319,122,260,274,230
TRMT6,309,473,545,329,513,222,435,412,314
CHGB,7,5,7,4,7,4,6,7,6
PEBP1,3377,4635,4663,3072,4246,2212,3252,4887,3050
TBX5,0,0,0,0,0,0,0,0,0
BRAP,383,586,590,372,567,305,532,524,437
ERP29,1542,1878,2134,1828,3001,1129,2777,2553,2031
NOS1,35,25,25,16,39,19,15,29,17
FUS,1272,2245,2524,1319,3069,1126,3028,2454,2188
IGBP1,512,736,746,495,851,426,622,814,618
FXYD5,720,890,935,1001,1340,603,986,1472,1052
ZNF302,177,254,250,252,412,167,432,350,315
GRAMD1A,297,384,295,252,469,154,387,443,292
FXYD3,1,3,11,8,6,2,5,5,2
HEPH,0,0,0,0,0,0,0,0,0
CDIP1,314,388,267,280,456,232,252,564,238
CMTM1,10,26,27,24,28,12,31,36,20
KCNH4,0,0,3,1,1,0,2,1,0
GANAB,4578,6540,5635,5123,8402,3222,6325,8108,5145
GMIP,40,51,66,38,70,29,29,64,38
RBM41,364,533,622,348,561,271,565,577,410
BIRC5,2766,3855,3146,2278,3287,1646,2406,3973,2140
LAG3,3,5,3,1,7,0,2,11,2
MLF2,1936,2463,2205,1682,2989,1298,2051,3137,1980
OTUB2,24,36,34,17,32,20,36,30,24
DDX24,379,405,580,302,426,186,405,409,346
ZBTB25,379,485,431,454,696,252,643,565,474
NECAP1,503,636,587,387,695,313,582,641,428
ARHGAP4,190,273,243,199,271,87,242,260,185
ANKRD24,0,5,2,0,2,1,2,2,4
DHX32,553,781,671,469,645,271,694,690,365
RCOR1,759,1009,1079,694,1130,506,741,971,732
GPATCH2L,667,912,895,758,973,384,775,975,693
LTBP4,270,303,248,281,423,158,345,353,252
BLVRB,292,370,339,423,531,221,395,524,354
SLC9A1,53,54,44,59,94,41,62,59,46
SPTLC1,966,1386,1478,915,1415,665,1160,1367,1073
PAPOLA,2446,3405,3651,2553,3872,1695,2690,3610,2642
CCNK,200,309,315,197,362,179,231,286,244
PCBP4,32,46,42,42,107,44,96,68,60
RGS1,0,0,0,0,0,0,0,0,0
YPEL3,23,26,37,57,62,29,38,59,38
MRPS33,469,570,532,410,566,221,510,591,385
NDUFB2,636,870,577,733,843,338,493,858,517
NUDC,1317,1839,2135,1232,1750,805,1362,1651,1212
MAEA,501,728,654,436,638,305,522,806,470
ICAM1,430,602,509,312,425,152,668,391,211
STRN4,798,1104,1000,790,1092,483,916,1103,712
IRAK3,3,4,3,1,5,2,1,0,3
LYZ,0,0,0,1,0,0,1,0,0
SI,0,0,0,0,0,0,0,0,0
MUL1,201,252,190,204,303,146,217,311,200
TFAP4,393,595,563,387,591,252,573,501,368
PDCD7,429,545,548,432,708,353,563,614,455
SPG21,740,1029,912,795,992,465,689,906,598
FETUB,0,0,0,0,0,0,0,0,0
DNAJB11,1326,1600,1749,1296,1953,861,1297,1846,1371
P3H2,546,629,597,450,497,237,510,521,344
THPO,3,1,1,3,1,3,3,2,1
CHRD,7,11,7,12,16,15,9,18,6
FLT3LG,15,26,27,25,52,26,33,56,29
RAB11FIP3,196,245,226,161,269,114,158,301,161
GNPTG,252,327,322,342,452,181,265,443,313
ZNF268,190,320,327,557,792,392,661,705,591
GOLGA3,1285,1707,1507,1410,2205,1017,1128,2122,1273
PABPC4,1848,2499,2318,1602,2306,1038,1408,1805,1451
CD209,4,4,8,8,8,7,3,7,3
CERS4,82,138,113,146,206,80,159,191,139
MCOLN1,91,107,105,93,127,61,79,127,81
USP48,1060,1500,1550,1016,1629,790,1171,1486,1058
EFNB1,78,99,103,83,98,50,96,94,73
PDPR,641,842,714,657,884,354,673,771,542
AARS,2866,4321,4184,3291,5248,2222,9278,5174,3393
GLG1,2230,3033,2820,2575,3801,1562,2532,3612,2537
KIF4A,1168,1657,1604,1187,1855,754,1359,1691,1185
TNRC6A,999,1512,1569,1085,1770,802,1385,1488,1148
PLEKHG2,222,249,247,191,282,111,248,243,158
DLL3,49,39,33,43,50,22,35,61,37
NAT14,17,23,13,15,23,6,16,20,17
PITPNM2,106,151,142,114,195,71,101,126,103
EXOC1,312,413,410,303,453,218,402,504,345
RBM27,1358,1742,1696,1229,1850,989,1570,1713,1340
POU4F3,0,0,0,0,0,0,0,0,0
OSBPL8,1594,2181,2264,1411,2127,1063,1956,1998,1501
DTX2,71,72,74,57,85,33,49,86,49
NLRC4,5,16,12,15,26,11,12,13,6
PUS7,1241,1759,1677,1161,1654,721,1404,1469,1132
LAMB4,4,5,7,1,4,0,3,3,5
NRCAM,0,0,0,0,0,1,0,0,0
LAMB1,2369,3198,3050,2250,3542,1010,2976,2916,2132
SLC26A4,6,7,6,8,4,6,0,5,2
SLC26A3,0,0,1,1,2,0,0,1,0
DLD,1333,1990,1889,1421,2413,845,1850,2371,1669
WDR7,196,283,248,234,330,130,260,324,234
TXNL1,677,893,905,688,998,452,719,975,689
IL5RA,5,6,2,1,7,2,1,5,4
ABCC6,20,15,16,17,17,1,3,19,5
CMTM6,711,901,786,590,896,440,667,925,584
ITGA6,1180,1655,1695,858,1500,829,1173,1562,1082
RAPGEF4,19,19,18,16,22,6,34,17,9
MAP3K20,1248,1854,1775,1121,2000,1016,1738,1799,1272
SMPX,0,0,0,0,0,0,0,0,0
FH,2171,3086,2654,1956,2941,1340,2436,2549,1774
SEL1L3,114,142,153,24,37,17,112,104,16
TF,10,13,13,8,11,6,9,7,12
CDV3,4110,5707,5780,3358,5189,2545,4245,4716,3482
MYO15A,13,21,19,15,26,15,18,36,17
ALKBH5,1250,1747,1541,1213,1912,819,1479,1836,1169
APOH,2,2,2,2,0,2,0,1,1
NLRP1,12,8,17,8,21,11,7,20,6
PITPNM3,377,489,417,338,575,352,337,527,355
SPAG7,608,829,938,617,831,360,651,875,579
ORC6,795,1036,1005,672,1057,426,901,1079,693
ZFHX4,14,8,5,9,9,8,7,6,8
SLC17A6,0,0,0,0,0,0,0,0,0
CPA1,0,1,0,0,0,0,0,0,0
ZC3HC1,261,409,359,327,371,149,341,362,220
ESR1,6,10,15,3,3,5,7,6,9
RGS17,19,23,15,20,34,17,23,21,13
ANGPT2,30,33,27,14,35,17,15,33,23
TMEM101,265,337,290,205,301,120,259,346,184
CD200,0,0,1,1,0,0,0,0,2
CCDC80,214,253,305,149,294,119,338,208,178
CMA1,0,0,0,0,0,0,0,1,0
PSME1,992,1276,1137,986,1117,444,733,1437,767
PPP2R3C,245,308,292,208,315,142,292,337,211
HAUS4,432,573,491,526,732,272,632,650,473
JPH4,3,1,1,4,7,0,2,0,3
MYH7,0,0,0,0,0,0,0,0,0
CEBPE,1,0,0,0,0,0,0,0,0
SLC7A8,2,1,3,2,4,2,0,4,6
OSGEP,311,377,409,299,444,218,336,480,285
SLC22A17,0,1,0,0,0,0,0,0,0
RNF31,187,223,233,186,275,107,218,309,204
SCFD1,556,818,793,536,868,377,743,782,618
G2E3,785,1066,1009,743,1150,457,786,1120,743
HECTD1,2788,3865,3895,2941,4284,1985,3353,4028,2794
HNRNPC,10162,14036,14713,9001,12161,6007,9541,12507,9105
RPGRIP1,12,25,11,15,16,6,15,19,8
SUPT16H,4226,6189,6581,3902,6079,2428,4982,5412,4174
TOX4,554,695,682,540,731,388,703,703,530
GEMIN2,227,253,281,195,267,129,245,276,173
TGM1,45,76,62,33,59,16,35,42,28
TINF2,244,302,304,298,369,142,313,347,248
DAZL,0,0,0,0,0,0,0,0,0
TBL1Y,0,0,0,0,1,0,0,0,0
SEMA6A,6,7,11,7,14,1,6,4,8
TRPM7,3519,4743,5026,3074,4775,1974,3643,4320,3200
TYRO3,596,809,731,504,785,333,522,825,420
WDR76,1267,1685,1646,1231,2078,909,2251,1938,1343
CAPN3,10,18,10,15,20,19,10,7,13
SNAP23,726,913,1000,658,896,436,779,938,627
TBX15,0,0,0,0,0,1,1,2,2
PHGDH,2441,3588,3330,3239,5175,2020,8190,5006,3267
COL9A3,267,337,334,388,513,164,429,389,338
EZR,4647,6284,6348,3180,4890,2379,4497,4715,3404
MYL6,4385,6152,5321,4448,5558,2638,2833,6283,3963
AGO1,986,1476,1257,840,1317,567,770,993,803
TEKT2,1,2,4,5,5,2,3,2,3
CLSPN,1327,1822,2087,1178,1951,784,1937,1446,1276
RFFL,187,248,231,208,230,102,264,235,183
UNC13D,154,225,139,378,461,216,104,261,350
MFSD11,348,460,365,459,702,296,383,524,402
DPYSL2,884,1264,1114,971,1495,489,1345,1341,923
TGFB2,39,44,65,36,78,24,67,59,44
GPATCH2,400,638,632,513,693,320,574,531,527
NUP50,2316,3065,3300,2165,3446,1605,2906,3151,2363
CDC45,721,942,942,603,886,330,1153,963,566
COMT,467,679,503,462,562,331,493,701,327
ADA2,6,12,10,3,13,5,8,11,7
VNN3,9,11,5,13,19,9,13,28,10
ECHDC1,785,1173,1169,722,1035,481,1010,1041,768
LRRFIP2,662,979,1100,586,1070,579,1026,973,759
SEC22C,1041,1293,1209,799,1400,607,922,1353,929
XYLB,105,133,116,84,175,79,95,143,114
HDAC6,626,849,856,740,1169,486,814,1059,788
OR1I1,0,0,0,0,0,0,0,0,0
GABRP,9,8,11,12,20,6,9,14,4
KRT31,0,0,0,0,0,0,0,0,0
CDC6,2342,3114,2953,1984,3125,1411,2926,2852,2171
UPRT,93,168,165,130,205,80,148,173,152
CDC23,801,1107,1104,747,1136,523,981,1128,822
AAAS,762,1035,932,792,1066,475,980,1031,661
CBX5,6235,8993,7839,5825,8705,3709,6329,8903,5214
FMO2,0,0,0,0,0,0,0,0,0
SUCO,525,744,708,558,883,403,726,624,591
MSH2,1801,2613,2379,1565,2474,1015,2072,2224,1583
MAP3K1,833,1108,1134,687,1088,561,1027,1114,683
DHPS,367,450,462,410,537,225,449,572,335
HOOK2,155,195,197,131,200,73,163,194,110
NXPE1,0,0,0,0,3,1,0,0,0
ARCN1,1816,2408,2217,1581,2483,1283,1748,2456,1610
EPB41L4B,319,375,375,287,396,212,304,428,260
TMEM38B,387,477,443,397,483,228,380,564,313
PSMD5,1257,1770,1760,1189,1704,793,1507,1557,1174
PTGS1,3,3,1,3,6,2,0,2,0
NUP188,2660,3661,3314,2228,3500,1453,2425,3127,1948
CRAT,202,240,226,196,292,98,168,310,172
SH2D3C,2,1,0,1,2,1,1,1,1
NANS,976,1367,1332,760,1090,567,891,1209,736
TBC1D2,102,135,133,72,111,53,68,71,84
WHRN,117,185,130,146,202,131,122,168,101
PDE6C,8,14,16,18,12,7,8,10,12
CWF19L1,594,797,683,543,782,386,721,823,512
SEMA4G,15,19,26,9,24,7,14,20,14
BTAF1,2395,3244,3271,2444,3881,1746,3513,3214,2493
IKZF5,165,268,234,186,265,116,237,269,173
BLNK,0,0,0,1,2,1,1,1,0
TLL2,21,32,30,34,31,9,26,26,22
CYP26A1,0,2,1,0,2,2,0,1,1
TDRD1,5,8,4,4,5,1,0,4,1
SORBS1,136,167,167,181,352,132,178,208,133
CRTAC1,0,0,0,1,0,0,1,0,0
BAMBI,160,182,189,195,278,177,164,245,183
IL11,15,23,19,19,30,16,12,30,12
MYO3A,0,0,0,1,0,0,0,0,0
WAC,2332,3133,3491,2344,3407,1735,3527,3205,2338
CREM,716,848,795,1303,1799,920,895,1862,1203
NUBP2,387,493,369,302,451,208,313,489,276
TPSD1,0,0,0,0,0,0,0,0,0
SMIM24,1,0,0,2,0,1,0,0,0
HIVEP1,1048,1413,1410,1097,1739,847,1566,1428,1252
TREM2,0,0,0,0,0,0,0,0,0
KCNK16,0,0,0,0,0,0,0,0,0
CRISP3,0,0,0,0,0,0,0,0,0
FKBP5,891,1467,1584,705,1216,497,1416,1190,764
SRPK1,2959,4039,4058,2431,3541,1596,3356,3490,2451
BRPF3,296,352,367,265,374,191,235,368,231
MRPS18A,536,652,593,472,589,272,611,665,431
PGC,0,0,0,0,0,0,0,0,0
TMEM14A,212,320,161,319,343,195,152,385,212
EFHC1,266,353,302,298,560,194,349,364,291
RPS18,3586,4706,3342,3865,4959,2310,4224,4751,3250
BAG6,637,901,583,495,659,318,469,678,341
VARS,210,250,121,125,58,74,175,318,119
NCR2,0,0,0,0,0,0,0,0,0
HSP90AB1,26528,37408,34895,24944,32300,14719,16344,32080,22273
MLN,0,0,0,0,0,0,1,0,0
CDC5L,2168,2942,3382,2255,3116,1577,2980,2932,2280
ITPR3,1885,2266,2076,1813,2810,1094,1925,2301,1724
ZNF184,213,297,358,287,426,193,525,434,244
DSP,10088,13528,14370,10432,12664,8213,8626,11520,9934
SIRT1,654,981,939,710,1076,499,961,917,689
HNRNPH3,1099,2239,2621,1313,2555,1065,2630,2522,2179
IFT74,244,316,402,232,324,133,373,349,238
JAK2,314,435,493,367,602,330,508,539,398
IL12RB1,21,33,28,28,19,19,34,28,28
ABL1,960,1281,1193,847,1355,564,1404,1282,826
ACOT7,281,391,355,319,412,233,279,475,309
SH3GLB1,1483,2056,2134,1683,2451,1383,1636,2259,1830
CDC7,916,1284,1461,883,1339,607,1516,1268,977
SYDE2,457,690,532,442,729,381,638,568,447
PCSK5,13,23,21,23,22,15,18,17,23
SCD,17306,24244,22222,16080,27553,8950,15301,25359,17159
TMED1,246,305,265,212,313,133,202,358,192
ABLIM1,1438,2204,1957,1567,2464,1010,1875,2078,1471
ERMP1,885,1243,1127,759,1363,519,1239,1291,729
RAB18,1050,1447,1415,1045,1457,742,1185,1549,964
NRP1,186,262,263,70,100,54,276,124,41
HSD17B7P2,6,10,10,6,10,5,2,7,1
PRTFDC1,424,620,561,430,664,228,609,556,438
PALMD,348,515,579,357,536,328,709,488,350
TSPAN15,9,9,16,11,5,7,16,12,7
H2AFY2,5,0,1,2,7,1,3,4,3
WASHC2A,1062,1565,1686,1078,1531,822,1215,1441,1188
MAST3,124,162,132,138,233,78,113,187,112
MZF1,238,254,248,207,345,159,229,250,199
OCEL1,61,98,71,98,130,41,77,94,74
MYO9B,679,911,875,607,1125,465,544,837,633
KCNK6,168,205,222,95,134,71,104,140,72
CATSPERG,24,26,23,24,28,11,41,41,20
PSMD8,1147,1548,1665,1262,1647,707,1376,1732,1119
FBXL19,506,681,543,464,735,275,407,698,406
STX1B,26,23,33,24,37,21,43,43,27
HSD3B7,155,235,178,89,119,40,123,109,83
SETD1A,250,267,324,211,333,144,256,296,198
BCL7C,613,909,693,798,952,392,838,962,582
MAGEB2,0,1,0,0,0,0,0,0,1
EFNA2,31,32,34,33,35,18,20,32,21
CIRBP,1290,1906,1750,1404,1801,808,1745,1992,1354
ATP5D,553,745,672,491,698,271,629,715,413
CBARP,70,90,67,65,119,33,89,89,55
PCDH11X,4,8,8,7,8,1,13,12,3
AMELY,0,0,0,0,0,0,0,0,0
PRKY,11,21,15,21,17,13,11,17,18
IGFALS,2,2,2,4,4,0,4,2,2
HNRNPM,3118,4643,5083,2839,4655,2202,3344,4100,3501
2-Mar,119,129,101,128,168,59,101,152,103
NDUFB7,426,665,601,487,599,279,431,680,439
TECR,763,1177,1150,1053,1669,634,1156,1540,1047
TIMM13,777,930,948,592,806,366,795,939,537
CDC34,423,539,485,381,534,240,520,531,342
MTAP,2103,2799,2659,1820,2588,1216,2110,2528,1695
MISP,862,1111,1054,892,1271,695,774,1138,839
CEP170B,369,451,458,388,530,222,375,523,328
POLR2E,1077,1541,1277,816,1230,550,925,1338,761
POLRMT,637,905,749,746,1092,442,882,980,658
HCN2,149,172,142,69,110,70,64,94,74
CDHR5,3,5,0,9,8,2,7,10,5
IZUMO4,5,7,2,6,7,4,5,7,2
RASSF7,132,185,109,127,224,85,130,189,123
GADD45B,205,272,352,347,561,275,404,417,355
PALM,758,996,1017,777,1181,427,876,1088,689
MADCAM1,5,2,4,1,2,2,5,0,3
IGF2-AS,0,0,0,0,0,0,0,0,0
MKNK2,955,1263,1071,936,1447,570,1209,1317,901
ARVCF,192,279,219,116,200,66,157,205,122
TRMT2A,313,427,395,304,399,163,431,432,285
RANBP1,2620,3527,3911,2258,3173,1439,2531,3274,2241
ZDHHC8,117,176,116,113,166,72,93,159,101
KLHL22,157,226,202,188,299,108,202,268,198
MED15,264,341,309,265,378,154,193,349,218
SERPIND1,4,9,7,6,7,2,4,5,3
SNAP29,484,703,723,563,869,387,725,804,585
CRKL,1584,2164,1982,1729,2728,1315,1958,2510,1740
LZTR1,424,566,559,436,582,270,435,624,378
MMP11,3,12,6,5,11,2,4,6,5
CECR2,10,4,5,5,2,1,4,13,7
SMARCB1,465,632,625,494,640,302,568,655,429
P2RX6,21,26,18,20,23,8,31,32,8
DERL3,10,8,9,12,17,5,11,18,10
SLC7A4,5,3,5,4,6,2,5,3,3
BCL2L13,751,948,891,646,973,359,1066,966,630
DDTL,37,43,40,32,37,20,31,44,22
DDT,431,581,451,426,525,225,348,530,316
GSTT2,0,8,0,4,11,3,8,18,2
OSM,0,0,0,0,0,1,0,0,0
CABIN1,590,795,717,545,870,357,683,811,501
TBC1D10A,84,113,84,80,123,49,91,135,77
SUSD2,49,38,58,66,99,41,36,67,64
SF3A1,794,1041,1017,766,1135,560,611,892,711
GGT5,14,13,15,7,19,9,11,15,8
RNF215,138,135,114,109,208,90,130,223,100
SEC14L2,77,111,101,90,129,94,79,302,76
SEC14L3,4,1,2,1,4,3,5,8,4
SPECC1L,1122,1553,1640,1086,1685,713,2103,1653,1081
PPIL2,404,569,550,422,684,310,502,586,387
UPB1,21,21,22,18,24,8,12,17,20
YPEL1,14,21,13,4,12,5,19,13,10
SNRPD3,1700,2277,2740,1353,2252,1081,1392,2092,1628
PES1,1627,2318,2255,1335,1828,958,1465,1757,1337
MAPK1,2019,2765,2364,1972,2785,1315,2110,2835,1866
GGT1,5,7,6,10,25,6,12,11,11
PRODH,14,19,22,22,19,13,20,14,12
PPM1F,383,487,379,307,465,167,404,500,289
SLC35E4,79,109,99,73,113,63,83,138,68
TOP3B,257,341,308,209,296,131,275,313,183
CRYBB3,1,1,5,4,5,2,5,5,3
CYTH4,6,5,2,4,7,3,3,8,4
DGCR14,207,261,248,221,301,175,198,348,212
CRYBB2P1,133,201,243,151,177,92,144,197,129
MFNG,6,1,1,3,3,2,0,3,3
CARD10,558,666,628,456,626,314,446,653,384
LRP5L,78,73,82,54,70,55,62,94,51
SLC25A1,1046,1415,1137,1003,1386,477,759,1319,878
GRK3,27,37,34,18,19,11,34,26,24
PLA2G3,63,95,66,47,103,20,42,52,44
LGALS2,5,4,4,3,4,1,8,11,5
GGA1,405,541,480,328,476,203,461,482,286
HIRA,418,504,490,335,482,239,387,504,267
SH3BP1,27,28,23,32,49,35,22,32,31
SEZ6L,0,0,0,1,0,0,0,0,0
LGALS1,2397,3417,2182,3013,3887,1961,1779,4625,2615
HPS4,440,550,459,432,683,277,574,631,396
PIK3IP1,11,14,16,8,13,5,9,15,12
NOL12,0,0,0,0,0,0,0,0,0
SRRD,283,386,333,313,373,178,329,358,247
PATZ1,375,472,324,348,474,190,463,424,289
TRIOBP,526,647,646,562,781,321,718,779,548
TFIP11,390,511,528,365,490,268,314,479,352
GCAT,242,356,240,244,227,127,175,318,123
GGTLC2,2,0,0,0,0,0.00E+00,0,1,0
CRYBB1,0,0,0,0,0,0,0,0,0
ANKRD54,301,396,349,297,473,213,420,496,302
EIF3L,3812,5341,4734,3839,5866,2445,4817,5693,3675
SNU13,1477,1790,1458,1211,1706,786,1337,1774,1112
MICALL1,262,342,317,216,326,127,251,342,171
POLR2F,371,500,515,344,438,233,316,490,311
SOX10,0,0,0,0,0,0,0,0,0
CCDC134,111,128,131,107,115,74,110,120,85
DEPDC5,160,185,167,151,201,96,176,174,115
PICK1,252,297,300,186,280,106,271,271,172
TTC28,608,834,732,544,833,345,658,798,508
SLC16A8,1,4,9,7,11,5,4,8,6
CENPM,221,300,216,205,256,111,240,352,160
3-Sep,1,2,0,1,3,0,3,5,3
SLC5A1,4,2,4,1,4,3,3,8,2
TPTEP1,79,93,104,97,162,71,58,132,101
SLC5A4,0,0,0,2,5,6,2,2,5
KDELR3,218,326,286,221,272,128,216,315,226
CYP2D6,5,11,3,6,15,7,10,9,10
DDX17,8868,11705,10397,7816,11928,5280,8689,11697,7818
DMC1,32,44,33,23,51,17,41,39,24
TCF20,194,263,277,194,346,145,239,283,211
HSCB,118,140,116,88,162,64,153,129,86
CBY1,124,178,193,137,168,66,239,203,138
TOMM22,1135,1623,1382,850,1331,623,904,1385,855
RSPH14,0,0,1,1,0,0,0,0,0
XBP1,2498,3310,2932,2161,3352,1529,4921,3196,2246
RTCB,1053,1471,1333,1028,1318,646,1246,1352,982
JOSD1,1400,1906,1703,1521,2235,1024,1464,1971,1482
FBXO7,1148,1485,1272,1231,1765,828,1482,1662,1172
GTPBP1,733,907,798,698,1095,463,743,1028,651
POLDIP3,937,1329,1064,931,1464,660,990,1537,857
RAB36,33,31,34,70,80,50,80,92,74
TIMP3,377,457,461,376,667,250,344,306,542
PPP6R2,477,598,522,392,610,276,461,699,396
SBF1,893,1101,846,798,1191,489,566,1236,606
SUN2,582,760,649,543,920,396,579,941,526
CYB5R3,988,1203,1372,896,1536,753,844,1422,1014
DNAL4,51,66,53,59,73,21,85,90,51
C22orf31,0,0,0,0,0,0,0,0,0
MIOX,8,3,6,6,8,2,7,13,3
LMF2,414,561,465,465,833,258,499,682,427
RHBDD3,165,219,188,166,232,105,195,241,145
PACSIN2,899,1093,1048,710,965,534,1013,1005,590
TTLL1,23,35,32,33,56,13,50,55,34
RASL10A,2,3,6,1,4,2,5,7,1
AP1B1,1158,1425,1377,912,1461,618,881,1424,875
HMGXB4,635,952,976,750,1058,473,1062,994,814
TOM1,78,99,98,114,163,89,109,161,111
NEFH,285,460,612,182,397,236,243,489,239
CHKB,173,212,212,194,262,101,203,267,159
BIK,13,8,10,7,11,5,15,12,10
HMOX1,62,82,81,87,126,66,58,91,82
MCAT,200,255,218,159,224,121,197,215,123
THOC5,787,1012,1064,708,1028,455,938,976,715
MCM5,1942,2541,2473,1814,2474,1066,2023,2624,1694
APOBEC3H,2,5,3,2,3,1,1,0,8
ARSA,69,95,57,86,109,42,88,129,75
TSPO,451,701,394,513,612,258,501,723,330
RASD2,1,4,2,12,6,3,10,5,4
TTLL12,1281,1799,1638,1015,1555,531,1236,1492,854
CBX7,54,59,66,69,106,41,73,100,46
PDGFB,122,181,123,113,174,87,132,166,94
ACR,0,0,0,0,0,0,0,0,0
CABP7,2,6,2,4,5,2,3,3,2
RPL3,15050,21853,17310,15586,25384,9381,20390,25832,16287
ZMAT5,76,110,109,77,100,57,101,103,66
RBFOX2,967,1288,1347,726,1483,522,1333,956,826
SYNGR1,0,0,0,0,2,0,1,0,0
TAB1,291,389,384,263,381,163,367,440,242
ASCC2,316,393,404,267,381,200,316,388,253
MTMR3,586,678,610,494,752,370,645,768,431
MIEF1,1042,1367,1102,937,1394,664,1139,1314,868
APOL4,87,99,140,70,124,52,97,122,89
PNPLA5,8,14,7,10,19,2,13,13,9
APOL1,18,14,24,22,35,19,10,17,14
PNPLA3,155,202,142,99,135,66,69,144,92
MYH9,6845,8987,9313,5734,10093,4723,6074,7870,6544
CACNA1I,0,1,2,3,10,5,3,13,3
SAMM50,596,976,830,686,982,455,840,1013,678
TXN2,472,768,739,398,854,367,665,783,558
FOXRED2,710,938,828,774,1224,495,700,1087,707
GRAP2,0,0,0,0,0,0,0,0,0
EIF3D,2695,3558,3581,2426,3618,1730,2955,3305,2435
TNRC6B,1509,1962,1975,1488,2381,1132,1656,2129,1570
SGSM3,388,559,451,373,572,210,503,577,364
IFT27,79,105,111,88,126,63,131,158,80
PVALB,0,0,0,0,0,0,0,0,0
KIAA0930,701,882,866,679,953,415,511,950,551
NCF4,0,0,0,0,0,0,0,0,0
CSF2RB,0,0,1,0,0,0,0,0,0
SLC25A17,548,750,579,480,685,305,432,704,420
UPK3A,0,0,0,0,0,0,0,0,0
FAM118A,240,279,287,189,285,152,266,246,184
KCTD17,0,0,0,0,0,0,0,0,0
ST13,4864,6596,7144,4502,6373,3172,4076,6412,4662
IL2RB,7,9,4,17,24,11,1,18,19
RBX1,529,714,577,506,754,340,459,704,403
EP300,1102,1393,1454,1096,1763,822,1235,1473,1113
L3MBTL2,571,741,653,578,760,361,639,723,492
CHADL,0,0,4,1,2,2,1,2,3
RANGAP1,1598,2149,1783,1480,2395,1066,1410,2625,1329
ZC3H7B,1070,1316,1290,701,1229,584,951,1264,765
PHF5A,670,937,852,600,837,408,782,874,616
ACO2,824,1182,1000,888,1064,510,753,1175,621
POLR3H,447,476,423,353,467,225,282,498,292
TRMU,575,705,632,425,687,332,466,739,421
PMM1,105,149,104,123,195,75,180,223,118
DESI1,784,1000,1067,682,979,383,951,1011,653
CERK,675,912,847,449,794,345,510,809,438
BRD1,351,439,440,328,545,256,415,532,385
ZBED4,624,863,806,605,909,455,638,936,646
MLC1,0,0,0,3,2,1,0,2,0
HDAC10,53,108,73,71,97,36,69,92,56
KCNK10,4,13,7,7,6,7,4,6,10
ABHD4,143,191,140,189,198,108,109,167,140
KHNYN,837,1189,952,899,1359,556,1040,1387,849
FKBP3,726,970,957,721,1080,426,790,1002,866
SDR39U1,120,146,122,101,175,48,111,182,133
CTSG,0,0,0,0,0,0,0,0,0
GZMH,0,0,0,0,0,0,0,0,0
GZMB,0,0,0,0,0,0,0,0,0
RBM23,828,1057,1054,875,1171,518,623,1185,704
PRMT5,865,1215,1214,810,1022,571,808,1052,725
COCH,6,8,4,3,9,2,4,3,3
AP4S1,134,181,178,143,179,88,201,193,126
POLE2,268,329,328,250,329,122,279,307,221
VCPKMT,107,123,108,114,132,66,94,105,82
SOS2,392,473,502,448,597,272,583,585,400
CDKL1,144,173,174,122,148,61,144,128,67
NIN,1699,2300,2551,1478,2297,1089,1555,2228,1593
PYGL,1400,1902,1920,1303,1950,596,1813,1650,1212
