gene_name,WT1,WT2,WT3,KO2_ASH1L,KO1_ASH1L,KO4_ASH1L,KO3_ASH1L
TBC1D9,1784,2003,1888,2313,1596,1841,1338
ZNF330,1845,2343,2137,2454,1833,2380,2287
INPP4B,31,84,67,481,1383,1673,968
GAB1,114,108,120,263,521,274,239
KLHL2,1350,1499,1412,1534,1557,1874,1371
IL2,0,0,0,0,0,0,0
CPE,2267,2504,2460,2777,2658,4098,3550
RPL34,16450,21327,20906,21712,18870,22015,16424
WFS1,2457,2393,2244,3022,1824,2721,2026
ANXA10,34,24,22,430,51,250,114
GRPEL1,4560,5106,4250,4492,4717,5306,2619
GAR1,2591,3157,2578,2576,2621,3112,2695
CLCN3,4927,4861,4416,8530,4673,7101,5748
AADAT,329,265,226,369,275,209,332
GALNT7,6135,7192,5914,8836,8463,8512,6302
DHX15,20282,21083,16563,23904,18122,23226,15163
SOD3,0,0,0,1,0,0,0
SEPSECS,640,804,1007,1415,1098,1005,651
CPZ,1,0,0,3,5,7,0
TRIM2,266,173,200,1337,373,588,204
SLC2A9,19,31,35,121,4,53,15
FBXW7,1281,1140,1270,1910,860,974,1049
NEIL3,1068,1074,882,1434,1266,1380,1190
TBC1D19,129,182,147,341,254,426,64
CLNK,8,11,5,8,0,0,3
NSD2,11234,12165,11125,12219,15731,16811,6745
SH3D19,3201,3823,3803,5279,2984,3916,3790
STIM2,1488,1568,1430,2067,1602,1619,856
NKX3-2,1,2,8,4,39,11,3
MFSD10,5706,5962,6480,4336,5744,5255,3264
GLRB,677,894,803,1106,585,1148,641
BST1,103,152,119,161,592,456,106
RAPGEF2,1157,1227,1389,2118,1526,2064,1790
HGFAC,0,0,0,0,0,0,3
SNX25,853,894,829,568,601,598,556
LRP2BP,14,18,18,27,23,39,10
UFSP2,1275,1450,1331,1279,1362,1413,1206
KLF3,4746,5489,5532,6304,2910,6277,2354
KLHL5,9151,11414,10800,12846,8761,11731,5435
FAM149A,2,0,1,0,0,0,0
NCAPG,13219,16134,11902,14120,15300,16655,7294
UGDH,13184,16669,15329,28760,2922,7388,7749
PPARGC1A,1,1,0,5,20,13,74
DDX25,7,13,9,6,3,8,3
CRYAB,210,189,218,95,47,49,59
DBX1,0,0,1,0,0,0,0
HTATIP2,4696,5949,5193,10252,6328,7333,5327
CTSC,11215,12707,11887,6486,3535,5446,4606
CCDC34,1118,1384,1259,1835,1339,2234,1154
ZBTB16,2,1,5,2,8,3,5
ELP4,1694,2047,1603,2282,1954,2292,1235
ZPR1,4548,5088,4946,2568,2836,3450,2403
MTCH2,8834,9855,8672,7326,6027,7754,6777
FNBP4,4313,4495,4328,4113,2918,4426,3124
TECTA,6,12,16,15,30,30,2
SC5D,2549,3378,2358,2164,1707,2119,1104
CRTAM,185,219,179,21,3,96,208
JHY,305,336,276,273,136,293,151
B3GAT1,1,0,0,0,0,0,0
HSPA8,189944,217854,105768,157398,156480,218064,127321
P2RX3,0,0,1,2,0,0,0
VWA5A,113,139,97,169,84,220,118
DNAJC4,479,602,660,644,287,532,370
SIAE,1615,2002,2024,1859,549,1490,652
SNX15,1659,1914,2009,1633,1617,1810,1160
LPXN,826,966,918,970,270,1073,452
DTX4,587,631,746,1061,49,90,42
ATG2A,1846,2043,2426,2583,1672,1858,1538
EHD1,7006,6411,5025,5075,3724,3571,3472
OSBP,6394,7340,6938,7385,5438,7300,5312
UNC93B1,1794,1962,2328,2251,1478,1608,959
PUS3,859,989,987,591,377,614,513
DCPS,1584,1542,1950,1361,996,1098,868
KMT5B,2678,2919,2916,2644,1556,2109,1651
FOXRED1,3261,3542,3493,2365,1724,1965,1691
PPP6R3,7495,8510,8222,8151,6165,7799,5727
NRXN2,8,2,8,90,0,4,0
MS4A6A,2,5,5,4,3,1,0
MS4A4A,0,0,0,0,0,0,0
ST3GAL4,1924,1894,1687,1148,985,1832,752
CPT1A,3910,4059,4054,3407,2978,3097,3197
CCND1,13457,11955,12048,12370,16904,15720,12511
CCDC86,5737,6140,5061,4165,5522,5781,4563
PRPF19,14392,15177,14246,12494,12065,14876,10465
TMEM109,10699,12746,11317,7072,7171,10398,6013
CCKBR,0,0,0,0,0,0,0
HPX,10,6,8,11,0,0,4
TRIM3,911,785,548,503,824,821,495
CHORDC1,4333,4736,2978,2881,3244,3729,1881
FOLR1,114,133,150,400,23,98,40
ANAPC15,2058,2324,2130,1423,1373,1921,1112
FOLR3,0,0,0,0,0,0,0
PANX1,2009,2026,1854,1261,1430,1413,1146
ARHGEF17,1274,1160,1343,1995,1269,2035,1176
APOA5,0,0,0,1,0,0,0
APOA4,0,0,0,0,0,0,0
APOC3,0,0,5,2,0,0,0
CEP164,3811,4009,3533,2124,2323,2523,2703
RNF141,3130,3680,3574,6594,2453,4513,2584
CEP126,593,679,715,534,305,454,266
EIF4G2,111878,116012,123574,120001,136878,195676,127578
IL10RA,22,19,18,2,0,2,12
GALNT18,888,1062,1062,206,2612,858,2616
BIRC2,3206,3838,3399,3354,1885,2700,1738
UBE4A,5112,5884,5106,4064,2578,3537,2494
DDX6,7098,8693,7638,6319,4536,6972,4461
UPK2,2,4,2,4,1,2,2
CBL,3474,4260,3910,2225,2826,3124,1698
NECTIN1,1337,1387,1180,1006,680,632,939
HIPK3,3971,4690,3818,5379,3258,4378,3016
KIAA1549L,3327,3425,3333,1451,2210,3154,1775
FBXO3,1803,2199,2120,2314,2359,2598,1663
PDHX,2838,3324,2703,3589,4049,4039,2680
SLC1A2,3,1,4,6,3,1,16
COMMD9,3778,4152,3860,4499,3903,4647,3137
SLC15A3,41,99,43,348,116,221,74
CD5,7,14,4,1,2,59,0
ACCS,554,618,778,955,516,694,399
SCGB2A2,0,0,0,0,0,0,0
MDK,24632,25899,30176,67895,12881,30948,5002
AMBRA1,3699,4019,4303,8994,3318,5457,2887
MADD,3006,3316,3263,3387,2420,4012,2144
PTPMT1,2485,2864,2508,2120,1600,2083,1651
NAA40,2511,2555,2308,2466,2340,3057,1426
CARS1,7196,11659,16314,7757,8120,9448,5864
SLC22A18,628,431,709,664,73,202,323
CD81,11672,13277,13536,13011,10822,21164,8206
SLC35F2,5245,6120,5358,2863,3939,3684,2558
C11orf21,38,43,61,58,60,190,27
ELMOD1,31,36,17,29,73,34,39
CALCA,0,3,3,0,0,0,0
SOX6,44,27,73,244,36,18,15
C11orf58,10136,11128,10424,13491,13223,15984,10038
PITPNM1,2439,2514,2776,1645,2599,2780,2688
RPS13,44561,55209,48931,56027,50155,60925,36481
AIP,2379,2763,2683,2031,1614,2742,1661
NUP98,14082,16706,14968,14451,12946,16843,13654
NDUFS8,3886,4187,4361,2873,3434,3960,3397
TCIRG1,4594,4033,4313,4353,2546,4292,3572
CHKA,3110,3112,2390,2877,1193,2348,1335
EXPH5,170,249,259,322,333,202,270
HPS5,3048,3554,3226,5277,3776,4234,3233
GTF2H1,6369,8631,7370,10082,10039,10352,7305
POU2AF1,35,31,15,33,64,33,14
PTPN5,0,0,0,0,0,2,1
VWF,6,11,4,5,8,25,15
PSMD9,4901,5155,5457,3679,3082,3941,3344
P3H3,1279,1408,1656,179,1222,1443,3933
PPFIBP1,6259,8209,7596,4527,6097,9037,5166
PRPF40B,939,841,1265,993,693,925,862
CD69,35,60,35,183,5,2,54
PRDM4,4131,4570,4564,4334,3460,5388,3201
CLEC2B,382,299,347,550,1046,646,948
COQ5,3052,3741,3556,3684,2231,3329,2327
SELPLG,324,383,361,2412,48,1166,137
CORO1C,21389,22901,18166,18244,14777,20015,13722
ASIC1,270,379,437,325,420,366,371
DAO,0,0,0,0,0,0,1
CAPRIN2,4140,4073,4219,1322,3960,4169,1366
TSPAN11,3,8,4,6,3,5,6
KCTD10,6668,6515,5247,4631,4060,6345,4376
SLC11A2,2049,2535,2591,2099,1326,2458,1337
MLEC,53487,63192,50760,70454,19248,41776,30425
MVK,2497,2776,2600,3122,1975,3300,2176
CSRNP2,914,1369,1219,957,823,1315,881
CAMKK2,3970,4675,5085,4524,2805,3759,2476
BIN2,2,0,0,0,0,0,0
IL23A,50,46,78,51,11,38,149
ATP5F1B,82370,94373,89564,71177,50561,77395,59275
PTGES3,54705,65442,53908,53641,45921,68775,36617
SYT10,0,0,0,0,0,0,0
RSRC2,4071,4859,3998,3753,2881,3793,2665
CYP27B1,83,99,121,84,102,54,70
MYF6,0,0,0,0,0,0,0
MYF5,0,0,0,0,0,0,0
LIN7A,151,197,84,162,1,0,1
KRT18,41554,44540,38893,35485,16997,33197,18713
ACSS3,1480,1895,2292,1447,1251,1727,1089
TNS2,4082,3266,3457,2434,741,2328,1416
GLI1,42,3,31,31,10,13,40
PPM1H,28,32,25,170,53,118,98
METAP2,14230,16305,14119,12897,9560,14769,10364
LTA4H,8332,11029,11424,8877,5765,8667,5593
ELK3,4159,3621,3862,2832,4288,7100,2558
SLC6A12,258,308,430,430,105,597,38
WNT5B,0,7,10,5,4,96,43
MAGOHB,3579,4385,3489,2694,2323,3264,1804
TRPV4,2,1,1,0,0,4,0
ITFG2,1834,1881,2153,1616,1459,2439,1579
FOXM1,17659,16773,14985,13706,17124,22580,14377
PRH1,92,69,41,75,52,125,78
PRMT8,13,7,10,10,6,10,7
PARP11,162,178,215,457,830,942,52
ARPC3,21316,23997,21627,19247,11092,20653,11043
GPN3,3056,3606,3396,2615,2323,3685,2329
VPS29,4641,5433,4637,4104,3351,4500,2443
FGF6,0,0,0,0,0,0,0
MYL2,0,0,0,0,0,0,0
RAD51AP1,2972,3400,2671,2873,2461,3160,2323
CUX2,1,0,0,0,0,0,0
SH2B3,3964,5945,7182,6557,3070,4626,2474
AKAP3,18,53,18,25,29,15,17
KCNA1,0,0,0,0,0,0,0
CREBL2,4785,5800,5081,5120,2766,5229,2524
ACAD10,2576,3081,3025,2806,2050,2765,1774
ALDH2,5182,6190,6856,8022,1024,3809,2436
CDKN1B,3424,4247,4044,3480,2299,3278,2477
GPRC5D,0,0,0,0,0,0,0
NAA25,5219,6592,5113,4707,3213,6787,6339
GSG1,21,9,13,28,31,20,12
SCNN1A,3099,3481,3653,4013,29,305,117
LTBR,22404,22728,24661,28189,11257,20865,19021
OGFOD2,1369,1003,1421,1044,665,985,602
CDK2AP1,4576,5053,3800,4656,3066,4697,3077
OAS3,4459,5049,4127,6611,2500,4143,1625
OAS2,542,868,846,884,458,1582,157
ART4,15,8,10,30,1,13,8
MGP,46,69,31,39,85,183,444
RASAL1,2,0,0,6,0,3,0
ARHGDIB,6715,7576,7126,3637,176,4285,1775
GTF2H3,6207,7872,7146,7057,3704,5776,4700
EIF2B1,7107,7930,7282,7051,4991,7684,5131
DDX55,4089,4500,4020,3508,2939,4028,3683
SLC38A1,30712,43012,44930,25070,20649,36122,20559
RERGL,1,0,0,3,0,5,0
ENDOU,1,0,2,0,0,0,0
SPRING1,3995,4393,4993,4600,2680,3784,3568
VDR,567,582,488,416,537,812,743
FZD10,0,0,0,0,0,0,0
RFC5,4741,4728,3817,4847,4223,5698,3530
STX2,3281,3532,3225,1799,2625,3322,2064
ADGRD1,31,42,47,218,1,30,123
COPZ1,10264,12369,12066,12605,6045,12609,7663
TBC1D30,545,690,651,708,673,222,567
CAND1,16348,19770,13427,18241,9335,16681,10510
IL26,0,0,0,0,0,0,0
IFNG,0,0,0,0,0,0,0
RAB5B,6394,7249,6847,7535,4393,8553,4590
MDM1,593,923,617,772,508,916,483
NUP107,9711,11200,10055,8505,8076,11383,7119
CNOT2,5240,5829,5592,5456,4475,5731,3356
TIMELESS,7702,8415,6842,10206,5374,9360,7711
CPSF6,8478,8571,7202,8584,6375,9476,7499
KRR1,6875,7817,7230,5581,5449,8341,5704
MRPL51,11279,11919,10876,9958,8412,11894,7804
GAPDH,553290,584247,579956,490600,373706,576127,397962
NOP2,11205,10697,9418,9551,8014,9993,11904
CHD4,45877,54807,51557,66313,39943,67059,41312
ACRBP,5,2,4,3,0,1,0
UHRF1BP1L,3996,4421,4122,5153,2351,3225,2686
COPS7A,5711,6428,6158,6115,4865,6963,3994
ING4,889,989,1093,1219,882,1249,369
GNB3,100,62,81,5,46,58,164
CDCA3,7012,6462,4965,4976,5940,7448,5258
CHPT1,954,1191,871,1169,1202,1280,605
USP5,10721,11486,11211,10814,10360,13806,8672
TPI1,91439,99085,94194,80725,72858,94865,61578
GNPTAB,4134,5190,4542,4145,4048,5403,2885
SPSB2,1490,1491,1653,1782,561,1199,936
ENO2,5207,5603,5735,3796,2706,5026,4619
ATN1,14513,13622,13866,10998,10343,13247,10396
C12orf57,1146,1225,1520,1217,1611,1270,922
PTPN6,1467,2089,1973,2632,737,1670,1220
LPCAT3,8059,9645,8798,9883,3902,6846,3952
NT5DC3,1094,1079,1032,1061,777,938,1361
SLCO1B3,1626,1758,1228,750,3052,2777,354
APOBEC1,0,0,0,0,0,0,0
NANOG,15,10,17,9,1,15,14
SUDS3,3609,5106,4309,5278,3056,4976,3271
GOLT1B,5714,6548,6050,4439,3314,5642,2868
GYS2,3,9,0,5,6,1,0
LDHB,71704,86253,76695,75353,53362,69706,50740
PRKAB1,2420,2512,2863,2252,1660,2960,1849
CMAS,4941,6076,4989,4722,3050,4661,3123
HCFC2,601,643,593,610,592,741,385
ST8SIA1,35,17,85,146,18,32,4
CLEC4A,6,7,6,9,17,13,11
C2CD5,3486,4065,4499,4013,2351,3533,2745
AICDA,1,5,4,3,7,5,5
RAB35,7550,7434,7302,5461,5403,7440,5472
PHC1,973,1093,1182,909,2169,1605,314
COX6A1,14388,15957,16531,14394,11113,15867,9767
RFX4,1,11,1,1,0,0,1
RIC8B,1175,1307,1086,1256,985,1968,1063
SRSF9,9297,10794,9201,8279,6040,8494,6074
FGFR1OP2,2789,3374,2791,2579,2365,3191,2215
KLRB1,0,0,0,0,0,0,0
COL12A1,9,5,6,84,1649,270,151
BTN3A3,170,198,237,594,97,293,203
TDP2,2613,3250,2579,3235,1902,3613,2133
FRK,2986,3529,3626,5102,480,1957,1666
DSE,183,175,224,442,501,436,176
RWDD1,3317,3977,3182,2708,3989,5278,2641
RSPH4A,10,16,6,8,10,6,5
MAK,12,8,6,20,9,23,3
TMEM14C,6885,7784,7169,8370,4045,6857,4489
PAK1IP1,3208,3737,3177,3158,1862,3145,2669
GCNT2,1272,1572,1632,1518,561,1664,1389
SMIM8,391,406,368,416,415,691,270
NEDD9,600,509,552,663,417,2219,553
CEP85L,275,331,270,201,220,565,207
ADTRP,26,16,19,43,60,37,47
ASF1A,2473,2765,2591,2398,2589,3511,1785
MCM9,692,674,775,857,699,1054,564
FAM184A,98,144,76,115,513,374,120
RNGTT,3113,3624,2825,3342,3263,4654,2212
MAN1A1,11644,13508,11003,17680,4353,15122,4216
GABRR2,5,4,8,6,5,28,5
SERINC1,15466,18004,16552,19263,15272,22731,9246
HDDC2,2867,3337,3146,3536,2749,4241,2299
TPD52L1,6069,7557,7783,6283,3721,8693,3357
HINT3,1430,1758,1712,2077,1061,2272,1033
NCOA7,1595,2241,2578,4738,1238,2216,886
RIPOR2,13,0,0,4,6,13,7
SASH1,832,867,862,1240,616,607,225
UST,17,16,11,27,180,28,15
ULBP1,224,475,881,379,909,707,195
FBXO5,3169,3049,2166,3046,3028,4589,2480
MTRF1L,2947,3327,3583,1830,3171,4490,1926
PPARD,1044,1089,1268,1077,982,1835,886
OPRM1,1,0,7,0,2,0,2
FANCE,635,749,634,498,565,670,583
TULP1,0,0,0,0,0,0,0
SLC26A8,37,23,25,35,10,24,16
MAPK14,3752,4946,4179,4007,2460,5172,2195
RHAG,0,0,0,0,0,0,0
KCTD20,6259,8195,6810,6897,6028,9680,6546
STK38,3588,4092,3284,4637,2902,5359,3001
SRSF3,28951,31471,25228,24274,20978,30729,21845
SOD2,15162,21159,28093,29348,10142,21047,10188
MRPL18,5842,6535,5313,5859,6617,8756,3716
IL17A,0,0,0,0,0,0,0
IL17F,0,0,0,0,0,0,0
MCM3,17854,18729,14513,16051,15032,22617,14652
RNF8,1508,1928,1483,1481,1423,2442,1260
MDGA1,10,15,20,109,21,483,171
CILK1,4195,4603,3865,2439,2631,4522,3275
FBXO9,4253,4900,3884,3420,3109,5362,3693
CD83,22,17,9,57,408,63,163
MDN1,7248,9050,7435,7992,9526,10045,7360
GLP1R,0,0,0,0,0,0,0
SAYSD1,588,680,562,730,487,910,492
BMP5,3,1,2,0,0,0,2
BACH2,351,376,410,549,652,914,505
RBM24,149,130,163,253,61,109,13
CAP2,1074,1288,1080,947,764,1240,403
TREML2,5,0,0,0,0,5,0
ZNF451,2235,2864,3152,1980,2219,3214,2083
BAG2,3190,3604,2710,2653,2862,4007,3536
RAB23,1540,1904,1446,1273,1086,1712,884
TSPO2,12,21,17,9,0,4,0
FHL5,0,1,0,0,0,0,0
GPR63,11,10,12,10,79,27,19
KHDRBS2,0,0,0,0,0,0,0
FBXL4,1507,2034,1782,2741,1459,2525,1373
CCNC,4107,4993,3836,4385,4845,6687,3012
PRDM13,0,0,0,0,4,4,0
E2F3,2545,2387,2152,2658,1746,2752,2532
PTP4A1,15546,15425,16138,19279,9067,15660,12105
SIM1,0,6,1,2,0,0,0
ASCC3,9541,10769,8822,10657,8619,12579,10511
HDGFL1,0,1,0,0,0,0,0
BVES,72,99,53,29,97,332,175
COL9A1,1,1,10,1,9,10,3
MED23,2278,2604,2468,3528,2472,3897,2182
WASF1,2658,3243,3050,2899,3616,4203,1757
GPLD1,12,12,1,10,2,10,3
ALDH5A1,85,80,82,917,63,323,26
CRYBG1,6730,7805,6451,4087,4853,8718,4286
VNN1,3755,3470,3998,9421,33,532,980
VNN2,561,737,780,1322,9,322,231
ACOT13,1769,2139,1880,2051,1112,2088,1661
SMAP1,2362,2614,2271,2656,2870,3767,1659
RPS12,64704,79578,75882,73675,48525,78254,50820
C6orf62,8477,9418,8675,11176,5445,12253,6590
B3GAT2,0,5,3,2,3,0,5
GMNN,3067,3157,2209,3164,1948,3846,2452
EYA4,2367,2210,2295,715,811,1556,1290
SOBP,9,9,4,1,329,33,17
NR2E1,0,0,0,0,0,0,0
SNX3,12166,14266,11945,12225,13452,18427,7316
SLC17A2,0,0,0,0,0,0,0
HBS1L,4769,5619,5419,5704,6676,8089,4476
TRIM38,886,935,914,1322,597,1507,721
PEX7,474,624,504,727,373,630,339
ZBTB24,1637,1645,1420,1716,1753,2458,1670
FIG4,994,1156,1267,1261,1406,1627,883
PERP,10568,11971,10501,19302,5973,14322,5795
ARFGEF3,3104,3676,3648,5172,119,729,1863
SLC16A10,7,6,14,7,195,13,15
HECA,450,539,535,707,1046,1630,229
ADGRG6,27258,30780,25052,39972,12509,20038,14705
PHACTR2,954,1125,1246,523,1769,799,473
EPM2A,274,282,303,529,317,716,273
OR14J1,0,0,0,0,0,0,0
OR5V1,0,0,0,0,0,0,0
OR12D3,0,0,0,0,0,0,0
CCR6,14,0,28,255,29,0,0
TAPBP,0,0,0,0,0,0,17
UNC93A,0,0,0,0,0,0,0
SLC22A2,0,0,0,0,0,0,3
PHF1,128,202,62,81,341,470,453
CUTA,3775,4466,4315,2550,3377,4975,3384
PACRG,0,4,2,0,0,0,0
QKI,7365,9619,8825,7478,7356,10126,5717
C6orf118,2,3,1,0,38,12,19
PDE10A,1578,1704,1902,482,3048,2668,2166
MDFI,8,10,4,8,8,54,12
TFEB,48,66,39,66,188,317,81
SMOC2,0,0,0,0,0,0,0
CCND3,4485,4734,4052,3428,3906,7036,4172
BYSL,3085,3027,2647,2451,2781,3658,3059
TBP,1855,1852,1697,2045,2349,3292,2048
GUCA1B,5,9,2,19,23,27,17
PRPH2,0,0,2,0,0,1,0
BICRAL,1703,2061,2289,2543,1164,2973,1519
PPP2R5D,4603,5188,4243,4017,3983,6365,3785
MRPL2,2751,3140,3341,2219,2636,3604,2878
PTK7,86,90,95,367,922,531,774
SRF,4247,3740,4279,2929,3986,6018,3343
CUL9,1263,1226,1533,1612,1206,1987,909
DNPH1,1744,2062,2176,1386,1391,1949,1554
DUSP22,956,1215,1225,864,629,1163,437
EXOC2,3194,3601,3168,3415,2004,4411,2179
COX7A2,8495,10860,10347,10262,8709,14257,7208
TMEM30A,9501,12198,9575,11772,12781,19275,7546
GMDS,1140,1298,1251,1201,808,1376,1376
SENP6,4926,6230,6003,7005,5568,9192,3639
IMPG1,0,0,0,0,0,0,0
VEGFA,1871,2947,4364,2224,2575,4552,2203
PRPF4B,5131,5062,4192,4972,3277,5536,3739
TTK,7299,8539,6556,7583,10136,12737,5247
SLC29A1,6390,6455,6091,4381,4031,4754,4854
CCN6,2,5,0,5,0,0,0
BTN2A1,1555,1704,1630,2071,1144,2618,1293
LAMA4,1200,1237,1457,1962,49,616,97
TENT5A,2479,2210,2305,6646,1386,2714,3583
CLIC5,0,4,2,14,2,9,0
FBRSL1,4663,4662,4145,3108,3433,3858,4297
ENPP5,3,0,0,0,1,0,0
LY86,0,0,0,0,0,0,0
PRSS16,64,99,90,240,132,116,242
MEP1A,1,0,0,4,0,0,0
TBX18,1223,1028,1172,309,399,1506,865
ERBIN,5076,5932,5578,7133,4669,5897,3318
PCDHB2,56,100,67,153,470,169,351
HARS2,5339,5839,5249,5866,4216,7193,3869
NUDT12,1121,1440,1310,1784,907,1060,799
CEP72,1239,1412,1462,1696,960,1458,820
MAN2A1,6431,6808,5731,6899,5304,6219,3986
SEMA5A,59,62,54,351,3,63,17
C7,1,3,1,12,8,0,6
TENT4A,2900,2984,2671,2644,3520,4789,3151
GHR,12,49,22,9,55,105,8
HMGCS1,11084,14103,11360,9717,14248,16844,7096
DAP,12604,14671,14495,15746,11071,17098,8860
NME5,3,10,5,6,41,52,4
BRD8,7233,8126,7525,9665,9246,11394,6068
KIF20A,15161,17409,14327,11433,19727,19461,7861
NNT,7452,8639,7008,8039,4069,7960,4129
MRPS30,4326,5601,4981,4409,5192,5652,3872
HSPA9,70157,83549,88421,59873,61975,76429,50786
MRPS27,7962,9516,7766,8750,7911,11063,6511
PFDN1,6522,7171,6693,6919,6303,8317,4016
HBEGF,1008,834,742,303,328,603,564
SLC4A9,0,0,0,2,0,0,0
LOX,51,116,40,12,7,58,25
GZMK,0,0,0,0,0,0,0
CDH9,3,0,0,1,1,0,0
APBB3,664,575,891,835,817,988,513
TMCO6,1334,1296,1807,1087,1153,1165,867
SPARC,4828,4907,4146,2639,6797,14126,2309
IK,12647,14502,14323,12178,12422,16910,7127
HMGCR,10597,12425,10740,9418,11014,15387,8327
CERT1,2703,2886,3155,2627,2928,3253,1738
FAF2,11226,12308,10782,14480,11165,15223,7774
HAND1,0,0,0,0,0,0,0
PCDHB3,0,1,7,5,6,0,10
PCDHB5,62,57,111,103,333,149,79
PCDHB6,23,35,39,38,353,87,54
PCDHB7,7,5,17,19,20,17,2
PDE8B,17,13,8,3,210,444,2
CLK4,518,680,519,999,652,708,556
PCDHB15,20,14,30,17,221,73,10
HAVCR1,3359,3742,3811,6256,82,1865,1063
GRM6,9,7,10,6,7,5,11
ITK,18,24,7,3,11,9,28
RNF130,3206,3674,3398,2906,2461,5012,1127
THG1L,964,1093,1030,1055,819,1228,567
ARSB,697,807,670,940,936,1464,586
CLINT1,7005,8021,7812,8389,7235,8872,6030
THBS4,12,18,23,42,38,23,24
CNOT6,5812,7185,6222,8146,5138,9340,3214
IL12B,0,0,2,0,8,1,0
BTNL8,3,2,6,5,17,76,3
TTC1,4848,5594,4955,4049,5179,5774,2849
MSH3,1801,1931,1931,1520,1652,2168,1045
RASGRF2,8,2,1,4,14,0,0
GABRG2,102,102,104,128,88,86,118
CCNG1,6154,7081,7482,6629,4099,5209,3723
POLR3G,2642,3463,2771,836,3251,2417,1981
DROSHA,6030,9478,7055,6634,6151,7634,4491
CDH6,174,213,182,1,10,34,403
LMNB1,9610,10881,8345,8502,9536,11848,5541
ARRDC3,1375,2682,2424,4116,2401,3699,1080
GOLPH3,6952,8134,7093,6337,6000,7542,3871
SUB1,14292,17145,14859,11915,12872,16747,8343
NPR3,4,19,12,9,1274,259,93
FAM172A,692,841,883,797,793,1216,622
SLC27A6,0,0,0,0,0,0,4
TARS1,29884,41874,41898,23313,31298,35405,19132
IRX4,23,14,33,31,27,139,75
LNPEP,5056,6300,5008,5572,4260,8511,3301
PDE4D,1614,2064,2397,1294,822,1241,1157
RAD1,2768,2975,2549,2782,2925,3558,1997
BRIX1,7308,8038,6221,5402,6096,8189,4891
AGXT2,0,0,1,0,0,0,0
PRLR,67,76,215,331,30,64,17
SLC12A7,1295,1134,1378,3106,1531,2210,1249
IL4,0,0,0,0,0,0,0
RAD50,8514,10025,9215,10543,10814,13206,6803
IL5,0,0,0,0,0,3,0
ST8SIA4,703,988,1079,435,485,1216,590
GNPDA1,7946,10018,9826,10980,7926,8978,5568
PCDH12,0,0,6,0,1,9,2
SKP1,22403,26378,24597,20752,22542,33063,12328
NUP155,8299,9797,7933,7958,9738,10096,6725
PPP2CA,21034,24680,21570,21179,22759,26096,14064
FGF1,42,19,21,70,121,456,226
NR3C1,9130,11108,9996,10872,10765,15441,4880
C5orf15,4713,5415,5662,6771,5214,7622,2203
PPWD1,2138,2197,1824,1795,2058,2402,1475
LIFR,486,575,502,1104,1384,3271,335
TRIM23,856,1270,985,1078,938,1201,587
TRAPPC13,1514,1840,1716,1584,1657,2154,1311
C9,3,6,4,62,5,15,2
SEC24A,6382,7234,5335,6587,3960,6145,3422
TXNDC15,3702,4069,3727,2344,2773,4023,2449
TTC33,557,753,726,555,668,662,471
RARS1,10722,12049,9088,11283,8812,13852,6865
WWC1,1732,1626,1661,1930,3080,1524,1712
MACROH2A1,20441,21529,18845,18209,15497,21899,10723
TCERG1,10937,10542,9385,9234,7860,11279,7589
DPYSL3,18070,20752,19036,10143,34904,32911,8366
SMAD5,5070,6588,5777,4382,3728,7479,3668
CSNK1A1,13891,18479,18685,17258,16380,20589,8862
HMGXB3,8296,8641,7333,7468,8916,10552,5986
ERGIC1,13409,15023,15568,15662,11472,21754,7474
PDGFRB,31,42,48,203,15,115,76
CDX1,0,0,0,1,0,0,0
ATP6V0E1,7207,8415,7500,7913,5508,9451,3574
BNIP1,900,952,832,789,780,1091,507
STC2,8120,14406,22958,6807,14422,10731,5849
CPEB4,1252,1518,1657,1950,1530,2314,1235
HRH2,0,0,0,0,3,13,1
DBN1,8995,8639,9361,6876,9094,7707,5760
ZNF346,910,1188,937,1482,1353,1716,694
UNC5A,3,4,3,34,40,7,3
EHHADH,490,606,561,2826,633,972,176
CNTN3,20,38,24,2,0,0,0
SMC4,25788,28103,21071,28942,30893,31777,13805
SELENOK,2575,2783,2732,2534,2231,3037,2547
ACTR8,1616,1936,1594,2235,2042,2754,1285
TBCCD1,998,1389,1088,1743,1416,1485,891
TIMMDC1,7003,8898,8570,8892,6300,7620,4562
CRBN,1444,1575,1587,1302,1502,1847,644
KNG1,0,0,0,1,0,0,0
HRG,12,8,27,56,12,8,5
BCL6,1225,1155,1993,1477,733,1366,615
HGD,591,623,548,1539,2,56,116
CLDN16,5,9,14,18,11,0,4
ARL6,628,903,731,471,791,1117,358
NPHP3,843,1013,1031,1360,737,1151,504
CD86,13,16,19,30,0,20,5
AMOTL2,8300,5253,5494,4239,6463,6908,2834
NIT2,4417,5483,5284,5297,4797,7146,3332
FAM162A,3485,4424,4074,3998,3470,4043,2746
OGG1,1343,1298,1348,1685,1438,1414,812
KPNA1,8693,10224,9101,9204,8350,11755,5571
PCCB,5047,6130,6012,6247,3942,5817,3685
UBE3A,5285,6027,5122,6335,5618,7060,5451
ARMC8,2851,3389,2803,3887,2880,4437,2058
CEP70,785,863,840,1206,1568,1569,780
RBP2,0,0,0,0,0,0,0
RBP1,2,7,1,60,10,15,4
SLC25A36,4110,5044,4999,5219,4488,5481,3127
GRK7,1,1,9,5,1,2,0
RNF7,4659,5321,5300,4947,4547,5511,3174
