gene_name,A375_Control_1,A375_Control_2,A375_Control_3,A375_POLK_1,A375_POLK_2,A375_POLK_3
TUBBP1,17,23,20,15,18,11
MACF1,7940,11729,10360,13098,10671,9357
SMARCA4,21138,26366,23427,26334,21503,23288
KDM4B,1460,1956,1695,1746,1422,1636
TICAM1,799,1045,851,1250,1010,1096
METTL25,59,62,42,98,65,87
IL17B,1,2,0,1,1,0
EMC6,1664,2085,1891,2109,1796,1809
OR1E2,0,0,0,0,0,0
METTL16,2539,3222,2704,3493,2594,2738
TUBA4A,8,14,27,19,23,22
VIL1,0,0,1,6,0,0
AAMP,4595,5913,5185,6986,5973,6153
PNKD,1563,1779,1740,1986,1675,1637
TNFRSF19,1564,1795,1564,4424,3557,4018
RNF6,2057,2160,1725,2425,1838,1774
ECHS1,5373,6507,6062,7954,6318,6347
ZNF835,6,9,10,64,136,152
AKAP9,3100,3541,3487,4040,3499,3075
GNG11,979,1214,1102,1168,910,937
SEM1,4813,6256,5703,6151,5118,5255
GNGT1,15,13,15,16,23,16
HIP1,3799,4597,4435,7912,6498,6187
PTPN12,5473,6581,5933,6422,4985,4630
POR,1973,2253,2244,2356,1812,2132
FGL2,0,1,0,0,7,0
STYXL1,558,665,585,906,729,765
STEAP4,15,14,8,13,13,14
GNAI1,747,938,1006,692,714,794
PMS2P3,234,342,250,351,257,304
PEX1,1109,1142,1172,1289,1045,999
MTERF1,872,1218,1038,1257,938,918
SGCE,922,1123,1029,1343,1137,1134
RBM48,489,605,616,701,552,606
CASD1,405,678,422,481,419,391
LRFN1,876,1170,1055,1238,1048,1060
ZFP36,520,644,542,756,682,681
SRD5A3,721,838,770,647,700,671
SPINK2,2,3,10,3,3,6
RASL11B,7,4,2,1,1,6
PAICS,17558,22462,19448,22247,17894,18449
KDR,68,74,66,161,122,113
PPAT,2860,3400,3083,3479,2993,2946
TUBGCP6,904,856,846,1119,1045,1052
ADM2,124,134,124,413,349,352
DGCR6L,1130,1425,1261,1654,1320,1345
DGCR8,2142,2455,2056,2346,1682,1708
ASPHD2,151,188,180,185,152,176
VPREB3,2,1,1,3,2,0
SDF2L1,1540,2010,1828,1588,1324,1401
GAL3ST1,0,0,1,1,5,6
YWHAH,3033,3852,3108,3663,2926,3250
RFPL1,1,0,0,0,0,1
RFPL2,4,1,2,1,0,0
C22orf24,1,3,3,1,3,2
POM121L9P,0,3,0,0,11,1
GNAZ,121,215,131,166,145,118
MGAT3,183,242,320,301,287,312
ADORA2A,0,23,0,10,0,0
ATF4,8627,10558,9132,17389,13467,13553
A4GALT,211,260,229,300,316,302
RFPL3,0,0,0,0,0,0
CDC42EP1,402,566,478,715,610,672
APOL3,23,39,20,33,36,45
MCHR1,0,0,1,1,6,1
TPST2,503,648,488,583,526,573
BAIAP2L2,927,1162,998,1490,1224,1125
MPST,1656,2062,1818,2169,1908,1910
GALR3,5,0,0,0,0,3
TST,625,754,691,869,741,729
APOL5,0,0,0,0,0,0
IGLL1,0,0,0,0,0,0
APOL2,664,745,644,934,845,819
RAC2,3,6,4,18,14,13
LIF,2180,2294,2286,2025,1680,1815
C22orf23,513,586,518,520,418,450
APOBEC3A,18,22,10,18,24,28
APOBEC3F,192,185,193,318,290,248
RIBC2,0,0,0,0,0,0
KRT17,12,13,11,12,11,14
EMC4,4238,5534,5369,6349,5181,5218
RNF112,3,3,4,2,5,4
SPECC1,1233,1513,1124,1705,1319,1518
CPA4,518,600,413,499,309,243
DOCK4,3633,4576,4044,2856,2259,2379
POT1,841,1190,1058,1521,1061,1370
TAS2R16,0,0,0,0,0,0
ATP6V1F,3885,4764,4434,5744,4558,4901
LSM8,1316,1549,1519,1767,1377,1453
CDHR3,44,47,53,43,43,55
PRKRIP1,1461,1787,1793,2260,1838,1944
VGF,31002,38606,35309,33804,29697,32737
PODXL,1837,2234,2011,2060,1808,1750
FOXP2,44,33,42,83,81,127
STRIP2,323,378,319,436,412,464
IFT22,937,1219,1114,1514,1300,1263
MKLN1,2466,2840,2603,3043,2195,2245
DNAJB9,435,547,456,423,354,380
FLNC,12,14,9,6,8,29
LRRC4,1,0,2,1,1,2
CALU,13392,17559,14800,16087,12602,13361
CCDC136,562,838,707,795,853,788
SMO,1919,2389,2159,2557,2098,2180
IRF5,91,68,56,102,81,100
LRRC17,71,72,59,133,89,108
KLHDC10,1391,1750,1581,1991,1851,1574
NDUFA5,2448,3243,3042,3525,2759,2562
FEZF1,6,7,5,0,0,0
OPN1SW,34,32,45,50,47,40
MYO1B,2518,2914,2747,3249,2528,2596
HOXD1,29,51,38,35,48,45
HOXD3,19,19,24,24,20,31
MTX2,1081,1325,1264,1447,1193,1258
PDE11A,15,20,21,31,36,21
CHN1,534,554,548,873,652,694
GAD1,48,90,77,144,118,152
OSGEPL1,246,319,326,385,308,311
ORMDL1,675,830,797,825,690,668
HAT1,3003,3553,3223,3762,2905,3139
HOXD9,544,590,590,685,516,551
HOXD10,72,113,76,105,72,97
HOXD11,32,33,39,34,40,30
HOXD13,543,644,573,609,423,512
HERC2,3982,5399,4001,5340,4574,3401
SNRPN,7798,10015,9003,9473,7675,7884
PSMG2,1203,1604,1394,1786,1402,1348
TWSG1,1064,1392,1171,1435,1234,1275
ARHGAP22,273,240,244,197,198,209
WDFY4,0,0,0,1,5,1
EIF2AK4,5143,6462,5391,6656,5349,5965
MYO5C,76,89,103,169,122,133
CGNL1,30,25,25,25,19,12
TMOD2,606,820,473,908,677,771
TTBK2,802,1208,1049,1224,1333,1254
ELL3,31,44,56,28,36,51
CCDC32,610,728,729,692,622,591
INO80,1932,2385,2189,2808,2558,2649
ICE2,1323,1856,1682,1948,1622,1723
DLL4,13,11,12,14,17,10
ALDH1A2,6,1,5,3,3,4
MINDY2,1614,2001,1923,2364,2125,2139
IVD,2694,3362,3245,4111,3315,3355
KNSTRN,3259,4113,3762,4525,3675,3810
DUT,5367,6879,6034,6595,5398,5215
CHAC1,183,241,175,623,366,340
CLN6,2985,4303,3478,3669,2843,3037
ARPP19,6137,7616,6556,7696,6201,6272
VPS13C,1767,1701,1586,2241,2105,1677
CALML4,44,87,48,108,66,61
ISLR,145,149,144,54,96,64
THAP10,174,260,188,276,195,195
LOXL1,1,3,14,3,4,6
ACKR4,4,5,4,3,8,9
ANAPC13,2033,2438,2151,2672,2217,2187
MBD4,1011,1398,1199,1358,1205,1347
COPB1,5403,6526,6133,7490,6128,6262
PSMA1,4810,6016,5287,6259,5089,5094
SUMF2,6602,8371,7608,10004,8561,8793
PALLD,920,1102,973,1243,947,1010
SPCS3,5343,6650,6289,6404,5305,5628
BBOX1,3,2,1,3,1,1
MYOD1,0,0,0,0,0,0
SERGEF,396,393,413,655,528,671
KCNC1,16,24,27,16,6,6
TPH1,21,22,11,5,9,7
CSRP3,0,0,0,1,0,0
E2F8,422,525,410,794,673,697
DCTD,4182,5235,4560,6476,5191,5195
SOX15,70,64,76,58,35,32
PIMREG,1345,1814,1660,1495,1161,1324
RPAIN,1620,2024,2078,3493,2754,2847
USP6,99,114,146,144,100,118
SHBG,6,5,10,7,166,3
PLD2,1060,1312,1070,1334,988,1120
AIPL1,7,13,12,7,9,12
CD68,327,407,396,1596,1343,1454
TXNDC17,2260,2876,2511,3512,2827,3001
ATP1B2,298,361,333,193,141,194
FXR2,5191,6126,5304,6629,5358,5602
KIF1C,7029,8701,7910,9059,7514,7231
MPDU1,3405,4296,3644,4625,3936,4214
PHF20L1,2176,2512,2305,2670,1998,1999
LRRC6,55,62,67,61,55,54
CCNT1,2681,3407,2764,5001,3967,4416
PUS7L,1221,1342,1099,1431,1057,1093
KRI1,3847,4652,4035,6444,5425,5228
ILF3,38748,49256,43219,47308,38441,39705
SLC44A2,5465,6326,5780,6320,5243,5279
AP1M2,175,179,146,116,103,91
CDKN2D,691,850,776,1045,872,892
MTUS1,427,538,437,914,710,763
KLK14,0,4,4,6,3,1
SIGLEC9,0,0,2,0,1,1
KLK10,5,3,7,4,5,3
KLK8,0,1,0,0,0,0
NGDN,1227,1682,1463,2026,1622,1724
RIPK3,0,0,0,0,0,0
ADCY4,3,3,3,2,1,2
RAB2B,521,537,599,718,553,634
BCL2L2,1346,1515,1501,1701,1577,1508
AJUBA,874,1002,1042,1356,1180,1135
DTD2,496,628,574,646,476,556
PARP2,1428,1776,1506,2087,1876,1848
HEATR5A,859,1101,1023,1252,899,900
FOXA1,47,44,27,57,48,63
SNX6,1526,1913,1987,2385,2105,2123
EAPP,958,1247,1035,1451,1195,1220
EGLN3,22,31,42,2,0,4
MIS18BP1,1297,1586,1413,1984,1516,1428
NRL,49,56,51,50,46,43
RNASE1,1,2,2,19,7,11
NEDD8,3988,4905,4523,5963,4998,4982
DAD1,3089,3856,3600,4615,3632,3693
TEP1,907,1043,1024,1473,1328,1316
EPB41L4A,58,100,36,114,121,49
CDO1,4,13,12,120,78,76
REEP5,2761,3107,3121,3577,2878,2809
ITFG1,1610,2098,1706,2330,1900,1880
QRICH2,26,16,9,19,6,7
FOXJ1,0,0,3,1,1,0
SEC14L1,3377,4352,3845,4510,4099,3639
RHBDF2,533,559,535,718,652,542
AANAT,3,1,2,0,0,0
ARHGEF6,916,1179,1104,1760,1459,1614
MAP7D3,1390,1843,1483,2612,1694,1648
FGF13,2398,3014,2621,1478,1156,1230
ASH2L,3070,3566,3218,4536,3690,3798
TTI2,827,918,745,956,929,851
ART1,1,0,0,0,0,0
CHRNA10,14,15,15,13,14,4
CDKN1C,477,683,587,337,302,310
SGO1,1035,1291,1119,1383,1141,1142
RPS4Y1,6,5,3,7,0,3
TTTY1,0,0,0,0,0,0
VCY,0,0,0,0,0,1
CDY2B,0,0,0,0,0,0
CDH15,4,15,12,8,9,8
KLF16,1117,1402,1137,1478,1185,1317
PGAP6,2717,3023,2599,3453,3237,3121
DOHH,1275,1587,1422,1829,1512,1505
MAU2,4105,4540,4402,5970,4508,4752
SHC2,135,146,116,45,42,44
PLPPR3,10,4,2,8,23,7
INS-IGF2,0,0,0,0,0,0
ABHD17A,2810,3053,2916,3700,3060,3204
LBP,4,2,3,15,4,10
SYT5,92,106,140,338,273,350
TNNI3,2,8,2,6,5,9
CBFA2T3,1,0,0,0,0,0
GAMT,1827,2171,1929,2588,2182,2409
PUDP,3,1,0,1,0,2
PHF10,1385,1661,1513,2255,1942,1991
PRRG3,0,0,0,0,0,0
GALNT8,0,0,1,40,48,45
KCNA5,0,0,0,0,0,0
CRACR2A,1403,1743,1482,1836,1429,1573
NXNL2,0,3,1,2,2,1
STARD8,135,218,194,273,313,270
FAM155B,39,54,51,1,0,1
GDPD2,1,6,3,4,5,3
SAT1,671,798,762,804,748,797
GNL3L,1465,1838,1630,1698,1277,1434
SH3BP4,1197,1426,1387,1263,920,1024
MOSPD2,923,1153,909,1416,1330,1389
DOCK6,1671,2054,1907,1918,1473,1870
ECSIT,2217,2780,2417,3418,2881,3112
LDLR,13008,15989,13973,17288,14536,14706
ELOF1,5087,6618,5837,7280,5756,5856
TSPAN16,0,1,1,1,0,0
ANGPTL8,3,0,0,2,1,1
PRKCSH,25946,32872,29192,35957,29140,31169
CNN1,3,11,5,11,8,7
CDC16,2671,3263,2766,3722,2868,2891
ZSCAN10,0,0,0,0,0,1
THEM6,1237,1413,1351,1853,1400,1542
NECTIN2,1555,1986,1791,2031,1634,1819
APOE,180,225,226,483,461,500
TOMM40,10096,12447,10061,11142,9139,9423
APOC1,115,173,113,299,253,275
GADD45G,5,1,1,2,1,3
LRCH2,335,465,343,440,427,420
XPO7,5071,6548,5900,7366,5918,5506
ACE2,1,0,0,2,2,1
FAM98C,420,453,443,654,552,565
SAFB2,7593,9411,8446,8649,7037,6789
RPL36,17738,22596,19854,25082,20858,21609
ATP8B3,70,67,70,91,130,107
GDF1,77,365,488,0,236,0
NCAN,2,4,5,5,0,2
KIF1A,754,1063,884,721,841,666
GTPBP3,2449,3171,2619,3718,3005,2991
PLVAP,0,0,0,0,1,0
BST2,165,154,214,161,139,165
SLC27A1,1350,1658,1430,2438,2197,2394
NSUN5,2023,2477,2183,3075,2463,2651
USHBP1,2,15,9,33,17,13
COLGALT1,12173,14739,12918,16387,13405,14031
DDA1,5596,6932,6417,6271,5242,5260
MRPL34,2651,3419,3086,3804,3137,3067
PGLS,2048,2494,2171,3572,2882,2808
LSM7,2862,3612,3460,3742,3150,3221
TULP4,1049,1051,1057,1047,894,860
SNX9,1751,2099,1832,2200,1850,1886
RTN4IP1,366,481,410,555,461,473
QRSL1,730,899,792,1058,836,792
MTRES1,261,300,298,427,349,350
RSPH3,243,394,248,428,291,378
MAS1,10,15,10,10,10,12
ACSBG2,0,7,0,1,0,2
MLLT1,7538,8975,8116,9489,7752,8210
FUT5,0,0,0,0,0,0
BMP15,0,0,0,0,0,0
AFDN,1261,1314,1240,1094,939,959
STK33,28,33,35,56,38,49
EPO,0,1,0,1,0,2
ARPC1B,10223,12819,11639,16402,13383,13876
CACNG6,48,52,40,47,39,46
ZSWIM6,1571,2060,1764,1944,1465,1621
FCHO1,44,46,62,139,90,75
UNC13A,310,384,384,337,267,307
MAP1S,3395,4158,3985,4805,4119,3641
KLHDC7B,0,0,0,0,0,0
PXDN,2267,2870,2347,23,3,4
SSBP4,5881,6705,5466,6669,5858,6441
GDF15,261,320,305,561,452,543
PGPEP1,1581,2420,2048,2231,1764,1918
IQCN,52,14,17,11,7,4
LSM4,8562,11013,9889,12579,10579,11026
JUND,3628,4846,4131,4772,4358,4940
HRC,1,2,0,1,0,0
TRPM4,990,1447,1195,1136,1369,1280
OR11H1,0,0,0,0,0,0
SULT4A1,0,0,1,1,2,1
ZNF557,293,403,335,434,375,382
CRB3,1,2,1,0,0,1
OLFM1,2,1,6,8,13,13
CAMSAP1,3170,3427,4666,2983,2448,2814
UBAC1,2769,3432,2966,3327,2729,2906
ZBTB46,291,359,310,305,218,266
HELZ2,1130,1409,1299,1894,1743,1795
SAMD10,284,302,268,267,202,207
LSP1,62,2,17,38,3,36
TNNT3,2,0,0,1,1,0
TNNI2,0,1,0,0,0,0
H19,1192,1433,1254,383,395,327
CYP2G1P,0,0,1,0,0,0
COL5A1,703,871,864,2006,1858,1746
ATXN10,2424,2743,2837,3384,2698,3099
TUBGCP2,3984,5062,4645,5594,4572,4771
CALY,7,7,2,7,3,7
CYP2E1,35,31,69,48,35,65
PNPLA7,103,110,91,145,99,106
HBZ,1,0,0,1,1,1
PAK4,5175,6630,5795,7869,6432,6589
MNX1,296,360,251,266,254,249
ZNF337,362,458,372,928,713,768
CEP85,1993,2267,2030,2600,2045,2232
TAF4,1313,2034,1067,1547,1763,1833
GATA5,10,20,24,0,0,0
RBBP8NL,0,0,0,0,0,0
LAMA5,2772,3674,2880,4094,3657,4069
OSBPL2,1316,1552,1317,1724,1861,1620
ADRM1,9128,12026,10179,14061,11058,11480
ASS1,39,39,48,80,80,75
PRDM12,16,15,17,7,7,12
EXOSC2,2974,3930,3588,4549,3481,3592
POMT1,900,1113,902,1322,886,1021
UCK1,2141,2601,2300,3210,2587,2755
FIBCD1,52,77,51,25,19,33
PRRC2B,14578,18163,17129,18871,16471,15633
CHMP2A,4181,5195,4843,7769,6428,6679
UBE2M,10450,13282,11229,16110,13009,14550
TRIM28,28799,35625,30606,38402,30827,33017
METTL26,2920,3649,3307,4782,4066,4195
YIPF2,2942,3698,3155,4192,3425,3421
ATG4D,1465,1664,1682,1779,1661,1713
EIF2S3,14787,17309,16701,17763,14634,15096
TMEM160,966,1092,940,1245,1116,1104
ZC3H4,4011,4522,4114,4132,2868,2818
NPAS1,861,971,821,929,825,834
GMFG,11,27,15,20,5,7
MAP3K10,937,1087,989,1342,1072,1136
ARHGEF16,51,51,37,0,9,7
LRRC47,3843,4655,4298,5893,4590,4559
SESN2,1049,1278,1172,1508,1119,1157
SMPDL3B,3,2,6,12,12,12
ATP5IF1,4333,5603,5029,5515,4496,4751
MED18,935,1269,1121,1239,1071,1136
THEMIS2,157,201,160,290,265,249
CLIP1,1573,2130,1711,3568,2980,2996
CCDC62,4,10,13,18,11,20
HIP1R,858,957,987,1936,1590,1730
ZNF317,1589,1993,1653,2366,1848,1912
PPAN,4494,5282,5112,6500,5350,5399
EIF3G,10638,13141,12001,16426,13416,13800
ANGPTL6,13,16,10,19,15,13
SHFL,804,1072,863,1389,1070,1120
DNMT1,16894,21379,18160,22102,19343,19356
ZNF426,614,706,617,960,829,679
SLC6A8,6692,8651,7604,8629,7323,7631
PNCK,42,52,32,33,28,40
DKC1,11369,13717,12587,13475,9904,10172
PLXNA3,989,1616,1201,662,834,678
DUSP9,572,720,631,596,535,576
MPP1,465,575,603,586,453,547
ZNF331,270,356,273,649,532,455
ZNF236,529,800,907,760,676,678
SLC7A10,3,0,4,0,0,1
LRP3,2065,2656,2328,2045,1713,1874
C12orf65,866,980,825,1697,1484,1450
NOL11,4064,4386,4122,5152,3792,3787
UBE4B,5005,6314,5578,6212,4824,4931
CASZ1,166,126,67,114,75,96
PKDREJ,6,9,12,4,2,3
HSD17B3,207,290,246,136,97,130
NUTM2F,0,0,1,2,0,0
HABP4,871,1006,842,1197,990,1041
FBP2,8,20,13,14,11,6
SLC35D2,778,898,758,1229,1062,1123
PRRG1,483,827,652,691,562,699
UBA1,25030,31184,28216,31128,25145,26101
RGN,4,0,0,1,0,0
POLN,6,24,5,13,3,3
TXLNGY,2,0,0,0,0,0
TTTY9B,0,0,0,0,0,0
PPIL4,1425,1732,1608,1601,1327,1346
ULBP2,231,325,287,486,405,439
AKAP12,21171,26582,24636,18892,15468,15042
SYNE1,1198,1518,1214,1641,1577,1655
ULBP3,118,168,138,177,136,133
LATS1,1551,1744,1779,1834,1522,1535
EPS8L1,31,23,25,34,68,49
LILRB2,0,0,0,0,0,0
AAR2,2141,2804,2464,3348,2462,2593
TTLL9,3,3,9,3,5,8
BPIFA2,2,10,13,11,6,8
RBM39,8371,9757,9317,11213,8776,9363
COX4I2,0,0,0,0,0,0
BPIFA3,0,0,0,0,0,0
ZNF341,213,255,222,486,390,440
GGT7,1797,2193,1973,2826,2400,2548
DEFB118,0,0,0,0,0,0
ACSS2,1600,1815,1807,1930,1595,1645
EDA2R,330,447,369,350,271,327
ARHGEF9,1267,1506,1189,1856,1527,1441
C1QL1,210,262,228,293,217,241
GFAP,13,18,14,10,12,17
PYY,1,2,0,2,0,1
HIGD1B,8,6,2,4,7,1
ATP6V1E1,3352,4382,3907,5051,4022,4044
ZNF227,908,974,916,1230,1014,1149
ZNF428,1917,2481,2272,1565,1324,1217
TEX101,0,0,0,0,0,0
ZNF141,409,539,493,658,561,479
CCL25,0,0,0,0,0,0
COX4I1,13901,17489,16180,19272,15558,16502
EMC8,2004,2585,2279,2449,2068,2182
GSE1,1771,2243,1939,2279,1942,1853
GINS2,1898,2364,2048,2245,1787,1826
CHMP1A,4137,5104,4578,5036,4058,4306
SH3BGRL,853,1171,978,1466,1114,1186
COX7B,2992,3502,3253,3687,3181,3527
SLC34A1,1,3,6,13,5,5
F12,333,364,350,377,320,302
PRR7,1300,1591,1158,1984,1834,1946
NFATC1,832,1073,844,534,457,484
IDO1,0,0,0,1,0,0
GJA9,0,0,2,0,0,0
CAP1,17931,22631,20401,23372,18395,19257
PPT1,6580,8160,7564,9846,7756,7437
RAB11FIP4,102,240,133,163,192,194
RLIM,3092,3809,3469,3812,3110,2843
CDX4,0,0,0,0,0,0
ABCB7,835,1251,1080,1721,1324,1160
TRAF3,2182,2527,2436,2801,2304,2450
HAUS8,966,1118,1040,1267,1162,1107
ADGRE3,0,0,0,2,0,0
MRPS25,2845,3417,3128,3647,3051,3008
SH3BP5,1169,1401,1287,1532,1334,1254
HACL1,1056,1481,1288,2095,2070,1779
TBC1D5,2429,3335,2844,3658,2954,3043
CAPN7,1857,2199,1975,2788,2290,2094
RFTN1,348,359,323,351,332,341
C3orf20,2,0,0,0,0,0
RBSN,1426,2059,1782,2334,1966,2005
GALNT15,2,2,9,5,24,6
SLC6A6,3061,3839,3479,3897,3306,3310
KCNC3,428,502,410,466,344,336
NAPSA,19,24,29,25,25,6
NAPSB,2,6,0,1,0,0
NR1H2,2699,3526,3405,5419,4447,4711
LRRC4B,2402,2543,2189,2547,2520,2646
PDLIM4,3445,4101,3718,5582,4565,4814
KIF3A,1326,1714,1340,1627,1592,1729
MGAT1,3553,4313,4114,5116,4554,4572
GFPT2,1688,2437,2271,3391,2856,2684
TUBG1,6651,8836,8044,9209,7553,7752
PSME3,13622,17076,14979,16443,13470,13135
RPL27,39949,50094,45747,60399,49985,51780
PSMC3IP,934,1146,1071,1468,1166,1216
AOC3,19,30,20,19,28,42
ACLY,21874,27683,24494,25283,20411,21324
VPS25,3529,4363,3938,6001,4846,4950
RAMP2,7,14,13,28,30,25
AOC2,55,62,52,68,41,46
G6PC,0,0,0,0,0,0
NDUFA2,2866,3889,3464,4496,3765,3776
ANKHD1,4767,5739,5338,6171,5660,5570
DIAPH1,11811,15722,14336,14744,11651,12357
NDFIP1,4233,5214,4910,5491,4829,5268
UBE2D2,4588,6104,5364,6052,4901,5261
TTTY6,0,0,0,0,0,0
EXOC4,2823,3477,3315,3848,3065,3312
ACAP3,1827,2095,1770,2628,2176,2221
C1orf159,549,682,693,863,654,780
ANO1,370,273,215,820,772,693
PPFIA1,4124,4954,4382,4835,3720,4092
TMEM204,1,3,4,3,3,3
KREMEN2,260,334,265,356,310,333
THOC6,1311,1715,1502,2640,2134,2333
TRAF7,7593,9647,8463,11861,10195,10720
BARX1,1574,2060,1798,2581,2174,2345
NINJ1,575,713,617,849,719,765
CA6,2,1,4,2,0,1
NPHP4,1020,1226,1092,1451,1257,1447
MAP1B,2098,2678,2404,3860,3295,3264
RHOXF2,0,0,0,0,1,0
IL13RA1,1325,1592,1303,1536,1333,1410
WDR44,700,790,716,751,629,702
CKMT2,0,2,8,3,2,3
ZCCHC9,1011,1253,1104,1610,1374,1480
KRT34,0,0,0,0,0,0
TNS4,2,4,5,7,4,2
TOP2A,19294,23994,21185,23884,19498,20204
STARD3,2233,2513,2354,3225,2598,2805
RARA,2043,2631,2405,2337,1857,2002
PPP1R1B,31,44,46,264,224,258
KHDRBS3,431,423,456,406,311,335
CHD1L,3012,3611,3308,4061,3158,3300
PEX11B,973,1408,1209,1328,1130,1166
FMO5,34,39,42,56,51,46
PIAS3,2054,2443,2110,3162,2540,2731
PRKAB2,816,963,872,985,770,822
CLUHP3,186,221,192,254,207,229
FSHB,0,0,0,0,0,0
PDHA1,4887,6166,5510,6057,5038,5329
RAI2,0,0,0,0,0,0
MCCC2,5447,6962,6007,7427,5463,5839
ZNF304,491,651,558,648,528,545
ZSCAN5A,314,381,340,502,333,385
ZNF132,58,82,74,105,79,82
USP29,0,0,0,0,0,2
SELENOS,1108,1389,1324,1425,1144,1162
CHSY1,4521,5530,4865,5492,4317,4714
SNRPA1,3145,3934,3728,4461,3781,3741
LLGL1,3135,3746,3310,3840,3027,3375
NR0B2,0,0,1,1,0,1
LIN28A,1,1,5,1,1,0
THAP1,332,351,350,467,292,360
RHPN2,968,1186,1062,1292,1163,1114
C19orf12,1289,1410,1359,1652,1284,1315
FAAP24,390,453,379,580,425,542
LRRC9,0,0,3,0,0,0
ACTR10,1199,1480,1262,1694,1150,1152
ABHD12B,19,32,13,19,15,17
GCH1,174,201,154,286,206,199
LGALS3,1090,1254,1289,2712,2130,2256
PODNL1,17,19,18,22,5,6
DNAJB1,11010,14453,13264,16275,14647,15579
ZSWIM4,1161,1451,1325,1344,1153,1224
FBXW9,1144,1355,1177,1837,1596,1692
RFX1,1293,1468,1397,1910,1495,1553
ZNF20,73,103,100,164,119,167
BRME1,222,236,227,377,186,292
DCAF15,2626,3213,2814,3435,2965,3104
CC2D1A,2377,2906,2442,3788,3232,3242
RTBDN,3,7,1,7,12,9
MATN3,36,42,47,58,47,55
TRIM21,178,187,190,282,237,266
SPATA6,936,1105,1133,1297,962,1074
LRRC41,4164,5180,4667,5476,4354,4603
CCT6B,80,59,83,35,31,36
DHX30,9822,11959,10284,12809,10296,10896
RAF1,4835,5654,5030,5897,4752,5148
SLC6A11,0,2,2,0,2,2
PPARG,2207,2528,2324,2605,2124,1964
NUP210,1662,2056,1830,2525,2094,2082
FCRLA,932,1273,1202,1686,1338,1329
HSD17B7,475,568,552,791,580,703
ENOSF1,612,732,647,1100,835,876
EMILIN2,751,871,746,1037,867,875
SLX1A,332,385,350,596,507,519
ARFIP2,2970,3930,3552,4655,3646,3935
TRIM5,798,985,874,791,662,778
CNGA4,1,3,3,1,0,0
TRIM22,70,96,95,136,77,87
RRP8,848,1160,1028,1153,1053,1012
TIMM10B,881,1028,940,1218,870,872
EFR3A,1659,1808,1615,1902,1619,1552
HHLA1,30,30,27,39,36,43
PTCD3,2706,2986,2853,3266,2329,2242
IMMT,9564,11780,10556,12079,9736,10020
MRPL35,2357,2885,2554,2444,2022,2134
IQCA1,2,1,4,0,1,0
ILKAP,1209,1447,1299,1457,1189,1157
PER2,164,277,165,163,139,145
RAMP1,650,878,807,740,610,688
SCLY,1480,1741,1609,1880,1382,1534
PTPRE,36,39,37,62,68,82
RAN,17052,22233,19729,30370,24586,25205
PRKAA1,3580,4521,4027,4581,3758,4132
CARD6,245,344,308,393,373,352
RAP1GAP2,1298,1999,1385,1584,1354,1761
CLUH,8645,10940,9392,12059,9742,9573
INPP5K,1510,1933,1774,2336,1920,2046
MYBBP1A,11383,13920,12143,15798,12744,13165
RPA1,7621,9509,8517,11051,9302,9257
SERPINF1,336,492,434,833,768,840
UBE2G1,3326,3896,3657,4130,3350,3347
EEFSEC,616,774,716,953,750,818
TBC1D14,5512,7209,6242,6716,5153,5326
TMEM128,698,922,886,958,777,772
COQ3,369,508,460,691,492,540
PNISR,2728,2849,2876,2784,2174,2336
POPDC3,1176,1408,1215,1728,1265,1419
SEC61G,2825,3494,3208,3706,3060,2981
LANCL2,938,1517,1306,1100,1093,1065
FIGNL1,1207,1508,1322,1796,1454,1442
DDC,0,1,1,0,0,0
FTHL17,0,1,0,0,0,1
GRSF1,3980,5210,4465,5726,4205,4504
ENAM,1,0,0,0,0,0
JCHAIN,0,1,0,1,0,0
ANKRD17,6545,8118,7695,8608,7182,6678
UTP3,3017,3844,3240,3863,3043,3067
ITGB4,106,230,145,129,180,76
WBP2,4889,6218,5669,7335,6147,6212
H3-3B,22240,28771,26041,28292,22596,23721
UNK,1446,1738,1585,2598,1931,2172
TRIM47,891,1089,879,977,735,933
ZRANB2,5097,5995,5501,6167,5003,5294
EIF5A,65674,85131,79214,84847,65950,68779
KDM6B,2281,2957,3002,3227,2440,2624
CLEC10A,0,0,0,0,0,0
SLC52A1,20,18,18,21,10,22
GUCY2D,0,0,0,2,1,0
GPS2,2458,3148,2824,4326,3444,3575
XAF1,3,1,2,26,9,24
DLG4,1601,2024,1557,2127,1854,1855
RIDA,715,901,820,830,662,690
VPS13B,1060,1663,1271,1352,1201,1183
RGS22,0,0,0,6,1,1
MATN2,13,25,18,24,26,18
REEP2,1750,2034,1878,1875,1728,1856
PCBD2,103,163,161,189,147,154
SDF2,1334,1752,1435,1646,1354,1451
FLOT2,5277,6800,6017,6582,5377,5415
ERAL1,2506,3189,2915,3838,3003,3016
PRMT7,2615,3326,3236,2531,2012,2153
NIP7,6422,8164,7403,6514,4910,5105
TERF2,2630,3165,2888,2487,1813,2191
VPS4A,5981,7112,6263,5641,4484,4943
MTSS2,4589,5997,4546,4117,3668,3450
HSPA12B,11,28,18,31,31,28
ANKEF1,353,479,370,447,382,386
SCP2D1,0,0,0,0,0,0
PCED1A,816,1000,883,1721,1386,1568
SNAP25,57,81,92,152,117,114
BTBD3,4546,7057,5380,9373,8638,7741
PCNA,7227,8966,7886,14170,10917,11418
NXT1,618,833,752,1268,1034,1064
POLR3F,610,727,595,1072,727,939
