gene_name,Jurkat_ctrl_repl.1,Jurkat_ctrl_repl.2,Jurkat_ctrl_repl.3,Jurkat_SIX6_KO_repl.1,Jurkat_SIX6_KO_repl.2,Jurkat_SIX6_KO_repl.3
CABIN1,3816,3471,3625,6698,5991,4794
TBC1D10A,750,688,727,1849,1763,1084
SUSD2,2,4,3,8,7,4
SF3A1,4418,3716,3520,6526,5546,4518
GGT5,27,42,46,31,40,24
RNF215,202,224,203,665,558,427
SEC14L2,223,215,250,747,750,415
SEC14L3,0,0,0,0,0,0
SPECC1L,3257,2667,3230,4559,3630,2973
PPIL2,2455,2297,2510,4065,3633,2952
UPB1,17,2,9,12,9,19
YPEL1,2467,2342,2519,7943,7201,4862
SNRPD3,7030,6763,6986,8148,6110,5872
PES1,3632,3487,3774,4260,2806,3365
MAPK1,6887,5951,6335,8542,7391,5879
GGT1,1828,1703,1959,1877,1705,1345
PRODH,59,45,38,34,13,31
PPM1F,2701,2392,2669,4223,3286,3097
SLC35E4,188,164,150,223,168,175
TOP3B,1965,1614,1995,3404,3261,2449
CRYBB3,0,0,0,0,0,0
CYTH4,110,88,85,276,357,168
ESS2,966,889,1028,1787,1503,1222
CRYBB2P1,598,525,592,902,733,591
MFNG,2395,2494,2476,4330,3239,3406
CARD10,1,0,1,0,2,6
LRP5L,221,189,234,641,458,412
SLC25A1,2920,2690,2667,6478,5629,3768
GRK3,8555,7736,8845,17825,17018,11049
PLA2G3,0,0,4,0,1,1
LGALS2,0,0,0,0,0,0
GGA1,1616,1565,1777,3098,2601,2234
HIRA,5987,5707,6254,9750,8449,7351
SH3BP1,891,803,863,1446,1243,1040
SEZ6L,0,1,0,0,3,0
LGALS1,364,369,325,313,247,188
HPS4,3287,3033,3477,6790,5751,4156
PIK3IP1,208,164,250,818,799,424
SRRD,1598,1697,1741,2058,1741,1926
PATZ1,2101,1879,2071,4605,4168,3322
TRIOBP,1953,1803,1914,4308,3226,2402
TFIP11,1871,1821,1995,2909,2655,2182
GCAT,1131,1163,1004,1856,1519,1134
GGTLC2,0,0,0,0,0,0
CRYBB1,2,0,0,1,0,0
ANKRD54,802,717,874,1391,1087,958
EIF3L,10303,10429,9228,21296,20398,14156
SNU13,6279,6001,5866,7582,6016,5594
MICALL1,2259,1945,2117,3804,3477,2630
POLR2F,2484,2492,2473,1835,1342,1472
SOX10,0,0,0,0,0,0
CCDC134,299,300,372,583,408,368
DEPDC5,535,653,670,944,632,598
PICK1,530,369,499,640,607,376
TTC28,1046,1208,1094,2202,2565,1990
SLC16A8,2,6,2,13,7,2
CENPM,1841,1704,1799,2432,1696,1491
SEPTIN3,2448,2335,2372,2679,2209,2123
SLC5A1,0,0,0,16,1,0
TPTEP1,934,922,977,180,130,134
SLC5A4,0,0,1,1,2,0
KDELR3,4,2,3,3,0,1
CYP2D6,3,5,11,13,11,4
DDX17,22324,19833,23429,42545,40618,30158
DMC1,83,178,207,198,174,110
HSCB,223,237,245,310,204,221
CBY1,256,225,228,532,377,350
TOMM22,6081,5876,5838,6003,4812,4577
RSPH14,7,3,2,11,8,2
XBP1,3395,3195,3288,5200,4434,3580
RTCB,3493,3167,3427,5762,4364,4243
JOSD1,3695,3285,3800,7344,5629,4520
FBXO7,4019,4004,4248,6496,5552,4731
GTPBP1,3004,2608,2790,5599,4393,3619
POLDIP3,5064,4639,5015,9957,8116,6814
RAB36,14,13,19,50,47,34
TIMP3,11,8,16,0,5,4
PPP6R2,3523,3344,3642,6797,5790,4745
SBF1,6840,6494,6118,14955,12645,9858
SUN2,2976,2797,3229,9636,9165,5037
CYB5R3,3260,2948,3162,6718,5703,4798
DNAL4,581,574,610,1306,1136,897
C22orf31,0,0,0,0,1,0
MIOX,41,40,40,21,9,6
LMF2,1874,1783,1921,3067,2308,2109
RHBDD3,1333,1336,1479,2140,1526,1504
PACSIN2,2987,3035,2888,5191,4182,3316
TTLL1,380,413,401,931,819,657
RASL10A,96,57,62,198,171,104
AP1B1,2686,2339,2674,4185,3252,3035
HMGXB4,2337,2187,2361,3878,3135,2694
TOM1,621,609,716,1441,1211,937
NEFH,8,11,4,9,4,4
CHKB,1149,1060,1232,2234,1977,1586
BIK,399,365,410,662,588,503
HMOX1,7,1,3,2,1,2
MCAT,824,794,782,1192,795,848
THOC5,2303,2014,2283,3808,3342,2787
MCM5,8430,7153,7332,11534,8494,8028
APOBEC3H,0,0,2,0,1,0
ARSA,563,544,602,1424,1319,950
TSPO,3,2,6,2,2,0
RASD2,145,128,127,131,152,99
TTLL12,6728,6045,6421,7590,5148,6245
CBX7,257,289,251,656,598,394
PDGFB,5,6,3,0,0,4
CABP7,3,5,9,7,4,8
RPL3,56240,52951,54926,104847,90447,71534
ZMAT5,479,418,523,882,762,617
RBFOX2,1442,1393,1612,2311,2058,1667
SYNGR1,1265,952,1104,2778,2098,1682
TAB1,1131,897,926,1915,1667,1404
ASCC2,1883,1777,1960,3239,2647,2009
MTMR3,1619,1403,1451,3584,3423,2172
MIEF1,3979,3791,3816,5189,4432,3806
APOL4,100,115,109,168,193,124
PNPLA5,0,0,0,0,0,0
APOL1,355,337,395,293,273,244
PNPLA3,44,35,36,119,93,60
MYH9,9531,7405,8952,14544,13783,10251
CACNA1I,8,6,16,30,46,13
SAMM50,2502,2308,2381,3328,2738,2451
TXN2,2333,2107,2277,3096,2786,2265
FOXRED2,3288,2980,3344,4619,3934,4024
GRAP2,2838,2420,2689,6713,6100,4511
EIF3D,6814,6471,6883,10796,8929,7875
TNRC6B,1530,995,1238,2552,2995,1179
SGSM3,3301,3107,3063,6124,4660,3571
IFT27,566,571,619,978,928,741
KIAA0930,2878,2713,2620,4559,3531,3196
NCF4,11,13,14,26,16,9
CSF2RB,4,3,1,5,7,13
SLC25A17,1926,1812,1821,3294,2493,2349
UPK3A,0,0,0,0,2,1
FAM118A,785,901,999,1541,1398,1028
KCTD17,709,750,732,1397,1124,985
ST13,15653,15824,16348,20607,18171,16489
IL2RB,20,33,68,15,13,7
RBX1,2188,1956,2109,2599,1954,1808
EP300,2216,1808,1438,3263,2743,2654
L3MBTL2,2592,2252,2448,2789,2231,2308
CHADL,35,36,28,61,92,57
RANGAP1,5725,5407,5843,9942,8074,7179
ZC3H7B,5003,4939,5181,9778,7800,7036
PHF5A,2264,2348,2310,2488,1919,1803
ACO2,3131,2832,3186,5803,5156,3931
POLR3H,2787,2432,2949,3150,2089,2637
TRMU,1695,1612,1770,3001,2383,2022
PMM1,707,615,660,1342,1105,781
DESI1,2980,2834,3024,3081,2408,2552
CERK,5380,5090,5237,7429,6505,5492
BRD1,2064,1909,2083,4521,4505,3040
ZBED4,4671,4417,4823,7655,7699,5653
MLC1,945,766,793,1683,1743,1445
HDAC10,1403,1502,1492,3025,2741,1976
KCNK10,0,0,0,0,0,1
ABHD4,428,395,431,893,816,509
KHNYN,3577,3607,3663,6146,5637,4276
FKBP3,2762,2616,2847,3092,2344,2312
SDR39U1,1906,1626,1904,3642,3126,2382
CTSG,2335,2283,2374,2394,1924,1436
GZMH,30,24,37,7,6,2
GZMB,21,22,20,7,2,5
RBM23,3350,3452,3500,5152,4487,3950
PRMT5,4630,3922,4623,5104,3768,4362
COCH,2490,2763,2928,4699,3856,3295
AP4S1,190,197,183,337,267,153
POLE2,1048,778,1017,1157,740,909
VCPKMT,416,330,410,625,501,395
SOS2,1166,1014,1168,2364,2182,1618
CDKL1,345,292,138,426,129,274
NIN,6075,5635,5821,7965,6619,5659
PYGL,237,266,284,542,631,445
TRIM9,557,499,496,862,777,713
PSMC6,2527,2588,2647,2488,1816,1742
GNPNAT1,4371,4021,4322,4521,3467,3406
DDHD1,1995,1767,2235,3235,2574,2022
CDKN3,1195,1141,1129,1775,1328,1046
CNIH1,3854,3709,3890,6130,5143,4363
CGRRF1,338,275,427,410,436,326
ATP6V1D,1672,1617,1528,1954,1738,1377
CCDC198,1,4,0,0,8,0
PLEK2,2,0,0,1,1,0
PIGH,821,751,815,1369,1120,895
LRRC74A,0,0,0,0,0,0
PSMA3,6253,5784,6288,5879,3975,4338
VTI1B,3001,3025,2951,4627,3886,2979
TIMM9,817,889,807,995,1030,868
GSTZ1,265,241,285,503,440,335
KIAA0586,1550,1240,1434,1691,1613,1325
TMED8,6333,5736,6515,8296,7438,6005
SAMD15,28,8,18,31,27,29
AHSA1,8820,7914,9566,7090,5979,6713
DAAM1,1244,1139,1419,1888,1750,1216
ISM2,1,1,2,0,1,1
SPTLC2,3672,3353,3717,4451,4153,3734
RIN3,638,568,666,1615,1519,1127
LGMN,1544,1538,1624,2612,2358,1704
ALKBH1,568,528,580,821,698,498
SNW1,3096,2791,3799,4949,4621,3901
CHGA,1,0,2,0,0,0
DHRS7,2129,2051,2067,3811,3253,2450
PPM1A,4500,4299,4583,6968,5939,4689
SIX4,171,177,172,594,599,366
GALNT16,6,11,13,19,23,15
CEP128,639,609,507,813,805,519
ERH,9750,10014,9034,9308,6537,6694
HIF1A,3610,3527,3942,6034,5247,4585
SUSD6,1426,1520,1724,2879,2361,1747
SRSF5,8479,8674,9007,13065,11921,9864
SLC10A1,2,0,1,2,2,0
EIF5,16045,14337,15558,17347,13359,13307
SERPINA4,0,0,0,0,0,0
SLC8A3,0,0,0,0,0,0
DICER1,3983,3560,4230,4649,4026,3832
ZFYVE21,1422,1272,1444,2188,1678,1544
MTHFD1,9232,8986,10346,9656,7102,7679
TCL1A,0,0,0,0,0,0
ZC3H14,2462,2171,2372,3671,2982,2636
TELO2,2722,2300,2517,3939,2803,2528
PCNX1,2186,2129,2641,3624,3650,2964
BDKRB1,0,0,0,0,0,0
GSKIP,856,884,843,1524,1108,899
VRK1,4029,3430,3920,4687,3164,3343
PSMC1,9262,9178,10416,7506,5773,6353
PAPLN,140,130,195,317,314,244
RPS6KA5,947,903,1021,1395,1103,933
PPP4R3A,4488,4083,4457,6877,5744,4690
C14orf93,204,180,228,456,391,348
PSMB5,3799,3614,3922,4067,3267,3193
YY1,7054,6568,7267,8862,7323,6656
ACIN1,7729,7327,8891,12417,11550,9293
CCNB1IP1,1787,1787,1846,5468,4374,3279
TRIP11,1304,1277,1568,1479,1526,1272
APEX1,7633,7515,7842,10563,8371,8774
PABPN1,11006,10859,11432,12886,11421,10636
EFS,0,0,0,0,0,0
ARHGAP5,3199,2814,3259,4739,4416,3138
CINP,934,932,1005,1179,876,851
DHRS2,32,17,33,111,58,59
SRP54,3244,3081,3434,3634,3236,2812
CPNE6,0,0,0,0,0,0
CHD8,4593,3829,3848,5275,4096,3102
PCK2,3483,3335,3464,4906,3926,3436
PRORP,1836,1917,1983,3184,2968,2537
DCAF11,2547,2603,2573,5172,4910,3681
PSMA6,11828,11276,12421,13540,9547,9466
NFKBIA,414,411,397,824,731,523
EMC9,474,493,555,920,696,554
PSME2,6100,5820,5958,5032,3966,3647
BRMS1L,281,262,531,371,369,307
REC8,27,65,84,110,94,78
TM9SF1,1199,1168,1282,1775,1614,1399
SEC23A,2580,2602,2743,3947,3474,2857
GMPR2,2259,2340,2686,3568,3343,2809
PNN,9830,8749,10266,10548,7733,8105
RABGGTA,952,919,1015,1983,1725,1270
NFATC4,556,705,606,1348,2154,879
PLTP,134,138,165,573,587,421
PCIF1,2098,2024,2073,6135,5426,3908
GSS,2197,2039,2072,4267,3555,2585
MMP9,7,2,6,2,5,9
VSX1,12,16,16,34,50,32
TRPC4AP,4906,4326,4723,11586,10810,7682
PYGB,2713,2341,2505,6635,5659,4727
ABHD12,1717,1557,1645,4143,3275,2469
PROCR,62,39,56,72,84,74
GINS1,3663,3210,3866,6050,4051,4387
NINL,1786,1530,1931,4867,4537,3696
CD40,4,0,2,4,1,0
UQCC1,2296,2214,2589,5833,5183,4074
ZMYND8,1173,1135,1275,2419,2623,1820
SGK2,1,9,20,19,50,22
IFT52,1311,1346,1368,3168,2525,2161
MYBL2,11442,10924,11295,14333,9817,10140
R3HDML,0,0,0,3,0,0
HNF4A,4,6,8,6,4,5
NDRG3,2719,2671,2756,6922,6083,4831
SLA2,2776,2678,2730,5977,4736,4243
RAB5IF,4185,3947,4445,5438,4037,3960
NFATC2,1246,1063,1178,2600,2681,2003
RIMS4,5,9,3,1,1,1
PABPC1L,927,857,1095,2410,2052,1839
STK4,5873,5188,5786,10243,8238,7433
SALL4,1,0,1,17,4,10
ADNP,3802,3404,3867,7073,6637,5397
PFDN4,1589,1407,1675,3295,2517,2328
DOK5,0,0,0,0,0,0
CSTF1,1335,1366,1521,2651,2237,2155
BMP7,39,32,45,68,66,54
RAE1,2902,2807,3113,6163,5289,4467
TPD52L2,4156,3906,3914,7161,5817,5307
DNAJC5,6894,6501,6581,12570,10605,8870
NELFCD,4298,3862,5134,7066,5508,5596
CTSZ,13,7,6,7,3,4
PRPF6,4791,4438,4727,9300,8275,6759
TUBB1,7,10,7,12,16,9
PRELID3B,8175,7949,8662,13431,11062,9599
HRH3,3,1,0,1,0,0
MTG2,1391,1514,1459,3177,2252,1931
PSMA7,10589,9542,10153,14481,10393,10474
SLCO4A1,1783,1572,1636,3354,2753,2782
NTSR1,26,18,12,12,20,10
MRGBP,2329,2089,2234,3792,2961,2751
TCFL5,1309,1220,1347,2550,2127,1804
DIDO1,4321,3832,4390,11334,9939,7268
GID8,3680,3322,4062,8242,6962,6113
SLC17A9,2682,2580,2626,4526,3722,3660
BIRC7,19,15,23,0,6,1
NKAIN4,4,6,4,15,1,2
ARFGAP1,7945,6866,7854,17927,13319,12299
AVP,0,0,0,0,0,0
COL20A1,0,0,8,1,3,0
CHRNA4,0,0,0,0,0,0
EEF1A2,299,242,319,64,84,37
PTK6,4,10,6,18,18,13
GMEB2,1285,1081,1286,2637,2135,1626
C20orf27,2822,2591,2724,4662,3274,3709
SPEF1,6,9,9,14,6,19
CDC25B,5173,4800,4998,13475,12377,8772
ISM1,42,40,37,3,0,2
RNF24,2324,1913,2574,5614,5387,3637
ARFRP1,2628,2597,2778,5773,4380,3783
NDUFAF5,668,667,718,1169,748,719
SEL1L2,0,0,0,0,0,0
TRIB3,3827,3467,3739,22175,20788,12027
RASSF2,1823,1639,1935,4353,3775,2971
CSNK2A1,9630,9511,10123,20616,17702,14114
SLC52A3,0,2,0,0,0,1
RPS10P5,2,1,4,0,1,0
ANGPT4,1,0,0,3,0,0
RSPO4,3,1,0,0,1,0
CDS2,3222,3455,3524,7131,6590,4782
PROKR2,0,0,0,0,0,0
HM13,3075,3104,3010,6095,5086,4755
SNPH,610,503,562,1603,1530,1128
MYLK2,99,69,110,99,61,117
SIRPB1,254,194,267,342,375,193
SEC23B,2130,1889,2128,3544,2825,2258
FERMT1,1077,1152,1135,1585,1261,1358
HAO1,0,0,0,0,0,0
PDYN,0,0,0,0,1,1
CCM2L,53,44,51,76,75,49
PLCB4,0,0,0,0,0,0
MYL9,0,0,1,1,1,1
HCK,24,22,27,37,22,23
TM9SF4,3676,3292,3390,8293,7292,5715
TLDC2,1,4,2,10,12,7
CRNKL1,2342,1789,2332,2872,2438,2234
POFUT1,2959,3028,3223,5567,4296,4056
SAMHD1,3,5,7,14,21,5
PAK5,0,0,0,1,0,0
KIF3B,1402,1270,1384,1825,1719,1439
MROH8,84,52,85,111,96,104
NOP56,17490,16917,17757,17038,11708,15606
MANBAL,523,465,509,952,878,724
IDH3B,3499,3223,3236,7493,6334,5252
MAPRE1,10925,10249,11230,17916,14231,12477
JAG1,262,260,299,25,13,8
CDK5RAP1,951,924,990,1361,1247,1011
SNTA1,422,376,362,669,512,414
OXT,0,0,1,0,0,0
TTI1,2742,2430,2952,4150,3467,3551
E2F1,3873,3626,3822,9590,6884,6144
RPRD1B,2784,2734,2796,5611,4379,3608
PXMP4,287,343,409,1000,1169,604
CHMP4B,3832,3755,4030,8079,6702,5701
BPI,0,0,0,0,0,0
CST9L,0,0,0,0,0,0
SLC32A1,7,3,2,21,30,5
CST3,543,625,520,261,236,164
ASIP,2,2,0,5,3,4
CST4,0,0,0,0,0,0
ACTR5,584,480,562,1223,956,755
WFDC2,1,5,2,6,6,4
AHCY,5500,5263,5588,10190,7841,7533
PPP1R16B,1508,1430,1425,4811,4231,2906
SPINT3,0,0,0,0,0,0
FAM83D,875,752,815,1956,1487,1272
EPPIN,7,5,2,11,14,3
DHX35,1624,1543,1548,3120,2455,2290
DNTTIP1,1436,1305,1331,2837,2182,1832
MAP1LC3A,0,0,0,2,5,2
SYNDIG1,0,0,0,0,0,0
PIGU,1743,1532,1721,3632,2884,2487
TNNC2,2,0,1,3,3,1
ACOT8,759,718,730,1817,1539,1181
APMAP,3987,3612,3931,7756,6336,5261
CELF4,5,3,3,0,1,6
ZNF516,197,144,249,96,19,21
CDH20,0,0,0,0,0,0
ADNP2,2649,2545,2755,3922,2895,2892
RBFA,1461,1289,1322,1987,1475,1384
USP14,7296,6877,7556,7911,6164,6337
VAPA,5809,5567,6383,9721,7935,6546
METTL4,804,884,1052,1354,1034,942
LPIN2,2160,1928,2392,3103,2671,2247
SMCHD1,5599,4860,5912,6092,5228,4515
MYOM1,34,55,47,114,115,93
MYL12A,5847,5398,6249,8559,7766,6196
CEP76,846,813,892,1256,1068,886
ST8SIA5,7,8,8,7,24,22
CEP192,1783,1591,1689,2292,1918,1498
RNMT,2801,2539,2993,4229,3550,3115
SMAD7,32,9,9,18,18,4
LIPG,28,35,36,77,57,54
LAMA1,22,32,40,80,51,39
RNF125,329,323,352,1536,1476,1011
ANKRD12,1451,1553,1527,1984,2054,1421
NOL4,0,0,0,0,0,0
POLI,620,613,670,1565,1202,885
MIB1,2405,2252,2608,3703,3625,2681
RBBP8,6252,6024,6348,6624,5122,5181
RIOK3,1299,1196,1402,1901,1630,1505
CSTF2,1451,1245,1366,1693,1236,1165
H2BW2,67,48,60,98,111,80
MXRA5,0,0,0,0,0,0
VSIG1,28,29,44,69,49,49
PSMD10,2289,2026,2147,2946,2321,1942
ATG4A,871,694,722,1065,843,691
STS,582,600,645,171,192,222
TBL1X,1206,1226,1124,2419,2277,1762
GPR143,0,0,0,1,2,0
PGRMC1,1896,1672,1902,2607,2158,1831
POLA1,2403,2019,2392,2039,1634,1748
MID1,184,124,180,61,71,62
NKAP,1380,1269,1388,2226,1707,1465
RHOXF1,4,2,0,7,11,10
NXT2,848,741,844,1232,1010,892
GUCY2F,2,6,5,1,0,0
ATP1B4,2,1,3,1,2,5
MCTS2P,80,70,86,135,106,83
ALG13,949,1161,1139,1369,1175,979
PRPS2,5755,5236,6011,5876,4290,4303
TLR8,2,0,0,3,0,1
MOSPD1,449,479,530,856,627,610
AMMECR1,984,901,1165,1209,1027,923
CHRDL1,0,3,8,0,0,0
WDR13,589,694,563,1343,1299,938
SUV39H1,1118,1123,1256,1700,1303,1135
PAGE4,3,1,3,4,1,1
SRPX,2,0,0,0,0,1
GLRA2,0,0,0,0,0,0
XIAP,2344,2343,2569,4296,3229,2624
STAG2,8631,8818,9304,11910,10272,8373
ATP11C,2200,1819,2050,2655,2447,2613
MCF2,6,8,6,15,23,7
F9,0,0,0,0,0,0
ABCD1,834,814,889,1375,1173,992
CCDC22,638,593,712,1523,1296,1110
CACNA1F,1,12,12,1,0,0
SYP,84,91,127,179,158,109
PLP2,1850,1865,1950,2329,1831,1546
BMX,0,0,0,0,0,0
LUZP4,0,0,0,0,0,0
PLS3,100,105,109,0,0,2
NAA10,2616,2487,2757,4156,3370,3054
RENBP,27,41,29,70,131,64
ELF4,877,813,877,1277,1096,867
SMARCA1,490,422,491,228,320,187
MTMR8,108,65,80,171,126,146
ASB9,65,77,43,8,16,11
ZC3H12B,198,177,178,557,484,378
RBBP7,7009,6419,7141,8565,6699,6108
PPP1R2C,0,0,0,0,0,0
KCND1,56,50,60,68,79,66
OPN1LW,0,0,0,0,0,0
SLC25A14,444,459,453,680,633,486
FMR1,1977,1946,1883,2983,2440,1993
PIM2,632,704,714,1240,1060,920
SCML2,2178,1980,2217,3882,3117,2639
SLC35A2,883,773,810,1581,1206,991
PQBP1,1622,1452,1549,2347,2053,1752
RS1,0,0,0,0,0,0
PCSK1N,1,0,0,0,1,0
EMD,2066,1974,2319,3362,2539,2513
TAZ,1374,1357,1448,2762,2352,1841
RAB40AL,2,0,0,0,0,0
PGK1,26800,23849,25860,20834,15536,15577
GATA1,1,0,0,0,1,0
MAGT1,2783,2568,2741,3115,2474,2215
SMS,5332,5066,5449,6081,4741,4791
PHEX,28,25,46,20,9,11
UBL4A,3056,2835,2815,4136,3303,2879
CD99L2,1261,1284,1376,2757,2188,1835
EEA1,1081,957,1136,1171,1053,921
GPR50,0,0,0,0,0,0
RP2,1539,1399,1496,2282,1975,1752
JADE3,2251,1885,2138,3283,2893,2479
CDK16,2638,2554,2710,4953,4793,3836
USP11,3075,3098,3040,8907,9177,6247
PCYT1B,14,9,3,0,3,2
BRS3,0,1,1,2,0,0
HTATSF1,7820,7505,8603,9530,8234,7436
VGLL1,0,0,0,0,0,0
CD40LG,6,5,6,1,6,1
TIMP1,180,164,187,539,475,374
KLHL4,21,36,38,0,1,0
GABRE,0,0,0,0,0,0
PCDH11X,18,10,15,22,16,27
FGD1,394,358,393,775,725,489
PIN4,931,1231,887,835,837,736
PORCN,280,316,344,1157,1037,771
ITIH6,0,0,0,0,0,0
MAGED2,1373,1427,1455,3682,3419,2479
RBM3,8759,8711,8880,8084,4919,6420
KLF8,4,10,10,28,17,15
SRPX2,0,0,0,0,0,0
SYTL4,1,3,3,5,3,2
ZDHHC15,123,106,139,338,188,273
CENPI,777,792,864,1118,842,699
DRP2,107,134,168,103,89,72
TAF7L,5,7,9,7,4,6
PBDC1,569,595,636,652,511,483
GLA,639,634,671,764,577,513
ARMCX3,1101,1091,1196,1475,1377,1159
BEX4,820,863,822,1197,1138,902
RUBCNL,1197,1103,1230,1281,1316,902
NALCN,2,0,0,0,0,0
FGF14,0,6,16,40,17,2
HTR2A,0,0,0,0,0,0
NDFIP2,2221,1876,2162,3907,3333,2784
TNFSF13B,16,10,11,15,16,7
FNDC3A,1511,1391,1641,2118,1966,1668
MLNR,27,13,16,56,40,23
CDADC1,773,692,765,1087,851,799
CAB39L,165,140,163,306,322,245
KLF5,78,108,93,82,57,75
STK24,4580,4405,4469,7067,6057,5309
ACP5,0,2,1,7,2,0
DNAJC3,1623,1426,1623,2124,1770,1431
UGGT2,9,5,9,17,6,10
ARHGEF7,2485,2788,2964,4432,3989,3071
FGF9,264,269,257,765,586,570
SGCG,0,2,0,0,1,1
PARP4,3854,3543,4024,5393,4626,3693
SUPT20H,2358,2090,2491,4074,3763,2893
MRPS31,939,866,1033,1153,894,827
SLC25A15,2085,1987,2072,3208,2240,2160
KPNA3,3989,3816,4361,4820,3713,3775
FLT1,894,780,888,1631,1663,1123
RGCC,736,728,746,1162,800,648
VWA8,1550,1447,1620,2181,1743,1415
DGKH,847,735,794,815,746,564
KATNAL1,829,843,1008,1299,1075,775
INTS6,2328,1978,2290,3084,2805,2056
ACOD1,0,0,0,0,0,0
DHRS12,100,36,78,88,113,68
MEDAG,0,0,0,0,0,1
TSC22D1,2012,1659,2062,3873,3693,2726
CLN5,577,717,677,973,714,657
OLFM4,0,0,0,0,0,0
MSLN,0,0,1,0,1,1
MGRN1,2164,1893,2303,4240,4193,3115
ZNF629,193,225,175,413,413,290
TRADD,467,438,410,755,652,535
HSF4,693,812,725,1565,1262,1034
CORO1A,16418,15664,16967,34965,27791,22815
MAPK3,1532,1515,1595,4565,4488,2828
GDPD3,42,29,44,122,162,77
ELMO3,158,117,160,229,180,157
MT4,0,0,0,0,0,0
PHKB,3736,3506,3999,5060,4216,3663
LYRM1,998,989,961,2024,1575,1376
NUTF2,4560,4421,4425,7676,5664,5574
NUP93,4746,3814,4843,6455,5488,4682
CENPT,1925,2031,2260,3576,2986,2318
TSNAXIP1,11,7,37,7,9,9
NFAT5,1075,903,1031,1541,1909,1525
LONP2,2860,2777,2930,4473,3982,3369
N4BP1,1689,1638,2024,3360,2737,2355
CBLN1,0,0,0,0,0,0
ARL2BP,2516,2358,2511,4378,3799,3078
PLLP,168,114,133,278,233,234
ZNF423,0,0,1,0,1,0
CCL22,7,2,12,12,4,10
DHODH,810,884,1092,1556,1170,1012
CCL17,0,0,0,0,0,0
CTCF,5561,5075,5481,8828,7421,6334
ACD,1190,1094,1081,1852,1407,1167
POLR2C,3506,3005,3375,5917,4510,4088
PARD6A,354,334,337,550,409,360
ZNF821,84,88,96,352,513,344
MMP15,1539,1423,1520,2594,2084,1925
USB1,2684,2385,2685,4970,3708,2931
CYB5B,5635,5731,5783,9821,7401,6463
CCDC113,135,189,128,197,232,252
PRSS54,0,0,0,0,0,0
NME3,81,73,80,175,136,109
NDRG4,2,5,8,12,15,1
PSMD7,5431,5000,5380,5744,3938,4071
SETD6,17,16,24,36,14,4
SLC38A7,702,603,698,961,813,750
VAC14,1550,1540,1663,2580,1919,1871
HAS3,101,104,113,244,156,152
TANGO6,751,722,743,889,724,726
COG4,865,675,1142,1865,1632,1159
SMPD3,874,933,693,2584,1509,1659
SLC7A6OS,1094,1199,1186,2133,1817,1299
SLC7A6,2560,2675,2438,4054,3377,2232
PLA2G15,440,345,408,612,627,500
ESRP2,1,1,0,21,4,9
FA2H,384,322,316,45,38,28
WDR59,2136,2036,2312,3058,2988,2500
MON1B,2593,2426,2561,5155,4254,3471
CMC2,1368,1249,1337,1728,1206,1122
AXIN1,1987,1897,1925,3995,3271,2434
HCFC1R1,430,546,480,945,839,715
NPRL3,1243,1172,1173,3286,2864,2252
MLYCD,515,580,480,783,659,536
MPG,1534,1419,1611,2704,2175,1735
NECAB2,2,0,0,0,0,1
HSDL1,2592,2375,2605,5472,4758,3805
TAF1C,3050,3221,3190,6853,5098,4305
NAGPA,716,584,608,1114,777,756
WFDC1,5,5,1,8,5,6
SEC14L5,6,3,2,17,11,7
COTL1,12285,12250,12546,10590,8613,8561
USP10,4464,4296,4346,5986,4569,4555
CRISPLD2,3,9,4,9,18,4
TSC2,2269,1970,2133,3843,4131,3158
ZNF500,503,489,462,1195,960,848
NME4,4840,4816,4697,8023,5999,6013
ABCC1,3577,2761,3451,4601,4890,3890
NOMO3,0,0,0,0,0,0
LMF1,123,115,154,235,396,280
FOXF1,1,0,2,3,2,0
CIAO3,2442,2203,2512,5235,4897,3377
MTHFSD,459,387,426,778,752,528
CLCN7,2729,2499,2705,5401,4727,4390
HAGHL,1417,1371,1497,2127,1638,1307
ANTKMT,1103,972,1006,967,754,698
SLC7A5,29128,28527,29997,51977,43222,37479
METRN,2211,1882,1829,3161,2806,2110
FBXO31,1020,781,925,1658,1282,1122
STUB1,2588,2279,2515,3479,2720,2367
RHBDL1,116,130,120,348,261,247
NUBP1,648,622,622,935,722,611
UBE2I,7884,7483,7529,10027,7979,7576
ZP2,0,0,0,1,0,0
MEFV,10,3,13,8,9,15
CRYM,0,0,0,0,2,0
EEF2K,1941,1688,1924,3198,2617,2344
CAPN15,3563,2921,3212,5668,4369,4081
PIEZO1,16407,14445,14240,28376,24386,18959
GSPT1,7895,7361,8497,10083,7827,8117
ZNF174,526,600,563,1300,1155,887
CLUAP1,592,631,630,972,767,760
UBFD1,4062,4045,3955,4903,3828,3875
PRSS33,4,4,7,3,5,0
EARS2,1759,1573,1830,2111,1522,1494
ELOB,3209,3107,3041,5519,4269,3646
GGA2,3170,3142,3701,4269,3316,3156
AQP8,0,2,0,2,2,1
CPPED1,848,740,925,1024,921,807
USP31,938,901,969,1389,1061,1029
HMOX2,1558,1418,1558,2035,1649,1651
DNAJA3,0,0,0,0,0,0
CORO7-PAM16,0,0,0,62,12,12
SALL1,0,0,0,0,0,0
TOX3,0,0,0,0,0,0
RRN3P2,21,18,14,38,42,34
RBL2,4350,3957,4704,8962,8090,6034
QPRT,1255,1345,1317,3824,3882,2299
XYLT1,207,192,212,44,89,11
