gene_name,293T-1,293T-2,293T-3,YTHDF2_crispr-1,YTHDF2_crispr-2,YTHDF2_crispr-3
NDST4,3,0,0,0,0,0
ZGRF1,58,124,117,69,41,58
AP1AR,50,80,70,181,117,127
COPS4,34,53,51,172,96,125
HNRNPD,141,361,282,624,439,497
PRKG2,3,10,2,10,11,10
RASGEF1B,2,14,2,4,0,6
SEC31A,12,34,25,37,46,25
FGF5,1,3,1,6,1,4
GPAT3,7,4,6,30,15,33
IL21,0,0,0,0,0,0
FGF2,43,37,27,43,34,44
BBS7,81,175,114,152,156,112
KIAA1109,24,68,83,55,43,62
BMPR1B,11,12,13,22,12,15
RAP1GDS1,12,31,21,106,36,88
LARP1B,45,94,95,111,103,110
MMRN1,0,0,0,0,0,0
PDE5A,14,23,32,24,12,19
PRDM5,8,11,12,18,15,13
TRPC3,0,2,7,6,3,3
NAAA,3,3,2,3,4,8
NUP54,32,87,37,52,41,56
CXCL9,0,0,0,0,0,0
BMP2K,11,15,62,63,35,46
G3BP2,53,83,121,339,124,181
SEPTIN11,64,108,100,430,132,158
FRAS1,5,33,18,27,9,20
SCARB2,24,47,46,77,65,68
CCNG2,30,78,55,92,92,84
CNOT6L,47,93,86,171,123,120
USO1,85,176,170,230,197,279
CDKL2,4,6,4,24,15,10
SHROOM3,8,7,3,15,12,10
ANXA3,1,0,0,0,0,0
PPA2,33,49,35,158,124,101
CENPE,41,90,66,116,97,118
GSTCD,15,14,21,66,52,61
INTS12,4,21,2,26,14,15
ENPEP,1,0,0,3,0,0
CASP6,5,14,13,16,23,33
LEF1,10,29,20,30,41,48
HADH,16,20,23,34,21,39
EGF,0,0,1,0,1,0
PAPSS1,3,25,10,24,35,23
SEC24B,30,47,53,77,57,47
C4orf17,0,0,0,0,0,0
PPP3CA,30,39,58,124,89,92
SLC39A8,55,84,61,94,103,69
MTTP,1,0,0,0,0,4
FBN2,51,62,80,127,92,103
MAPK8IP3,5,4,2,1,4,4
RGS3,0,0,1,1,0,0
GUCD1,20,37,20,53,31,42
TTLL8,0,0,0,0,0,0
RNF185,5,5,14,44,32,37
SHISAL1,2,1,0,10,2,5
PARVG,0,0,0,0,0,0
B4GALNT3,0,6,2,7,2,5
PDE6H,0,0,0,0,0,0
ERP27,0,0,0,0,0,0
ETV6,6,8,1,3,3,0
GABARAPL1,6,31,16,36,13,17
KIF21A,27,42,42,53,48,52
CPNE8,27,51,43,62,34,42
YARS2,8,5,24,35,24,2
FGD4,5,7,8,12,12,12
ALG10,6,15,10,26,33,30
PIK3C2G,0,1,0,0,0,0
SINHCAF,93,147,112,275,186,203
PLCZ1,0,0,0,0,0,0
AEBP2,88,158,127,171,131,162
SLCO1C1,0,0,0,0,0,0
ETFBKMT,3,4,1,4,25,2
ETNK1,155,305,266,359,239,267
ZCRB1,97,126,158,254,156,200
TMEM117,1,3,1,4,1,5
PRICKLE1,4,4,8,9,3,17
C1RL,0,0,0,1,0,0
NDUFA9,9,27,21,106,57,58
CLSTN3,0,8,0,0,1,1
KLRG1,7,2,2,5,1,8
VAMP1,0,1,1,3,2,1
TAPBPL,0,0,0,0,0,0
CD27,0,0,0,0,0,0
RBP5,0,0,0,0,0,0
PEX5,7,18,8,42,31,18
PIANP,0,0,0,0,0,0
SLC38A4,0,0,0,0,1,1
AMIGO2,2,0,1,2,0,0
SCAF11,148,111,126,197,168,165
COL2A1,0,0,0,0,0,0
PPFIA2,4,2,0,2,0,2
ANP32D,4,21,7,31,20,15
LLPH,17,13,18,39,43,57
RPL14P1,0,0,0,0,0,0
LRIG3,21,47,38,32,28,33
MARCHF9,3,7,1,7,6,5
INHBE,2,1,1,0,0,0
GLIPR1,0,0,0,1,0,0
TPH2,0,0,0,0,0,0
PHLDA1,2,5,3,10,9,6
TMEM19,7,34,11,120,36,35
LGR5,2,5,6,3,4,2
PTPRQ,0,0,0,0,0,0
DUSP6,3,0,1,2,0,2
POC1B,27,21,39,56,56,38
TMTC3,63,120,118,238,216,182
LUM,0,0,0,2,0,0
KERA,0,0,0,0,0,0
SNRPF,256,309,247,442,243,285
AMDHD1,1,0,0,2,0,2
NEDD1,84,116,125,153,152,147
SYCP3,0,0,3,1,0,0
ASCL1,0,0,0,0,0,0
GAS2L3,65,30,40,40,20,17
TMEM132B,0,0,0,0,0,0
SLC15A4,11,23,26,57,39,28
TDG,70,127,94,193,129,144
RITA1,0,0,2,4,3,3
SDSL,0,0,0,0,0,0
MMAB,2,5,5,43,9,16
GLTP,17,24,15,30,26,29
GIT2,0,0,4,1,3,6
TCHP,0,0,0,1,0,0
FAM222A,0,0,0,0,0,0
FOXN4,0,0,0,0,0,0
NUP58,87,198,154,273,216,230
MTMR6,11,42,33,62,34,59
SLC46A3,4,3,5,6,17,16
SLC7A1,49,56,51,80,49,57
PDX1,0,1,1,1,1,2
LNX2,19,37,38,67,37,62
SUOX,1,2,7,5,1,4
CCDC65,0,0,0,1,0,0
SLC39A5,0,0,0,0,0,0
TARBP2,1,8,0,5,2,5
RDH16,1,0,0,0,0,0
DHH,0,0,0,0,0,0
ACVRL1,0,0,0,0,0,1
GPR84,0,0,0,0,0,0
NPFF,0,0,0,0,0,0
NABP2,10,9,6,16,6,8
N4BP2L1,1,5,2,4,1,1
CELA1,0,0,0,0,0,0
SMARCC2,17,29,13,60,27,38
BRCA2,62,43,39,73,39,39
KANSL2,8,8,15,52,11,18
CERS5,5,20,20,25,16,7
MAP3K12,1,0,6,3,0,2
ITGB7,0,0,0,0,0,0
GALNT6,2,3,0,4,0,5
CSAD,10,24,38,7,9,5
LMBR1L,0,1,0,5,0,0
MYG1,1,3,3,14,6,8
ESYT1,0,4,0,17,13,12
TMBIM6,32,41,53,197,120,123
ANKRD52,6,7,2,17,2,3
KRT71,0,0,0,0,0,0
ZNF740,19,11,90,62,68,33
SMIM2,0,0,0,0,0,0
WDFY2,3,9,18,29,39,21
HNRNPA1L2,52,155,142,296,156,199
LPAR6,0,0,0,0,0,1
ESD,52,92,57,173,96,71
RB1,45,40,42,87,68,102
SBNO1,15,36,34,74,62,57
MORN3,0,0,0,1,0,0
SETD1B,2,3,3,8,8,4
VPS33A,15,22,14,39,74,38
VPS37B,0,0,0,0,0,1
RHOF,0,0,0,0,0,0
DENR,181,190,153,556,331,346
DIAPH3,17,61,32,37,33,34
SLAIN1,6,2,6,20,13,12
RBM26,79,151,160,147,162,139
SRRM4,1,12,7,17,4,4
METTL21C,0,0,0,0,0,0
MBNL2,42,100,87,71,66,66
RNF113B,0,0,0,0,0,0
ZIC5,42,78,50,147,129,123
ABHD13,16,45,24,64,38,42
RAB20,0,0,0,2,1,0
GRTP1,6,5,4,8,8,3
CUL4A,11,25,17,49,32,38
TTC6,0,0,0,0,0,0
SSTR1,0,0,0,0,0,0
CDH24,1,0,0,0,0,0
REM2,0,0,0,0,0,1
CBLN3,0,0,0,0,0,0
TSSK4,0,0,0,0,0,0
NOVA1,4,20,13,51,13,18
FITM1,0,0,0,0,0,0
MDGA2,0,0,0,0,5,0
TMX1,112,163,178,673,443,488
FRMD6,20,22,13,35,22,24
PELI2,27,33,37,60,47,49
RTN1,0,0,1,1,1,2
ARMH4,19,44,6,12,7,9
SYT16,0,40,2,15,12,10
SLC38A6,9,2,4,15,9,19
NAA30,33,95,75,191,148,123
ADAM21,0,0,0,0,0,2
RDH12,0,0,0,0,0,0
DCAF5,6,16,14,46,37,31
RAB15,1,0,1,5,2,0
WDR89,19,61,42,94,81,77
ESR2,0,0,0,0,0,1
KCNH5,0,0,1,0,0,0
STON2,4,13,4,12,4,17
EFCAB11,0,6,10,8,7,5
GPR65,0,0,0,0,0,0
PTGR2,54,80,54,59,44,55
JDP2,4,3,4,8,6,0
AK7,0,6,6,2,13,5
SLC24A4,2,3,0,0,10,0
FBLN5,1,3,0,3,5,2
SERPINA10,0,2,0,0,0,0
CLBA1,0,0,0,1,0,8
WARS1,38,64,47,103,74,130
SLC25A47,0,0,0,0,0,0
WDR20,7,5,7,10,8,8
NIPA2,25,76,38,114,84,103
SLC12A6,5,8,7,19,18,13
DUOXA1,0,0,0,0,0,0
MFAP1,2,2,2,15,21,19
TCF12,17,31,16,53,41,42
SORD,17,29,36,42,16,30
SERF2,1,1,4,4,3,4
ZSCAN29,12,27,24,36,27,32
DUOXA2,0,0,0,0,0,0
DUOX2,0,0,0,0,0,0
LYSMD2,1,4,1,2,1,3
SLC27A2,3,12,12,20,10,12
FGF7,1,0,0,1,1,2
HDC,0,0,0,0,0,0
GCNT3,0,0,0,0,0,0
BNIP2,36,50,37,143,120,123
GTF2A2,25,19,27,39,33,52
SRP14,39,106,72,93,83,64
BAHD1,11,11,13,29,18,16
DISP2,0,1,1,1,0,2
CDAN1,0,3,3,6,1,2
TLE3,20,28,18,40,17,20
ANP32A,61,92,99,242,184,117
COMMD4,0,1,0,19,0,2
UBE2Q2,9,45,41,71,74,27
PSTPIP1,0,0,0,0,0,0
ETFA,106,179,152,409,351,295
BCL2A1,0,0,0,0,0,0
HMG20A,24,35,50,34,47,34
SCAPER,2,10,3,8,8,4
TSPAN3,140,224,200,544,385,422
WDR61,13,30,32,73,56,65
NCOA2,17,36,34,90,62,83
NEIL1,0,0,0,0,0,1
MAN2C1,0,0,3,4,0,0
DNAJA4,0,0,0,0,0,0
TLNRD1,22,12,9,16,13,22
TPM1,5,7,14,33,28,49
IGF1R,22,37,29,43,31,24
ARRDC4,198,335,274,33,34,41
PIF1,9,2,2,3,3,8
USP3,11,36,16,17,16,21
CYP11A1,0,0,0,0,0,0
BBS4,5,8,14,15,9,20
PML,2,2,3,2,1,0
CYP1A1,0,0,0,1,0,0
ADAMTS17,1,0,0,0,0,0
LINS1,5,9,16,13,28,13
ULK3,22,30,10,37,27,32
GOLGA6D,0,0,0,0,0,0
PCSK6,2,15,3,2,25,6
CCDC33,0,0,0,0,0,0
CELF6,0,0,0,0,0,0
SCAMP2,0,0,1,0,1,1
CYP1A2,0,0,0,0,0,0
LMAN1L,0,0,0,0,0,0
HAPLN3,0,0,0,0,0,0
RHCG,0,0,0,0,0,0
POLG,0,4,9,14,4,5
RLBP1,0,0,0,0,0,0
FANCI,47,110,143,243,110,146
ABHD2,8,15,11,25,15,16
WDR93,0,0,0,0,0,0
TICRR,4,13,5,10,3,2
NTRK3,0,4,4,6,0,5
DET1,3,3,6,6,0,4
MFGE8,10,3,1,21,7,4
ZNF710,0,8,9,1,0,4
UNC45A,2,1,1,0,0,0
ST8SIA2,0,0,0,0,0,0
MCTP2,0,0,0,0,0,0
FURIN,4,9,7,30,11,14
IQGAP1,32,78,67,128,152,109
CRTC3,13,4,33,12,14,16
EFL1,3,4,4,29,12,45
SH3GL3,8,12,7,22,21,30
SEC11A,134,120,182,296,189,203
SEPTIN12,0,0,0,0,0,0
GLYR1,14,29,33,48,50,37
PMM2,7,1,8,8,6,10
SLC5A2,0,0,0,0,0,0
ITGAX,0,0,0,0,1,0
TGFB1I1,0,0,0,0,1,0
RUSF1,6,17,10,5,8,11
ARMC5,0,5,0,4,0,2
PARN,12,24,16,102,60,120
FTO,2,4,6,22,19,23
UQCRC2,3,29,17,38,19,19
CDR2,6,4,4,17,5,4
IGSF6,0,0,0,0,0,1
ARHGAP17,2,15,6,34,11,5
MYLK3,1,0,2,1,3,1
ABCC12,0,0,0,0,0,0
NKD1,2,2,2,7,3,10
DHX38,3,5,3,15,3,7
TXNL4B,0,4,4,9,4,2
MARVELD3,1,0,0,0,0,0
CHST4,0,0,0,0,0,0
ZFHX3,7,10,6,13,15,0
CLEC18B,0,0,0,0,0,0
CPNE2,0,2,0,15,3,4
NLRC5,0,0,0,1,0,2
KATNB1,0,5,0,0,0,2
KIFC3,0,0,0,1,0,0
ADAMTS18,0,0,0,0,0,0
NUDT7,0,0,0,0,1,0
GCSH,47,71,91,170,93,138
CMTM3,11,11,8,10,10,11
CMTM2,0,0,0,0,0,0
CDH11,0,0,0,0,1,0
NOL3,0,0,0,0,0,0
MAP1LC3B,23,32,48,74,68,56
MBTPS1,12,47,34,139,35,30
CDH13,0,0,0,0,0,0
ZCCHC14,41,61,39,85,52,98
MEAK7,5,13,2,29,5,10
ADAD2,0,0,0,0,0,0
OSGIN1,0,0,0,0,0,0
IRF8,2,4,6,27,30,32
RHOT2,0,0,0,0,0,0
RPL3L,0,0,0,0,0,0
ZSCAN32,0,7,2,12,13,8
RPS2,117,93,83,385,88,158
NDUFB10,1,2,0,0,0,1
PDPK1,8,9,10,9,22,40
TIGD7,1,3,6,27,19,2
DEF8,0,0,0,0,0,3
TCF25,0,0,2,5,2,3
GALNS,0,4,0,4,0,12
GAS8,0,6,2,2,2,0
MED9,4,11,7,13,16,9
NCOR1,50,139,79,86,53,58
COPS3,37,91,72,178,157,128
GID4,25,48,33,48,58,51
ZNF287,1,10,3,7,2,27
MYOCD,0,0,0,0,0,0
KSR1,3,3,5,7,3,9
UTP4,0,1,0,0,0,1
RANBP10,6,3,8,8,38,7
CTRL,0,0,0,0,0,0
DPEP3,0,0,0,0,0,0
GFOD2,0,16,4,35,5,6
NOB1,15,13,13,60,36,36
PRPSAP2,80,85,76,223,136,184
UNC45B,0,0,0,0,0,0
PCTP,8,2,3,13,6,3
OR4D1,0,0,0,0,0,0
TOM1L1,16,29,35,92,57,88
KIF2B,0,0,0,0,0,0
C17orf80,4,13,13,34,20,27
TOB1,44,57,56,136,102,106
VPS53,0,0,0,3,0,2
SPATA22,0,0,0,0,0,0
SGSM2,0,7,2,2,5,7
NPEPPS,20,140,148,123,126,121
SKAP1,0,0,0,0,0,0
LRRC46,0,0,0,0,0,0
SCRN2,2,2,2,9,4,2
SSH2,28,28,6,92,15,26
RHBDL3,1,5,2,1,2,2
SPACA3,0,0,0,0,0,0
ARSG,1,0,0,0,0,0
ABCA8,0,0,0,1,3,0
G6PC3,0,4,12,9,5,10
CLTC,67,176,175,313,336,317
C17orf64,0,0,0,0,0,0
BCAS3,0,1,0,1,0,1
PTRH2,7,2,7,32,26,21
SS18,32,58,58,132,80,116
TAF4B,41,59,53,75,47,57
AFG3L2,13,57,40,69,74,67
PRELID3A,0,4,1,5,3,2
IMPA2,0,0,0,0,3,1
GNAL,4,14,5,26,15,5
SLC39A6,60,112,124,262,187,159
RPRD1A,99,158,123,280,204,206
C18orf21,16,8,3,19,10,19
GALNT1,70,99,118,302,175,233
ASXL3,0,2,3,7,8,3
ADCYAP1,0,0,4,3,3,0
MEP1B,0,0,0,0,0,0
SLC25A52,0,0,0,0,0,0
GAREM1,4,9,8,13,20,14
ESCO1,21,95,49,103,49,53
OSBPL1A,61,47,49,130,62,66
GATA6,5,5,8,21,9,15
GREB1L,11,24,22,42,26,108
RMC1,2,2,4,8,8,10
PELP1,89,86,92,104,84,69
NPC1,4,9,22,34,7,13
SLC14A1,0,1,0,0,0,0
ARRB2,8,10,3,9,12,4
SLC13A5,1,2,1,3,3,1
ZMYND15,0,0,0,0,0,0
WRAP53,1,0,1,2,0,4
MINK1,0,0,0,0,0,0
SAT2,1,2,2,2,2,1
ASGR1,0,3,0,7,1,2
PIK3R5,0,0,0,1,3,3
TP53,20,39,31,209,114,124
CCDC40,0,0,0,1,0,0
ARHGDIA,0,2,3,7,3,4
TMC6,0,1,0,1,0,0
SLC16A3,1,1,0,0,0,0
CARD14,0,0,0,0,0,0
TTYH2,0,1,0,6,4,3
RAB40B,39,79,61,124,87,88
EIF4A3,21,74,75,223,153,185
CSNK1D,4,12,9,22,15,13
ANAPC11,0,0,0,0,0,1
TBCD,2,0,15,6,1,6
FN3KRP,0,0,1,0,0,2
NARF,1,0,0,1,2,2
RPTOR,0,0,2,0,0,0
FOXK2,44,36,22,62,53,55
TRIM65,7,7,6,39,14,14
CBX8,5,9,6,9,5,6
SECTM1,0,0,0,0,0,0
RNF157,1,0,6,3,1,6
CEP131,0,1,0,0,0,0
ZNF750,0,0,0,0,0,0
WDR45B,8,22,17,33,27,17
CBX4,14,15,10,23,23,22
RNF165,3,16,29,13,12,7
DYM,7,8,7,25,17,13
MAPK4,1,3,4,5,4,2
ELAC1,1,3,3,9,4,3
MBD1,12,21,19,26,22,12
SMAD4,34,130,45,251,184,137
TNFRSF11A,4,11,7,16,16,17
ZCCHC2,15,32,33,20,28,24
FBXO15,3,1,2,0,0,0
CBLN2,0,0,0,0,0,0
PMAIP1,2050,1540,1478,1185,819,902
P3H4,0,0,0,0,1,1
NT5C3B,0,0,0,1,0,0
RETREG3,7,19,12,26,30,36
ERBB2,6,7,3,16,6,27
GRB7,0,0,0,0,0,0
MIEN1,0,0,0,0,1,0
PNMT,0,0,0,0,0,0
ARL5C,0,0,0,0,0,0
STAC2,0,0,0,2,0,1
IGFBP4,0,0,0,0,0,0
FKBP10,8,6,12,11,6,6
TXNL4A,9,43,17,13,30,8
CACNA1A,0,3,1,3,0,1
MISP3,0,0,0,0,0,0
SAMD1,5,41,11,106,61,87
BRD4,7,26,25,36,18,17
SLC39A3,4,0,1,3,4,2
NFIC,13,11,7,9,9,10
TPGS1,0,0,0,0,0,0
PLPP2,0,0,2,0,0,0
ZIM3,0,0,0,0,0,0
PRDM15,1,4,25,7,12,7
PFKL,0,0,0,0,0,0
FEM1A,4,9,6,39,16,16
VAV1,0,3,1,2,2,5
MVB12A,0,0,0,0,0,0
CIB3,0,0,0,0,0,0
SH3GL1,2,1,1,5,2,4
DUS3L,0,0,0,0,0,0
DPP9,2,2,9,5,6,0
DMRTC2,0,0,0,0,0,0
CCDC97,0,2,0,6,3,0
TMEM91,1,1,2,0,1,0
ZFP14,11,31,25,24,30,29
SIRT3,0,0,2,0,2,5
IFITM3,0,0,0,0,0,0
PGGHG,6,4,0,6,4,2
HUNK,3,7,5,11,13,5
COL6A1,0,0,0,2,2,0
OR1E3,0,0,0,0,0,0
IFNAR1,27,57,18,60,61,29
SOD1,182,336,291,950,640,708
COL6A2,2,1,0,5,5,3
SIK1,0,0,2,6,0,0
DNMT3L,0,0,0,0,0,0
TRPM2,0,0,0,0,0,0
SCYL1,0,0,0,0,0,0
TMEM50B,0,0,0,0,0,0
APP,116,150,144,597,194,330
DOP1B,3,5,0,1,3,4
URB1,26,23,21,29,27,35
AKT1,11,37,23,42,24,37
IL19,0,0,0,0,0,0
EMP3,0,0,0,0,0,0
SAE1,41,76,59,146,105,115
NTN5,0,0,2,0,0,0
LMTK3,0,0,0,0,1,0
GEMIN7,0,0,0,0,3,1
CBLC,0,0,0,0,0,0
WTIP,1,0,6,0,3,0
ADAMTS10,0,0,0,0,0,0
SLC6A3,0,0,0,0,0,0
RNPEPL1,0,0,0,0,0,0
CAPN10,0,1,5,1,0,0
MYO1F,0,0,0,0,0,0
ERVK3-1,0,8,3,15,26,14
NLRP12,0,0,0,0,1,0
CACNG8,0,0,1,3,2,1
ZNF787,0,0,2,0,0,0
TIMM29,5,3,6,2,1,8
FBN3,0,0,0,0,0,0
CARM1,20,19,15,19,9,17
EVI5L,0,0,0,1,0,0
TM4SF5,0,0,0,0,0,0
SLC47A1,5,15,8,31,12,14
PSMB6,2,0,3,3,2,4
GPR32,0,0,0,0,0,0
SIGLEC10,1,0,0,0,0,0
ACP4,0,0,0,0,0,0
KLK3,0,0,0,0,0,0
ZNF473,0,1,0,7,0,0
FAM71E1,0,0,0,0,0,0
RPS11,0,1,0,0,0,0
PTH2,0,0,0,0,0,0
RPL13A,2,0,0,1,2,0
CTU1,0,0,0,0,0,0
NOSIP,0,0,0,0,0,0
IGLON5,0,0,0,0,0,0
RCN3,0,0,0,0,0,0
ZNF614,17,22,24,48,32,37
SLC2A5,0,0,0,0,0,0
RERE,3,25,6,15,24,5
MMEL1,0,0,0,0,0,0
CFAP74,0,0,0,0,1,0
PRDM16,8,14,12,15,10,9
CELA2A,0,0,0,0,0,0
FHAD1,1,11,3,0,0,0
EPHA2,37,16,10,10,7,7
ARHGEF19,0,0,0,0,0,0
EFHD2,3,2,3,27,4,4
PEX14,3,6,6,11,10,8
PGD,0,6,1,2,0,0
MYOM3,0,2,0,0,0,1
SH3BGRL3,0,0,0,0,0,0
CNKSR1,0,0,0,0,0,0
RPL11,150,281,251,397,278,276
IL22RA1,0,0,0,0,0,0
ZNF593,4,0,0,0,0,0
C1orf216,0,9,2,20,6,7
KIAA0319L,5,2,1,4,6,11
EVA1B,0,0,0,0,0,0
C1orf94,0,0,0,0,0,0
DMRTA2,0,0,0,1,1,0
PLK4,57,92,124,118,98,96
MAP3K6,0,0,0,0,0,0
FCN3,0,0,0,0,0,0
GPN2,2,7,8,17,12,8
SYTL1,0,0,0,0,0,1
WDTC1,1,4,9,4,2,5
CELA3A,0,0,0,0,0,0
NBPF3,8,8,12,18,17,21
HSPG2,5,2,8,7,0,2
ITGB3BP,54,88,67,92,111,97
SERBP1,642,1210,879,2553,1805,1538
BCL10,5,21,21,39,27,22
CCN1,119,29,28,20,4,4
PRKACB,11,17,40,74,40,44
PIGK,107,179,162,292,239,241
TINAGL1,0,0,0,0,0,0
AZIN2,0,1,1,3,0,2
RPS8,595,529,494,991,754,760
KIF2C,0,3,1,24,6,11
PTPRF,9,11,13,16,8,12
BEST4,0,0,0,0,0,0
MOB3C,0,0,0,0,0,0
CYP4B1,0,0,0,0,0,0
TMEM61,0,0,0,0,0,0
DMRTB1,0,0,0,0,0,0
LMO4,31,40,39,51,33,56
SYPL2,7,6,1,10,4,7
BARHL2,0,1,2,0,1,2
MTF2,175,333,246,217,155,198
SLC44A3,0,0,0,4,0,1
IGSF3,17,13,19,17,12,25
ZNF697,14,17,20,37,27,21
CTTNBP2NL,21,33,21,40,31,46
STRIP1,11,8,16,16,21,16
KCNA10,0,0,0,0,0,0
PSMA5,5,5,7,22,7,30
FNDC7,0,0,0,0,0,0
C1orf162,0,0,0,0,0,0
CD53,0,0,0,0,0,0
PROK1,0,0,0,2,0,0
CELSR2,3,3,4,22,16,4
ITGA10,0,0,0,0,0,0
GPR161,2,8,1,6,12,6
ALDH9A1,20,20,54,88,107,169
ATP1B1,34,52,43,46,37,30
TIPRL,116,197,168,181,145,166
NME7,5,17,12,32,33,35
POGK,10,10,14,22,19,14
MPC2,23,19,35,37,23,31
CREG1,28,71,33,97,47,63
DCAF6,34,44,24,42,67,30
GPA33,0,0,0,0,0,0
RXRG,0,0,5,0,0,0
TBX19,1,0,0,0,0,0
UCK2,8,15,10,26,19,13
TMCO1,81,87,59,235,193,185
XCL1,0,0,1,0,0,0
XCL2,0,0,0,1,0,0
POU2F1,35,83,96,87,44,50
MAEL,0,0,0,0,0,0
ILDR2,4,12,10,18,21,9
DPT,0,0,0,0,0,0
MGST3,6,3,3,9,4,1
ADCY10,0,0,0,0,0,0
COP1,21,14,28,32,16,11
NECTIN4,0,1,0,3,1,1
UFC1,0,0,0,8,1,2
PPOX,0,0,0,6,2,1
FCGR2A,1,2,0,0,0,0
NUF2,37,79,78,55,38,44
RGS5,12,3,5,22,12,9
SDHC,55,65,47,137,124,119
PFDN2,6,8,6,10,2,5
NR1I3,0,0,0,0,0,0
USP21,8,15,6,15,10,17
F13B,0,0,0,0,0,0
PRCC,0,1,2,2,0,0
FCRL5,2,1,2,0,0,0
RRNAD1,3,3,1,3,3,4
MRPL24,0,0,0,0,0,0
PIGM,8,21,16,23,23,15
CASQ1,0,0,0,0,0,0
ISG20L2,11,21,14,21,11,9
CRABP2,52,73,77,83,59,48
HDGF,37,62,72,221,138,139
ABL2,13,49,26,32,39,20
XPR1,14,26,46,53,37,23
RGS16,13,16,25,12,8,7
TOR1AIP1,35,37,27,89,62,79
FAM163A,0,0,0,0,0,0
HMCN1,0,0,0,2,1,0
RGL1,3,1,0,0,1,0
LYPLAL1,76,40,50,58,43,41
LHX9,0,4,0,2,3,2
PRUNE1,11,16,13,23,24,9
RORC,0,0,0,0,0,0
TUFT1,2,1,3,3,11,7
SF3B4,0,0,0,0,0,0
ECM1,0,0,0,0,0,0
ZNF687,0,3,0,0,0,0
TARS2,2,9,14,9,12,10
CGN,1,10,14,3,4,3
SNX27,35,37,35,69,32,48
SETDB1,0,4,13,3,1,0
ADAMTSL4,0,0,0,0,0,1
MCL1,20,34,37,109,76,79
CTSK,0,0,1,1,1,0
RFX5,16,20,10,31,14,15
PI4KB,0,1,4,2,0,1
PIP5K1A,41,24,21,49,20,39
ANP32E,271,462,433,1057,646,691
MINDY1,1,1,0,0,0,0
ANXA9,0,0,0,0,0,0
SELENBP1,0,0,0,0,0,2
CERS2,71,69,91,78,63,86
ENSA,68,93,87,172,123,120
LSP1P5,1,0,2,5,4,3
SEMA6C,0,2,1,0,0,0
MRPL9,7,27,19,23,16,37
ARNT,12,11,16,69,40,25
POGZ,35,107,130,64,40,61
C1orf56,0,1,2,0,0,1
OAZ3,0,0,0,0,0,0
HORMAD1,0,0,0,0,0,0
GOLPH3L,28,17,11,41,29,43
GABPB2,9,21,20,42,20,15
SYT14,61,83,88,117,80,79
KCNH1,0,0,0,0,0,0
DTL,45,69,86,225,137,97
DYRK3,3,1,2,2,2,7
EIF2D,3,18,16,20,18,5
INTS7,16,40,68,41,24,45
VASH2,20,22,25,54,25,29
TAF1A,6,18,17,23,36,20
SMYD2,5,4,21,11,11,16
SUSD4,0,0,0,0,7,1
DUSP10,0,0,0,0,1,0
HHIPL2,0,0,0,0,0,0
TP53BP2,17,51,43,54,32,46
ATP8B2,7,84,11,24,14,18
FLG2,0,0,0,0,0,0
CRNN,0,0,0,0,0,0
ADAM15,0,0,0,5,1,9
JTB,0,7,0,2,2,1
RAB13,68,34,26,46,26,54
S100A8,0,0,0,0,0,0
TPM3,16,58,43,126,97,99
NUP210L,0,0,0,0,0,0
SNAPIN,0,0,0,0,0,0
SLC27A3,0,0,0,0,0,0
S100A7,0,0,0,0,0,0
UBAP2L,15,51,37,22,37,26
SLC39A1,5,7,6,16,6,13
HAX1,29,21,18,39,23,28
CREB3L4,2,0,0,2,0,2
EFNA3,0,0,0,0,0,0
AQP10,0,0,0,0,0,0
KCNN3,0,7,1,2,0,0
C1orf43,143,144,105,227,134,170
GATAD2B,0,0,0,0,0,0
ILF2,77,91,40,248,175,150
RIT1,18,57,27,31,19,18
INTS3,7,17,8,19,14,31
PKLR,0,0,0,0,0,0
FLG,0,0,0,0,0,0
ACTA1,0,0,0,0,0,0
C1orf131,11,45,22,84,34,50
GALNT2,20,43,44,70,28,40
TTC13,4,6,4,15,31,12
SCCPDH,10,11,11,29,13,22
LYST,39,18,64,44,10,3
MAP3K21,35,86,74,109,76,88
CEP170,38,137,92,153,76,89
ACP1,103,197,212,291,227,260
SNAP47,0,0,0,2,0,0
SRP9,617,922,862,1881,1388,1386
NVL,9,23,27,25,31,21
SDE2,88,61,81,116,95,97
DEGS1,29,32,29,69,58,51
FBXO28,11,23,20,49,61,57
ARF1,15,23,17,39,17,32
LEFTY2,0,0,0,0,0,0
CNIH4,2,12,17,10,8,11
ITPKB,4,1,0,0,0,0
GUK1,0,0,0,0,0,0
CDC42BPA,28,90,26,109,38,98
CNIH3,0,0,0,2,0,4
C1orf35,10,12,17,13,8,11
MBOAT2,23,71,116,196,118,187
PARP1,115,201,147,479,358,314
PSEN2,0,0,1,0,0,0
PYCR2,25,39,18,30,14,25
LBR,102,152,144,347,249,268
WNT9A,0,1,0,0,0,1
EPHX1,0,0,0,0,0,0
REN,0,0,0,0,0,0
SOX13,1,0,5,3,1,4
ETNK2,0,0,0,0,0,0
PPFIA4,4,14,10,15,6,14
PLEKHA6,3,1,3,2,3,1
PTPN7,0,0,0,0,0,0
SYT2,9,47,33,45,37,28
ARL8A,7,15,19,23,15,15
OSR1,0,0,0,0,0,0
GDF7,3,14,16,33,16,12
PDIA6,187,228,184,395,283,226
RHOB,523,415,351,292,194,207
ATP6V1C2,0,2,1,1,5,1
HNRNPLL,47,59,43,71,62,69
