gene_name,5377-sg_Control,5377-sg_PAK4,5391-sg_Control,5391-sg_PAK4,5465-sg_Control,5465-sg_PAK4
HIF3A,108,42,11,4,16,5
ZNF576,191,162,200,233,159,64
IRGC,0,0,0,0,0,0
ZNF45,350,257,232,261,375,72
LYPD3,6,20,2,1,5,3
PSG8,2,0,5,6,0,0
CEACAM8,29,10,20,12,21,11
NDP,34,17,5,1,0,1
USP9X,10663,10571,15185,16536,9088,2974
CRISP2,0,0,0,0,0,0
F13A1,0,0,0,0,0,0
GRM4,0,4,0,1,0,0
TRERF1,673,396,199,246,467,278
PACSIN1,0,0,0,0,2,0
BTN2A2,381,329,385,397,466,137
SIRT5,327,240,179,234,211,143
MRS2,1083,693,668,462,529,150
WRNIP1,1133,1232,1091,1304,592,262
RRP36,1526,1130,1130,1170,781,165
BTN2A3P,158,167,130,180,190,70
BTN1A1,0,0,2,0,0,0
SNRPC,1171,1017,803,801,354,137
SLC17A3,0,0,0,0,0,0
SLC17A1,0,0,0,0,0,0
SERPINB6,2011,1671,1983,2277,1545,659
XPO5,2618,2020,2942,3578,723,330
ABCC10,786,669,719,644,720,255
H1-3,2869,2194,279,285,43,81
PEX6,443,497,289,299,492,224
NQO2,526,569,351,367,491,161
OARD1,344,281,288,278,180,68
UNC5CL,1,7,1,5,1,0
AARS2,635,566,516,516,260,170
H1-1,12,21,20,29,1,4
ZNF391,274,42,98,115,15,15
RPS10,9169,9565,10251,11678,8029,1723
MOCS1,192,227,726,590,224,86
H2BC11,1925,1563,335,370,94,175
MED20,332,378,278,257,232,127
OR2B6,9,7,0,0,1,0
TBCC,408,336,359,316,363,115
SPDEF,3,2,1,0,0,0
TCP11,10,2,3,2,9,2
MAD2L1BP,366,339,302,388,200,106
APOBEC2,0,0,0,0,0,0
KLHDC3,558,911,916,863,897,513
GNMT,14,6,5,3,4,0
DNAH8,12,0,8,11,2,3
TREM1,12,23,16,7,5,52
MEA1,717,538,661,695,284,121
KLHL31,3,4,4,5,9,5
COL21A1,74,29,10,6,324,42
CDKN1A,222,479,13447,14087,1941,965
SOX4,645,416,645,688,1168,111
GLO1,3761,3529,2238,3047,2054,741
CPNE5,10,20,4,4,1,0
KCNK17,0,0,0,0,1,0
RREB1,1448,837,1058,1063,837,384
SSR1,3989,3344,2693,2347,4049,1548
RIOK1,506,427,434,506,332,100
NRN1,287,210,5,2,4,0
SLC35B3,481,368,418,545,450,170
RPP40,232,214,369,449,38,23
ATXN1,1336,1621,1397,1558,1596,627
NUP153,4322,3487,1935,2301,1183,524
DEK,6074,5320,2641,2385,1369,783
EEF1E1,763,500,527,609,289,60
CRISP1,0,0,0,0,0,0
RUNX2,1231,1012,349,398,62,90
OPN5,0,7,2,4,0,0
GCM2,0,0,0,0,0,0
LRRFIP1,2584,1553,2181,2460,1075,380
LOC93463,2,7,6,9,18,4
RAB17,6,2,17,4,19,0
CXCL6,11,495,74,90,2718,1603
EREG,4003,3991,7730,4114,3717,2250
TRIM51,0,0,0,0,0,0
MYRF-AS1,1,1,0,0,0,0
MYRF,307,207,231,237,253,156
SCGB1D2,0,0,0,0,0,0
SCGB2A1,0,0,0,0,0,0
AHNAK,81674,43258,105004,90750,50185,23640
EMC3,828,799,818,885,999,289
SSUH2,4,8,5,18,8,1
WNT1,0,0,1,0,0,0
SH3TC1,537,294,136,149,91,44
CNOT1,6906,7062,5006,4775,4226,1462
LRRC29,28,39,60,30,63,25
BBS2,702,567,481,353,798,230
MT1G,8,9,7,5,0,0
MT2A,10933,6130,9123,9161,2426,6540
C16orf70,348,248,260,293,212,123
GOT2,2206,1173,1992,2046,941,438
DOK4,230,158,380,364,290,132
PIWIL1,1,1,0,1,1,1
GPR18,0,0,0,0,0,0
CLYBL,18,15,18,16,44,33
TMTC4,201,140,86,119,60,32
RAP2A,1339,1125,1593,1478,843,261
SLC10A2,8,10,4,5,4,1
ABCC4,1267,1048,870,1111,1193,280
EFNB2,4877,2157,620,660,610,178
SOX21,0,1,0,3,0,0
TM9SF2,2398,2141,1824,2383,3636,1569
HROB,238,151,100,120,21,28
KIF25,0,0,2,4,0,0
IRF1,1263,4186,4613,5582,656,309
UPF3B,234,231,498,661,111,31
RNF113A,139,143,534,534,148,41
SEPTIN6,152,149,633,737,333,149
TMEM255A,27,32,1,0,0,0
NDUFA1,856,963,1759,2008,974,265
AMELX,0,0,0,0,0,0
DMAC2L,262,255,348,299,480,93
BMP4,0,1,0,3,0,1
PTGER2,540,389,167,172,1257,153
FAM193A,1047,922,830,900,559,262
GRK4,108,80,173,236,156,39
SOX9,786,830,42,56,31,26
TEKT3,0,0,2,0,2,0
MYH2,0,5,0,0,0,0
HS3ST3B1,871,975,579,615,1009,972
SLC25A35,46,28,19,35,40,25
MRPS7,759,647,765,635,473,140
GGA3,703,637,290,415,353,132
ARMC7,63,51,54,42,39,25
NUP85,1248,958,541,527,302,94
SLC25A19,66,94,297,261,38,11
MIF4GD,44,28,57,37,39,22
NT5C,391,329,378,418,215,62
MSTO1,518,482,399,503,230,108
MIR9-1HG,118,126,89,107,130,71
TTF1,443,411,221,214,232,59
GTF3C4,2312,1635,2139,2430,889,377
DDX31,628,658,736,732,186,56
BARHL1,0,0,0,0,0,0
KIR2DL1,0,0,0,0,0,0
PPP1R12C,849,688,1296,1576,704,225
MBOAT7,231,159,269,193,331,6
SRMS,0,0,0,0,0,0
OPRL1,19,13,0,9,5,0
SLC2A4RG,678,556,241,260,134,125
NPBWR2,0,0,0,0,0,0
FNDC11,14,1,5,4,1,0
BHLHE23,0,0,0,0,0,0
PPDPF,395,312,242,287,173,91
IL1B,60,1224,950,1022,76,233
PLGLB2,19,68,44,30,7,5
IL37,5,2,8,4,0,1
CHCHD5,147,180,106,105,130,60
PAX8,61,87,48,37,0,1
INSIG2,371,243,381,249,694,204
POLR1B,1319,932,951,1214,293,220
CCDC93,1433,1478,2497,2749,817,340
PSD4,203,308,540,615,91,26
SLC25A23,50,41,222,240,375,74
PSPN,62,71,79,72,72,29
GTF2F1,960,688,1360,1487,975,231
ALKBH7,160,113,101,90,282,61
CLPP,407,358,296,506,265,122
TNFSF9,1,4,33,50,2,0
GRIA3,30,3,126,137,224,57
THOC2,2481,2741,2816,2990,2290,808
MED1,1307,1213,868,1094,795,357
RPL23,6519,5002,7787,7384,7987,1968
ATG4C,205,323,320,287,196,87
CD70,79,209,6,13,0,0
C3,355,2293,194,174,663,1664
SH2D3A,57,47,49,54,53,36
TRIP10,767,762,784,761,459,163
GPR108,238,440,532,438,569,151
TNFSF14,30,29,12,23,22,11
FOSB,13,4,54,83,20,7
OPA3,499,472,696,775,672,184
SNRPD2,1654,1259,1329,1313,1003,343
RTN2,40,56,58,27,92,58
EML2,187,194,279,328,584,270
VASP,1587,1046,1927,1786,1091,420
SYMPK,1081,982,1399,1318,935,443
GPCPD1,933,713,800,929,1359,550
SDCBP2,53,27,51,57,24,5
PANK2,1487,1446,1056,950,907,326
TGM3,5,3,0,0,2,3
GNRH2,1,4,1,2,5,0
DEFB126,0,0,0,0,0,0
FOXA2,2,2,0,0,0,0
FAM182A,3,0,1,0,0,0
CD93,7,4,1244,930,162,104
GZF1,744,742,566,637,298,189
PAX1,0,0,0,0,0,0
NAPB,460,448,507,507,529,204
CST8,0,0,0,0,0,0
NKX2-4,0,0,8,6,0,0
CENPB,2428,2262,2315,2526,1198,500
PSMF1,1366,801,1117,1066,757,324
NKX2-2,49,33,0,0,0,0
DTD1,1099,703,821,984,327,138
CSTL1,17,4,3,3,6,6
RBCK1,1655,2285,2236,2633,901,371
TMX4,3578,3718,1055,1038,2282,530
CST11,0,0,0,0,0,0
STK35,1464,1275,631,907,444,257
SNRPB,3958,3077,2388,2217,929,407
NRSN2,702,283,280,333,207,71
AP5S1,525,504,489,380,416,109
RRBP1,6495,4790,8095,7766,3392,2009
BMP2,101,147,272,512,54,24
ZNF133,496,617,605,808,365,144
FLRT3,358,64,0,0,4,1
OVOL2,0,0,0,0,0,0
PCSK2,4,2,6,1,3,1
GFRA4,0,0,0,0,0,0
MKKS,873,971,793,919,515,166
BFSP1,16,22,63,70,79,22
DSTN,4173,3365,3820,4224,4729,1154
LAMP5,2,1,0,0,0,0
SNRPB2,1135,1059,807,870,439,169
MGME1,778,575,362,302,172,74
LRRN4,0,0,0,0,0,0
TBC1D20,1485,1438,1392,1481,1061,438
ITPA,599,640,705,818,288,74
TCF15,1,0,2,6,0,0
OTOR,0,1,0,0,0,0
MCM8,2052,1923,683,653,316,173
BANF2,0,0,0,0,0,0
TMEM74B,0,1,7,9,0,2
FAM110A,141,132,76,91,12,10
SIRPD,2,0,0,0,2,0
MRPS26,563,426,648,530,210,89
DEFB129,0,0,0,0,0,0
S1PR4,0,2,0,2,0,0
NCLN,1303,1102,2168,2503,525,239
CITED1,1,2,8,7,1,0
MAX,660,539,801,677,745,193
CHURC1-FNTB,92,65,16,43,25,15
ARMCX5,264,239,331,533,266,84
GDF5,29,28,52,32,31,17
MMP24,2,10,39,36,0,0
NECAB3,301,298,177,200,669,172
ID1,5454,2369,242,248,1679,842
RALY,1990,1541,1487,1577,879,254
DYNLRB1,632,445,341,354,418,203
C20orf173,0,0,1,0,0,0
EIF2S2,3238,3983,4072,4564,2513,916
ERGIC3,2573,2257,1624,1722,2748,923
ROMO1,967,908,689,740,586,186
BPIFB9P,0,0,0,0,0,0
FAM83C,1,1,0,0,0,0
BPIFB1,3,2,3,1,11,1
CEP250,2174,837,845,562,389,361
PLAGL2,533,554,326,383,139,78
MMP24OS,84,53,235,255,298,120
GRPR,11,7,1,2,0,0
KDM5C,2351,2463,6143,4862,2505,1258
AMOT,125,73,3,46,23,18
TMEM115,744,696,878,1138,618,198
PSMB2,2223,1959,1422,1452,786,475
AGO3,3051,2235,2209,2327,1290,779
UROD,1258,904,1280,1246,1143,224
ST3GAL3,291,288,106,135,125,74
TMEM53,36,72,43,47,70,13
HECTD3,569,663,894,903,582,286
KLC1,2788,2583,4117,4010,3219,1245
XRCC3,679,650,572,670,32,41
TUBGCP3,759,685,283,360,426,208
MCF2L,10,3,1,7,16,5
F10,2,0,76,82,202,62
PCID2,972,833,704,910,2165,696
PROZ,0,0,0,0,0,0
SLURP1,14,6,0,0,1,6
LRFN3,47,32,23,47,48,37
IGFLR1,12,14,22,5,8,6
CAPNS1,1331,943,1833,2308,2850,717
PDCD2L,136,64,139,195,44,22
GPR42,0,0,0,0,0,0
RBM42,590,441,775,707,275,116
KIRREL2,5,3,0,1,0,0
UBA2,2909,2307,2817,3125,1758,633
FFAR2,8,5,1,5,7,1
HCST,4,0,3,1,2,0
FFAR1,0,0,0,0,0,0
COX6B1,866,645,1015,1011,1015,294
KRT36,0,0,0,0,0,0
THRA,635,616,296,330,595,346
CCR7,0,0,5,7,7,9
NR1D1,139,92,104,179,15,53
FRMD8,572,473,791,883,735,249
PRDX5,861,807,1533,1556,1731,436
BCL2L12,165,142,111,92,34,22
IRF3,423,397,401,346,411,226
PRMT1,2046,2406,2042,2281,606,324
RRAS,332,262,283,322,294,261
PRRG2,4,13,95,140,10,0
SCAF1,486,436,576,599,296,216
PRR12,277,145,280,183,178,77
TSKS,0,0,5,11,0,0
FLRT1,4,14,7,6,0,0
ASL,1176,910,629,613,226,80
SBDS,3290,2314,2984,3042,1374,453
CSN1S1,0,3,0,1,11,8
STAT5A,125,210,220,286,330,46
WNK4,148,86,167,149,33,28
BECN1,1403,1159,1205,1477,1195,455
PRKCG,1,0,2,0,0,0
TRAP1,1001,891,1371,1414,365,255
GLIS2,139,98,143,192,104,72
NSRP1,632,429,382,486,567,254
DNAJC8,1811,1644,989,1135,810,256
AHDC1,368,501,86,97,280,83
IFI6,206,330,574,737,480,7185
DACH2,0,0,10,7,17,3
ZNF384,611,525,483,506,394,187
EMG1,1024,1053,470,467,216,112
SSX1,0,1,0,0,0,0
UXT,677,539,849,1076,395,149
CFP,13,36,43,16,6,6
ELK1,792,597,1142,1178,518,231
TIMM17B,337,370,267,502,127,114
PCNX4,3567,2460,3514,3541,2382,863
ATG14,406,480,616,671,663,217
KTN1,6388,6780,7109,7442,4852,1854
SIX1,234,189,577,579,1183,671
RHOJ,17,4,0,0,23,18
DLGAP5,2280,1728,621,436,98,320
L3HYPDH,543,445,266,337,842,257
HSPA2,119,72,46,58,149,216
ZBTB1,1210,1136,1918,2206,1242,448
TRMT5,462,486,616,1136,367,170
SGPP1,670,656,686,887,437,169
PLEKHG3,305,107,927,1233,291,244
PZP,0,0,0,0,0,0
PRDM7,29,29,8,14,15,3
RHOT1,668,724,1023,777,699,362
EVI2A,106,81,29,14,12,10
OMG,3,0,0,1,8,2
DYNC2I1,505,420,352,310,361,205
AIF1L,161,58,26,33,101,27
FAM78A,24,25,36,25,48,14
NUP214,1476,1444,835,1355,704,410
CTAG2,0,0,0,0,0,0
AVPR2,1,0,0,0,0,0
SLC10A3,403,317,558,698,171,53
MAP2K2,1286,1133,2008,1978,1377,416
HNRNPH2,1118,1114,1391,1516,1182,318
ARMCX1,278,358,1119,1310,393,119
TMEM35A,2,0,10,11,53,15
NXF5,0,0,2,0,0,0
TIMM8A,340,343,623,839,42,13
ZC4H2,146,188,294,347,152,95
CANX,16345,16282,19010,20851,13058,5802
INTS11,1026,909,1105,1136,743,260
RGS13,0,0,0,0,1,0
IPPK,605,434,780,780,295,90
ZNF484,326,370,333,413,310,119
OMD,0,0,0,1,24,0
FGD3,1,0,0,0,0,2
HIVEP3,525,276,185,277,103,78
PPCS,218,192,444,407,520,107
EDN2,0,4,0,0,0,0
BCL11B,5,20,3,2,0,0
COX7C,1548,1294,1512,1620,1742,491
TRAF2,426,569,520,489,151,87
ABHD8,146,89,133,135,146,76
MASP1,6,27,53,76,9,7
ATP13A4,3,1,36,2,2,5
PLAAT1,0,4,3,0,0,0
HELB,534,632,389,370,453,106
RAP1B,6694,5286,4388,5045,3068,1155
IL22,0,0,0,0,0,0
TSPAN8,0,0,2,0,17,4
BEST3,9,8,43,51,3,2
RAB3IP,90,190,294,341,259,112
PTPRB,489,191,504,390,7,6
DYRK2,1142,888,1627,2139,561,223
YEATS4,432,356,242,248,132,42
TAS2R3,33,33,32,45,17,14
TAS2R4,64,83,82,110,43,22
TAS2R5,10,17,29,33,14,10
CRYGN,15,8,0,0,3,5
LRRC61,42,12,0,0,0,0
TRPV5,0,0,7,1,0,0
IDUA,65,56,91,85,69,27
FGFRL1,996,888,183,314,88,73
TMEM175,144,100,72,76,166,102
AUNIP,182,94,142,139,10,12
PIN1,736,617,924,976,685,294
FBXL12,208,146,201,201,157,87
EMC1,3864,4025,2867,3188,2159,994
PLA2G5,21,5,4,0,0,0
UBR4,11789,9902,7118,7975,10624,4664
HP1BP3,4990,4545,2859,2873,3354,1624
ADGRE2,126,86,176,111,156,65
SIN3B,858,825,1102,1198,1110,401
OR7A10,0,0,0,0,0,0
SLC35E1,1088,1036,1347,1360,1125,559
EPS15L1,294,218,397,333,178,113
KLF2,60,25,27,97,2,12
OR7C2,0,0,0,0,0,0
OR7C1,0,0,0,0,3,0
F2RL3,5,1,18,13,3,2
UQCR11,896,548,1189,1238,1076,402
GFER,489,363,322,507,190,51
SYNGR3,2,19,71,106,15,7
PKMYT1,523,300,207,310,5,5
WFIKKN1,0,6,4,3,3,0
WDR24,238,104,93,79,134,48
FBXL16,99,69,4,5,0,0
CHTF18,495,361,201,80,37,55
GNG13,0,0,0,0,0,0
TUBBP1,0,0,1,12,0,0
MACF1,15370,14799,16037,17528,22774,6687
SMARCA4,2700,1801,2486,2169,1297,358
KDM4B,738,518,1154,1160,675,543
TICAM1,136,130,256,331,61,44
METTL25,62,89,153,194,205,39
IL17B,5,0,4,5,0,0
EMC6,185,180,202,233,96,33
OR1E2,0,0,1,6,3,1
METTL16,990,852,343,705,410,114
TUBA4A,378,241,22,66,58,54
VIL1,0,0,0,1,0,0
AAMP,1372,1569,1509,1623,818,288
PNKD,275,265,238,256,335,98
TNFRSF19,128,117,189,223,1013,284
RNF6,1898,925,1543,1707,704,215
ECHS1,914,839,1558,1814,871,268
ZNF835,3,13,59,57,10,5
AKAP9,5795,5335,2501,2650,5921,1739
GNG11,1735,1400,2933,1994,5041,1503
SEM1,1619,1504,394,350,486,131
GNGT1,3,0,2,1,15,0
HIP1,2971,2407,914,1200,2212,1073
PTPN12,4786,3722,3666,3505,1501,868
POR,1719,1632,869,932,932,165
FGL2,3,12,11,7,36,17
STYXL1,873,895,540,606,154,56
STEAP4,84,78,44,69,70,28
GNAI1,999,648,805,746,1473,369
PMS2P3,353,270,74,82,72,56
PEX1,685,714,609,654,486,252
MTERF1,619,561,229,269,257,85
SGCE,912,658,529,613,1129,378
RBM48,346,389,175,196,205,91
CASD1,717,663,259,312,721,304
LRFN1,19,11,3,5,0,0
ZFP36,141,56,113,111,392,152
SRD5A3,154,104,73,127,143,79
SPINK2,0,0,0,0,0,0
RASL11B,12,5,2,14,27,0
PAICS,5538,4425,3354,3663,1442,805
KDR,420,247,49,23,13,11
PPAT,1476,1325,1072,1230,322,123
TUBGCP6,385,417,541,536,777,351
ADM2,20,23,779,901,8,14
DGCR6L,225,214,716,718,359,133
DGCR8,1035,684,1184,1285,690,233
ASPHD2,56,79,147,185,7,7
VPREB3,0,5,2,5,0,2
SDF2L1,116,85,220,193,88,29
GAL3ST1,0,0,9,22,0,0
YWHAH,1707,1071,524,1777,854,410
RFPL1,0,0,0,0,0,0
RFPL2,0,0,0,0,0,0
C22orf24,0,0,0,0,1,0
POM121L9P,2,14,73,37,1031,350
GNAZ,55,44,7,4,2,0
MGAT3,0,0,137,150,170,115
ADORA2A,15,50,48,66,17,16
ATF4,1724,2538,6793,7473,2012,861
A4GALT,104,126,312,431,839,232
RFPL3,0,0,0,0,0,0
CDC42EP1,753,496,1264,1514,217,110
APOL3,227,411,630,634,251,247
MCHR1,1,0,0,0,0,0
TPST2,229,219,402,495,173,67
BAIAP2L2,0,1,58,53,1,0
MPST,273,195,773,727,405,146
GALR3,0,0,2,1,0,0
TST,107,81,297,332,161,52
APOL5,0,0,2,0,0,0
IGLL1,0,0,0,0,0,0
APOL2,663,931,1859,2062,749,287
RAC2,536,431,455,421,382,288
LIF,1042,2309,4783,6333,694,777
C22orf23,5,4,2,3,1,3
APOBEC3A,25,44,21,26,43,16
APOBEC3F,37,45,89,125,98,32
RIBC2,14,19,6,10,0,1
KRT17,906,571,7,12,266,296
EMC4,1119,1117,898,1014,819,338
RNF112,91,72,13,6,14,2
SPECC1,1554,1286,957,1242,941,206
CPA4,46,25,372,280,43,43
DOCK4,430,793,1378,1006,1258,660
POT1,1102,1063,321,556,391,194
TAS2R16,0,0,0,0,0,0
ATP6V1F,1077,1020,412,521,442,147
LSM8,1542,1140,564,663,440,140
CDHR3,40,24,36,20,37,14
PRKRIP1,688,690,454,443,361,115
VGF,79,28,12,13,6,2
PODXL,5976,662,254,303,38,13
FOXP2,3,6,0,3,429,87
STRIP2,2044,1237,250,262,140,36
IFT22,926,665,317,440,182,79
MKLN1,6601,6097,2738,2470,4062,1472
DNAJB9,222,777,1102,1160,741,193
FLNC,38989,23015,72284,98102,1392,1867
LRRC4,0,5,1,5,1,0
CALU,27035,20474,12704,12590,14331,5848
CCDC136,760,727,153,155,104,25
SMO,64,38,27,65,56,8
IRF5,10,26,44,56,3,0
LRRC17,2273,1299,809,722,364,57
KLHDC10,3091,2780,1666,1716,1086,539
NDUFA5,1339,1443,438,683,1051,283
FEZF1,0,0,0,0,0,0
OPN1SW,0,1,0,0,0,0
MYO1B,2559,4468,7032,7425,10419,3575
HOXD1,0,0,2,0,0,0
HOXD3,23,18,0,0,0,0
MTX2,617,647,552,500,298,130
PDE11A,13,8,0,14,3,0
CHN1,921,820,372,284,198,73
GAD1,1,7,5,7,0,0
OSGEPL1,326,250,40,64,120,30
ORMDL1,1301,976,1034,1026,1145,261
HAT1,1744,1338,803,781,547,184
HOXD9,28,35,0,0,0,0
HOXD10,158,166,0,2,0,0
HOXD11,114,76,0,0,0,0
HOXD13,45,78,0,1,0,0
HERC2,4802,2953,3506,3666,3517,1245
SNRPN,820,692,878,793,1024,328
PSMG2,714,605,954,838,583,228
TWSG1,1943,1320,1795,1707,3616,804
ARHGAP22,739,457,1300,1446,190,195
WDFY4,0,0,0,0,1,0
EIF2AK4,5394,3202,2998,2981,2284,825
MYO5C,74,22,11,12,26,10
CGNL1,138,195,109,157,57,29
TMOD2,336,164,1006,1119,394,253
TTBK2,625,964,610,574,827,452
ELL3,16,5,13,0,8,3
CCDC32,540,542,507,341,244,180
INO80,1462,1810,1407,1346,592,242
ICE2,1279,1442,763,714,972,298
DLL4,2,8,1,6,0,0
ALDH1A2,17,1,6,5,7,1
MINDY2,802,561,1231,1390,2248,992
IVD,1076,827,790,693,827,248
KNSTRN,1786,1265,844,887,278,239
DUT,1582,1356,596,638,424,168
CHAC1,64,81,188,192,0,5
CLN6,925,494,524,480,160,50
ARPP19,6176,4582,3864,4057,2741,1315
VPS13C,6474,7326,6526,6255,7649,1542
CALML4,128,81,62,112,13,6
ISLR,12,9,131,88,6022,2927
THAP10,84,248,145,179,15,7
LOXL1,626,509,591,800,1464,758
ACKR4,0,3,3,0,0,0
ANAPC13,1272,850,948,1087,897,247
MBD4,768,1092,588,648,653,170
COPB1,5047,4367,5555,6056,5050,1859
PSMA1,2161,2145,1658,1691,1830,437
SUMF2,1848,1923,1334,1306,3050,1041
PALLD,5255,2826,3162,3940,3092,810
SPCS3,3880,2891,2973,1697,2850,583
BBOX1,1,1,0,0,0,1
MYOD1,0,0,0,0,0,0
SERGEF,154,93,119,189,169,30
KCNC1,1,0,0,0,0,4
TPH1,27,19,10,16,15,4
CSRP3,0,1,0,0,0,0
E2F8,124,108,16,8,9,9
DCTD,1797,1469,1040,1009,677,262
SOX15,1,3,0,6,2,0
PIMREG,753,612,298,222,21,68
RPAIN,532,551,683,730,658,153
USP6,160,131,130,152,214,51
SHBG,5,5,6,12,15,13
PLD2,392,143,157,298,365,53
AIPL1,27,27,27,32,29,11
CD68,116,155,185,147,380,401
TXNDC17,660,547,941,1016,364,151
ATP1B2,10,3,18,11,44,2
FXR2,893,858,1238,1313,731,217
KIF1C,4972,2922,5086,6209,2238,712
MPDU1,523,538,467,532,582,176
PHF20L1,2710,2314,1989,1881,2600,585
LRRC6,15,15,0,7,15,16
CCNT1,1691,1180,1642,1752,1370,540
PUS7L,2146,1488,1087,1323,797,380
KRI1,459,244,205,283,225,75
ILF3,5214,4898,2375,3448,2333,757
SLC44A2,1167,610,928,1040,1242,516
AP1M2,5,1,2,9,1,0
CDKN2D,135,84,56,52,64,42
MTUS1,46,78,123,212,1327,258
KLK14,4,2,0,1,1,0
SIGLEC9,2,8,3,0,5,1
KLK10,58,53,38,26,54,23
KLK8,12,0,0,1,8,6
NGDN,393,371,339,398,216,94
RIPK3,4,0,0,0,0,0
ADCY4,19,32,77,91,222,26
RAB2B,356,397,475,384,470,164
BCL2L2,823,782,1265,1305,856,326
AJUBA,1066,822,2316,2218,474,207
DTD2,480,386,445,462,358,130
PARP2,400,342,270,242,106,62
HEATR5A,862,757,1355,1558,1758,689
FOXA1,2,2,3,19,2,0
SNX6,2442,2275,2916,2568,3401,842
EAPP,238,250,302,393,590,149
EGLN3,61,32,0,1,5,2
MIS18BP1,1078,783,1065,955,756,443
NRL,12,12,3,7,1,0
RNASE1,0,1,0,1,0,1
NEDD8,1628,1265,1369,1520,1178,502
DAD1,1536,1125,1624,1641,1498,543
TEP1,465,647,858,760,1362,415
EPB41L4A,5,30,18,43,13,18
CDO1,25,12,15,10,39,4
REEP5,1362,1109,2765,2708,2080,559
ITFG1,1288,852,747,851,2253,719
QRICH2,67,101,262,329,184,57
FOXJ1,0,0,4,1,0,0
SEC14L1,2116,1437,2773,2055,3163,1055
RHBDF2,403,456,153,155,175,85
AANAT,0,3,2,2,0,0
ARHGEF6,848,662,828,792,591,258
MAP7D3,784,582,1571,1504,672,321
FGF13,1006,778,64,78,150,53
ASH2L,590,559,534,449,513,108
TTI2,241,192,261,260,137,63
ART1,0,0,0,0,0,0
CHRNA10,23,18,22,32,16,4
CDKN1C,6,16,11,3,653,10
SGO1,699,460,155,140,25,79
RPS4Y1,3465,2727,2,3,3,7
TTTY1,0,0,0,0,0,0
VCY,0,1,0,0,0,0
CDY2B,0,0,0,0,0,0
CDH15,75,84,4,16,10,4
KLF16,360,234,695,864,162,88
PGAP6,814,656,548,784,420,156
DOHH,168,187,269,286,68,27
MAU2,687,588,528,589,967,421
SHC2,206,183,18,13,9,7
PLPPR3,9,4,0,0,26,5
INS-IGF2,0,0,11,19,23,1
ABHD17A,666,553,711,695,910,306
LBP,4,24,0,0,2,0
SYT5,9,14,14,18,21,5
TNNI3,1,0,0,0,0,0
CBFA2T3,0,0,8,1,0,0
GAMT,221,199,193,232,148,53
PUDP,292,372,673,622,234,178
PHF10,438,781,1029,1108,1154,521
PRRG3,0,0,0,0,0,0
GALNT8,4,0,3,2,1,3
KCNA5,0,0,0,0,0,0
CRACR2A,173,64,351,385,194,85
NXNL2,41,25,34,35,29,15
STARD8,225,238,318,277,409,114
FAM155B,0,0,1,0,0,0
GDPD2,1,2,1,1,0,1
SAT1,940,1403,5565,7101,3157,770
GNL3L,827,789,1319,1265,382,112
SH3BP4,2243,1505,2735,2628,711,529
MOSPD2,750,565,974,1210,526,158
DOCK6,360,328,541,545,615,310
ECSIT,279,252,180,166,213,60
LDLR,1571,2393,585,455,3495,263
ELOF1,324,313,319,364,229,84
TSPAN16,0,0,0,0,0,0
ANGPTL8,0,2,0,1,0,0
PRKCSH,2810,2747,1862,1911,2689,1279
CNN1,51,46,124,212,55,15
CDC16,1318,936,1568,1569,1239,409
ZSCAN10,0,0,18,15,0,0
THEM6,33,25,154,118,233,63
NECTIN2,1102,934,1086,1015,1178,541
APOE,1230,1761,17,33,1935,191
TOMM40,1360,1084,1845,2202,353,179
APOC1,8,29,3,4,79,3
GADD45G,24,23,60,50,3,0
LRCH2,327,396,731,1009,406,196
XPO7,2500,1722,1419,1431,1157,574
ACE2,2,3,0,0,12,0
FAM98C,165,152,222,219,225,91
SAFB2,433,517,553,619,1068,287
RPL36,2150,2190,4270,4432,3453,1188
ATP8B3,58,65,7,25,23,65
GDF1,0,1,5,4,0,0
NCAN,1,0,0,1,0,0
KIF1A,23,2,142,140,8,8
GTPBP3,280,83,62,61,128,73
PLVAP,0,0,8,8,3,2
BST2,1027,1077,30,28,396,943
SLC27A1,203,219,169,199,314,193
NSUN5,778,630,500,608,85,31
USHBP1,22,27,24,33,33,10
COLGALT1,2330,2597,4940,4853,3057,1621
DDA1,303,285,754,668,395,290
MRPL34,155,127,298,406,323,75
PGLS,453,412,459,543,418,145
LSM7,472,425,281,392,109,41
TULP4,3177,3119,1828,2220,1495,475
SNX9,1339,1041,2062,2136,1320,575
RTN4IP1,230,214,109,92,89,59
QRSL1,695,593,293,307,284,75
MTRES1,140,159,163,241,113,43
RSPH3,409,383,465,458,422,216
MAS1,107,55,64,66,86,21
ACSBG2,0,0,0,0,0,0
MLLT1,495,291,400,457,275,172
FUT5,0,0,0,0,0,0
BMP15,0,0,0,0,0,0
AFDN,2574,2697,3228,3119,1183,612
STK33,383,365,397,450,150,54
EPO,2,3,0,0,0,0
ARPC1B,6572,5539,2032,2298,2067,589
CACNG6,1,1,0,2,0,0
ZSWIM6,782,555,673,771,700,339
FCHO1,21,16,32,44,28,10
UNC13A,2,1,34,34,44,35
MAP1S,233,202,402,476,212,86
KLHDC7B,0,4,10,17,0,1
PXDN,10573,11091,9078,9956,15140,5692
SSBP4,258,275,364,335,718,334
GDF15,130,347,8884,10662,243,99
PGPEP1,257,284,732,718,1715,643
IQCN,55,86,31,52,44,26
